panel,book,pass4a,pass4b,H1,H2,spyH1,spyH2,OOS_Sharpe,spyOOS,MaxDD,cap,CAGR,floor
U56,BAND075,False,False,1.232199628438694,1.1769614323135538,0.9588463983520052,0.8236326128682195,1.2771844071673888,0.8739575612872552,-0.12054947951644912,-0.20230360625077437,0.0862272835611193,0.10591171876091784
U56,BAND100,False,True,1.2327303099893139,1.176215516406188,0.9588463983520052,0.8236326128682195,1.2764827179455565,0.8739575612872552,-0.15910995440549058,-0.20230360625077437,0.11537075945472508,0.10591171876091784
U56,V1,False,False,0.6497989160769584,0.6655456904179622,0.9588463983520052,0.8236326128682195,0.7301176379342056,0.8739575612872552,-0.1382777636309106,-0.20230360625077437,0.06365716878931948,0.10591171876091784
U56,EWELIG075,False,False,1.0736514045034153,1.022189008399874,0.9588463983520052,0.8236326128682195,1.1045205259771187,0.8739575612872552,-0.158746990312857,-0.20230360625077437,0.10356166800306177,0.10591171876091784
U56,CAND20,False,True,1.093725509440543,1.0892589630564742,0.9588463983520052,0.8236326128682195,1.1602457909090318,0.8739575612872552,-0.1830833978748887,-0.20230360625077437,0.12600959041078985,0.10591171876091784
U56,CAND10,False,False,0.9165030674208643,0.9361232371265428,0.9588463983520052,0.8236326128682195,0.9698453155073322,0.8739575612872552,-0.17538194483484482,-0.20230360625077437,0.12779759550158176,0.10591171876091784
U56,EWALL075,False,False,1.1963791283666632,1.0585363796667493,0.9588463983520052,0.8236326128682195,1.128103058486071,0.8739575612872552,-0.22525880022924205,-0.20230360625077437,0.1320698136046219,0.10591171876091784
B136,BAND075,False,False,1.2348466062129893,0.9658157974796912,0.9595622658772724,0.8259431438686403,1.105887869727878,0.8767278433896203,-0.12240985403190008,-0.20229571984435818,0.07977883927766838,0.10614372571434413
B136,BAND100,False,True,1.2358770851587095,0.9647512348188001,0.9595622658772724,0.8259431438686403,1.1048029424254948,0.8767278433896203,-0.16157983013208954,-0.20229571984435818,0.10652976854836904,0.10614372571434413
B136,V1,False,False,0.7933056859001063,0.5038042148365551,0.9595622658772724,0.8259431438686403,0.570246889585127,0.8767278433896203,-0.2119236647684153,-0.20229571984435818,0.06411794932166859,0.10614372571434413
B136,EWELIG075,False,True,1.150162691756242,0.9004835981377173,0.9595622658772724,0.8259431438686403,1.010456111383248,0.8767278433896203,-0.17688085212974547,-0.20229571984435818,0.10656429035062365,0.10614372571434413
B136,CAND20,False,False,1.1417967928700368,0.7950108914174999,0.9595622658772724,0.8259431438686403,0.884157377715211,0.8767278433896203,-0.20052393396044932,-0.20229571984435818,0.13075378775526514,0.10614372571434413
B136,CAND10,False,False,1.1216602772689301,0.6979400077661592,0.9595622658772724,0.8259431438686403,0.7779658794587809,0.8767278433896203,-0.21445763823418773,-0.20229571984435818,0.1409974489836423,0.10614372571434413
B136,EWALL075,False,False,1.2357077247322543,1.0094519265395863,0.9595622658772724,0.8259431438686403,1.092275497779457,0.8767278433896203,-0.2537134029501952,-0.20229571984435818,0.14075525496074337,0.10614372571434413
STK20,BAND075,False,True,1.5530738234749661,1.3348369695815903,0.9588463983520052,0.8236326128682195,1.4420267188547666,0.8739575612872552,-0.15608608432964022,-0.20230360625077437,0.1547388310385076,0.10591171876091784
STK20,BAND100,False,False,1.5540129840894936,1.335413932913613,0.9588463983520052,0.8236326128682195,1.4426248299509619,0.8739575612872552,-0.20438889828194817,-0.20230360625077437,0.20870071545949131,0.10591171876091784
STK20,V1,False,True,1.0542785713731693,1.085012571266437,0.9588463983520052,0.8236326128682195,1.100540769861205,0.8739575612872552,-0.19309089399419,-0.20230360625077437,0.16589365742310358,0.10591171876091784
STK20,EWELIG075,False,False,1.1162002225674978,1.349197509969917,0.9588463983520052,0.8236326128682195,1.4214138271099157,0.8739575612872552,-0.30846222869900497,-0.20230360625077437,0.18996858008640793,0.10591171876091784
STK20,CAND20,False,True,1.3341526125209482,1.3224160318104778,0.9588463983520052,0.8236326128682195,1.4332408568843626,0.8739575612872552,-0.12559453796828068,-0.20230360625077437,0.12409475263161518,0.10591171876091784
STK20,CAND10,False,True,1.2662480619624497,1.282979439867501,0.9588463983520052,0.8236326128682195,1.3348460720850455,0.8739575612872552,-0.1726736248071602,-0.20230360625077437,0.18495821481861952,0.10591171876091784
STK20,EWALL075,False,False,1.5204186272150466,1.2330163400477678,0.9588463983520052,0.8236326128682195,1.3114074198752912,0.8739575612872552,-0.24150350296131184,-0.20230360625077437,0.22682984019173102,0.10591171876091784
