panel,dial,channel,level,cheat,flip,pick,ctl_pick,d_OOS_Sharpe
U56,LAG,WINDOW,TRAIL3Y,False,True,1,3,0.05366195906480664
U56,LAG,WINDOW,FULL,True,True,1,3,0.05366195906480664
U56,LAG,BOOK,1,False,True,2,3,0.032557945494511076
U56,LAG,BOOK,2,False,True,1,3,0.05366195906480664
U56,LAG,BOOK,3,False,True,1,3,0.05366195906480664
U56,LAG,BOOK,-1,False,True,4,3,0.03224381638468787
B136,BAND,ROUND,3,False,False,0.08,0.08,0.0
B136,BAND,ROUND,2,False,False,0.08,0.08,0.0
B136,BAND,ROUND,1,False,True,0.0,0.08,0.01657939079011861
B136,BAND,ROUND,0,False,True,0.0,0.08,0.01657939079011861
B136,BAND,WINDOW,IS_H2,False,True,0.12,0.08,-0.016837552756039376
B136,BAND,WINDOW,TRAIL5Y,False,True,0.2,0.08,-0.09413185618668751
B136,BAND,WINDOW,TRAIL3Y,False,True,0.12,0.08,-0.016837552756039376
B136,BAND,WINDOW,FULL,True,False,0.08,0.08,0.0
B136,BAND,BOOK,1,False,True,0.05,0.08,-0.016409781703073056
B136,BAND,BOOK,2,False,True,0.03,0.08,0.0070677448109439656
B136,BAND,BOOK,3,False,True,0.02,0.08,0.027728423322537665
B136,BAND,BOOK,-1,False,True,0.12,0.08,-0.016837552756039376
B136,N,ROUND,3,False,False,30,30,0.0
B136,N,ROUND,2,False,False,30,30,0.0
B136,N,ROUND,1,False,False,30,30,0.0
B136,N,ROUND,0,False,True,3,30,-0.3461347204275447
B136,N,WINDOW,IS_H2,False,True,40,30,0.08242133468389223
B136,N,WINDOW,TRAIL5Y,False,True,40,30,0.08242133468389223
B136,N,WINDOW,TRAIL3Y,False,True,40,30,0.08242133468389223
B136,N,WINDOW,FULL,True,True,50,30,0.16213247787992802
B136,N,BOOK,1,False,True,20,30,-0.02725605337437509
B136,N,BOOK,2,False,True,15,30,-0.09374090850913053
B136,N,BOOK,3,False,True,10,30,-0.18206126701907022
B136,N,BOOK,-1,False,True,40,30,0.08242133468389223
B136,GROSS,ROUND,3,False,True,0.95,1.0,0.00022916977194986643
B136,GROSS,ROUND,2,False,True,0.2,1.0,0.0029865193838645165
B136,GROSS,ROUND,1,False,True,0.2,1.0,0.0029865193838645165
B136,GROSS,ROUND,0,False,True,0.2,1.0,0.0029865193838645165
B136,GROSS,WINDOW,IS_H2,False,False,1.0,1.0,0.0
B136,GROSS,WINDOW,TRAIL5Y,False,False,1.0,1.0,0.0
B136,GROSS,WINDOW,TRAIL3Y,False,False,1.0,1.0,0.0
B136,GROSS,WINDOW,FULL,True,True,0.75,1.0,0.0010849273023836314
B136,GROSS,BOOK,1,False,True,0.95,1.0,0.00022916977194986643
B136,GROSS,BOOK,2,False,True,0.85,1.0,0.0006693862448670096
B136,GROSS,BOOK,3,False,True,0.75,1.0,0.0010849273023836314
B136,GROSS,BOOK,-1,False,False,1.0,1.0,0.0
B136,VOLCAP,ROUND,3,False,False,0.2,0.2,0.0
B136,VOLCAP,ROUND,2,False,False,0.2,0.2,0.0
B136,VOLCAP,ROUND,1,False,False,0.2,0.2,0.0
B136,VOLCAP,ROUND,0,False,False,0.2,0.2,0.0
B136,VOLCAP,WINDOW,IS_H2,False,True,0.3,0.2,0.1000104914473312
B136,VOLCAP,WINDOW,TRAIL5Y,False,True,0.3,0.2,0.1000104914473312
B136,VOLCAP,WINDOW,TRAIL3Y,False,True,0.3,0.2,0.1000104914473312
B136,VOLCAP,WINDOW,FULL,True,True,9.99,0.2,0.15475107896910756
B136,VOLCAP,BOOK,1,False,True,0.5,0.2,0.10219655557068497
B136,VOLCAP,BOOK,2,False,True,0.4,0.2,0.1120993582603047
B136,VOLCAP,BOOK,3,False,True,0.3,0.2,0.1000104914473312
B136,VOLCAP,BOOK,-1,False,False,0.2,0.2,0.0
B136,CADENCE,ROUND,3,False,False,W,W,0.0
B136,CADENCE,ROUND,2,False,False,W,W,0.0
B136,CADENCE,ROUND,1,False,True,D,W,0.02666495630785004
B136,CADENCE,ROUND,0,False,True,D,W,0.02666495630785004
B136,CADENCE,WINDOW,IS_H2,False,True,Q,W,-0.2184628530473225
B136,CADENCE,WINDOW,TRAIL5Y,False,False,W,W,0.0
B136,CADENCE,WINDOW,TRAIL3Y,False,True,Q,W,-0.2184628530473225
B136,CADENCE,WINDOW,FULL,True,False,W,W,0.0
B136,CADENCE,BOOK,1,False,True,D,W,0.02666495630785004
B136,CADENCE,BOOK,2,False,True,D,W,0.02666495630785004
B136,CADENCE,BOOK,3,False,True,D,W,0.02666495630785004
B136,CADENCE,BOOK,-1,False,True,M,W,-0.021482077090377638
B136,MAWIN,ROUND,3,False,False,150,150,0.0
B136,MAWIN,ROUND,2,False,False,150,150,0.0
B136,MAWIN,ROUND,1,False,False,150,150,0.0
B136,MAWIN,ROUND,0,False,True,50,150,-0.07538532774134621
B136,MAWIN,WINDOW,IS_H2,False,True,250,150,0.08898451722133038
B136,MAWIN,WINDOW,TRAIL5Y,False,True,250,150,0.08898451722133038
B136,MAWIN,WINDOW,TRAIL3Y,False,True,250,150,0.08898451722133038
B136,MAWIN,WINDOW,FULL,True,True,250,150,0.08898451722133038
B136,MAWIN,BOOK,1,False,True,100,150,-0.08548336044638882
B136,MAWIN,BOOK,2,False,True,50,150,-0.07538532774134621
B136,MAWIN,BOOK,3,False,True,50,150,-0.07538532774134621
B136,MAWIN,BOOK,-1,False,True,200,150,0.06793885060872551
B136,QUANT,ROUND,3,False,False,0.25,0.25,0.0
B136,QUANT,ROUND,2,False,False,0.25,0.25,0.0
B136,QUANT,ROUND,1,False,False,0.25,0.25,0.0
B136,QUANT,ROUND,0,False,True,0.02,0.25,-0.04073803087782968
B136,QUANT,WINDOW,IS_H2,False,True,0.6,0.25,0.18778925400597846
B136,QUANT,WINDOW,TRAIL5Y,False,True,0.6,0.25,0.18778925400597846
B136,QUANT,WINDOW,TRAIL3Y,False,True,0.6,0.25,0.18778925400597846
B136,QUANT,WINDOW,FULL,True,True,0.6,0.25,0.18778925400597846
B136,QUANT,BOOK,1,False,True,0.15,0.25,-0.06786581910115219
B136,QUANT,BOOK,2,False,True,0.1,0.25,-0.00781918179415686
B136,QUANT,BOOK,3,False,True,0.05,0.25,-0.1958380039740445
B136,QUANT,BOOK,-1,False,True,0.4,0.25,0.06934255247908072
B136,VOLEXP,ROUND,3,False,False,0.0,0.0,0.0
B136,VOLEXP,ROUND,2,False,False,0.0,0.0,0.0
B136,VOLEXP,ROUND,1,False,False,0.0,0.0,0.0
B136,VOLEXP,ROUND,0,False,False,0.0,0.0,0.0
B136,VOLEXP,WINDOW,IS_H2,False,False,0.0,0.0,0.0
B136,VOLEXP,WINDOW,TRAIL5Y,False,False,0.0,0.0,0.0
B136,VOLEXP,WINDOW,TRAIL3Y,False,False,0.0,0.0,0.0
B136,VOLEXP,WINDOW,FULL,True,False,0.0,0.0,0.0
B136,VOLEXP,BOOK,1,False,False,0.0,0.0,0.0
B136,VOLEXP,BOOK,2,False,False,0.0,0.0,0.0
B136,VOLEXP,BOOK,3,False,False,0.0,0.0,0.0
B136,VOLEXP,BOOK,-1,False,False,0.0,0.0,0.0
B136,LAG,ROUND,3,False,False,1,1,0.0
B136,LAG,ROUND,2,False,False,1,1,0.0
B136,LAG,ROUND,1,False,False,1,1,0.0
B136,LAG,ROUND,0,False,False,1,1,0.0
B136,LAG,WINDOW,IS_H2,False,False,1,1,0.0
B136,LAG,WINDOW,TRAIL5Y,False,False,1,1,0.0
B136,LAG,WINDOW,TRAIL3Y,False,False,1,1,0.0
B136,LAG,WINDOW,FULL,True,False,1,1,0.0
B136,LAG,BOOK,1,False,False,1,1,0.0
B136,LAG,BOOK,2,False,False,1,1,0.0
B136,LAG,BOOK,3,False,False,1,1,0.0
B136,LAG,BOOK,-1,False,False,1,1,0.0
SMALL483,BAND,ROUND,3,False,False,0.2,0.2,0.0
SMALL483,BAND,ROUND,2,False,False,0.2,0.2,0.0
SMALL483,BAND,ROUND,1,False,False,0.2,0.2,0.0
SMALL483,BAND,ROUND,0,False,True,0.0,0.2,-0.00392591323400282
SMALL483,BAND,WINDOW,IS_H2,False,True,0.12,0.2,0.023618543577558104
SMALL483,BAND,WINDOW,TRAIL5Y,False,False,0.2,0.2,0.0
SMALL483,BAND,WINDOW,TRAIL3Y,False,False,0.2,0.2,0.0
SMALL483,BAND,WINDOW,FULL,True,True,0.12,0.2,0.023618543577558104
SMALL483,BAND,BOOK,1,False,True,0.12,0.2,0.023618543577558104
SMALL483,BAND,BOOK,2,False,True,0.08,0.2,0.014106070087179567
SMALL483,BAND,BOOK,3,False,True,0.05,0.2,0.0269415567740936
SMALL483,BAND,BOOK,-1,False,True,0.12,0.2,0.023618543577558104
SMALL483,N,ROUND,3,False,False,40,40,0.0
SMALL483,N,ROUND,2,False,False,40,40,0.0
SMALL483,N,ROUND,1,False,True,10,40,0.08104404031082613
SMALL483,N,ROUND,0,False,True,5,40,0.029035248755196474
SMALL483,N,WINDOW,IS_H2,False,True,50,40,-0.02661123324621073
SMALL483,N,WINDOW,TRAIL5Y,False,False,40,40,0.0
SMALL483,N,WINDOW,TRAIL3Y,False,True,10,40,0.08104404031082613
SMALL483,N,WINDOW,FULL,True,False,40,40,0.0
SMALL483,N,BOOK,1,False,True,30,40,-0.04048648258596199
SMALL483,N,BOOK,2,False,True,20,40,0.030022465272859233
SMALL483,N,BOOK,3,False,True,15,40,0.02717244175081246
SMALL483,N,BOOK,-1,False,True,50,40,-0.02661123324621073
SMALL483,GROSS,ROUND,3,False,True,0.75,1.0,0.00027925940038975305
SMALL483,GROSS,ROUND,2,False,True,0.2,1.0,0.0006959640089587715
SMALL483,GROSS,ROUND,1,False,True,0.2,1.0,0.0006959640089587715
SMALL483,GROSS,ROUND,0,False,True,0.2,1.0,0.0006959640089587715
SMALL483,GROSS,WINDOW,IS_H2,False,False,1.0,1.0,0.0
SMALL483,GROSS,WINDOW,TRAIL5Y,False,False,1.0,1.0,0.0
SMALL483,GROSS,WINDOW,TRAIL3Y,False,False,1.0,1.0,0.0
SMALL483,GROSS,WINDOW,FULL,True,False,1.0,1.0,0.0
SMALL483,GROSS,BOOK,1,False,True,0.95,1.0,6.049175411115826e-05
SMALL483,GROSS,BOOK,2,False,True,0.85,1.0,0.00017440193060969111
SMALL483,GROSS,BOOK,3,False,True,0.75,1.0,0.00027925940038975305
SMALL483,GROSS,BOOK,-1,False,False,1.0,1.0,0.0
SMALL483,VOLCAP,ROUND,3,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,ROUND,2,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,ROUND,1,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,ROUND,0,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,WINDOW,IS_H2,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,WINDOW,TRAIL5Y,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,WINDOW,TRAIL3Y,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,WINDOW,FULL,True,True,9.99,0.2,0.12189508748146016
SMALL483,VOLCAP,BOOK,1,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,BOOK,2,False,False,0.2,0.2,0.0
SMALL483,VOLCAP,BOOK,3,False,True,0.25,0.2,0.0728812093212492
SMALL483,VOLCAP,BOOK,-1,False,False,0.2,0.2,0.0
SMALL483,CADENCE,ROUND,3,False,False,M,M,0.0
SMALL483,CADENCE,ROUND,2,False,False,M,M,0.0
SMALL483,CADENCE,ROUND,1,False,False,M,M,0.0
SMALL483,CADENCE,ROUND,0,False,True,D,M,-0.010033652093227374
SMALL483,CADENCE,WINDOW,IS_H2,False,False,M,M,0.0
SMALL483,CADENCE,WINDOW,TRAIL5Y,False,False,M,M,0.0
SMALL483,CADENCE,WINDOW,TRAIL3Y,False,True,Q,M,-0.127927501760286
SMALL483,CADENCE,WINDOW,FULL,True,False,M,M,0.0
SMALL483,CADENCE,BOOK,1,False,True,W,M,-0.019790699559806724
SMALL483,CADENCE,BOOK,2,False,True,D,M,-0.010033652093227374
SMALL483,CADENCE,BOOK,3,False,True,D,M,-0.010033652093227374
SMALL483,CADENCE,BOOK,-1,False,True,Q,M,-0.127927501760286
SMALL483,MAWIN,ROUND,3,False,False,150,150,0.0
SMALL483,MAWIN,ROUND,2,False,False,150,150,0.0
SMALL483,MAWIN,ROUND,1,False,False,150,150,0.0
SMALL483,MAWIN,ROUND,0,False,True,50,150,-0.06052918144413799
SMALL483,MAWIN,WINDOW,IS_H2,False,True,200,150,0.01309438515660677
SMALL483,MAWIN,WINDOW,TRAIL5Y,False,False,150,150,0.0
SMALL483,MAWIN,WINDOW,TRAIL3Y,False,False,150,150,0.0
SMALL483,MAWIN,WINDOW,FULL,True,True,200,150,0.01309438515660677
SMALL483,MAWIN,BOOK,1,False,True,100,150,-0.04488733724423277
SMALL483,MAWIN,BOOK,2,False,True,50,150,-0.06052918144413799
SMALL483,MAWIN,BOOK,3,False,True,50,150,-0.06052918144413799
SMALL483,MAWIN,BOOK,-1,False,True,200,150,0.01309438515660677
SMALL483,QUANT,ROUND,3,False,False,0.1,0.1,0.0
SMALL483,QUANT,ROUND,2,False,False,0.1,0.1,0.0
SMALL483,QUANT,ROUND,1,False,False,0.1,0.1,0.0
SMALL483,QUANT,ROUND,0,False,True,0.02,0.1,0.00311112177374806
SMALL483,QUANT,WINDOW,IS_H2,False,True,0.6,0.1,0.0977839622234068
SMALL483,QUANT,WINDOW,TRAIL5Y,False,True,0.6,0.1,0.0977839622234068
SMALL483,QUANT,WINDOW,TRAIL3Y,False,True,0.6,0.1,0.0977839622234068
SMALL483,QUANT,WINDOW,FULL,True,True,0.6,0.1,0.0977839622234068
SMALL483,QUANT,BOOK,1,False,True,0.05,0.1,0.019324831013437405
SMALL483,QUANT,BOOK,2,False,True,0.02,0.1,0.00311112177374806
SMALL483,QUANT,BOOK,3,False,True,0.15,0.1,0.025256184136039472
SMALL483,QUANT,BOOK,-1,False,True,0.15,0.1,0.025256184136039472
SMALL483,VOLEXP,ROUND,3,False,False,0.75,0.75,0.0
SMALL483,VOLEXP,ROUND,2,False,False,0.75,0.75,0.0
SMALL483,VOLEXP,ROUND,1,False,False,0.75,0.75,0.0
SMALL483,VOLEXP,ROUND,0,False,True,0.0,0.75,0.1076689819373805
SMALL483,VOLEXP,WINDOW,IS_H2,False,False,0.75,0.75,0.0
SMALL483,VOLEXP,WINDOW,TRAIL5Y,False,False,0.75,0.75,0.0
SMALL483,VOLEXP,WINDOW,TRAIL3Y,False,False,0.75,0.75,0.0
SMALL483,VOLEXP,WINDOW,FULL,True,True,0.0,0.75,0.1076689819373805
SMALL483,VOLEXP,BOOK,1,False,True,0.5,0.75,-0.016483741876645253
SMALL483,VOLEXP,BOOK,2,False,True,0.25,0.75,-0.18693257813176878
SMALL483,VOLEXP,BOOK,3,False,True,0.0,0.75,0.1076689819373805
SMALL483,VOLEXP,BOOK,-1,False,True,1.0,0.75,0.06997185820710128
SMALL483,LAG,ROUND,3,False,False,5,5,0.0
SMALL483,LAG,ROUND,2,False,False,5,5,0.0
SMALL483,LAG,ROUND,1,False,True,4,5,0.02128955375102437
SMALL483,LAG,ROUND,0,False,True,1,5,0.037642530871293434
SMALL483,LAG,WINDOW,IS_H2,False,False,5,5,0.0
SMALL483,LAG,WINDOW,TRAIL5Y,False,False,5,5,0.0
SMALL483,LAG,WINDOW,TRAIL3Y,False,False,5,5,0.0
SMALL483,LAG,WINDOW,FULL,True,True,4,5,0.02128955375102437
SMALL483,LAG,BOOK,1,False,True,4,5,0.02128955375102437
SMALL483,LAG,BOOK,2,False,True,3,5,0.009933501253222898
SMALL483,LAG,BOOK,3,False,True,2,5,0.03105681918368708
SMALL483,LAG,BOOK,-1,False,False,5,5,0.0
