threshold,IS_accuracy,OOS_accuracy,predicted_rate,rule
0.05,0.5363881401617251,0.49056603773584906,0.9083557951482479,CHAR
0.1,0.5525606469002695,0.5175202156334232,0.8814016172506739,CHAR
0.15,0.5822102425876011,0.5579514824797843,0.8355795148247979,CHAR
0.2,0.6226415094339622,0.5929919137466307,0.7951482479784366,CHAR
0.25,0.6549865229110512,0.6307277628032345,0.7520215633423181,CHAR
0.3,0.6792452830188679,0.6819407008086253,0.6954177897574124,CHAR
0.35,0.692722371967655,0.706199460916442,0.660377358490566,CHAR
0.4,0.7088948787061995,0.738544474393531,0.6064690026954178,CHAR
0.45,0.7358490566037735,0.7762803234501348,0.5525606469002695,CHAR
0.5,0.7412398921832885,0.77088948787062,0.48247978436657685,CHAR
0.55,0.7304582210242587,0.8032345013477089,0.39622641509433965,CHAR
0.6,0.7304582210242587,0.7816711590296496,0.3423180592991914,CHAR
0.65,0.7088948787061995,0.7439353099730458,0.2560646900269542,CHAR
0.7,0.6684636118598383,0.7142857142857143,0.1940700808625337,CHAR
0.75,0.633423180592992,0.6684636118598383,0.1320754716981132,CHAR
0.8,0.5876010781671159,0.6226415094339622,0.04851752021563342,CHAR
0.85,0.568733153638814,0.5876010781671159,0.013477088948787063,CHAR
0.9,0.555256064690027,0.5902964959568733,0.0,CHAR
0.95,0.555256064690027,0.5902964959568733,0.0,CHAR
0.05,0.5795148247978437,0.5929919137466307,0.0673854447439353,R_THRESH
0.1,0.5849056603773585,0.5768194070080862,0.20215633423180593,R_THRESH
0.15,0.555256064690027,0.5902964959568733,0.2857142857142857,R_THRESH
0.2,0.5795148247978437,0.6037735849056604,0.3477088948787062,R_THRESH
0.25,0.5849056603773585,0.6361185983827493,0.42857142857142855,R_THRESH
0.3,0.5849056603773585,0.6361185983827493,0.42857142857142855,R_THRESH
0.35,0.5902964959568733,0.6361185983827493,0.49865229110512127,R_THRESH
0.4,0.5902964959568733,0.6576819407008087,0.568733153638814,R_THRESH
0.45,0.5902964959568733,0.6576819407008087,0.5741239892183289,R_THRESH
0.5,0.5902964959568733,0.6469002695417789,0.5956873315363881,R_THRESH
0.55,0.601078167115903,0.6469002695417789,0.7142857142857143,R_THRESH
0.6,0.601078167115903,0.6469002695417789,0.7142857142857143,R_THRESH
0.65,0.601078167115903,0.6469002695417789,0.7142857142857143,R_THRESH
0.7,0.601078167115903,0.6469002695417789,0.7142857142857143,R_THRESH
0.75,0.5876010781671159,0.601078167115903,0.7816711590296496,R_THRESH
0.8,0.5525606469002695,0.5498652291105122,0.8544474393530997,R_THRESH
0.85,0.5498652291105122,0.5471698113207547,0.8571428571428571,R_THRESH
0.9,0.5498652291105122,0.5471698113207547,0.8571428571428571,R_THRESH
0.95,0.5498652291105122,0.5471698113207547,0.8571428571428571,R_THRESH
1.0,0.5498652291105122,0.5471698113207547,0.8571428571428571,R_THRESH
