panel,band,index_gross,index_mean_gross,name_gross_solved,name_mean_gross,dCAGR,dSharpe,dMaxDD,index_4b,name_4b
U56,0.0,0.75,0.6443023941011473,0.907927760566872,0.6443023941012759,-0.010123534984473714,-0.1762066072541314,-0.035472011982006446,False,False
U56,0.0,1.0,0.8588129496402878,1.21055753794908,0.8588129496402265,-0.014141301430383724,-0.17690667082499167,-0.04599328385989898,False,True
U56,0.03,0.75,0.6362223810539221,0.8956759264850005,0.6362223810534551,-0.005959849083143398,-0.12958534477313233,-0.0367481031136504,False,False
U56,0.03,1.0,0.8480215827338129,1.1942102207375687,0.8480215827341241,-0.008374245006213643,-0.1300111647389126,-0.047425130211696365,False,True
U56,0.06,0.75,0.6250788154038819,0.920429835059895,0.6250788154037935,-0.010315646173620463,-0.124026032910318,-0.015801175668125667,False,False
U56,0.06,1.0,0.83318345323741,1.227246842926161,0.8331834532372558,-0.014188391434274417,-0.1240927928709652,-0.020239509037711323,False,False
U56,0.1,0.75,0.6169935280315116,0.894543013243765,0.6169935280320727,-0.01256168074884112,-0.19542727450755548,-0.07437036652276985,False,False
U56,0.1,1.0,0.8223920863309353,1.1927046152200091,0.8223920863307923,-0.017468468521836478,-0.1952560893237092,-0.09470058717473162,False,True
B136,0.0,0.75,0.6597980087101765,0.9304150563172696,0.659798008710368,-0.0018080028821858551,-0.08995164144608203,-0.04713040002451885,False,False
B136,0.0,1.0,0.8794964028776978,1.2405114196893012,0.8794964028777716,-0.0028037749063456463,-0.09116736684996696,-0.060577290495928526,False,False
B136,0.03,0.75,0.6463181509669741,0.9109987984312286,0.64631815096675,-0.0023874976081448285,-0.09631061465173318,-0.04755535551294554,False,False
B136,0.03,1.0,0.8615107913669064,1.2146140832995118,0.8615107913669525,-0.0035945978504234866,-0.09745405500856752,-0.061303319372676524,False,True
B136,0.06,0.75,0.6333211385734623,0.903763503122809,0.6333211385740207,-0.0019465830007312501,-0.08832076639678554,-0.03150471032469526,False,False
B136,0.06,1.0,0.8441996402877698,1.2049975183649622,0.8441996402873131,-0.0029029297632721107,-0.08870369582658277,-0.040561429712435704,False,False
B136,0.1,0.75,0.6434488353260807,0.9028224489816239,0.643448835325747,-0.007492971588432651,-0.15587183849569364,-0.021130022332672693,False,False
B136,0.1,1.0,0.8576888489208633,1.203739686122299,0.8576888489208196,-0.010641732522796543,-0.15566197134410775,-0.02715351197294491,False,False
