panel,family,thr,depth,bps,kind,draw,on_share,switches,lin_switches,real_on_share,real_switches,CAGR,Sharpe,MaxDD,H1,H2,turnover,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dSharpe,dMaxDD,IS_dSharpe,fail4a,fail4b
U56,DDCTL,0.06,0.5,10,real,-1,0.19076923076923077,54,54,0.19076923076923077,54,0.1103899056812212,1.051783109027065,-0.14126450735057527,1.044145220497777,1.0609569123562241,9.271881912861812,0.937086835836198,0.12462605613099953,1.140973598172421,-0.14126450735057527,-0.05574099708906699,0.040806128378036544,-0.07929746407837157,DD,-
U56,DDCTL,0.06,0.5,25,real,-1,0.19076923076923077,54,54,0.19076923076923077,54,0.09506057027925419,0.9191905856071004,-0.14246610478873478,0.9046532979674458,0.9343314458134475,9.271881912861812,0.7967719886642494,0.10932183890396785,1.0141768672925293,-0.14246610478873456,-0.0653216760264198,0.040883620185154346,-0.08620241749054425,-,"H1,CAGR"
U56,DDCTL,0.06,0.5,10,null,0,0.19076923076923077,54,54,0.19076923076923077,54,0.11317544938984492,1.0399690702220439,-0.1820706357286116,1.047489685808727,1.0366369605352683,9.2696446512667,0.9440603475223938,0.12688229802629203,1.1140702369556195,-0.18207063572861193,-0.06755503589408818,2.220446049250313e-16,-0.07232395239217582,DD,-
U56,DDCTL,0.06,0.5,25,null,0,0.19076923076923077,54,54,0.19076923076923077,54,0.09781093699613552,0.9122640658579323,-0.18334972497388924,0.9106838665639353,0.9165905026283435,9.2696446512667,0.8066706485071522,0.11163132629284478,0.9935026123816435,-0.18334972497388935,-0.07224819577558794,-1.1102230246251565e-16,-0.07630375764764141,DD,"H1,CAGR"
U56,DDCTL,0.06,0.5,10,null,1,0.19076923076923077,54,54,0.19076923076923077,54,0.10365564374210234,0.9653069553414086,-0.18207063572861193,0.9815052480824252,0.9537254685919612,9.377353893309321,0.8718437315109084,0.11640850545380865,1.0375903429314854,-0.1820706357286116,-0.1422171507747234,-1.1102230246251565e-16,-0.14454056840366114,DD,CAGR
U56,DDCTL,0.06,0.5,25,null,1,0.19076923076923077,54,54,0.19076923076923077,54,0.08824242943059346,0.8352138628135789,-0.18334972497388913,0.8433572239158553,0.8304443190118528,9.377353893309321,0.7330047490750532,0.1010645310841074,0.9139505182966849,-0.18334972497388913,-0.14929839881994134,0.0,-0.14996965707974041,DD,"H1,H2,CAGR"
U56,DDCTL,0.06,0.5,10,null,2,0.19076923076923077,54,54,0.19076923076923077,54,0.10282416570570496,0.9707261545025359,-0.14269215448124173,1.0361373632818567,0.9146739285155747,9.439837706294929,0.9475868066144664,0.10841579875699692,0.9894304994204721,-0.1426921544812415,-0.1367979516135962,0.03937848124737009,-0.06879749330010321,DD,CAGR
U56,DDCTL,0.06,0.5,25,null,2,0.19076923076923077,54,54,0.19076923076923077,54,0.08732044643364811,0.8378442179542436,-0.14385312047844745,0.895037225517759,0.7888496504444642,9.439837706294929,0.8060928010151535,0.09312135494334095,0.8630193580955144,-0.14385312047844734,-0.14666804367927666,0.03949660449544168,-0.07688160513964015,-,"H1,H2,OOS,CAGR"
U56,DDCTL,0.06,0.5,10,null,3,0.19076923076923077,54,54,0.19076923076923077,54,0.11579995992026881,1.1012962934645019,-0.12600225669865517,1.1094363046174565,1.0950490409503424,9.393700808574422,1.0201981969540306,0.12550549438595637,1.1658634313115355,-0.12600225669865495,-0.0062278126516301935,0.05606837902995665,0.0038138970394610006,-,-
U56,DDCTL,0.06,0.5,25,null,3,0.19076923076923077,54,54,0.19076923076923077,54,0.10019101754697268,0.9662045720173096,-0.12914775402001077,0.968449044366788,0.9652771995458987,9.393700808574422,0.8789926093534418,0.11007915931140722,1.035584594461799,-0.12914775402001122,-0.018307689616210654,0.05420197095387835,-0.0039817968013518,-,CAGR
