panel,book,cadence,k,gross,cost_bps,CAGR,Sharpe,MaxDD,Calmar,turnover_yr,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,base_CAGR,base_Sharpe,base_MaxDD,base_OOS_Sharpe,H1,H2,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,CAP2,W,INF,0.75,0.0,0.12014999456189313,1.3078729412435246,-0.14765004422980443,0.8137484495086919,3.506382942083226,1.2287390131430875,1.188426875003423,0.13168913356431755,1.3693466954314064,-0.14765004422980454,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.3431232040383605,1.284150948562567,False,True,True,True,True,True,True
U56,CAP2,W,INF,0.75,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214654,0.7848531308785462,3.506382942083226,1.1871870518343108,1.1058366340986947,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.3027641647438848,1.245743566697983,False,True,True,True,True,True,True
U56,CAP2,W,INF,0.75,25.0,0.11037345513700925,1.209765685566478,-0.1487517938718178,0.7419974728648995,3.506382942083226,1.124749529084998,0.983502359682811,0.12183969460699817,1.275468963789105,-0.14875179387181792,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.2421037770489964,1.1880255426552884,False,True,True,True,True,True,True
U56,CAP2,W,INF,0.75,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,3.506382942083226,1.0204653620097102,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639275,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.140744704022228,1.0915969990562207,False,False,True,True,True,True,False
U56,CAP2,W,INF,1.0,0.0,0.1311471792024872,1.2578720128376346,-0.1721952699101713,0.7616189415127513,3.9918738682526245,1.1596341055522488,1.057947122602816,0.14757573417524883,1.333105459265909,-0.17219526991017187,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.2854339862310475,1.2434023420162417,False,True,True,True,True,True,True
U56,CAP2,W,INF,1.0,10.0,0.12664176225459833,1.2186869420925572,-0.172766014578268,0.7330247361654914,3.9918738682526245,1.1184206858014547,0.9850903311368066,0.14292015051644658,1.2952683323978311,-0.172766014578268,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.2452340153866834,1.204786328268981,False,True,True,True,True,True,True
U56,CAP2,W,INF,1.0,25.0,0.11991592170873533,1.159802830587867,-0.17362190598961025,0.6906727640457492,3.9918738682526245,1.0565009759528643,0.8577992748092912,0.13597078538040042,1.238402726012863,-0.17362190598961036,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.1848216142898318,1.1467598631249711,False,True,True,True,True,True,True
U56,CAP2,W,INF,1.0,50.0,0.10879175377661077,1.0614330172323296,-0.17504779014401306,0.6214974418534905,3.9918738682526245,0.953101028201383,0.6827387453391249,0.12447863828467565,1.1433814467910008,-0.1750477901440134,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.0838958858860082,1.0498256360209466,False,True,True,True,True,True,True
U56,CAP2,W,24,0.75,0.0,0.11946151778663561,1.3051855236451442,-0.14888308767011715,0.8023847413168148,3.5628273692523678,1.2277288397968042,1.1827702371923299,0.13080269506516773,1.365399597830707,-0.14888308767011715,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.3429272811327995,1.2792384726283599,False,True,True,True,True,True,True
U56,CAP2,W,24,0.75,10.0,0.11547992053403422,1.2651394444106898,-0.14946736280107709,0.7726096076755162,3.5628273692523678,1.1855772926639403,1.0999695556841003,0.12677589312220583,1.326857298785897,-0.1494673628010772,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.15454794790057602,0.8831406547160487,0.08650071953758953,1.2051536091601132,-0.12054950773958328,1.2839355379722956,1.3019970092788358,1.2397562538817284,False,True,True,True,True,True,True
