file,tier,n,n_inside,share_inside,cad_stated,med_abs
2026-09-04_gross-matched-turnover-constraints_B.effects.csv,WIDE,84,5,0.05952380952380952,False,1.0046855056292214
2026-09-05_band-width-at-g085_cloud.matched_gross.csv,WIDE,144,18,0.125,False,0.5764558992618443
2026-09-05_de-gross-vs-reweight-across-gates_cloud.convention.csv,WIDE,450,49,0.10888888888888888,False,0.5981274481559384
2026-09-05_delete-the-scaler-on-small_cloud.scalerpremium.csv,WIDE,80,4,0.05,False,2.346454921046248
2026-09-05_is-the-gross-ladder-worth-running-at-all_B.rescale.csv,WIDE,432,403,0.9328703703703703,False,0.01105168449913035
2026-09-05_liquidity-screened-small-panel_cloud.claimA.csv,WIDE,12,0,0.0,False,4.374715949070968
2026-09-05_liquidity-screened-small-panel_cloud.verdicts.csv,WIDE,48,0,0.0,False,3.099366388551883
2026-09-05_pin-m-or-let-the-screen-choose_cloud.price.csv,WIDE,14,7,0.5,False,0.2959394019583547
2026-09-05_sleeve-with-a-real-diversifier_B.diversification.csv,WIDE,72,1,0.013888888888888888,False,2.1092471139558144
2026-09-05_sleeve-with-a-real-diversifier_cloud.convexity.csv,WIDE,72,43,0.5972222222222222,False,0.06542833667769024
2026-09-05_stop-as-negative-insurance_cloud.grid.csv,WIDE,156,68,0.4358974358974359,False,0.16208031365219083
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud.curve.csv,WIDE,352,32,0.09090909090909091,False,2.0063966872534977
2026-09-06_band-gate-on-small-panel_B.grid.csv,WIDE,432,50,0.11574074074074074,False,1.6221636414441187
2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C.matched.csv,WIDE,324,29,0.08950617283950617,True,0.5746456764463392
2026-09-06_does-every-regime-conditional-dial-lose-its-own-regime_C.grid.csv,WIDE,594,0,0.0,False,10.236503270512241
2026-09-06_does-the-EXPOSURE-vs-TIMING-split-price-the-live-de-gross-clause-correctly_C.matched.csv,WIDE,18,0,0.0,False,0.6566985568523198
2026-09-06_does-the-cash-drag-share-depend-on-the-panel-or-on-the-gate-level_cloud.decomp.csv,WIDE,486,0,0.0,True,4.142130012488588
2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B.identity.csv,WIDE,36,0,0.0,True,3.9273692037373635
2026-09-06_trend-filter-by-market-cap_cloud.deciles.csv,WIDE,80,0,0.0,False,5.14506209014759
2026-09-06_trend-filter-by-market-cap_cloud.sweep.csv,WIDE,126,0,0.0,True,4.221747595042324
2026-09-07_breadth-gate-depth_cloud.exchange.csv,WIDE,27,0,0.0,False,1.1503349287869558
2026-09-07_correlation-as-the-sleeve-design-variable_B.curve.csv,WIDE,1152,515,0.4470486111111111,False,0.03657740763562435
2026-09-07_correlation-as-the-sleeve-design-variable_cloud.convexity.csv,WIDE,1134,603,0.5317460317460317,False,0.06652872688242514
2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud.convexity.csv,WIDE,1506,819,0.5438247011952191,False,0.058575024644816995
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud.core.csv,WIDE,24,0,0.0,False,3.8708946690253154
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C.grid.csv,WIDE,1296,11,0.008487654320987654,False,2.340627180670285
2026-09-07_does-any-overlay-move-MaxDD-without-moving-CAGR-more_C.grid.csv,WIDE,324,40,0.12345679012345678,False,1.9430391265503277
2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud.matched.csv,WIDE,70,6,0.08571428571428572,False,0.4119042502342407
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C.census.csv,WIDE,2630,17,0.006463878326996198,False,1.58720278559603
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C.grid.csv,WIDE,324,40,0.12345679012345678,False,1.9430391265503277
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C.leaderboard.csv,WIDE,66,0,0.0,False,3.79
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.grid.csv,WIDE,1242,199,0.16022544283413848,False,1.186190080659666
2026-09-07_is-DDCTRL-retirable-as-a-family_C.grid.csv,WIDE,522,131,0.2509578544061303,False,1.806435411136631
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud.gap_by_factor.csv,WIDE,18,2,0.1111111111111111,False,45.2529761904762
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C.grid.csv,WIDE,486,8,0.01646090534979424,False,0.832673974677145
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud.grid.csv,WIDE,1134,12,0.010582010582010581,False,0.9624797343750768
2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud.convexity.csv,WIDE,2152,991,0.4605018587360595,False,0.09095266942953255
2026-09-07_retire-the-linear-blend-normalisation-record-wide_C.statistics.csv,WIDE,1396,966,0.6919770773638968,False,0.04151209030918375
2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C.matched.csv,WIDE,21,1,0.047619047619047616,False,0.4101824214904459
2026-09-08_audit-every-published-key-for-the-adjustment-leak_B.channels.csv,WIDE,3,3,1.0,False,5.07350500722481e-05
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_B.grid.csv,WIDE,891,0,0.0,False,10.9089460477095
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_B.restated_record.csv,WIDE,432,0,0.0,False,11.246997739373377
2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C.grid.csv,WIDE,576,66,0.11458333333333333,False,1.687432178442405
2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C.boot.csv,WIDE,3,0,0.0,False,0.2511666804881463
2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C.paired.csv,WIDE,24,0,0.0,False,0.26145634094777437
2026-09-09_does-the-DRAWDOWN-a-vol-cap-BUYS-ever-clear-the-4b-DD-LEG-on-its-own_C.ddonly.csv,WIDE,16,0,0.0,True,3.409297606608537
2026-09-09_does-the-uncompensated-residual-finding-replicate-off-SMALL439_B.pairs.csv,WIDE,1944,147,0.07561728395061729,True,0.6022191314413505
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B2.exchange.csv,WIDE,40,29,0.725,False,0.0
2026-09-09_is-every-published-CADENCE-verdict-really-a-c_sd-verdict_cloud.grid.csv,WIDE,210,15,0.07142857142857142,True,3.015024673432254
2026-09-09_is-the-ANNUAL-collapse-a-JENSEN-artefact-of-the-c_bar-PREDICTOR_cloud.decomp.csv,WIDE,1215,757,0.6230452674897119,True,0.0010927688283368
