file,tier,n,n_inside,share_inside,cad_stated,med_abs
2026-09-09_is-the-ANNUAL-collapse-a-JENSEN-artefact-of-the-c_bar-PREDICTOR_cloud.jensen.csv,WIDE,45,24,0.5333333333333333,True,0.0020052573545304
2026-09-09_is-the-BAND-a-TURNOVER-dial-with-a-free-SHARPE_cloud.boot.csv,WIDE,3,1,0.3333333333333333,False,0.6975668354066933
2026-09-09_is-the-MA-threshold-edge-a-CONSTANT-GROSS-effect_cloud.pairs.csv,WIDE,1620,39,0.024074074074074074,True,0.7577737760903425
2026-09-09_is-the-vol-cap-the-real-universe-clause-not-the-trend-leg_B.g2.csv,WIDE,9,0,0.0,True,3.574849249379519
2026-09-09_is-the-vol-cap-the-real-universe-clause-not-the-trend-leg_B.grid.csv,WIDE,120,24,0.2,False,1.2209200880843984
2026-09-09_publish-BOTH-beside-every-SELECTION-LEVEL-TIMING-split_cloud.cells.csv,STRICT,1296,189,0.14583333333333334,True,0.6718454936932934
2026-09-09_publish-BOTH-beside-every-SELECTION-LEVEL-TIMING-split_cloud.legs.csv,STRICT,3888,575,0.1478909465020576,True,0.6470512877414877
2026-09-09_publish-BOTH-beside-every-SELECTION-LEVEL-TIMING-split_cloud.pairs.csv,WIDE,1944,147,0.07561728395061729,True,0.6022191314413505
2026-09-09_three-committed-scripts-fail-their-own-reproduction-gates-today_C.attribution.csv,WIDE,9,9,1.0,False,0.0
2026-09-09_what-does-SELECTION-become-under-a-DAILY-depth-match_C.legs.csv,STRICT,3888,1572,0.404320987654321,True,0.1120011639669577
2026-09-09_what-does-SELECTION-become-under-a-DAILY-depth-match_C.pairs.csv,WIDE,270,82,0.3037037037037037,True,0.5310963373870936
2026-09-09_why-does-the-MA-SLICE-flip-from-better-to-worse-at-the-panel-boundary_C.legs.csv,STRICT,1296,93,0.07175925925925926,False,0.7062522170378708
2026-09-09_why-does-the-MA-SLICE-flip-from-better-to-worse-at-the-panel-boundary_C.pairs.csv,WIDE,108,0,0.0,False,0.8486024798509351
2026-09-10_restate-idea-121-s-ADV-clause-in-SHARES-before-PROTOCOL-adopts-it_B.price.csv,WIDE,6,0,0.0,False,2.148356031093779
2026-09-11_is-rbar_drop-a-screening-statistic_B.legs.csv,STRICT,2025,64,0.03160493827160494,False,0.8721189474192473
2026-09-11_is-the-SPY-IN-THE-COMPARAND-convention-worth-a-PROTOCOL-clause-of-its-own_C.deltas.csv,WIDE,24,10,0.4166666666666667,False,0.0222727333074379
