panel,book,cadence,cost,arm,g_lo,g_hi,dSharpe,dCAGR,dMaxDD
broad,EWall_b3dg,M,25.0,RAW,0.25,0.75,0.0038989591644056354,0.054160840362119655,-0.102628398606733
broad,EWall_b3dg,M,25.0,RAW,0.25,1.0,0.00562818485503791,0.0815140919387558,-0.15085171947563936
broad,EWall_b3dg,M,25.0,RAW,0.25,1.25,0.007202958524295866,0.10900812220304856,-0.19712059369920665
broad,EWall_b3dg,M,25.0,RAW,0.25,1.5,0.008626323441694339,0.13660991711960246,-0.24151098964980233
broad,EWall_b3dg,M,25.0,RAW,0.5,0.75,0.0018774803582228827,0.027180888490906607,-0.05025615519182758
broad,EWall_b3dg,M,25.0,RAW,0.5,1.0,0.0036067060488551572,0.05453414006754276,-0.09847947606073393
broad,EWall_b3dg,M,25.0,RAW,0.5,1.25,0.005181479718113113,0.08202817033183551,-0.14474835028430122
broad,EWall_b3dg,M,25.0,RAW,0.5,1.5,0.006604844635511586,0.10962996524838942,-0.1891387462348969
broad,EWall_b3dg,M,25.0,RAW,0.75,1.0,0.0017292256906322745,0.02735325157663615,-0.04822332086890635
broad,EWall_b3dg,M,25.0,RAW,0.75,1.25,0.0033039993598902306,0.05484728184092891,-0.09449219509247364
broad,EWall_b3dg,M,25.0,RAW,0.75,1.5,0.004727364277288704,0.08244907675748281,-0.13888259104306933
broad,EWall_b3dg,M,25.0,RAW,1.0,1.25,0.0015747736692579561,0.027494030264292757,-0.04626887422356729
broad,EWall_b3dg,M,25.0,RAW,1.0,1.5,0.002998138586656429,0.05509582518084666,-0.09065927017416298
broad,EWall_b3dg,M,25.0,RAW,1.25,1.5,0.001423364917398473,0.0276017949165539,-0.044390395950595685
broad,EWall_b3dg,M,50.0,FIN,0.25,0.5,0.0024988217450963024,0.025734910280716727,-0.052553189154059377
broad,EWall_b3dg,M,50.0,FIN,0.25,0.75,0.004730748128799922,0.05162131822305538,-0.10296985255862767
broad,EWall_b3dg,M,50.0,FIN,0.25,1.0,0.006685333477068678,0.07761935476255011,-0.15133775188456622
broad,EWall_b3dg,M,50.0,FIN,0.25,1.25,0.0029004301253547915,0.10289752692167053,-0.19779269236324604
broad,EWall_b3dg,M,50.0,FIN,0.25,1.5,-0.010234304969875319,0.12622611221079505,-0.24239360270052224
broad,EWall_b3dg,M,50.0,FIN,0.5,0.75,0.0022319263837036196,0.02588640794233865,-0.050416663404568296
broad,EWall_b3dg,M,50.0,FIN,0.5,1.0,0.0041865117319723755,0.05188444448183338,-0.09878456273050684
broad,EWall_b3dg,M,50.0,FIN,0.5,1.25,0.0004016083802584891,0.07716261664095381,-0.14523950320918666
broad,EWall_b3dg,M,50.0,FIN,0.5,1.5,-0.012733126714971621,0.10049120193007832,-0.18984041354646286
broad,EWall_b3dg,M,50.0,FIN,0.75,1.0,0.001954585348268756,0.02599803653949473,-0.048367899325938546
broad,EWall_b3dg,M,50.0,FIN,0.75,1.25,-0.0018303180034451305,0.051276208698615156,-0.09482283980461836
broad,EWall_b3dg,M,50.0,FIN,0.75,1.5,-0.01496505309867524,0.07460479398773967,-0.13942375014189456
broad,EWall_b3dg,M,50.0,FIN,1.0,1.25,-0.0037849033517138864,0.025278172159120427,-0.04645494047867982
broad,EWall_b3dg,M,50.0,FIN,1.0,1.5,-0.016919638446943996,0.04860675744824494,-0.09105585081595602
broad,EWall_b3dg,M,50.0,FIN,1.25,1.5,-0.01313473509523011,0.023328585289124515,-0.0446009103372762
broad,EWall_b3dg,M,50.0,RAW,0.25,0.5,0.0024988217450963024,0.025734910280716727,-0.052553189154059377
broad,EWall_b3dg,M,50.0,RAW,0.25,0.75,0.004730748128799922,0.05162131822305538,-0.10296985255862767
broad,EWall_b3dg,M,50.0,RAW,0.25,1.0,0.006685333477068678,0.07761935476255011,-0.15133775188456622
broad,EWall_b3dg,M,50.0,RAW,0.25,1.25,0.008348480378909784,0.10368409368773723,-0.19773881283693318
broad,EWall_b3dg,M,50.0,RAW,0.25,1.5,0.009724851799160827,0.129768730838713,-0.2422537809298685
broad,EWall_b3dg,M,50.0,RAW,0.5,0.75,0.0022319263837036196,0.02588640794233865,-0.050416663404568296
broad,EWall_b3dg,M,50.0,RAW,0.5,1.0,0.0041865117319723755,0.05188444448183338,-0.09878456273050684
broad,EWall_b3dg,M,50.0,RAW,0.5,1.25,0.0058496586338134815,0.0779491834070205,-0.1451856236828738
broad,EWall_b3dg,M,50.0,RAW,0.5,1.5,0.007226030054064525,0.10403382055799626,-0.1897005917758091
broad,EWall_b3dg,M,50.0,RAW,0.75,1.0,0.001954585348268756,0.02599803653949473,-0.048367899325938546
broad,EWall_b3dg,M,50.0,RAW,0.75,1.25,0.003617732250109862,0.052062775464681854,-0.0947689602783055
broad,EWall_b3dg,M,50.0,RAW,0.75,1.5,0.004994103670360905,0.07814741261565761,-0.13928392837124082
broad,EWall_b3dg,M,50.0,RAW,1.0,1.25,0.001663146901841106,0.026064738925187125,-0.04640106095236696
broad,EWall_b3dg,M,50.0,RAW,1.0,1.5,0.0030395183220921496,0.05214937607616288,-0.09091602904530227
broad,EWall_b3dg,M,50.0,RAW,1.25,1.5,0.0013763714202510435,0.026084637150975754,-0.044514968092935314
broad,EWall_b3dg,W,0.0,FIN,0.25,0.5,-0.00023326692931502357,0.02726381224250507,-0.0407075660695847
broad,EWall_b3dg,W,0.0,FIN,0.25,0.75,-0.00048163376787857537,0.054642142452522746,-0.08060885292066877
broad,EWall_b3dg,W,0.0,FIN,0.25,1.0,-0.0007457916201896175,0.08210490388760916,-0.11969800486437498
broad,EWall_b3dg,W,0.0,FIN,0.25,1.25,-0.006798190215050237,0.108831629775614,-0.15802564125564478
broad,EWall_b3dg,W,0.0,FIN,0.25,1.5,-0.0229429611633738,0.1335234642460792,-0.19557347094976596
broad,EWall_b3dg,W,0.0,FIN,0.5,0.75,-0.0002483668385635518,0.027378330210017676,-0.03990128685108407
broad,EWall_b3dg,W,0.0,FIN,0.5,1.0,-0.000512524690874594,0.05484109164510409,-0.07899043879479029
broad,EWall_b3dg,W,0.0,FIN,0.5,1.25,-0.0065649232857352136,0.08156781753310893,-0.11731807518606008
broad,EWall_b3dg,W,0.0,FIN,0.5,1.5,-0.022709694234058775,0.10625965200357412,-0.15486590488018126
broad,EWall_b3dg,W,0.0,FIN,0.75,1.0,-0.00026415785231104216,0.027462761435086414,-0.03908915194370621
broad,EWall_b3dg,W,0.0,FIN,0.75,1.25,-0.006316556447171662,0.05418948732309126,-0.077416788334976
broad,EWall_b3dg,W,0.0,FIN,0.75,1.5,-0.022461327395495223,0.07888132179355645,-0.11496461802909719
broad,EWall_b3dg,W,0.0,FIN,1.0,1.25,-0.00605239859486062,0.026726725888004843,-0.03832763639126979
broad,EWall_b3dg,W,0.0,FIN,1.0,1.5,-0.02219716954318418,0.051418560358470033,-0.07587546608539097
broad,EWall_b3dg,W,0.0,FIN,1.25,1.5,-0.01614477094832356,0.02469183447046519,-0.03754782969412118
broad,EWall_b3dg,W,0.0,RAW,0.25,0.5,-0.00023326692931502357,0.02726381224250507,-0.0407075660695847
broad,EWall_b3dg,W,0.0,RAW,0.25,0.75,-0.00048163376787857537,0.054642142452522746,-0.08060885292066877
broad,EWall_b3dg,W,0.0,RAW,0.25,1.0,-0.0007457916201896175,0.08210490388760916,-0.11969800486437498
broad,EWall_b3dg,W,0.0,RAW,0.25,1.25,-0.0010265026587170656,0.10962063712864945,-0.1579692604172238
broad,EWall_b3dg,W,0.0,RAW,0.25,1.5,-0.0013246087844267507,0.13715649752953474,-0.19541695181050966
broad,EWall_b3dg,W,0.0,RAW,0.5,0.75,-0.0002483668385635518,0.027378330210017676,-0.03990128685108407
broad,EWall_b3dg,W,0.0,RAW,0.5,1.0,-0.000512524690874594,0.05484109164510409,-0.07899043879479029
broad,EWall_b3dg,W,0.0,RAW,0.5,1.25,-0.000793235729402042,0.08235682488614438,-0.11726169434763911
broad,EWall_b3dg,W,0.0,RAW,0.5,1.5,-0.001091341855111727,0.10989268528702967,-0.15470938574092497
broad,EWall_b3dg,W,0.0,RAW,0.75,1.0,-0.00026415785231104216,0.027462761435086414,-0.03908915194370621
broad,EWall_b3dg,W,0.0,RAW,0.75,1.25,-0.0005448688908384902,0.0549784946761267,-0.07736040749655504
broad,EWall_b3dg,W,0.0,RAW,0.75,1.5,-0.0008429750165481753,0.08251435507701199,-0.11480809888984089
broad,EWall_b3dg,W,0.0,RAW,1.0,1.25,-0.00028071103852744805,0.027515733241040286,-0.038271255552848826
broad,EWall_b3dg,W,0.0,RAW,1.0,1.5,-0.0005788171642371331,0.05505159364192558,-0.07571894694613468
broad,EWall_b3dg,W,0.0,RAW,1.25,1.5,-0.0002981061257096851,0.027535860400885293,-0.037447691393285854
broad,EWall_b3dg,W,10.0,FIN,0.25,0.5,0.00017195601721753384,0.026541920266830887,-0.04080495473193024
broad,EWall_b3dg,W,10.0,FIN,0.25,0.75,0.00022269712944189557,0.05317435163993278,-0.08079420683429273
broad,EWall_b3dg,W,10.0,FIN,0.25,1.0,0.000132783897017541,0.07985727945379129,-0.1199644350448632
broad,EWall_b3dg,W,10.0,FIN,0.25,1.25,-0.0058851455652522144,0.10576027177518066,-0.1583736126740286
broad,EWall_b3dg,W,10.0,FIN,0.25,1.5,-0.022141029114438826,0.1295774434092789,-0.1960057878343784
broad,EWall_b3dg,W,10.0,FIN,0.5,0.75,5.074111222436173e-05,0.026632431373101895,-0.03998925210236248
broad,EWall_b3dg,W,10.0,FIN,0.5,1.0,-3.917212019999283e-05,0.0533153591869604,-0.07915948031293296
broad,EWall_b3dg,W,10.0,FIN,0.5,1.25,-0.006057101582469748,0.07921835150834977,-0.11756865794209836
broad,EWall_b3dg,W,10.0,FIN,0.5,1.5,-0.02231298513165636,0.10303552314244802,-0.15520083310244814
broad,EWall_b3dg,W,10.0,FIN,0.75,1.0,-8.991323242435456e-05,0.026682927813858504,-0.03917022821057048
broad,EWall_b3dg,W,10.0,FIN,0.75,1.25,-0.00610784269469411,0.05258592013524788,-0.07757940583973588
broad,EWall_b3dg,W,10.0,FIN,0.75,1.5,-0.02236372624388072,0.07640309176934612,-0.11521158100008566
broad,EWall_b3dg,W,10.0,FIN,1.0,1.25,-0.0060179294622697554,0.025902992321389373,-0.0384091776291654
broad,EWall_b3dg,W,10.0,FIN,1.0,1.5,-0.022273813011456367,0.04972016395548762,-0.07604135278951518
broad,EWall_b3dg,W,10.0,FIN,1.25,1.5,-0.01625588354918661,0.023817171634098244,-0.03763217516034978
broad,EWall_b3dg,W,10.0,RAW,0.25,0.5,0.00017195601721753384,0.026541920266830887,-0.04080495473193024
broad,EWall_b3dg,W,10.0,RAW,0.25,0.75,0.00022269712944189557,0.05317435163993278,-0.08079420683429273
broad,EWall_b3dg,W,10.0,RAW,0.25,1.0,0.000132783897017541,0.07985727945379129,-0.1199644350448632
broad,EWall_b3dg,W,10.0,RAW,0.25,1.25,-0.00011387420863440134,0.10654666310844818,-0.15831726383932043
broad,EWall_b3dg,W,10.0,RAW,0.25,1.5,-0.0005234395188498109,0.1331959624187804,-0.19584937915023015
broad,EWall_b3dg,W,10.0,RAW,0.5,0.75,5.074111222436173e-05,0.026632431373101895,-0.03998925210236248
broad,EWall_b3dg,W,10.0,RAW,0.5,1.0,-3.917212019999283e-05,0.0533153591869604,-0.07915948031293296
broad,EWall_b3dg,W,10.0,RAW,0.5,1.25,-0.0002858302258519352,0.0800047428416173,-0.11751230910739019
broad,EWall_b3dg,W,10.0,RAW,0.5,1.5,-0.0006953955360673447,0.10665404215194951,-0.1550444244182999
broad,EWall_b3dg,W,10.0,RAW,0.75,1.0,-8.991323242435456e-05,0.026682927813858504,-0.03917022821057048
broad,EWall_b3dg,W,10.0,RAW,0.75,1.25,-0.0003365713380762969,0.0533723114685154,-0.0775230570050277
broad,EWall_b3dg,W,10.0,RAW,0.75,1.5,-0.0007461366482917065,0.08002161077884762,-0.11505517231593743
broad,EWall_b3dg,W,10.0,RAW,1.0,1.25,-0.00024665810565194235,0.026689383654656895,-0.03835282879445723
broad,EWall_b3dg,W,10.0,RAW,1.0,1.5,-0.0006562234158673519,0.053338682964989115,-0.07588494410536695
broad,EWall_b3dg,W,10.0,RAW,1.25,1.5,-0.00040956531021540954,0.02664929931033222,-0.03753211531090972
broad,EWall_b3dg,W,25.0,FIN,0.25,0.5,0.0007810050992018702,0.025461716443919702,-0.040951013391765434
broad,EWall_b3dg,W,25.0,FIN,0.25,0.75,0.0012812552331642468,0.05097972676361762,-0.08107217585629045
broad,EWall_b3dg,W,25.0,FIN,0.25,1.0,0.001453108218008925,0.07649926186896772,-0.12036396892321077
broad,EWall_b3dg,W,25.0,FIN,0.25,1.25,-0.004513132360154604,0.10117519077966985,-0.15889539448469614
broad,EWall_b3dg,W,25.0,FIN,0.25,1.5,-0.02093597414468107,0.12369142935809108,-0.1966540069760505
broad,EWall_b3dg,W,25.0,FIN,0.5,0.75,0.0005002501339623766,0.025518010319697915,-0.04012116246452502
broad,EWall_b3dg,W,25.0,FIN,0.5,1.0,0.0006721031188070548,0.051037545425048014,-0.07941295553144534
broad,EWall_b3dg,W,25.0,FIN,0.5,1.25,-0.005294137459356474,0.07571347433575015,-0.1179443810929307
broad,EWall_b3dg,W,25.0,FIN,0.5,1.5,-0.02171697924388294,0.09822971291417137,-0.15570299358428508
broad,EWall_b3dg,W,25.0,FIN,0.75,1.0,0.00017185298484467815,0.0255195351053501,-0.03929179306692032
broad,EWall_b3dg,W,25.0,FIN,0.75,1.25,-0.0057943875933188504,0.05019546401605224,-0.07782321862840569
broad,EWall_b3dg,W,25.0,FIN,0.75,1.5,-0.022217229377845316,0.07271170259447346,-0.11558183111976006
broad,EWall_b3dg,W,25.0,FIN,1.0,1.25,-0.005966240578163529,0.02467592891070214,-0.038531425561485366
broad,EWall_b3dg,W,25.0,FIN,1.0,1.5,-0.022389082362689994,0.04719216748912336,-0.07629003805283974
broad,EWall_b3dg,W,25.0,FIN,1.25,1.5,-0.016422841784526465,0.02251623857842122,-0.03775861249135437
broad,EWall_b3dg,W,25.0,RAW,0.25,0.5,0.0007810050992018702,0.025461716443919702,-0.040951013391765434
broad,EWall_b3dg,W,25.0,RAW,0.25,0.75,0.0012812552331642468,0.05097972676361762,-0.08107217585629045
broad,EWall_b3dg,W,25.0,RAW,0.25,1.0,0.001453108218008925,0.07649926186896772,-0.12036396892321077
broad,EWall_b3dg,W,25.0,RAW,0.25,1.25,0.0012573257641195212,0.1019576738602248,-0.1588390936429076
broad,EWall_b3dg,W,25.0,RAW,0.25,1.5,0.0006797318646929451,0.12728828241283585,-0.19649776392152896
broad,EWall_b3dg,W,25.0,RAW,0.5,0.75,0.0005002501339623766,0.025518010319697915,-0.04012116246452502
broad,EWall_b3dg,W,25.0,RAW,0.5,1.0,0.0006721031188070548,0.051037545425048014,-0.07941295553144534
broad,EWall_b3dg,W,25.0,RAW,0.5,1.25,0.000476320664917651,0.0764959574163051,-0.11788808025114217
broad,EWall_b3dg,W,25.0,RAW,0.5,1.5,-0.00010127323450892511,0.10182656596891615,-0.15554675052976352
broad,EWall_b3dg,W,25.0,RAW,0.75,1.0,0.00017185298484467815,0.0255195351053501,-0.03929179306692032
broad,EWall_b3dg,W,25.0,RAW,0.75,1.25,-2.3929469044725593e-05,0.05097794709660719,-0.07776691778661715
broad,EWall_b3dg,W,25.0,RAW,0.75,1.5,-0.0006015233684713017,0.07630855564921823,-0.1154255880652385
broad,EWall_b3dg,W,25.0,RAW,1.0,1.25,-0.00019578245388940374,0.02545841199125709,-0.03847512471969683
broad,EWall_b3dg,W,25.0,RAW,1.0,1.5,-0.0007733763533159799,0.050789020543868135,-0.07613379499831818
broad,EWall_b3dg,W,25.0,RAW,1.25,1.5,-0.0005775938994265761,0.025330608552611045,-0.03765867027862135
broad,EWall_b3dg,W,50.0,FIN,0.25,0.5,0.0017988513009268292,0.02366838371752178,-0.04119437960413108
broad,EWall_b3dg,W,50.0,FIN,0.25,0.75,0.003050212000663688,0.047340784620543364,-0.08153529263913084
broad,EWall_b3dg,W,50.0,FIN,0.25,1.0,0.0036592354284363804,0.07093819330428586,-0.12102956169432033
broad,EWall_b3dg,W,50.0,FIN,0.25,1.25,-0.0022208839665770475,0.09359162342750604,-0.1597645633634306
broad,EWall_b3dg,W,50.0,FIN,0.25,1.5,-0.018922552361413714,0.11396888634086988,-0.1977336891206085
broad,EWall_b3dg,W,50.0,FIN,0.5,0.75,0.0012513606997368587,0.023672400903021584,-0.04034091303499976
broad,EWall_b3dg,W,50.0,FIN,0.5,1.0,0.0018603841275095512,0.04726980958676408,-0.07983518209018925
broad,EWall_b3dg,W,50.0,FIN,0.5,1.25,-0.004019735267503877,0.06992323970998426,-0.11857018375929951
broad,EWall_b3dg,W,50.0,FIN,0.5,1.5,-0.020721403662340543,0.0903005026233481,-0.15653930951647743
broad,EWall_b3dg,W,50.0,FIN,0.75,1.0,0.0006090234277726925,0.023597408683742493,-0.03949426905518949
broad,EWall_b3dg,W,50.0,FIN,0.75,1.25,-0.005271095967240735,0.04625083880696268,-0.07822927072429975
broad,EWall_b3dg,W,50.0,FIN,0.75,1.5,-0.0219727643620774,0.06662810172032652,-0.11619839648147767
broad,EWall_b3dg,W,50.0,FIN,1.0,1.25,-0.005880119395013428,0.022653430123220186,-0.03873500166911026
broad,EWall_b3dg,W,50.0,FIN,1.0,1.5,-0.022581787789850094,0.04303069303658402,-0.07670412742628818
broad,EWall_b3dg,W,50.0,FIN,1.25,1.5,-0.016701668394836666,0.020377262913363836,-0.037969125757177924
broad,EWall_b3dg,W,50.0,RAW,0.25,0.5,0.0017988513009268292,0.02366838371752178,-0.04119437960413108
broad,EWall_b3dg,W,50.0,RAW,0.25,0.75,0.003050212000663688,0.047340784620543364,-0.08153529263913084
broad,EWall_b3dg,W,50.0,RAW,0.25,1.0,0.0036592354284363804,0.07093819330428586,-0.12102956169432033
broad,EWall_b3dg,W,50.0,RAW,0.25,1.25,0.0035477157633068135,0.09436763460660424,-0.15970834247611132
broad,EWall_b3dg,W,50.0,RAW,0.25,1.5,0.002688044567681902,0.11752990892604642,-0.19757772197404744
broad,EWall_b3dg,W,50.0,RAW,0.5,0.75,0.0012513606997368587,0.023672400903021584,-0.04034091303499976
broad,EWall_b3dg,W,50.0,RAW,0.5,1.0,0.0018603841275095512,0.04726980958676408,-0.07983518209018925
broad,EWall_b3dg,W,50.0,RAW,0.5,1.25,0.0017488644623799843,0.07069925088908247,-0.11851396287198024
broad,EWall_b3dg,W,50.0,RAW,0.5,1.5,0.0008891932667550728,0.09386152520852464,-0.15638334236991636
broad,EWall_b3dg,W,50.0,RAW,0.75,1.0,0.0006090234277726925,0.023597408683742493,-0.03949426905518949
