panel,cost,f1,h1,f2,h2,turn1,turn2,turn_ratio,d_p90,d_base,d_medDD,d_LDD
U56,10.0,D,5,W,0,49.14286013495232,49.65855807039033,1.0104938526984761,0.055750989445132015,0.0,0.004727420297243434,0.050000000000000044
U56,10.0,D,5,W,5,49.14286013495232,41.682107165104746,1.1789917419552516,-0.0199505123627175,0.0,0.003955726074079846,0.0
U56,10.0,D,21,M,0,13.013175757837235,11.509333783475059,1.1306628170364972,-0.04587418472964222,-0.1,0.00187570348748467,0.09999999999999998
U56,10.0,D,21,M,5,13.013175757837235,11.509333783475059,1.1306628170364972,-0.04587418472964222,-0.1,0.00187570348748467,0.09999999999999998
U56,10.0,D,126,M,63,3.6403669250110395,3.755183393966681,1.0315398066515764,0.029834077748597698,0.0,0.011127200838304263,0.0
U56,10.0,D,126,Q,0,3.6403669250110395,3.8496171926784752,1.0574805430270744,-0.024144794807645198,-0.15000000000000002,0.0038401221311064604,0.1499999999999999
U56,10.0,D,126,Q,5,3.6403669250110395,3.8496171926784752,1.0574805430270744,-0.024144794807645198,-0.15000000000000002,0.0038401221311064604,0.1499999999999999
U56,10.0,D,126,Q,21,3.6403669250110395,3.8496171926784752,1.0574805430270744,-0.024144794807645198,-0.15000000000000002,0.0038401221311064604,0.1499999999999999
U56,10.0,W,21,M,0,10.669388010421773,11.509333783475059,1.0787248314741982,-0.03925261248876799,0.0,-0.0025970144227107084,0.0
U56,10.0,W,21,M,5,10.669388010421773,11.509333783475059,1.0787248314741982,-0.03925261248876799,0.0,-0.0025970144227107084,0.0
U56,10.0,W,63,M,63,4.463647971043445,3.755183393966681,1.1886631098270801,0.025416140677237076,0.0,-0.004000930634357358,0.0
U56,10.0,W,63,Q,0,4.463647971043445,3.8496171926784752,1.159504373456349,-0.02856273187900582,-0.15000000000000002,-0.01128800934155516,0.1499999999999999
U56,10.0,W,63,Q,5,4.463647971043445,3.8496171926784752,1.159504373456349,-0.02856273187900582,-0.15000000000000002,-0.01128800934155516,0.1499999999999999
U56,10.0,W,63,Q,21,4.463647971043445,3.8496171926784752,1.159504373456349,-0.02856273187900582,-0.15000000000000002,-0.01128800934155516,0.1499999999999999
U56,10.0,W,126,Q,63,2.6160944168382563,2.925241184179088,1.118171104739583,-0.03508287955707212,-0.15,-0.001975286183413083,0.15000000000000002
U56,10.0,M,63,Q,0,3.755183393966681,3.8496171926784752,1.025147586363829,-0.053978872556242896,-0.15000000000000002,-0.007287078707197803,0.1499999999999999
U56,10.0,M,63,Q,5,3.755183393966681,3.8496171926784752,1.025147586363829,-0.053978872556242896,-0.15000000000000002,-0.007287078707197803,0.1499999999999999
U56,10.0,M,63,Q,21,3.755183393966681,3.8496171926784752,1.025147586363829,-0.053978872556242896,-0.15000000000000002,-0.007287078707197803,0.1499999999999999
U56,0.0,D,5,W,0,49.14286013495232,49.65855807039033,1.0104938526984761,0.049217772910308044,0.0,-0.0002577824368100168,0.0
U56,0.0,D,5,W,5,49.14286013495232,41.682107165104746,1.1789917419552516,0.036906905340056584,0.05,0.0015569860924512513,-0.050000000000000044
U56,0.0,D,21,M,0,13.013175757837235,11.509333783475059,1.1306628170364972,-0.03193186791306224,-0.1,0.0022190916590936194,0.09999999999999998
U56,0.0,D,21,M,5,13.013175757837235,11.509333783475059,1.1306628170364972,-0.03193186791306224,-0.1,0.0022190916590936194,0.09999999999999998
U56,0.0,D,126,M,63,3.6403669250110395,3.755183393966681,1.0315398066515764,0.028570306885585373,0.05,0.01143210797243105,-0.04999999999999993
U56,0.0,D,126,Q,0,3.6403669250110395,3.8496171926784752,1.0574805430270744,-0.025594113592224632,-0.1,0.004177016149517931,0.09999999999999998
U56,0.0,D,126,Q,5,3.6403669250110395,3.8496171926784752,1.0574805430270744,-0.025594113592224632,-0.1,0.004177016149517931,0.09999999999999998
