arm,d,k,draw,n,is_pick,anchor,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,first_fail,v2_Sharpe,v2_OOS_Sharpe,m_H1,m_H2,m_OOS,m_DD,m_CAGR
U56-drop,5,50,128,20,True,True,0.12377,1.09675,-0.182777,1.093521,1.105043,0.994647,0.140237,1.17488,-0.182777,False,True,-,1.2305,1.2864,0.136901,0.271028,0.292869,0.019527,0.017174
U56-drop,5,50,128,30,False,False,0.109871,1.147242,-0.153764,1.085416,1.205694,0.966722,0.128272,1.288191,-0.153764,False,True,-,1.2305,1.2864,0.128796,0.371678,0.40618,0.04854,0.003275
U56-drop,5,50,129,10,False,False,0.127993,0.960999,-0.17101,0.974528,0.951906,0.942814,0.13529,0.976183,-0.17101,False,True,-,1.2049,1.256,0.017908,0.11789,0.094172,0.031294,0.021397
U56-drop,5,50,129,20,True,True,0.124403,1.112405,-0.172746,1.109654,1.118272,1.014295,0.138669,1.188566,-0.172746,False,True,-,1.2049,1.256,0.153034,0.284256,0.306555,0.029557,0.017806
U56-drop,5,50,129,30,False,False,0.107988,1.129972,-0.149166,1.099708,1.159396,0.987194,0.122012,1.243718,-0.149166,False,True,-,1.2049,1.256,0.143088,0.32538,0.361708,0.053137,0.001392
U56-drop,5,50,130,10,False,False,0.127522,0.935747,-0.174891,0.925859,0.949061,0.878168,0.141481,0.9806,-0.174891,False,False,H1,1.1938,1.2669,-0.030761,0.115045,0.098589,0.027412,0.020926
U56-drop,5,50,130,20,True,True,0.124268,1.099177,-0.180695,1.096393,1.107611,0.999094,0.140907,1.175692,-0.180695,False,True,-,1.1938,1.2669,0.139773,0.273595,0.293681,0.021608,0.017672
U56-drop,5,50,130,30,False,False,0.104164,1.096281,-0.155813,1.05474,1.136516,0.940539,0.120587,1.217029,-0.155813,False,False,CAGR,1.1938,1.2669,0.09812,0.3025,0.335018,0.046491,-0.002432
U56-drop,5,50,131,10,False,False,0.131699,0.958479,-0.18467,0.963253,0.960259,0.905238,0.146462,1.000439,-0.18467,False,True,-,1.2408,1.3005,0.006633,0.126243,0.118428,0.017634,0.025103
U56-drop,5,50,131,20,False,True,0.125641,1.097722,-0.178876,1.083911,1.116047,0.983512,0.144367,1.184365,-0.178876,False,True,-,1.2408,1.3005,0.127291,0.282031,0.302354,0.023427,0.019044
U56-drop,5,50,131,30,True,False,0.111812,1.149259,-0.161503,1.119169,1.179971,0.998041,0.12916,1.265419,-0.161503,False,True,-,1.2408,1.3005,0.162549,0.345955,0.383409,0.0408,0.005216
U56-drop,5,50,132,10,False,False,0.132412,0.97481,-0.175382,0.980438,0.975314,0.934724,0.144945,1.00712,-0.175382,False,True,-,1.2232,1.2655,0.023818,0.141298,0.125109,0.026922,0.025816
U56-drop,5,50,132,20,True,True,0.125904,1.113942,-0.176008,1.133154,1.103724,1.038328,0.140335,1.17253,-0.176008,False,True,-,1.2232,1.2655,0.176534,0.269708,0.290519,0.026296,0.019308
U56-drop,5,50,132,30,False,False,0.109112,1.142157,-0.153992,1.11608,1.168618,1.001317,0.12445,1.251628,-0.153992,False,True,-,1.2232,1.2655,0.15946,0.334602,0.369617,0.048311,0.002516
U56-drop,5,50,133,10,False,False,0.13148,0.951172,-0.177091,0.901045,0.999649,0.856459,0.15163,1.022861,-0.177091,False,False,H1,1.2062,1.3128,-0.055575,0.165633,0.14085,0.025213,0.024884
U56-drop,5,50,133,20,True,True,0.122046,1.0705,-0.182986,1.004427,1.133107,0.934734,0.142696,1.172697,-0.182986,False,True,-,1.2062,1.3128,0.047807,0.299091,0.290686,0.019317,0.015449
U56-drop,5,50,133,30,False,False,0.105588,1.101238,-0.1587,1.034658,1.163822,0.920408,0.12443,1.24101,-0.1587,False,False,CAGR,1.2062,1.3128,0.078038,0.329806,0.359,0.043604,-0.001008
U56-drop,5,50,134,10,False,False,0.133573,0.987368,-0.175382,1.002906,0.981639,0.94292,0.147905,1.02336,-0.175382,False,True,-,1.2481,1.3212,0.046286,0.147623,0.14135,0.026922,0.026976
U56-drop,5,50,134,20,True,True,0.124591,1.111799,-0.182593,1.064539,1.158952,0.968214,0.145999,1.219767,-0.182593,False,True,-,1.2481,1.3212,0.107919,0.324936,0.337756,0.019711,0.017994
U56-drop,5,50,134,30,False,False,0.108204,1.141382,-0.156083,1.078432,1.200915,0.967618,0.126513,1.275463,-0.156083,False,True,-,1.2481,1.3212,0.121812,0.366899,0.393453,0.046221,0.001608
U56-drop,5,50,135,10,False,False,0.134617,0.964337,-0.175513,0.941362,0.989802,0.898153,0.151221,1.015621,-0.175513,False,False,H1,1.2556,1.3411,-0.015258,0.155786,0.13361,0.02679,0.028021
U56-drop,5,50,135,20,True,True,0.127454,1.101152,-0.181916,1.120275,1.091103,1.026869,0.142057,1.158728,-0.181916,False,True,-,1.2556,1.3411,0.163655,0.257087,0.276717,0.020387,0.020858
U56-drop,5,50,135,30,False,False,0.113044,1.144432,-0.153801,1.089978,1.196317,0.96173,0.132678,1.286049,-0.153801,False,True,-,1.2556,1.3411,0.133358,0.362301,0.404038,0.048502,0.006448
U56-drop,5,50,136,10,False,False,0.126058,0.909422,-0.183069,0.936242,0.891942,0.884293,0.136622,0.930755,-0.183069,False,False,H1,1.2319,1.2925,-0.020378,0.057926,0.048744,0.019235,0.019462
U56-drop,5,50,136,20,True,True,0.126491,1.091744,-0.182992,1.08559,1.10327,0.995815,0.143253,1.165141,-0.182992,False,True,-,1.2319,1.2925,0.12897,0.269254,0.28313,0.019311,0.019894
U56-drop,5,50,136,30,False,False,0.112932,1.143622,-0.162398,1.100652,1.185413,0.98249,0.13093,1.268123,-0.162398,False,True,-,1.2319,1.2925,0.144032,0.351397,0.386113,0.039906,0.006336
U56-drop,5,50,137,10,False,False,0.142316,1.005215,-0.193852,0.985039,1.027333,0.939692,0.158079,1.056083,-0.193852,False,True,-,1.2122,1.2926,0.028419,0.193317,0.174073,0.008452,0.03572
U56-drop,5,50,137,20,True,True,0.128604,1.102704,-0.193367,1.105056,1.105552,1.014768,0.143657,1.170551,-0.193367,False,True,-,1.2122,1.2926,0.148436,0.271536,0.288541,0.008936,0.022007
U56-drop,5,50,137,30,False,False,0.113853,1.146378,-0.161776,1.080795,1.208224,0.960163,0.133348,1.292137,-0.161776,False,True,-,1.2122,1.2926,0.124175,0.374208,0.410126,0.040527,0.007257
U56-drop,5,50,138,10,False,False,0.131108,0.950235,-0.167275,0.858609,1.033671,0.806447,0.157102,1.057165,-0.167275,False,False,H1,1.1995,1.2944,-0.098011,0.199655,0.175155,0.035028,0.024512
U56-drop,5,50,138,20,True,True,0.122936,1.083395,-0.179244,1.048956,1.11911,0.95966,0.142132,1.177057,-0.179244,False,True,-,1.1995,1.2944,0.092336,0.285094,0.295046,0.02306,0.01634
U56-drop,5,50,138,30,False,False,0.107189,1.112884,-0.153444,1.023133,1.196135,0.90251,0.128639,1.27549,-0.153444,False,True,-,1.1995,1.2944,0.066513,0.362119,0.393479,0.048859,0.000593
U56-drop,5,50,139,10,False,False,0.12699,0.936611,-0.172224,0.898602,0.974311,0.856913,0.143816,0.997605,-0.172224,False,False,H1,1.2119,1.2921,-0.058018,0.140295,0.115594,0.030079,0.020394
U56-drop,5,50,139,20,False,True,0.123531,1.091135,-0.179767,1.047351,1.134388,0.958369,0.142981,1.191987,-0.179767,False,True,-,1.2119,1.2921,0.090731,0.300372,0.309976,0.022536,0.016934
U56-drop,5,50,139,30,True,False,0.10999,1.140246,-0.155905,1.07692,1.200047,0.960208,0.128891,1.279783,-0.155905,False,True,-,1.2119,1.2921,0.1203,0.366032,0.397773,0.046398,0.003394
U56-drop,5,50,140,10,False,False,0.133405,0.94862,-0.193532,0.979841,0.928282,0.940549,0.142684,0.957975,-0.193532,False,True,-,1.1955,1.2671,0.023221,0.094266,0.075964,0.008771,0.026809
U56-drop,5,50,140,20,False,True,0.12395,1.062589,-0.189552,1.04198,1.085933,0.94335,0.142728,1.153155,-0.189552,False,True,-,1.1955,1.2671,0.08536,0.251917,0.271144,0.012752,0.017354
U56-drop,5,50,140,30,True,False,0.112278,1.121178,-0.157104,1.066823,1.172849,0.950616,0.130726,1.254115,-0.157104,False,True,-,1.1955,1.2671,0.110203,0.338833,0.372104,0.0452,0.005682
U56-drop,5,50,141,10,False,False,0.127679,0.948548,-0.203188,0.991429,0.916586,0.910072,0.13896,0.97936,-0.203188,False,False,DD,1.1695,1.2268,0.034809,0.08257,0.097349,-0.000885,0.021083
U56-drop,5,50,141,20,True,True,0.12015,1.084289,-0.176336,1.142303,1.038121,1.016846,0.131887,1.136846,-0.176336,False,True,-,1.1695,1.2268,0.185683,0.204105,0.254835,0.025968,0.013554
U56-drop,5,50,141,30,False,False,0.102331,1.08901,-0.154322,1.134072,1.050402,0.990729,0.112932,1.166476,-0.154322,False,False,CAGR,1.1695,1.2268,0.177452,0.216386,0.284465,0.047981,-0.004265
U56-drop,5,50,142,10,False,False,0.140021,1.00893,-0.175382,1.070259,0.965677,1.016844,0.149262,1.008393,-0.175382,False,True,-,1.2599,1.3288,0.113639,0.131661,0.126382,0.026922,0.033425
U56-drop,5,50,142,20,True,True,0.131194,1.146191,-0.181308,1.124124,1.172853,1.035665,0.150688,1.23008,-0.181308,False,True,-,1.2599,1.3288,0.167504,0.338837,0.348069,0.020995,0.024597
U56-drop,5,50,142,30,False,False,0.111136,1.153713,-0.155119,1.106276,1.199723,1.004783,0.128057,1.268251,-0.155119,False,True,-,1.2599,1.3288,0.149656,0.365707,0.386241,0.047185,0.00454
U56-drop,5,50,143,10,False,False,0.123172,0.912441,-0.168403,0.893072,0.934404,0.855413,0.137396,0.956896,-0.168403,False,False,H1,1.1583,1.2711,-0.063548,0.100388,0.074885,0.033901,0.016575
U56-drop,5,50,143,20,True,True,0.115053,1.025764,-0.186542,0.991,1.06123,0.893721,0.134248,1.125478,-0.186542,False,True,-,1.1583,1.2711,0.03438,0.227214,0.243467,0.015761,0.008457
U56-drop,5,50,143,30,False,False,0.103697,1.079292,-0.153017,1.002047,1.151386,0.873791,0.124284,1.238985,-0.153017,False,False,CAGR,1.1583,1.2711,0.045427,0.317371,0.356974,0.049287,-0.002899
U56-drop,5,50,144,10,False,False,0.117227,0.905403,-0.167926,0.927888,0.889688,0.838807,0.130089,0.956954,-0.167926,False,False,H1,1.1569,1.2397,-0.028732,0.055672,0.074943,0.034377,0.010631
U56-drop,5,50,144,20,True,True,0.112092,1.035313,-0.177244,1.046776,1.029693,0.93337,0.126474,1.113821,-0.177244,False,True,-,1.1569,1.2397,0.090156,0.195677,0.23181,0.025059,0.005496
U56-drop,5,50,144,30,False,False,0.099121,1.067397,-0.151993,1.067707,1.069477,0.929438,0.112816,1.17595,-0.151993,False,False,CAGR,1.1569,1.2397,0.111087,0.235461,0.29394,0.05031,-0.007475
U56-drop,5,50,145,10,False,False,0.131392,0.956001,-0.176796,0.911099,1.000639,0.857882,0.15252,1.030003,-0.176796,False,False,H1,1.2321,1.3206,-0.045521,0.166623,0.147993,0.025508,0.024795
U56-drop,5,50,145,20,True,True,0.125271,1.102557,-0.178961,1.072024,1.13559,0.978298,0.145277,1.196302,-0.178961,False,True,-,1.2321,1.3206,0.115404,0.301575,0.314291,0.023342,0.018674
U56-drop,5,50,145,30,False,False,0.108302,1.131407,-0.153736,1.059269,1.199026,0.940835,0.12828,1.278091,-0.153736,False,True,-,1.2321,1.3206,0.102649,0.36501,0.396081,0.048567,0.001706
U56-drop,5,50,146,10,False,False,0.133916,0.966862,-0.175052,0.984207,0.957325,0.941371,0.144836,0.988539,-0.175052,False,True,-,1.2229,1.2757,0.027587,0.123309,0.106528,0.027251,0.02732
U56-drop,5,50,146,20,True,True,0.127559,1.118923,-0.178817,1.126148,1.118048,1.017585,0.144074,1.196632,-0.178817,False,True,-,1.2229,1.2757,0.169527,0.284032,0.314621,0.023486,0.020963
U56-drop,5,50,146,30,False,False,0.110082,1.143298,-0.153672,1.098374,1.186513,0.979712,0.127216,1.270884,-0.153672,False,True,-,1.2229,1.2757,0.141754,0.352497,0.388873,0.048631,0.003486
U56-drop,5,50,147,10,False,False,0.135579,0.977176,-0.176671,0.951359,1.004901,0.897296,0.153844,1.038373,-0.176671,False,False,H1,1.2254,1.311,-0.005261,0.170885,0.156362,0.025632,0.028983
U56-drop,5,50,147,20,True,True,0.125774,1.097569,-0.179427,1.07527,1.122791,0.967864,0.145784,1.195706,-0.179427,False,True,-,1.2254,1.311,0.11865,0.288776,0.313696,0.022877,0.019178
U56-drop,5,50,147,30,False,False,0.110603,1.136914,-0.152956,1.067133,1.202462,0.93858,0.131358,1.290236,-0.152956,False,True,-,1.2254,1.311,0.110513,0.368446,0.408226,0.049347,0.004007
U56-drop,5,50,148,10,False,False,0.125062,0.929711,-0.181223,0.928215,0.93556,0.877392,0.137976,0.970673,-0.181223,False,False,H1,1.2339,1.2877,-0.028405,0.101544,0.088662,0.02108,0.018466
U56-drop,5,50,148,20,True,True,0.120486,1.097045,-0.177858,1.075416,1.1199,0.995035,0.135017,1.175987,-0.177858,False,True,-,1.2339,1.2877,0.118796,0.285884,0.293976,0.024446,0.01389
U56-drop,5,50,148,30,False,False,0.103457,1.120951,-0.143774,1.080742,1.159549,0.978905,0.116762,1.234395,-0.143774,False,False,CAGR,1.2339,1.2877,0.124122,0.325533,0.352384,0.058529,-0.00314
U56-drop,5,50,149,10,False,False,0.136159,0.99478,-0.172,0.953779,1.036492,0.895705,0.157836,1.069638,-0.172,False,False,H1,1.2472,1.3375,-0.002841,0.202476,0.187627,0.030303,0.029562
U56-drop,5,50,149,20,True,True,0.12594,1.132852,-0.175293,1.107627,1.160691,1.019074,0.143873,1.219506,-0.175293,False,True,-,1.2472,1.3375,0.151007,0.326675,0.337495,0.02701,0.019343
U56-drop,5,50,149,30,False,False,0.105033,1.132578,-0.148987,1.076803,1.185614,0.971119,0.121591,1.257826,-0.148987,False,False,CAGR,1.2472,1.3375,0.120183,0.351598,0.375816,0.053316,-0.001564
U56-drop,5,50,150,10,False,False,0.129493,0.964656,-0.172562,0.95005,0.982783,0.897761,0.144971,1.016417,-0.172562,False,False,H1,1.2235,1.3008,-0.00657,0.148767,0.134406,0.029741,0.022897
U56-drop,5,50,150,20,True,True,0.123148,1.114334,-0.181322,1.07156,1.156744,0.985591,0.141637,1.212455,-0.181322,False,True,-,1.2235,1.3008,0.11494,0.322728,0.330445,0.020982,0.016551
U56-drop,5,50,150,30,False,False,0.104631,1.129484,-0.151658,1.071374,1.184542,0.96571,0.120817,1.257717,-0.151658,False,False,CAGR,1.2235,1.3008,0.114754,0.350526,0.375706,0.050645,-0.001966
U56-drop,5,50,151,10,False,False,0.126898,0.928259,-0.190882,0.899799,0.958254,0.859616,0.143066,0.981172,-0.190882,False,False,H1,1.1933,1.2687,-0.056821,0.124239,0.099161,0.011422,0.020301
U56-drop,5,50,151,20,False,True,0.118327,1.054375,-0.184827,1.010128,1.097656,0.919695,0.137268,1.156854,-0.184827,False,True,-,1.1933,1.2687,0.053508,0.26364,0.274843,0.017476,0.01173
U56-drop,5,50,151,30,True,False,0.104611,1.093916,-0.15515,1.046978,1.138722,0.938437,0.120099,1.216717,-0.15515,False,False,CAGR,1.1933,1.2687,0.090358,0.304706,0.334707,0.047153,-0.001986
U56-drop,5,50,152,10,False,False,0.133546,0.969839,-0.188038,0.939245,1.003055,0.872231,0.155513,1.043468,-0.188038,False,False,H1,1.2189,1.3085,-0.017375,0.169039,0.161458,0.014266,0.02695
U56-drop,5,50,152,20,True,True,0.121829,1.084515,-0.182683,1.047137,1.123425,0.946985,0.14312,1.187503,-0.182683,False,True,-,1.2189,1.3085,0.090517,0.289409,0.305492,0.01962,0.015233
U56-drop,5,50,152,30,False,False,0.105355,1.114221,-0.155531,1.059814,1.166431,0.94017,0.124446,1.246534,-0.155531,False,False,CAGR,1.2189,1.3085,0.103194,0.332415,0.364523,0.046773,-0.001242
U56-drop,5,50,153,10,False,False,0.132076,0.959235,-0.18238,0.917726,1.00134,0.864735,0.153197,1.030655,-0.18238,False,False,H1,1.2367,1.3262,-0.038894,0.167324,0.148645,0.019924,0.025479
U56-drop,5,50,153,20,True,True,0.123157,1.090355,-0.183228,1.05825,1.12528,0.953321,0.144793,1.192863,-0.183228,False,True,-,1.2367,1.3262,0.10163,0.291264,0.310852,0.019076,0.016561
U56-drop,5,50,153,30,False,False,0.105061,1.107282,-0.158261,1.056053,1.156663,0.933162,0.124088,1.23985,-0.158261,False,False,CAGR,1.2367,1.3262,0.099433,0.322647,0.357839,0.044043,-0.001535
U56-drop,5,50,154,10,False,False,0.11943,0.900087,-0.195048,0.924874,0.885466,0.883358,0.12919,0.915818,-0.195048,False,False,H1,1.1912,1.2765,-0.031746,0.05145,0.033807,0.007256,0.012834
U56-drop,5,50,154,20,True,True,0.120341,1.082715,-0.188908,1.04663,1.119761,0.949018,0.13999,1.183729,-0.188908,False,True,-,1.1912,1.2765,0.09001,0.285745,0.301718,0.013395,0.013745
U56-drop,5,50,154,30,False,False,0.103032,1.093353,-0.157335,1.027087,1.155648,0.913142,0.121048,1.233687,-0.157335,False,False,CAGR,1.1912,1.2765,0.070467,0.321632,0.351677,0.044969,-0.003564
U56-drop,5,50,155,10,False,False,0.12773,0.934414,-0.18501,0.870377,0.994453,0.815376,0.150235,1.023555,-0.18501,False,False,H1,1.2007,1.2848,-0.086243,0.160437,0.141544,0.017294,0.021134
U56-drop,5,50,155,20,True,True,0.122034,1.084961,-0.179504,1.043375,1.126067,0.950662,0.141257,1.187136,-0.179504,False,True,-,1.2007,1.2848,0.086755,0.292051,0.305126,0.022799,0.015437
U56-drop,5,50,155,30,False,False,0.106367,1.115277,-0.14604,1.05599,1.171369,0.938092,0.124,1.254409,-0.14604,False,False,CAGR,1.2007,1.2848,0.09937,0.337353,0.372399,0.056264,-0.00023
U56-drop,5,50,156,10,False,False,0.132555,0.947404,-0.184214,0.959218,0.943324,0.913502,0.144981,0.975361,-0.184214,False,True,-,1.2263,1.3094,0.002598,0.109308,0.09335,0.01809,0.025959
U56-drop,5,50,156,20,True,True,0.128758,1.100907,-0.18526,1.098842,1.108526,1.003231,0.145552,1.175735,-0.18526,False,True,-,1.2263,1.3094,0.142222,0.27451,0.293724,0.017043,0.022162
U56-drop,5,50,156,30,False,False,0.111813,1.129945,-0.156788,1.076087,1.1812,0.961477,0.129927,1.261136,-0.156788,False,True,-,1.2263,1.3094,0.119467,0.347184,0.379126,0.045516,0.005217
U56-drop,5,50,157,10,False,False,0.129589,0.951069,-0.175382,0.961613,0.946796,0.90527,0.142228,0.987343,-0.175382,False,True,-,1.2361,1.31,0.004993,0.11278,0.105332,0.026922,0.022992
U56-drop,5,50,157,20,True,True,0.128295,1.124228,-0.186481,1.135436,1.120477,1.045301,0.142884,1.185301,-0.186481,False,True,-,1.2361,1.31,0.178816,0.286462,0.30329,0.015822,0.021699
U56-drop,5,50,157,30,False,False,0.111097,1.146757,-0.156414,1.100355,1.191341,0.980944,0.12851,1.276154,-0.156414,False,True,-,1.2361,1.31,0.143735,0.357325,0.394144,0.045889,0.004501
U56-drop,5,50,158,10,False,False,0.113032,0.858554,-0.191951,0.894318,0.831537,0.847636,0.119857,0.868683,-0.191951,False,False,H1,1.1756,1.2322,-0.062302,-0.002479,-0.013328,0.010352,0.006435
U56-drop,5,50,158,20,True,True,0.11289,1.029851,-0.184317,0.998792,1.06137,0.916366,0.128875,1.116753,-0.184317,False,True,-,1.1756,1.2322,0.042172,0.227354,0.234742,0.017986,0.006294
U56-drop,5,50,158,30,False,False,0.097697,1.058384,-0.156944,1.014934,1.100012,0.895122,0.113487,1.186435,-0.156944,False,False,CAGR,1.1756,1.2322,0.058314,0.265996,0.304424,0.04536,-0.008899
U56-drop,5,50,159,10,False,False,0.125109,0.925064,-0.194022,0.909365,0.94329,0.863984,0.139199,0.972445,-0.194022,False,False,H1,1.2085,1.2871,-0.047255,0.109274,0.090434,0.008281,0.018513
U56-drop,5,50,159,20,False,True,0.121229,1.080273,-0.184433,1.018232,1.138829,0.938372,0.140147,1.189325,-0.184433,False,True,-,1.2085,1.2871,0.061612,0.304813,0.307314,0.01787,0.014632
U56-drop,5,50,159,30,True,False,0.107899,1.124289,-0.155786,1.074351,1.171877,0.975657,0.122636,1.242346,-0.155786,False,True,-,1.2085,1.2871,0.117731,0.337861,0.360335,0.046517,0.001302
U56-drop,5,50,160,10,False,False,0.121821,0.909647,-0.171007,0.844781,0.970031,0.801936,0.140749,0.991528,-0.171007,False,False,H1,1.1906,1.2718,-0.111839,0.136015,0.109518,0.031296,0.015225
U56-drop,5,50,160,20,True,True,0.118181,1.054586,-0.175079,1.01273,1.095643,0.929264,0.135876,1.15039,-0.175079,False,True,-,1.1906,1.2718,0.05611,0.261627,0.268379,0.027224,0.011584
U56-drop,5,50,160,30,False,False,0.103162,1.081863,-0.153642,1.024133,1.136463,0.903681,0.121095,1.220906,-0.153642,False,False,CAGR,1.1906,1.2718,0.067512,0.302447,0.338895,0.048661,-0.003434
U56-drop,5,50,161,10,False,False,0.133372,0.962318,-0.175966,0.990821,0.944416,0.942563,0.14422,0.980223,-0.175966,False,True,-,1.2185,1.2854,0.034201,0.1104,0.098212,0.026338,0.026775
U56-drop,5,50,161,20,True,True,0.126371,1.094164,-0.182405,1.088293,1.105223,0.993416,0.143326,1.171191,-0.182405,False,True,-,1.2185,1.2854,0.131673,0.271207,0.28918,0.019898,0.019775
U56-drop,5,50,161,30,False,False,0.111722,1.135262,-0.155855,1.080677,1.187213,0.965973,0.129864,1.266992,-0.155855,False,True,-,1.2185,1.2854,0.124057,0.353197,0.384981,0.046448,0.005126
U56-drop,5,50,162,10,False,False,0.126422,0.909603,-0.183069,0.918038,0.908124,0.865174,0.139696,0.945003,-0.183069,False,False,H1,1.2248,1.2992,-0.038582,0.074108,0.062992,0.019235,0.019826
U56-drop,5,50,162,20,True,True,0.128529,1.102639,-0.182626,1.083799,1.125283,0.979626,0.14844,1.195782,-0.182626,False,True,-,1.2248,1.2992,0.127179,0.291267,0.313772,0.019678,0.021933
U56-drop,5,50,162,30,False,False,0.111079,1.128012,-0.161707,1.082227,1.172395,0.955902,0.130232,1.260241,-0.161707,False,True,-,1.2248,1.2992,0.125607,0.338379,0.378231,0.040596,0.004482
U56-drop,5,50,163,10,False,False,0.134744,0.977073,-0.170803,0.928692,1.02422,0.877474,0.15556,1.052409,-0.170803,False,False,H1,1.2058,1.3013,-0.027928,0.190204,0.170398,0.031501,0.028148
U56-drop,5,50,163,20,True,True,0.125205,1.087248,-0.190855,1.038497,1.134973,0.93658,0.147321,1.200754,-0.190855,False,True,-,1.2058,1.3013,0.081877,0.300957,0.318743,0.011448,0.018609
U56-drop,5,50,163,30,False,False,0.111196,1.126479,-0.154224,1.038915,1.208078,0.920651,0.132356,1.287158,-0.154224,False,True,-,1.2058,1.3013,0.082295,0.374062,0.405147,0.048079,0.0046
U56-drop,5,50,164,10,False,False,0.128898,0.952651,-0.175685,0.954867,0.958391,0.909476,0.143337,0.987879,-0.175685,False,False,H1,1.1799,1.3049,-0.001753,0.124375,0.105868,0.026618,0.022302
U56-drop,5,50,164,20,True,True,0.120773,1.087076,-0.182854,1.006315,1.16223,0.91941,0.144006,1.212619,-0.182854,False,True,-,1.1799,1.3049,0.049695,0.328214,0.330609,0.01945,0.014177
U56-drop,5,50,164,30,False,False,0.102805,1.096146,-0.151516,0.999197,1.185872,0.881067,0.123737,1.263172,-0.151516,False,False,CAGR,1.1799,1.3049,0.042577,0.351856,0.381161,0.050787,-0.003791
U56-drop,5,50,165,10,False,False,0.128403,0.961446,-0.184081,0.954999,0.973651,0.933073,0.140395,0.985873,-0.184081,False,False,H1,1.2155,1.3125,-0.001621,0.139635,0.103862,0.018222,0.021807
U56-drop,5,50,165,20,True,True,0.122219,1.108375,-0.181114,1.087061,1.133169,1.009056,0.138735,1.184249,-0.181114,False,True,-,1.2155,1.3125,0.130441,0.299153,0.302238,0.021189,0.015623
U56-drop,5,50,165,30,False,False,0.104229,1.12234,-0.15406,1.037065,1.20161,0.923032,0.124041,1.276253,-0.15406,False,False,CAGR,1.2155,1.3125,0.080444,0.367594,0.394242,0.048244,-0.002368
U56-drop,5,50,166,10,False,False,0.131574,0.952951,-0.177771,0.977793,0.937343,0.927266,0.142548,0.974825,-0.177771,False,True,-,1.2156,1.2933,0.021172,0.103327,0.092814,0.024533,0.024978
U56-drop,5,50,166,20,True,True,0.128145,1.114466,-0.177749,1.099563,1.132631,1.003739,0.145643,1.19918,-0.177749,False,True,-,1.2156,1.2933,0.142943,0.298615,0.317169,0.024555,0.021549
U56-drop,5,50,166,30,False,False,0.110399,1.13213,-0.151694,1.066582,1.193923,0.9465,0.129306,1.277723,-0.151694,False,True,-,1.2156,1.2933,0.109962,0.359907,0.395712,0.050609,0.003803
U56-drop,5,50,167,10,True,False,0.131194,0.967163,-0.18223,0.944686,0.992633,0.904805,0.147281,1.015776,-0.18223,False,False,H1,1.1763,1.2994,-0.011935,0.158617,0.133766,0.020073,0.024597
U56-drop,5,50,167,20,False,True,0.116109,1.056409,-0.182736,0.967723,1.138129,0.892768,0.137357,1.180605,-0.182736,False,True,-,1.1763,1.2994,0.011103,0.304113,0.298594,0.019567,0.009513
U56-drop,5,50,167,30,False,False,0.10057,1.076672,-0.150678,0.970623,1.17543,0.864245,0.120346,1.244552,-0.150678,False,False,CAGR,1.1763,1.2994,0.014003,0.341414,0.362541,0.051625,-0.006026
U56-drop,5,50,168,10,False,False,0.125916,0.907341,-0.208665,0.941796,0.882618,0.887524,0.135363,0.924561,-0.208665,False,False,H1,1.2106,1.2727,-0.014824,0.048602,0.04255,-0.006361,0.01932
U56-drop,5,50,168,20,False,True,0.121696,1.06448,-0.19087,1.037141,1.092917,0.94396,0.139428,1.156634,-0.19087,False,True,-,1.2106,1.2727,0.080521,0.258901,0.274624,0.011434,0.0151
U56-drop,5,50,168,30,True,False,0.108045,1.114774,-0.161042,1.083901,1.145065,0.971239,0.123033,1.227643,-0.161042,False,True,-,1.2106,1.2727,0.127281,0.311049,0.345632,0.041261,0.001449
U56-drop,5,50,169,10,False,False,0.126329,0.938902,-0.177219,0.911402,0.967436,0.865367,0.142046,0.995442,-0.177219,False,False,H1,1.2178,1.295,-0.045218,0.13342,0.113431,0.025085,0.019733
U56-drop,5,50,169,20,True,True,0.124288,1.115401,-0.176787,1.067199,1.162571,0.974726,0.14435,1.222157,-0.176787,False,True,-,1.2178,1.295,0.110579,0.328555,0.340147,0.025516,0.017692
U56-drop,5,50,169,30,False,False,0.105701,1.124749,-0.152076,1.065961,1.180424,0.950522,0.123319,1.260331,-0.152076,False,False,CAGR,1.2178,1.295,0.109341,0.346408,0.37832,0.050228,-0.000895
U56-drop,5,50,170,10,False,False,0.126279,0.93409,-0.169172,0.893131,0.975011,0.856639,0.143848,0.993351,-0.169172,False,False,H1,1.1668,1.2764,-0.063489,0.140996,0.111341,0.033131,0.019683
U56-drop,5,50,170,20,True,True,0.118,1.05651,-0.186664,1.001167,1.109683,0.910612,0.138547,1.166623,-0.186664,False,True,-,1.1668,1.2764,0.044547,0.275667,0.284613,0.01564,0.011404
U56-drop,5,50,170,30,False,False,0.103259,1.087613,-0.150485,0.997357,1.17167,0.883782,0.122997,1.247589,-0.150485,False,False,CAGR,1.1668,1.2764,0.040737,0.337654,0.365578,0.051819,-0.003337
U56-drop,5,50,171,10,False,False,0.124574,0.937082,-0.184949,0.922792,0.95609,0.884894,0.139355,0.978478,-0.184949,False,False,H1,1.2006,1.2938,-0.033828,0.122074,0.096467,0.017354,0.017978
