panel,family,arm,dial_value,freq,IS_Sharpe,IS_CAGR,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,FULL_CAGR,FULL_Sharpe,FULL_MaxDD
U56,n,N3,3.0,W,0.5950943878707761,0.05500417192751872,0.6269718098033066,0.06701950418105862,-0.13207112569142465,0.061572617970222954,0.6121411942852453,-0.136211894775215
U56,n,N5,5.0,W,0.550772351602087,0.049010967298712016,0.7722946815513176,0.08123926747747401,-0.13827812344296653,0.06655365198078456,0.6780698775267748,-0.13827812344296675
U56,n,N8,8.0,W,0.8200814489668481,0.0762949470679195,0.8010716959869825,0.08438517794526823,-0.17387195559222712,0.08072149442239085,0.8074516819520585,-0.173871955592227
U56,n,N10,10.0,W,0.9278329436732596,0.08731448380037676,0.8753216834215305,0.09472937270594395,-0.14262116267379799,0.09137215557282308,0.8948165091705839,-0.1426211626737982
U56,n,N15,15.0,W,0.9647950115647281,0.09362871648498006,0.8558865126267379,0.09666660987902187,-0.17609537413516685,0.09529266548931004,0.8976218059389109,-0.17609537413516685
U56,n,N20,20.0,W,0.9480256752508989,0.09383822325200164,1.0291507778309292,0.1194703805261752,-0.19516157214867147,0.10781300692901419,0.9928158017670559,-0.19516157214867125
U56,n,N30,30.0,W,0.9992563890986776,0.09969788101787458,1.120159311824435,0.1309452721920239,-0.19142160329959224,0.11671531474660557,1.067167140384482,-0.19142160329959246
U56,n,N40,40.0,W,1.0523401985471428,0.10432868023597441,1.106688284157456,0.12573539471863215,-0.193260632458791,0.11601024662144943,1.0817180253444658,-0.1932606324587911
U56,n,N50,50.0,W,1.0725894697045584,0.10529669266856945,1.1128117534142943,0.12445742674492033,-0.1862304172616006,0.11575741288421026,1.0938601174520415,-0.1862304172616005
U56,n,N60,60.0,W,1.072541747622775,0.10529060720204031,1.1124652798719812,0.12431523496607522,-0.18623041726160083,0.11567730589764058,1.0936584256915896,-0.1862304172616006
U56,gross,G0.20,0.2,W,1.1131444982226248,0.028909590956375908,1.2053636478793108,0.0353175644969419,-0.04912585578326978,0.03241671191321993,1.1644844222006463,-0.04912585578327011
U56,gross,G0.30,0.3,W,1.1134659075710573,0.04343082224903605,1.205352755930499,0.05312247312021556,-0.07311146462278262,0.048731472995298564,1.1646112245726798,-0.07311146462278273
U56,gross,G0.40,0.4,W,1.1137741231375824,0.05799037444908284,1.2053222573177074,0.07101636757586438,-0.09671505576232386,0.06510984824519306,1.1647209627712465,-0.09671505576232409
U56,gross,G0.50,0.5,W,1.1140678460524265,0.0725835267385333,1.2052711402429412,0.08899254264928169,-0.11993885638280655,0.08154603295701257,1.1648124934958084,-0.11993885638280655
U56,gross,G0.60,0.6,W,1.1143438351621153,0.08720520777517216,1.2051999120106198,0.10704413736754836,-0.14278495822992343,0.09803398251037176,1.1648847286472257,-0.14278495822992365
U56,gross,G0.70,0.7,W,1.1146008613452894,0.10185023477807698,1.2051071908104245,0.125163860160606,-0.16525552751820638,0.11456737148093299,1.1649363424564765,-0.16525552751820627
U56,gross,G0.85,0.85,W,1.1149499365840279,0.12384988991140733,1.2049259336571974,0.1524545870706986,-0.19826224474946785,0.13943833004754658,1.164973599330389,-0.19826224474946752
U56,gross,G1.00,1.0,W,1.115254858891549,0.14587161847747132,1.2046948210784587,0.1798553037840569,-0.23043674279513793,0.16437415905091135,1.1649628793805105,-0.2304367427951376
U56,trim,B0.00,0.0,W,1.073444824460266,0.1056069522158114,1.1112600415903011,0.12419872507995322,-0.18623041726160028,0.11575822713901252,1.09338490192111,-0.1862304172616005
U56,trim,B0.01,0.01,W,1.1136908828733174,0.11035705265193996,1.1402900767505746,0.12722438574735428,-0.1819486367966987,0.11957011063634204,1.1272976971770927,-0.18194863679669881
U56,trim,B0.02,0.02,W,1.107585490457064,0.1094706081130683,1.1664572781301417,0.12972572403983218,-0.17706676540716237,0.12052652977658318,1.1398375649007446,-0.17706676540716237
