panel,book,conv,tranche,gross,cost_bps,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dOOS_CAGR,dturn,dgross
U56,CAP2,RESPREAD,NOBROAD,0.75,0.0,-0.002180755272068735,0.07165428204730229,0.011148141431292835,0.0774587345839719,0.0006826717175745234,-0.09857495228398427,0.0
U56,CAP2,RESPREAD,NOBROAD,0.75,10.0,-0.002063080339207213,0.06980473843574986,0.011200258355646642,0.0757491163237638,0.0007199145892087255,-0.09857495228398427,0.0
U56,CAP2,RESPREAD,NOBROAD,0.75,25.0,-0.0018878259361854166,0.06703335540528887,0.011278401910926772,0.07319181038645506,0.0007754509769826168,-0.09857495228398427,0.0
U56,CAP2,RESPREAD,NOBROAD,0.75,50.0,-0.0015990665467022769,0.06242008435506996,0.011408556291248262,0.06894686559685659,0.0008671413764582692,-0.09857495228398427,0.0
U56,CAP2,RESPREAD,NOBROAD,1.0,0.0,-0.012333068983498174,0.10097808040779976,0.02827630903076661,0.09166039802164794,-0.01304430683553548,-0.44133158532156136,0.0
U56,CAP2,RESPREAD,NOBROAD,1.0,10.0,-0.011792286953888675,0.0984006153299184,0.028411504612436245,0.08938680247828135,-0.012532405630107268,-0.44133158532156136,0.0
U56,CAP2,RESPREAD,NOBROAD,1.0,25.0,-0.01098801177637121,0.09452935465434753,0.02861422091836119,0.08597650984651262,-0.011771209282374517,-0.44133158532156136,0.0
U56,CAP2,RESPREAD,NOBROAD,1.0,50.0,-0.00966579224624331,0.08806750593692159,0.02895187593568216,0.08029618033530928,-0.010520143311850472,-0.44133158532156136,0.0
U56,CAP2,RESPREAD,NOEQETF,0.75,0.0,-0.025052099887228563,0.3077906444923877,0.06724112860301923,0.2991574344440342,-0.022707454743713384,-1.065243194676142,0.0
U56,CAP2,RESPREAD,NOEQETF,0.75,10.0,-0.023801173824732347,0.3041624615286529,0.06725254588801577,0.2965183931269839,-0.02155076347531737,-1.065243194676142,0.0
U56,CAP2,RESPREAD,NOEQETF,0.75,25.0,-0.02193759954932739,0.29870421757735843,0.06558402752880998,0.292561422184062,-0.01982770978888415,-1.065243194676142,0.0
U56,CAP2,RESPREAD,NOEQETF,0.75,50.0,-0.01886558383040704,0.28956276315359397,0.06088430534434386,0.2859665929479345,-0.016987690282351586,-1.065243194676142,0.0
U56,CAP2,RESPREAD,NOEQETF,1.0,0.0,-0.036049284527822634,0.3577915728982777,0.0917863542833861,0.33539867060953155,-0.03859405535464466,-1.5507341208455405,0.0
U56,CAP2,RESPREAD,NOEQETF,1.0,10.0,-0.03421340208630208,0.3541508341071118,0.09192775287413724,0.33309144224162,-0.03673144943170059,-1.5507341208455405,0.0
U56,CAP2,RESPREAD,NOEQETF,1.0,25.0,-0.031480066121053474,0.3486670725559695,0.09045413964660243,0.3296276599603041,-0.033958800562286395,-1.5507341208455405,0.0
U56,CAP2,RESPREAD,NOEQETF,1.0,50.0,-0.02697873279390839,0.3394696348723454,0.08607908116196461,0.32384599208471565,-0.029393979696450634,-1.5507341208455405,0.0
U56,CAP2,RESPREAD,STOCKS,0.75,0.0,-0.029306434929059266,0.3459700730556017,0.05897690246730414,0.3176314098074491,-0.02917702747158213,-1.6737954556355181,0.0
U56,CAP2,RESPREAD,STOCKS,0.75,10.0,-0.027382711216982436,0.3507954932863375,0.057672207543093434,0.322765265182011,-0.027324365278524443,-1.6737954556355181,0.0
U56,CAP2,RESPREAD,STOCKS,0.75,25.0,-0.024515135482142236,0.35804165340151295,0.055721033268698594,0.3304788559962255,-0.024562905327296436,-1.6737954556355181,0.0
U56,CAP2,RESPREAD,STOCKS,0.75,50.0,-0.0197835677710565,0.3701143569333736,0.052484677073217245,0.3433460953592822,-0.020006932111739983,-1.6737954556355181,0.0
U56,CAP2,RESPREAD,STOCKS,1.0,0.0,-0.04030361956965334,0.39597100146149167,0.08352212814767102,0.35387264597294643,-0.04506362808251341,-2.1592863818049164,0.0
U56,CAP2,RESPREAD,STOCKS,1.0,10.0,-0.03779493947855217,0.4007838658647964,0.0823474145292149,0.3593383142966471,-0.042505051234907665,-2.1592863818049164,0.0
U56,CAP2,RESPREAD,STOCKS,1.0,25.0,-0.03405760205386832,0.40800450838012403,0.08059114538649104,0.3675450937724676,-0.03869399610069868,-2.1592863818049164,0.0
U56,CAP2,RESPREAD,STOCKS,1.0,50.0,-0.027896716734557847,0.420021228652125,0.077679452890838,0.38122549449606336,-0.03241322152583903,-2.1592863818049164,0.0
U56,CAP2,DEGROSS,NOBROAD,0.75,0.0,-0.011532521490810632,0.10152081211351982,0.02415692309381612,0.09244912453252474,-0.011626189596189329,-0.4004682629730332,0.0
U56,CAP2,DEGROSS,NOBROAD,0.75,10.0,-0.011049675496075606,0.09919091864179519,0.024234089791644764,0.09051783212070141,-0.011172987482131802,-0.4004682629730332,0.0
U56,CAP2,DEGROSS,NOBROAD,0.75,25.0,-0.010330807622534799,0.09569063140083767,0.02434979473123855,0.08762332958251351,-0.010498256705672615,-0.4004682629730332,0.0
U56,CAP2,DEGROSS,NOBROAD,0.75,50.0,-0.00914699139203412,0.08984529673250341,0.024542516021128002,0.08280810215822632,-0.009387131923786818,-0.4004682629730332,0.0
U56,CAP2,DEGROSS,NOBROAD,1.0,0.0,-0.012363022797832857,0.10300718997634628,0.028276309030766833,0.09469447764479999,-0.013122981557077917,-0.46511527201256,0.0
U56,CAP2,DEGROSS,NOBROAD,1.0,10.0,-0.011795649246598927,0.10062853807630057,0.028411504612436245,0.09273198166033492,-0.012566496896648793,-0.46511527201256,0.0
U56,CAP2,DEGROSS,NOBROAD,1.0,25.0,-0.010951830243804306,0.09705609725479514,0.02861422091836152,0.08978914895289858,-0.011739017177149869,-0.46511527201256,0.0
U56,CAP2,DEGROSS,NOBROAD,1.0,50.0,-0.009564612625624358,0.09109338327012062,0.02895187593568238,0.08488937112045658,-0.010379043612454897,-0.46511527201256,0.0
U56,CAP2,DEGROSS,NOEQETF,0.75,0.0,-0.03338250515865271,0.35516126921942703,0.07683273242614475,0.33875329964510326,-0.03404118552634561,-1.27428879001399,0.0
U56,CAP2,DEGROSS,NOEQETF,0.75,10.0,-0.031884645514605126,0.3502622908123527,0.07502795877896595,0.33451219842598023,-0.032617312803915555,-1.27428879001399,0.0
U56,CAP2,DEGROSS,NOEQETF,0.75,25.0,-0.02965268314968661,0.34287973424883345,0.07233049038591244,0.3281292122582973,-0.03049571033549814,-1.27428879001399,0.0
U56,CAP2,DEGROSS,NOEQETF,0.75,50.0,-0.025972024442858954,0.3304892412464633,0.06786045621446335,0.31743731927679586,-0.026997339032197365,-1.27428879001399,0.0
U56,CAP2,DEGROSS,NOEQETF,1.0,0.0,-0.036065980085891125,0.3604681765679929,0.09178635428338544,0.3391614290999483,-0.038641962544489816,-1.5619162485740015,0.0
U56,CAP2,DEGROSS,NOEQETF,1.0,10.0,-0.03421785845724146,0.3569358805049192,0.09192775287413724,0.33701188494285406,-0.036759905685685546,-1.5619162485740015,0.0
U56,CAP2,DEGROSS,NOEQETF,1.0,25.0,-0.03146627171196981,0.3516157873005681,0.09045413964660232,0.3337859799067775,-0.033958257252286295,-1.5619162485740015,0.0
U56,CAP2,DEGROSS,NOEQETF,1.0,50.0,-0.026934806782309195,0.34269341137889775,0.08607908116196472,0.32840386678380673,-0.029345572587771596,-1.5619162485740015,0.0
U56,CAP2,DEGROSS,STOCKS,0.75,0.0,-0.0373793478673774,0.3856320159118214,0.06385005532642263,0.3565060819798054,-0.03970582332565198,-1.758080103479953,0.0
U56,CAP2,DEGROSS,STOCKS,0.75,10.0,-0.03534979044706166,0.38804813257190696,0.06259413078339948,0.3590184901473539,-0.03773345301873943,-1.758080103479953,0.0
U56,CAP2,DEGROSS,STOCKS,0.75,25.0,-0.032324093795767395,0.3916659849546613,0.06071575576867705,0.36278079087135895,-0.034793157582612144,-1.758080103479953,0.0
U56,CAP2,DEGROSS,STOCKS,0.75,50.0,-0.027330663567079805,0.39765921080733135,0.05759978570040036,0.3690174060865101,-0.029941055081319945,-1.758080103479953,0.0
U56,CAP2,DEGROSS,STOCKS,1.0,0.0,-0.04035700993714131,0.39810006339716075,0.08352212814767124,0.35679066590062747,-0.045172760776724497,-2.160540906877446,0.0
U56,CAP2,DEGROSS,STOCKS,1.0,10.0,-0.03784686084289257,0.402873995940356,0.08234741452921568,0.36220663691774146,-0.04261161654910439,-2.160540906877446,0.0
U56,CAP2,DEGROSS,STOCKS,1.0,25.0,-0.03410732873170197,0.4100358843827281,0.08059114538649037,0.3703383296639886,-0.03879672632607911,-2.160540906877446,0.0
U56,CAP2,DEGROSS,STOCKS,1.0,50.0,-0.027942809025109483,0.42195375986717876,0.077679452890836,0.3838921690189385,-0.032509602379922065,-2.160540906877446,0.0
U56,CAND,RESPREAD,NOBROAD,0.75,0.0,0.007960349357951202,0.08008520280671094,0.003678206729928135,0.06951490188182818,0.00831325983982123,-0.021488200382066225,0.0
U56,CAND,RESPREAD,NOBROAD,0.75,10.0,0.007950714639034961,0.07989243217784447,0.003780265935070859,0.06935263419981408,0.008268094411710392,-0.021488200382066225,0.0
U56,CAND,RESPREAD,NOBROAD,0.75,25.0,0.007936332650542388,0.07959992917710346,0.003933058207452267,0.06910809523812667,0.008200938149666603,-0.021488200382066225,0.0
U56,CAND,RESPREAD,NOBROAD,0.75,50.0,0.007912545286726358,0.07909561793183384,0.004186921707429847,0.06869162261209771,0.008090571914753264,-0.021488200382066225,0.0
U56,CAND,RESPREAD,NOBROAD,1.0,0.0,0.011053279352987166,0.07988650222412486,0.00461696405795986,0.06968044900227666,0.011526630854596931,-0.01819156692665036,0.0
U56,CAND,RESPREAD,NOBROAD,1.0,10.0,0.011013872962165383,0.07962193361871894,0.004748490774718062,0.06944519377008196,0.01143829308731914,-0.01819156692665036,0.0
U56,CAND,RESPREAD,NOBROAD,1.0,25.0,0.010955297985574708,0.07922128842628662,0.004945261238356813,0.06909078799348944,0.011307239230684774,-0.01819156692665036,0.0
