timing,panel,book,Sharpe,CAGR,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,KEEP_4a,KEEP_4b,KEEP_4b_OOS
T_REC,U56,"(5, 126, 0.75, 'W')",1.075236249348071,0.1946945319887261,-0.2616429494681285,1.3506348105953307,0.8414384092645718,0.9511765429040251,0.1755047844559492,-0.228724897227081,False,False,False
T_REC,U56,"(8, 126, 0.75, 'W')",1.1320924322377335,0.18149189992722103,-0.21021605928645604,1.2109912290328804,1.0773379570715846,1.175815364107251,0.2021387483127537,-0.2102160592864556,False,False,False
T_REC,U56,"(10, 126, 0.75, 'W')",1.156132791966488,0.1777095851684607,-0.23448126030521244,1.217354348334958,1.1112443123533344,1.208977456658087,0.19770156716320653,-0.23448126030521255,False,False,False
T_REC,U56,"(12, 126, 0.75, 'W')",1.2207272206025765,0.18630620933107234,-0.21225028640952692,1.3378448389281956,1.1312290706192727,1.2235984661504709,0.19819388014992634,-0.21225028640952726,False,False,False
T_REC,U56,"(15, 126, 0.75, 'W')",1.1777662756385736,0.17244460273177298,-0.19676765841313115,1.2876485141357792,1.1010128311819896,1.188177355516405,0.18695775355005595,-0.19676765841313104,False,True,True
T_REC,U56,"(20, 126, 0.75, 'W')",1.1029062101298557,0.15067053086938742,-0.19471934652598488,1.2340132900920389,1.0077257942721998,1.104248242431545,0.16133522165270264,-0.19471934652598477,False,True,True
T_REC,U56,"(25, 126, 0.75, 'W')",1.096489494519745,0.1439166225556081,-0.2269020651900362,1.1892385723084387,1.0333503797258277,1.1185646376043865,0.15725768840124377,-0.2269020651900362,False,False,False
T_REC,U56,"(30, 126, 0.75, 'W')",1.105334128646809,0.13937237226761656,-0.22141357734180234,1.2147855713479307,1.0329054559849629,1.1034796061146015,0.14952463171180685,-0.22141357734180223,False,False,False
T_REC,U56,"(40, 126, 0.75, 'W')",1.134118475090729,0.13483738551974422,-0.23016832693691958,1.265104880628894,1.0418760061606334,1.1159761734350306,0.1411859344426969,-0.23016832693691924,False,False,False
T_REC,U56,"(20, 21, 0.75, 'W')",1.1436497374141454,0.14540800334972448,-0.19992624011230298,1.2730067879838323,1.0462572800413112,1.1175069003211013,0.15067808061904642,-0.1999262401123033,False,True,True
T_REC,U56,"(20, 63, 0.75, 'W')",1.140368406952826,0.1560884155538531,-0.25006697450555304,1.2007698660334425,1.1055907925168298,1.1818876462264545,0.17502115139575292,-0.2500669745055528,False,False,False
T_REC,U56,"(20, 252, 0.75, 'W')",1.1772465896091362,0.16122842451785768,-0.21117758494594274,1.2769647346220618,1.1050376401189037,1.188262573981591,0.1730194621219916,-0.21117758494594296,False,False,False
T_REC,U56,"(20, 126, 0.3, 'W')",1.1007339361664015,0.05989696955017765,-0.08112039612621591,1.2319134743325089,1.0052702329398997,1.1018225791568694,0.06410759067959981,-0.08112039612621591,False,False,False
T_REC,U56,"(20, 126, 0.35, 'W')",1.101015483625125,0.06994317640142422,-0.09421718938621604,1.2321880344437042,1.0055795012616573,1.1021317408730427,0.07486549624750949,-0.09421718938621626,False,False,False
T_REC,U56,"(20, 126, 0.4, 'W')",1.1012884558416802,0.08000339031310189,-0.1071943056609519,1.2324543024217838,1.0058806685818016,1.102432247566115,0.08563948010609335,-0.10719430566095267,False,False,False
T_REC,U56,"(20, 126, 0.45, 'W')",1.10155157747108,0.09007588460772498,-0.12005226242260048,1.2327106459857935,1.0061727401268994,1.1027228580063784,0.09642750482806917,-0.12005226242260036,False,False,False
T_REC,U56,"(20, 126, 0.5, 'W')",1.1018043408974862,0.10015894214140308,-0.1327913838004957,1.2329572089530894,1.0064547126058567,1.1030024049845197,0.10722746871622024,-0.13279138380049615,False,False,True
T_REC,U56,"(20, 126, 0.55, 'W')",1.1020469828429218,0.11025087797978328,-0.1454120974961085,1.2331927512452956,1.0067280484646115,1.103272362529768,0.11803749393031038,-0.14541209749610862,False,True,True
T_REC,U56,"(20, 126, 0.6, 'W')",1.1022792901314569,0.12034992336679529,-0.15791481322860257,1.233416606852509,1.0069928751955177,1.1035329996177303,0.12885555832649453,-0.1579148132286029,False,True,True
T_REC,U56,"(20, 126, 0.65, 'W')",1.102500957138228,0.13045425536330169,-0.17029996726996266,1.2336290461510673,1.0072484398059676,1.1037834750771292,0.13967946089107142,-0.17029996726996277,False,True,True
T_REC,U56,"(20, 126, 0.7, 'W')",1.1027101057148738,0.14056179176751216,-0.18256799812625768,1.2338282434880472,1.0074928067967521,1.1040218670493085,0.1505067629264616,-0.18256799812625757,False,True,True
T_REC,U56,"(20, 126, 0.75, 'D')",1.0865952215192858,0.15285788769329312,-0.23505364334935008,1.1778297952537273,1.0322105690500292,1.1094562791839462,0.16974647919467856,-0.23505364334934975,False,False,False
T_REC,U56,"(20, 126, 0.75, 'M')",1.0952102387696043,0.14990602247839346,-0.23719067338829636,1.1810688779616387,1.047168791910522,1.1162990844516631,0.16678932508015576,-0.23719067338829636,False,False,False
T_REC,U56,"(20, 126, 0.75, 'Q')",1.1488420636595593,0.15568138735882764,-0.20963352985878525,1.1901311564205428,1.1413767993592496,1.2118623966017439,0.18279355838224576,-0.20963352985878503,False,False,False
T_REC,U56,"(5, 63, 0.55, 'M')",0.9149720638380158,0.12079516158908143,-0.1863230943758577,1.2412241604367766,0.6665935401361894,0.6944965821667771,0.09473770644392498,-0.1863230943758576,False,False,False
T_REC,U56,"(8, 63, 0.55, 'M')",1.0400755723141224,0.12690669457539094,-0.21092222200850264,1.1988991801454414,0.9296429857485817,0.9716604664775549,0.12765551384424612,-0.2109222220085024,False,False,False
T_REC,U56,"(10, 63, 0.55, 'M')",1.0560215788155518,0.12320405483489205,-0.2082778787087507,1.1775224188147797,0.9688848214523545,1.0309752129971772,0.12840731711371678,-0.2082778787087508,False,False,False
T_REC,U56,"(12, 63, 0.55, 'M')",1.1213990575973969,0.12668094791118034,-0.21686816606427106,1.1954756425542779,1.0770251090659355,1.143179903239726,0.13970314335355516,-0.21686816606427128,False,False,False
T_REC,U56,"(15, 63, 0.55, 'M')",1.0769420193623134,0.11336486300478588,-0.2005716367221826,1.1254001340051034,1.0519115596240562,1.1171394259773169,0.12718909912409448,-0.20057163672218226,False,True,True
T_REC,U56,"(20, 63, 0.55, 'M')",1.1027043074964376,0.10898857305869969,-0.18785794696198854,1.1576642744946932,1.0733603588882732,1.145061616662125,0.12260066935245528,-0.18785794696198843,False,True,True
T_REC,U56,"(25, 63, 0.55, 'M')",1.1274364665680596,0.10567567611240092,-0.19222914465570806,1.2432866004799528,1.0492452972317485,1.1262830772847399,0.11343814430166921,-0.1922291446557074,False,True,True
T_REC,U56,"(30, 63, 0.55, 'M')",1.1044403295806478,0.10000680283989594,-0.2001114089255861,1.2183545807380531,1.0262739651268553,1.1054288167676956,0.10720332689292644,-0.20011140892558643,False,False,True
