panel,N,D,q,target,stat,kind,base_K,base_rate,n_top,top_k,top_rate,lift,hyper_p,overlap_with_CAGRSLACK
U56,20,24,0.05,4b OOS,IS_SHARPE,BOOK,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,
U56,20,24,0.05,4b OOS,IS_LEGS,BOOK,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,
U56,20,24,0.05,4b OOS,IS_CAGRSLACK,BOOK,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,
U56,20,24,0.05,4b OOS,IS_MINMARG,BOOK,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,
U56,20,24,0.05,4b OOS,NAIVE_MEANRET,NAIVE,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,0.5
U56,20,24,0.05,4b OOS,NAIVE_MEDRET,NAIVE,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,0.0
U56,20,24,0.05,4b OOS,NAIVE_LOGRET,NAIVE,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,0.5
U56,20,24,0.05,4b OOS,NAIVE_EWBH,NAIVE,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,0.5
U56,20,24,0.05,4b OOS,NAIVE_MEANSHR,NAIVE,5,0.20833333333333334,2,1,0.5,0.29166666666666663,0.3804347826086957,0.5
U56,20,24,0.05,4b BOTH,IS_SHARPE,BOOK,1,0.041666666666666664,2,1,0.5,0.4583333333333333,0.08333333333333333,
U56,20,24,0.05,4b BOTH,IS_LEGS,BOOK,1,0.041666666666666664,2,1,0.5,0.4583333333333333,0.08333333333333333,
U56,20,24,0.05,4b BOTH,IS_CAGRSLACK,BOOK,1,0.041666666666666664,2,1,0.5,0.4583333333333333,0.08333333333333333,
U56,20,24,0.05,4b BOTH,IS_MINMARG,BOOK,1,0.041666666666666664,2,1,0.5,0.4583333333333333,0.08333333333333333,
U56,20,24,0.05,4b BOTH,NAIVE_MEANRET,NAIVE,1,0.041666666666666664,2,1,0.5,0.4583333333333333,0.08333333333333333,0.5
U56,20,24,0.05,4b BOTH,NAIVE_MEDRET,NAIVE,1,0.041666666666666664,2,0,0.0,-0.041666666666666664,1.0,0.0
U56,20,24,0.05,4b BOTH,NAIVE_LOGRET,NAIVE,1,0.041666666666666664,2,1,0.5,0.4583333333333333,0.08333333333333333,0.5
U56,20,24,0.05,4b BOTH,NAIVE_EWBH,NAIVE,1,0.041666666666666664,2,1,0.5,0.4583333333333333,0.08333333333333333,0.5
U56,20,24,0.05,4b BOTH,NAIVE_MEANSHR,NAIVE,1,0.041666666666666664,2,1,0.5,0.4583333333333333,0.08333333333333333,0.5
U56,20,24,0.1,4b OOS,IS_SHARPE,BOOK,5,0.20833333333333334,3,1,0.3333333333333333,0.12499999999999997,0.5212450592885376,
U56,20,24,0.1,4b OOS,IS_LEGS,BOOK,5,0.20833333333333334,3,2,0.6666666666666666,0.45833333333333326,0.09881422924901186,
U56,20,24,0.1,4b OOS,IS_CAGRSLACK,BOOK,5,0.20833333333333334,3,1,0.3333333333333333,0.12499999999999997,0.5212450592885376,
U56,20,24,0.1,4b OOS,IS_MINMARG,BOOK,5,0.20833333333333334,3,1,0.3333333333333333,0.12499999999999997,0.5212450592885376,
U56,20,24,0.1,4b OOS,NAIVE_MEANRET,NAIVE,5,0.20833333333333334,3,1,0.3333333333333333,0.12499999999999997,0.5212450592885376,0.6666666666666666
U56,20,24,0.1,4b OOS,NAIVE_MEDRET,NAIVE,5,0.20833333333333334,3,2,0.6666666666666666,0.45833333333333326,0.09881422924901186,0.3333333333333333
U56,20,24,0.1,4b OOS,NAIVE_LOGRET,NAIVE,5,0.20833333333333334,3,1,0.3333333333333333,0.12499999999999997,0.5212450592885376,0.3333333333333333
U56,20,24,0.1,4b OOS,NAIVE_EWBH,NAIVE,5,0.20833333333333334,3,1,0.3333333333333333,0.12499999999999997,0.5212450592885376,0.6666666666666666
U56,20,24,0.1,4b OOS,NAIVE_MEANSHR,NAIVE,5,0.20833333333333334,3,1,0.3333333333333333,0.12499999999999997,0.5212450592885376,0.3333333333333333
U56,20,24,0.1,4b BOTH,IS_SHARPE,BOOK,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,
U56,20,24,0.1,4b BOTH,IS_LEGS,BOOK,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,
U56,20,24,0.1,4b BOTH,IS_CAGRSLACK,BOOK,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,
U56,20,24,0.1,4b BOTH,IS_MINMARG,BOOK,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,
U56,20,24,0.1,4b BOTH,NAIVE_MEANRET,NAIVE,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,0.6666666666666666
U56,20,24,0.1,4b BOTH,NAIVE_MEDRET,NAIVE,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,0.3333333333333333
U56,20,24,0.1,4b BOTH,NAIVE_LOGRET,NAIVE,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,0.3333333333333333
U56,20,24,0.1,4b BOTH,NAIVE_EWBH,NAIVE,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,0.6666666666666666
U56,20,24,0.1,4b BOTH,NAIVE_MEANSHR,NAIVE,1,0.041666666666666664,3,1,0.3333333333333333,0.29166666666666663,0.125,0.3333333333333333
U56,20,24,0.2,4b OOS,IS_SHARPE,BOOK,5,0.20833333333333334,5,1,0.2,-0.008333333333333331,0.7264257481648786,
U56,20,24,0.2,4b OOS,IS_LEGS,BOOK,5,0.20833333333333334,5,3,0.6,0.3916666666666666,0.042490118577075096,
U56,20,24,0.2,4b OOS,IS_CAGRSLACK,BOOK,5,0.20833333333333334,5,1,0.2,-0.008333333333333331,0.7264257481648786,
U56,20,24,0.2,4b OOS,IS_MINMARG,BOOK,5,0.20833333333333334,5,1,0.2,-0.008333333333333331,0.7264257481648786,
U56,20,24,0.2,4b OOS,NAIVE_MEANRET,NAIVE,5,0.20833333333333334,5,2,0.4,0.19166666666666668,0.2704686617730096,0.8
U56,20,24,0.2,4b OOS,NAIVE_MEDRET,NAIVE,5,0.20833333333333334,5,2,0.4,0.19166666666666668,0.2704686617730096,0.6
U56,20,24,0.2,4b OOS,NAIVE_LOGRET,NAIVE,5,0.20833333333333334,5,1,0.2,-0.008333333333333331,0.7264257481648786,0.8
U56,20,24,0.2,4b OOS,NAIVE_EWBH,NAIVE,5,0.20833333333333334,5,2,0.4,0.19166666666666668,0.2704686617730096,0.8
U56,20,24,0.2,4b OOS,NAIVE_MEANSHR,NAIVE,5,0.20833333333333334,5,2,0.4,0.19166666666666668,0.2704686617730096,0.4
U56,20,24,0.2,4b BOTH,IS_SHARPE,BOOK,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,
U56,20,24,0.2,4b BOTH,IS_LEGS,BOOK,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,
U56,20,24,0.2,4b BOTH,IS_CAGRSLACK,BOOK,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,
U56,20,24,0.2,4b BOTH,IS_MINMARG,BOOK,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,
U56,20,24,0.2,4b BOTH,NAIVE_MEANRET,NAIVE,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,0.8
U56,20,24,0.2,4b BOTH,NAIVE_MEDRET,NAIVE,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,0.6
U56,20,24,0.2,4b BOTH,NAIVE_LOGRET,NAIVE,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,0.8
U56,20,24,0.2,4b BOTH,NAIVE_EWBH,NAIVE,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,0.8
U56,20,24,0.2,4b BOTH,NAIVE_MEANSHR,NAIVE,1,0.041666666666666664,5,1,0.2,0.15833333333333335,0.20833333333333334,0.4
U56,20,24,0.25,4b OOS,IS_SHARPE,BOOK,5,0.20833333333333334,6,1,0.16666666666666666,-0.041666666666666685,0.7984189723320159,
U56,20,24,0.25,4b OOS,IS_LEGS,BOOK,5,0.20833333333333334,6,3,0.5,0.29166666666666663,0.07848673066064371,
U56,20,24,0.25,4b OOS,IS_CAGRSLACK,BOOK,5,0.20833333333333334,6,1,0.16666666666666666,-0.041666666666666685,0.7984189723320159,
U56,20,24,0.25,4b OOS,IS_MINMARG,BOOK,5,0.20833333333333334,6,1,0.16666666666666666,-0.041666666666666685,0.7984189723320159,
U56,20,24,0.25,4b OOS,NAIVE_MEANRET,NAIVE,5,0.20833333333333334,6,2,0.3333333333333333,0.12499999999999997,0.36645962732919257,0.8333333333333334
U56,20,24,0.25,4b OOS,NAIVE_MEDRET,NAIVE,5,0.20833333333333334,6,2,0.3333333333333333,0.12499999999999997,0.36645962732919257,0.6666666666666666
U56,20,24,0.25,4b OOS,NAIVE_LOGRET,NAIVE,5,0.20833333333333334,6,2,0.3333333333333333,0.12499999999999997,0.36645962732919257,0.6666666666666666
U56,20,24,0.25,4b OOS,NAIVE_EWBH,NAIVE,5,0.20833333333333334,6,2,0.3333333333333333,0.12499999999999997,0.36645962732919257,0.8333333333333334
U56,20,24,0.25,4b OOS,NAIVE_MEANSHR,NAIVE,5,0.20833333333333334,6,2,0.3333333333333333,0.12499999999999997,0.36645962732919257,0.5
U56,20,24,0.25,4b BOTH,IS_SHARPE,BOOK,1,0.041666666666666664,6,1,0.16666666666666666,0.125,0.25,
U56,20,24,0.25,4b BOTH,IS_LEGS,BOOK,1,0.041666666666666664,6,1,0.16666666666666666,0.125,0.25,
U56,20,24,0.25,4b BOTH,IS_CAGRSLACK,BOOK,1,0.041666666666666664,6,1,0.16666666666666666,0.125,0.25,
U56,20,24,0.25,4b BOTH,IS_MINMARG,BOOK,1,0.041666666666666664,6,1,0.16666666666666666,0.125,0.25,
U56,20,24,0.25,4b BOTH,NAIVE_MEANRET,NAIVE,1,0.041666666666666664,6,1,0.16666666666666666,0.125,0.25,0.8333333333333334
U56,20,24,0.25,4b BOTH,NAIVE_MEDRET,NAIVE,1,0.041666666666666664,6,1,0.16666666666666666,0.125,0.25,0.6666666666666666
