panel,book,cadence,n_phase,CORR_FULL,CORR_IS,CORR_OOS,K_IS,K_MIN,K_MAX
U56,EWELIG,D,1,,,,36.308918784255106,36.308918784255106,36.308918784255106
U56,BAND03,D,1,,,,36.98903836571998,36.98903836571998,36.98903836571998
U56,TOP20,D,1,,,,19.16591928251121,19.16591928251121,19.16591928251121
U56,TOP10,D,1,,,,9.864972595914299,9.864972595914299,9.864972595914299
U56,TOP40,D,1,,,,34.22272047832586,34.22272047832586,34.22272047832586
U56,EWELIG,W,5,0.9836883150822979,0.9890224417665676,0.9797529538104355,36.289061631139944,36.24819277108434,36.35336538461539
U56,BAND03,W,5,0.9933520864279636,0.9932908872560369,0.9934127890395791,36.96537882298424,36.90625,36.99278846153846
U56,TOP20,W,5,0.9800013651290979,0.9835610126530676,0.9777039263076652,19.160171455050975,19.110576923076923,19.18028846153846
U56,TOP10,W,5,0.9709247926801009,0.9722325130282066,0.9701056973112194,9.865793558850788,9.850602409638554,9.879807692307692
U56,TOP40,W,5,0.9848040080971264,0.9874500577854759,0.9828670355578979,34.21065801668211,34.16586538461539,34.26442307692308
U56,EWELIG,M,21,0.9651721457274527,0.9739632817637641,0.9590792004850773,36.28196532999165,35.625,36.65263157894737
U56,BAND03,M,21,0.9769635832064155,0.9827962887164865,0.9733771330276465,36.956552840434426,36.770833333333336,37.189473684210526
U56,TOP20,M,21,0.9597344594784228,0.9672616719607448,0.9552597213979701,19.157017543859652,19.041666666666668,19.294736842105262
U56,TOP10,M,21,0.9431693685509848,0.9489204626331492,0.9399336099836424,9.86205096073517,9.802083333333334,9.905263157894737
U56,TOP40,M,21,0.9578891567652642,0.970603825033124,0.9499133579556571,34.2139097744361,33.8125,34.479166666666664
U56,EWELIG,Q,63,0.9507071825956368,0.9554719994284461,0.9476164158004108,36.3211405529954,34.59375,37.8125
U56,BAND03,Q,63,0.9619503082881216,0.9627168490344133,0.9619170592674309,37.001920122887874,36.15625,37.96875
U56,TOP20,Q,63,0.938451701800135,0.9460672412770164,0.9343672969759433,19.168922811059904,18.5,19.548387096774192
U56,TOP10,Q,63,0.9116293599614173,0.92009492966285,0.9073389843155064,9.865287378392214,9.71875,9.96774193548387
U56,TOP40,Q,63,0.9398469512071758,0.9509958283698849,0.9338236212990491,34.232222862263185,32.53125,35.46875
B136,EWELIG,D,1,,,,90.36223218734429,90.36223218734429,90.36223218734429
B136,BAND03,D,1,,,,91.68111609367214,91.68111609367214,91.68111609367214
B136,TOP20,D,1,,,,19.67164922770304,19.67164922770304,19.67164922770304
B136,TOP10,D,1,,,,9.943697060288988,9.943697060288988,9.943697060288988
B136,TOP40,D,1,,,,38.66417538614848,38.66417538614848,38.66417538614848
B136,EWELIG,W,5,0.9887666120920635,0.9939777037556304,0.9845736848200939,90.33428058387395,90.2764423076923,90.4110576923077
B136,BAND03,W,5,0.9934274355064906,0.9957833708325975,0.9913204170663465,91.64744439295643,91.4951923076923,91.70913461538461
B136,TOP20,W,5,0.9802569362732891,0.9870654057209766,0.9755530072654122,19.670999768303986,19.641826923076923,19.692307692307693
B136,TOP10,W,5,0.9711863136269535,0.9736424135408328,0.9696456252086774,9.944201807228916,9.932692307692308,9.954326923076923
B136,TOP40,W,5,0.9824359089812955,0.9897318316834713,0.9769474975909475,38.65944161260426,38.62259615384615,38.69471153846154
B136,EWELIG,M,21,0.9741222893779119,0.9869326350063193,0.9646336772624136,90.34766081871344,88.92708333333333,91.34375
B136,BAND03,M,21,0.9729493592148791,0.9867751630656406,0.9628204008602574,91.65464703425229,91.19791666666667,92.0
B136,TOP20,M,21,0.9621029322408291,0.9765563619920272,0.9531865310864084,19.670384294068505,19.59375,19.736842105263158
B136,TOP10,M,21,0.9432232011039667,0.9550563896012781,0.9365647807842078,9.945687134502924,9.895833333333334,9.989583333333334
B136,TOP40,M,21,0.9686810422998331,0.9840143445805681,0.9583843944617129,38.6548036758563,38.416666666666664,38.915789473684214
B136,EWELIG,Q,63,0.9644589197877678,0.9712601102512545,0.9597352698176599,90.43242767537123,86.15625,94.28125
B136,BAND03,Q,63,0.9601176217706391,0.9693532871703094,0.9544667061971485,91.73758320532512,89.3125,93.71875
B136,TOP20,Q,63,0.9402321306588213,0.9576315355172548,0.9306792684774605,19.672395033282125,19.46875,19.93548387096774
B136,TOP10,Q,63,0.908061535967721,0.924531964554578,0.899634334231274,9.943836405529954,9.8125,10.03125
B136,TOP40,Q,63,0.9548560801891005,0.9698736394138436,0.9458841234653915,38.67365911418331,37.9375,39.32258064516129
