panel,chooser,pick,spy_oos_sharpe,spy_oos_cagr,spy_oos_maxdd,FULL_4b_POINT,OOS_4b_POINT,FULL_4a_POINT,OOS_4a_POINT,OOS_CAGR_POINT,OOS_Sharpe_POINT,OOS_MaxDD_POINT,FULL_4b_MEAN,OOS_4b_MEAN,FULL_4a_MEAN,OOS_4a_MEAN,OOS_CAGR_MEAN,OOS_Sharpe_MEAN,OOS_MaxDD_MEAN,FULL_4b_WORST,OOS_4b_WORST,FULL_4a_WORST,OOS_4a_WORST,OOS_CAGR_WORST,OOS_Sharpe_WORST,OOS_MaxDD_WORST
U56,ISSHARPE,W/H=252/g=1.00,0.8738401470547136,0.1525745335844091,-0.33717289200673783,False,False,False,False,0.23439010528794135,1.1996280787927818,-0.2825902094984525,False,False,False,False,0.23370867473556886,1.1776236361186223,-0.28353300511390706,False,False,False,False,0.23330987677060389,1.1642827897115964,-0.2852242191930775
U56,PREREG,W/H=252/g=0.60,0.8738401470547136,0.1525745335844091,-0.33717289200673783,True,True,False,False,0.13921444309193554,1.1981426006768092,-0.17793545644654585,True,True,False,False,0.13898292271391824,1.1757971761748938,-0.17857902612250684,True,True,False,False,0.13883041873795832,1.1621847466373678,-0.1797317324566453
U56,LATWORST,W/H=126/g=0.60,0.8738401470547136,0.1525745335844091,-0.33717289200673783,True,True,False,False,0.1380591394861821,1.1850653523895027,-0.15513472949802354,True,True,False,False,0.1341128262256522,1.1402076030851245,-0.16573450359836397,True,True,False,False,0.13063132946294664,1.1013897123708043,-0.17536257449777626
B136,ISSHARPE,M/H=21/g=1.00,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False,False,False,False,0.20868815372070415,0.9866829507015685,-0.3500630408989651,False,False,False,False,0.2082167153047052,0.9883854842370456,-0.35051051322619614,False,False,False,False,0.20464082275330453,0.9774413923296162,-0.3530618601539358
B136,PREREG,M/H=21/g=0.50,0.8738511437360154,0.15257181383948715,-0.3371595330739301,True,False,False,False,0.10368096540016603,0.9784427487652028,-0.18715487226757732,True,False,False,False,0.10341000745377515,0.9799616974058302,-0.1871376847800317,False,False,False,False,0.10176339719319483,0.9690272360360143,-0.18857015838615265
B136,LATWORST,M/H=63/g=0.50,0.8738511437360154,0.15257181383948715,-0.3371595330739301,False,False,False,False,0.09150673599281256,0.8499374193259657,-0.1878874813996927,False,False,False,False,0.09943148077575859,0.9069704363875862,-0.18482804471064154,False,False,False,False,0.09150673599281256,0.8499374193259657,-0.1878874813996927
SMALL,ISSHARPE,W/H=252/g=1.00,0.8738401470547136,0.1525745335844091,-0.33717289200673783,False,False,False,False,0.11850604527454522,0.5915935221272507,-0.44977213973454233,False,False,False,False,0.1372202793457212,0.6492184986068253,-0.4464417088363965,False,False,False,False,0.11850604527454522,0.5915935221272507,-0.45758386427841824
SMALL,PREREG,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
SMALL,LATWORST,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,
