panel,stat,rho_vs_IS_CAGRSLACK,rho_vs_IS_MINMARG,rho_oos_cagr_marg,rho_oos_sharpe_marg,rho_vs_IS_SHARPE
U56,IS_SHARPE,0.8956621990546834,0.8956850941193321,0.4332818284801583,0.37735070464715553,0.9999999999999998
U56,IS_LEGS,0.7361211281810925,0.7361929209427289,0.32705858621139444,0.2729216569399316,0.8249318393694295
U56,IS_CAGRSLACK,0.9999999999999998,0.9999993489555076,0.5897089397089397,0.3570387675293729,0.8956621990546834
U56,IS_MINMARG,0.9999993489555076,0.9999999999999998,0.5897233711951875,0.35710354645636483,0.8956850941193321
U56,NAIVE_MEANRET,0.896008337709799,0.8960270009852473,0.5685599763887863,0.39845355231576524,0.815873224276147
U56,NAIVE_MEDRET,0.5945329789395208,0.5945060618905204,0.47170261545548114,0.14623354368849026,0.3816170591533615
U56,NAIVE_LOGRET,0.7891313547367826,0.7891187678765966,0.5544935090864109,0.300817169345353,0.5949450735463262
U56,NAIVE_EWBH,0.896008337709799,0.8960270009852473,0.5685599763887863,0.39845355231576524,0.815873224276147
U56,NAIVE_MEANSHR,0.5831971926961488,0.5831737550944232,0.3194568986844561,0.10327876857104414,0.46725625979279417
B136,IS_SHARPE,0.8705583574581485,0.871584512085556,0.2389366924335609,0.2524639863888298,0.9999999999999998
B136,IS_LEGS,0.6842340679632548,0.6902068346742075,0.1897552365361641,0.18575701155608254,0.7660727540263774
B136,IS_CAGRSLACK,0.9999999999999998,0.9991647099162756,0.38594362388725645,0.2519615970555427,0.8705583574581485
B136,IS_MINMARG,0.9991647099162756,0.9999999999999998,0.3818599473087991,0.24877137053546236,0.871584512085556
B136,NAIVE_MEANRET,0.806085204362866,0.8062887642741504,0.32763380049392576,0.21831583470414367,0.6642731739287062
B136,NAIVE_MEDRET,0.5736635861839682,0.5712036983889377,0.2918820530365091,0.10371173195596578,0.4034862708800174
B136,NAIVE_LOGRET,0.808886974335826,0.807977682194801,0.33975538088272955,0.15603388035538346,0.5881590197874121
B136,NAIVE_EWBH,0.806085204362866,0.8062887642741504,0.32763380049392576,0.21831583470414367,0.6642731739287062
B136,NAIVE_MEANSHR,0.604242748449429,0.60513728358196,0.12550607858541052,0.028155395639738012,0.535688631461074
