panel,cost_bps,kappa,pick,READ_CAGR,READ_Sharpe,READ_MaxDD,cap,floor,L_SHARPE,L_DD,L_CAGR,pass_4b_read
u56,0.0,0.4,0.75,0.07798753978657458,1.1299587672429432,-0.07741677613432474,-0.13237200758659964,0.10471157250205347,True,True,False,False
u56,0.0,0.5,1.0,0.10419865607090029,1.130272199097811,-0.10260491667080551,-0.13237200758659964,0.10471157250205347,True,True,False,False
u56,0.0,0.6,1.25,0.13047702427319963,1.1305828262791517,-0.12746959952440928,-0.13237200758659964,0.10471157250205347,True,True,True,True
u56,0.0,0.7,1.5,0.15679709582965362,1.1308906175938074,-0.15200274159682425,-0.13237200758659964,0.10471157250205347,True,False,True,False
u56,0.0,0.8,1.5,0.15679709582965362,1.1308906175938074,-0.15200274159682425,-0.13237200758659964,0.10471157250205347,True,False,True,False
u56,0.0,0.9,1.5,0.15679709582965362,1.1308906175938074,-0.15200274159682425,-0.13237200758659964,0.10471157250205347,True,False,True,False
u56,0.0,1.0,1.5,0.15679709582965362,1.1308906175938074,-0.15200274159682425,-0.13237200758659964,0.10471157250205347,True,False,True,False
u56,0.0,,0.25,0.02586487201450538,1.1293235641888733,-0.026104969939401812,-0.13237200758659964,0.10471157250205347,True,True,False,False
u56,5.0,0.4,0.75,0.07704080354175291,1.1171174962276558,-0.07811670542684135,-0.13237200758659964,0.10471157250205347,True,True,False,False
u56,5.0,0.5,1.0,0.10291379951172797,1.1175102044630125,-0.1035131982353007,-0.13237200758659964,0.10471157250205347,True,True,False,False
u56,5.0,0.6,1.25,0.12883336433790382,1.1178259916873032,-0.12857803813846058,-0.13237200758659964,0.10471157250205347,True,True,True,True
u56,5.0,0.7,1.5,0.15476648998451226,1.1180585382523356,-0.1533052658674492,-0.13237200758659964,0.10471157250205347,True,False,True,False
u56,5.0,0.8,1.5,0.15476648998451226,1.1180585382523356,-0.1533052658674492,-0.13237200758659964,0.10471157250205347,True,False,True,False
u56,5.0,0.9,1.5,0.15476648998451226,1.1180585382523356,-0.1533052658674492,-0.13237200758659964,0.10471157250205347,True,False,True,False
u56,5.0,1.0,1.5,0.15476648998451226,1.1180585382523356,-0.1533052658674492,-0.13237200758659964,0.10471157250205347,True,False,True,False
