cadence,at100,pub_at100,rel_at100,ladmed,pub_ladmed,rel_ladmed
W,168.48717870884727,161.0,0.0465042155829023,109.56908767458768,109.6,-0.00028204676471088597
M,73.9596269226888,73.0,0.013145574283408124,48.905001530608956,48.9,0.00010228078954921394
