file,line,dial,n_rungs,lo,hi,worst_spacing,has_zero_rung,se_quoted,claim
LEADERBOARD.md,6208,g,3,0.55,0.65,1.0909090909090908,False,False,picks
LEADERBOARD.md,6286,g,2,0.75,1.0,1.3333333333333333,False,False,picks
LEADERBOARD.md,6296,n,2,60.0,112.0,1.8666666666666667,False,False,best
LEADERBOARD.md,6304,g,3,0.784,0.831,1.0331632653061225,False,False,picks
LEADERBOARD.md,6332,n,4,3.0,20.0,2.0,False,False,peak at
LEADERBOARD.md,6345,g,3,0.8,1.5,1.5,False,False,picks
LEADERBOARD.md,6358,k,3,40.0,400.0,4.0,False,False,best
LEADERBOARD.md,6367,n,2,15.0,60.0,4.0,False,False,argmax
LEADERBOARD.md,6847,g,2,0.45,0.5,1.1111111111111112,False,False,picks
LEADERBOARD.md,6862,n,3,5.0,12.0,2.0,False,True,argmax
LEADERBOARD.md,6862,H,3,21.0,126.0,3.0,False,True,argmax
LEADERBOARD.md,6863,H,3,21.0,126.0,3.0,False,False,argmax
LEADERBOARD.md,6864,n,2,12.0,40.0,3.3333333333333335,False,False,best
LEADERBOARD.md,6865,H,2,21.0,126.0,6.0,False,False,picks
LEADERBOARD.md,6869,n,5,5.0,40.0,2.6666666666666665,False,True,argmax
LEADERBOARD.md,6870,n,2,5.0,30.0,6.0,False,False,best
LEADERBOARD.md,6883,n,2,10.0,12.0,1.2,False,True,argmax
LEADERBOARD.md,6884,n,4,5.0,20.0,2.4,False,True,picks
LEADERBOARD.md,6888,H,2,21.0,63.0,3.0,False,False,picks
LEADERBOARD.md,6892,n,2,12.0,15.0,1.25,False,True,picks
LEADERBOARD.md,6896,n,2,12.0,15.0,1.25,False,True,picks
LEADERBOARD.md,6900,H,2,21.0,126.0,6.0,False,True,picks
LEADERBOARD.md,6902,H,2,5.0,10.0,2.0,False,True,best
LEADERBOARD.md,6904,H,4,5.0,63.0,3.0,False,False,picks
LEADERBOARD.md,6908,n,2,12.0,15.0,1.25,False,False,picks
LEADERBOARD.md,6912,n,3,10.0,40.0,2.0,False,False,best
LEADERBOARD.md,6922,n,2,12.0,15.0,1.25,False,False,argmax
LEADERBOARD.md,6925,H,2,5.0,63.0,12.6,False,True,argmax
LEADERBOARD.md,6929,H,2,5.0,126.0,25.2,False,False,picks
LEADERBOARD.md,6945,H,2,21.0,63.0,3.0,False,False,picks
LEADERBOARD.md,6950,H,3,5.0,504.0,50.4,False,False,picks
LEADERBOARD.md,6951,n,2,12.0,15.0,1.25,False,False,argmax
LEADERBOARD.md,6955,H,4,10.0,378.0,25.2,False,False,picks
LEADERBOARD.md,6961,n,2,12.0,15.0,1.25,False,False,argmax
LEADERBOARD.md,6962,n,2,12.0,20.0,1.6666666666666667,False,True,argmax
LEADERBOARD.md,6964,n,3,12.0,30.0,2.0833333333333335,False,False,picks
LEADERBOARD.md,6969,n,4,5.0,20.0,2.4,False,False,picks
LEADERBOARD.md,6991,n,2,12.0,15.0,1.25,False,False,argmax
LEADERBOARD.md,7110,n,2,5.0,10.0,2.0,False,True,argmax
LEADERBOARD.md,7110,H,2,63.0,126.0,2.0,False,True,argmax
LEADERBOARD.md,7111,H,4,21.0,126.0,2.4761904761904763,False,False,picks
LEADERBOARD.md,7127,n,3,3.0,40.0,8.0,False,False,best
LEADERBOARD.md,7136,n,3,1.0,5.0,2.5,False,True,argmax
LEADERBOARD.md,7138,n,3,1.0,10.0,5.0,False,False,argmax
LEADERBOARD.md,7139,H,2,21.0,90.0,4.285714285714286,False,False,picks
LEADERBOARD.md,7154,H,2,21.0,69.0,3.2857142857142856,False,False,argmax
LEADERBOARD.md,7155,H,3,26.0,83.0,2.2432432432432434,False,False,best
LEADERBOARD.md,7183,H,3,63.0,252.0,2.0,False,False,picks
LEADERBOARD.md,7196,H,3,63.0,252.0,2.0,False,False,picks
LEADERBOARD.md,7202,H,2,63.0,90.0,1.4285714285714286,False,False,argmax
LEADERBOARD.md,7203,H,2,63.0,69.0,1.0952380952380953,False,False,argmax
LEADERBOARD.md,7204,H,2,63.0,83.0,1.3174603174603174,False,False,argmax
LEADERBOARD.md,7208,g,3,0.3,1.0,2.5,False,False,picks
LEADERBOARD.md,7249,k,3,1.0,2.0,2.0,True,True,best
LEADERBOARD.md,7312,L,2,126.0,252.0,2.0,False,True,best
LEADERBOARD.md,7358,H,3,21.0,252.0,6.0,False,True,picks
LEADERBOARD.md,7364,k,3,2.0,10.0,2.5,False,False,picks
LEADERBOARD.md,7369,L,2,1.0,504.0,504.0,False,False,best
LEADERBOARD.md,7383,k,4,5.0,12.0,1.4285714285714286,False,False,argmax
LEADERBOARD.md,7395,k,5,2.0,12.0,2.5,True,False,best
LEADERBOARD.md,7402,L,2,100.0,200.0,2.0,False,False,picks
LEADERBOARD.md,7404,n,3,5.0,20.0,2.0,False,False,best
LEADERBOARD.md,7462,H,2,63.0,126.0,2.0,False,False,best
LEADERBOARD.md,7543,H,2,356.0,378.0,1.0617977528089888,False,False,best
LEADERBOARD.md,7595,H,2,21.0,63.0,3.0,False,False,argmax
LEADERBOARD.md,7599,H,2,63.0,252.0,4.0,False,True,picks
LEADERBOARD.md,7616,L,2,42.0,126.0,3.0,False,True,argmax
LEADERBOARD.md,7626,H,2,5.0,126.0,25.2,False,False,best
LEADERBOARD.md,7639,n,2,12.0,144.0,12.0,False,True,picks
LEADERBOARD.md,7683,g,4,0.45,0.75,1.2222222222222223,False,False,picks
LEADERBOARD.md,7688,g,2,0.2,1.0,5.0,False,False,argmax
LEADERBOARD.md,7689,g,3,0.6,0.75,1.1538461538461537,False,False,argmax
LEADERBOARD.md,7699,g,2,0.65,0.75,1.1538461538461537,False,False,argmax
LEADERBOARD.md,7700,g,2,0.6,0.65,1.0833333333333335,False,False,argmax
LEADERBOARD.md,7705,g,2,0.6,0.65,1.0833333333333335,False,False,argmax
LEADERBOARD.md,7715,g,2,0.4,0.6,1.4999999999999998,False,False,picks
LEADERBOARD.md,7720,g,2,0.55,0.6,1.0909090909090908,False,False,picks
LEADERBOARD.md,7726,g,2,0.55,0.6,1.0909090909090908,False,False,picks
LEADERBOARD.md,7730,g,2,0.75,0.95,1.2666666666666666,False,False,argmax
LEADERBOARD.md,7758,H,2,63.0,252.0,4.0,False,False,argmax
LEADERBOARD.md,7763,H,2,63.0,252.0,4.0,False,False,picks
LEADERBOARD.md,7803,k,3,1.0,24.0,16.0,False,False,argmax
LEADERBOARD.md,8009,H,2,21.0,126.0,6.0,False,False,best
LEADERBOARD.md,8051,L,2,126.0,252.0,2.0,False,True,best
LEADERBOARD.md,8051,w,2,0.1,1.0,10.0,False,True,best
LEADERBOARD.md,8053,L,3,63.0,252.0,2.0,False,False,argmax
LEADERBOARD.md,8053,w,5,0.1,1.0,3.4999999999999996,True,False,argmax
LEADERBOARD.md,8106,g,3,0.5,1.0,1.5,False,False,best
LEADERBOARD.md,8140,L,4,1.0,63.0,12.6,False,True,best
LEADERBOARD.md,8159,g,2,0.75,0.95,1.2666666666666666,False,False,argmax
LEADERBOARD.md,8165,L,4,2.0,21.0,4.2,False,False,argmax
LEADERBOARD.md,8170,g,3,0.5,0.75,1.25,False,False,picks
LEADERBOARD.md,8170,H,3,21.0,126.0,3.0,False,False,picks
LEADERBOARD.md,8191,g,2,0.75,1.0,1.3333333333333333,False,False,argmax
LEADERBOARD.md,8212,k,2,2.0,3.0,1.5,False,False,picks
LEADERBOARD.md,8232,L,2,1.0,5.0,5.0,False,False,best
LEADERBOARD.md,8233,L,2,1.0,2.0,2.0,False,True,picks
LEADERBOARD.md,8267,L,2,63.0,252.0,4.0,False,False,best
LEADERBOARD.md,8277,k,3,7.0,20.0,2.2222222222222223,False,False,best
LEADERBOARD.md,8327,c,2,0.03,0.1,3.3333333333333335,False,False,picks
LEADERBOARD.md,8441,n,2,69.0,111.0,1.608695652173913,False,False,picks
LEADERBOARD.md,8510,k,2,5.0,40.0,8.0,False,False,picks
LEADERBOARD.md,8512,k,4,5.0,40.0,2.0,False,False,best
LEADERBOARD.md,8513,k,4,5.0,40.0,2.0,False,False,best
LEADERBOARD.md,8569,n,2,5.0,80.0,16.0,False,True,picks
LEADERBOARD.md,8600,k,2,30.0,40.0,1.3333333333333333,False,False,picks
LEADERBOARD.md,8637,g,2,0.75,1.25,1.6666666666666667,False,False,picks
LEADERBOARD.md,8667,c,2,0.03,0.1,3.3333333333333335,False,False,best
LEADERBOARD.md,8689,g,2,0.5,0.85,1.7,False,False,best
LEADERBOARD.md,8735,phi,2,0.25,0.5,2.0,False,False,argmax
LEADERBOARD.md,8761,phi,3,0.25,0.5,2.0,True,False,argmax
LEADERBOARD.md,8789,g,2,1.0,1.5,1.5,False,False,picks
LEADERBOARD.md,8791,n,3,3.0,10.0,2.0,False,False,picks
LEADERBOARD.md,8827,L,2,63.0,126.0,2.0,False,False,picks
LEADERBOARD.md,8857,g,2,0.25,0.75,3.0,False,False,picks
LEADERBOARD.md,8860,g,4,0.75,1.5,1.5,False,False,picks
LEADERBOARD.md,8864,L,2,30.0,40.0,1.3333333333333333,False,False,argmax
LEADERBOARD.md,8868,g,2,0.75,1.0,1.3333333333333333,False,False,picks
LEADERBOARD.md,8872,L,2,7.0,13.0,1.8571428571428572,False,False,best
LEADERBOARD.md,8882,c,3,0.5,1.0,2.0,True,False,best
LEADERBOARD.md,8882,H,4,21.0,378.0,6.0,False,False,best
CHANGELOG.md,1001,k,3,5.0,20.0,2.0,False,False,best
CHANGELOG.md,1033,k,2,10.0,20.0,2.0,False,False,best
CHANGELOG.md,5995,k,2,1.0,24.0,24.0,False,False,argmax
2026-09-04_interior-4b-selection_cloud.result.md,77,n,2,20.0,30.0,1.5,False,False,picks
2026-09-04_which-4b-bar-binds_B.memo.md,26,g,2,0.85,1.0,1.1764705882352942,False,False,argmax
2026-09-04_which-4b-bar-binds_B.result.md,112,g,2,0.85,1.0,1.1764705882352942,False,False,picks
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C.result.md,118,g,2,0.75,1.0,1.3333333333333333,False,False,argmax
2026-09-06_price-the-post-crash-re-entry-lag_cloud.result.md,49,L,2,30.0,60.0,2.0,False,False,peaks at
2026-09-06_what-predicts-a-panel_B.result.md,75,n,3,5.0,20.0,2.0,False,False,picks
2026-09-07_book-size-floor-for-any-quoted-price_B.result.md,49,n,2,5.0,20.0,4.0,False,False,peaks at
2026-09-07_is-TURNOVER-not-COUNT-the-real-n-dial_cloud.result.md,87,n,2,10.0,20.0,2.0,False,False,best
2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0.14-OOS-Sharpe_C.result.md,51,n,2,20.0,40.0,2.0,False,False,argmax
2026-09-07_position-count-broad-confirm_B.result.md,60,n,2,10.0,20.0,2.0,False,False,picks
2026-09-07_why-does-the-IS-chooser-prefer-NARROW-on-B136-and-WIDE-on-U56_cloud.result.md,43,n,2,10.0,80.0,8.0,False,False,picks
2026-09-08_does-the-width-convergence-hold-past-n40_C.result.md,58,n,2,5.0,180.0,36.0,False,False,best
2026-09-08_locate-the-n-ceiling-above-60_cloud.result.md,37,n,2,5.0,240.0,48.0,False,False,argmax
2026-09-08_locate-the-n-ceiling-above-60_cloud.result.md,38,n,2,75.0,120.0,1.6,False,False,argmax
2026-09-08_locate-the-n-ceiling-above-60_cloud.result.md,39,n,3,10.0,50.0,2.5,False,False,argmax
2026-09-09_is-the-no-trade-BAND-argmax-interior-or-a-grid-edge_B.result.md,143,k,2,6.0,13.0,2.1666666666666665,False,False,picks
2026-09-10_does-the-live-4b-candidate-beat-its-own-EWall-at-25-bps-on-any-panel_cloud.result.md,59,n,2,3.0,5.0,1.6666666666666667,False,False,picks
2026-09-11_is-the-4b-PASS-SHARE-a-monotone-function-of-n_B.result.md,122,n,2,20.0,40.0,2.0,False,False,picks
2026-09-11_u56-v2band-gross100_4b_cloud_MEMO.md,13,k,2,3.0,21.0,7.0,False,False,picks
2026-09-12_does-the-U56-TOP-40-g1.00-book-survive-a-PRE-REGISTERED-run-with-the-WIDTH-GRID-EXTENDED_cloud.result.md,19,n,4,40.0,55.0,1.25,False,False,argmax
2026-09-15_MEMO_887_kn-ratio-4b-candidate.md,14,g,2,0.75,1.0,1.3333333333333333,False,False,picks
2026-09-15_MEMO_887_kn-ratio-4b-candidate.md,29,g,2,0.75,1.0,1.3333333333333333,False,False,picks
2026-09-15_u56-cand20-weekly-g075_4b_WINDOW_CONFIRMATION_MEMO.md,7,g,3,0.784,0.831,1.0331632653061225,False,False,best
2026-09-15_where-does-the-BOOK-SIZE-axis-TURN-OVER-at-fixed-q-and-k_cloud.result.md,58,n,4,5.0,60.0,6.0,False,False,best
2026-09-16_does-the-EDGE-PEAK-SURVIVE-a-RANK-MATCHED-null-instead-of-a-UNIFORM-one_B.result.md,103,n,3,10.0,15.0,1.25,False,False,peaks at
2026-09-16_does-the-EDGE-PEAK-SURVIVE-a-RANK-MATCHED-null-instead-of-a-UNIFORM-one_B.result.md,158,n,3,5.0,12.0,2.0,False,False,argmax
2026-09-16_is-an-ARGMAX-over-a-9-RUNG-LADDER-a-PUBLISHABLE-OBJECT-AT-ALL-on-this-tape_cloud.result.md,55,n,2,15.0,25.0,1.6666666666666667,False,False,argmax
2026-09-16_is-an-ARGMAX-over-a-9-RUNG-LADDER-a-PUBLISHABLE-OBJECT-AT-ALL-on-this-tape_cloud.result.md,82,n,2,10.0,12.0,1.2,False,False,peaks at
2026-09-16_is-an-ARGMAX-over-a-9-RUNG-LADDER-a-PUBLISHABLE-OBJECT-AT-ALL-on-this-tape_cloud.result.md,121,n,3,5.0,40.0,6.0,False,False,picks
2026-09-17_how-much-of-every-committed-n-LADDER-rho-is-MECHANISM-and-how-much-is-SELECTION_C.result.md,65,H,2,21.0,63.0,3.0,False,False,picks
2026-09-17_is-the-EDGE-LADDER-TRUNCATED-at-n-5-or-does-an-INTERIOR-PEAK-EXIST-BELOW-IT_C.result.md,3,n,2,1.0,5.0,5.0,False,False,argmax
2026-09-17_is-the-EDGE-LADDER-TRUNCATED-at-n-5-or-does-an-INTERIOR-PEAK-EXIST-BELOW-IT_C.result.md,25,H,2,21.0,90.0,4.285714285714286,False,False,argmax
2026-09-17_is-the-EDGE-LADDER-TRUNCATED-at-n-5-or-does-an-INTERIOR-PEAK-EXIST-BELOW-IT_C.result.md,79,n,2,3.0,4.0,1.3333333333333333,False,False,argmax
2026-09-17_is-the-EDGE-LADDER-TRUNCATED-at-n-5-or-does-an-INTERIOR-PEAK-EXIST-BELOW-IT_C.result.md,80,n,2,1.0,2.0,2.0,False,False,peaks at
2026-09-17_is-the-GROSS-RUNG-DEGENERACY-of-SHARPE-a-UNIVERSAL-property-of-the-de-GROSSED-BOOK_cloud.result.md,37,g,2,0.3,1.0,3.3333333333333335,False,False,argmax
2026-09-18_EDGE-argmax-1084_cloud.memo.md,19,H,2,63.0,126.0,2.0,False,False,picks
2026-09-18_H-is-an-undeclared-dial_C.caveat.md,15,H,4,5.0,252.0,37.8,True,False,best
2026-09-18_does-the-4b-DD-CAP-s-SPY-BASIS-make-SMALL-UNPASSABLE-BY-CONSTRUCTION_cloud.result.md,10,H,2,63.0,252.0,4.0,False,False,argmax
2026-09-18_is-the-SMALL-panel-s-DD-BINDER-a-GROSS-problem-at-all_cloud.result.md,8,H,2,63.0,252.0,4.0,False,False,argmax
2026-09-18_is-the-STANDING-G-0.60-BOOK-s-4b-PASS-a-REBALANCE-FREQUENCY-ARTEFACT_C.result.md,42,n,2,12.0,144.0,12.0,False,True,picks
2026-09-19_dd-aware-is-only-chooser_B.memo.md,4,g,2,0.6,0.75,1.25,False,False,picks
2026-09-19_is-the-4b-GROSS-WINDOW-on-BSTK100-the-same-window-idea-677-measured_cloud.memo.md,6,g,2,0.5,1.0,2.0,False,False,best
2026-09-19_winsorised-momentum-legs_B.MEMO.md,11,w,2,60.0,252.0,4.2,False,False,picks
2026-09-20_adversarial-survivor-deletion_B.result.md,115,k,3,5.0,40.0,4.0,False,False,best
2026-09-20_is-empty-4b-band_cloud.result.md,72,n,2,4.0,20.0,5.0,False,False,picks
2026-09-22_shipped-n5-vs-its-own-ladder_cloud.result.md,102,n,3,3.0,40.0,8.0,False,False,argmax
