seed,m,dSharpe_F,dSharpe_OOS,Sharpe_F,MaxDD_F
0,0.2,0.21190159044962448,0.3994045126825356,0.6502754836284245,-0.25741306483070436
0,0.5,0.31029363586407505,0.5010359063336873,0.748667529042875,-0.28394374528604394
0,1.0,0.32568824907909816,0.4408359569503533,0.7640621422578981,-0.3092671068021877
1,0.2,0.32067564344859717,0.4158265504238912,0.7590495366273972,-0.2525916482594107
1,0.5,0.3561033490603574,0.400515456428505,0.7944772422391574,-0.25786329639924366
1,1.0,0.37888039234991017,0.41204695763426596,0.8172542855287102,-0.2824026043660057
2,0.2,0.16990047004469705,0.32459006394654183,0.608274363223497,-0.2692024789508629
2,0.5,0.22797428767483768,0.3958237343349587,0.6663481808536377,-0.28710163928513843
2,1.0,0.23918301742014986,0.30039279397588686,0.6775569105989498,-0.2803454064632359
3,0.2,0.22790250307203103,0.3974312271957719,0.666276396250831,-0.2640624578538767
3,0.5,0.32715232952695755,0.5271634524701201,0.7655262227057575,-0.2832201527717738
3,1.0,0.3283187625874287,0.47772754211722773,0.7666926557662287,-0.3009955475906738
4,0.2,0.254653610198268,0.3875821610521993,0.693027503377068,-0.2592090749754852
4,0.5,0.3952726123684171,0.4610230165283377,0.8336465055472171,-0.2580858978106504
4,1.0,0.4283669091548639,0.4210198876725683,0.8667408023336639,-0.26497477790656376
5,0.2,0.13121298895573258,0.2671101330438947,0.5695868821345326,-0.26192575392227824
5,0.5,0.42522244513529855,0.5595785174808352,0.8635963383140985,-0.2759056610141548
5,1.0,0.39792314333759077,0.4793437464138803,0.8362970365163908,-0.28947744309919565
6,0.2,0.27653507829071583,0.418639639789352,0.7149089714695158,-0.25862180943852675
6,0.5,0.3370833635871748,0.3476882075169056,0.7754572567659748,-0.2799580898269054
6,1.0,0.3629433864516339,0.4039512460957952,0.8013172796304339,-0.2850469693591048
7,0.2,0.34503307409211675,0.5220778365967376,0.7834069672709167,-0.2645541568164812
7,0.5,0.5658111896766005,0.7386436472619269,1.0041850828554004,-0.2851669340392867
7,1.0,0.4483001981753481,0.5802798719900744,0.8866740913541481,-0.30302241335400604
8,0.2,0.22074993269805593,0.363551126767306,0.6591238258768559,-0.2540284275454102
8,0.5,0.3947554446948726,0.5082779633673782,0.8331293378736726,-0.24930601854544787
8,1.0,0.38814839391960815,0.45909928374785264,0.8265222870984081,-0.25811286170663716
9,0.2,0.16667454232937112,0.3380305807859429,0.6050484355081711,-0.25065704359922203
9,0.5,0.3613599347660718,0.5255298822996122,0.7997338279448718,-0.263275685023597
9,1.0,0.3611504447222384,0.4731573116502203,0.7995243379010384,-0.28033446929337247
10,0.2,0.27000199998281654,0.4099325909928527,0.7083758931616165,-0.2603282884954482
10,0.5,0.4372284045438613,0.49696619581691065,0.8756022977226613,-0.27875860047648526
10,1.0,0.3195803356906555,0.363516217098289,0.7579542288694555,-0.27497842019701035
11,0.2,0.2328735994684477,0.41202439628192783,0.6712474926472477,-0.2555675522643003
11,0.5,0.3355673135595318,0.48004001853376516,0.7739412067383318,-0.273167796114996
11,1.0,0.5522765505188005,0.6746427124160528,0.9906504436976005,-0.2777759817390335
12,0.2,0.30819958686042365,0.46086889063590014,0.7465734800392236,-0.2567116074110729
12,0.5,0.4184422641308309,0.6095887706369529,0.8568161573096309,-0.2520021531791571
12,1.0,0.4319501144779874,0.5769934849200669,0.8703240076567874,-0.26639956682891053
13,0.2,0.2572573086618298,0.44652430321022224,0.6956312018406298,-0.2599335060394963
13,0.5,0.21502330635614814,0.28582760050481576,0.6533971995349481,-0.31612074642658583
13,1.0,0.32363938441372203,0.3319704559118312,0.762013277592522,-0.37922699929837955
14,0.2,0.16022381994882046,0.310849571164929,0.5985977131276204,-0.27093193106991187
14,0.5,0.23317929012022526,0.2714328454112441,0.6715531832990252,-0.28895699591752777
14,1.0,0.18636183312535198,0.18201330443439206,0.624735726304152,-0.2908442940101009
15,0.2,0.3197064343309774,0.4552785295557797,0.7580803275097774,-0.24877521061999452
15,0.5,0.36784038877945163,0.40803401990608307,0.8062142819582516,-0.24243381281438448
15,1.0,0.38083582791867093,0.3939139301531969,0.8192097210974709,-0.27962496346730825
16,0.2,0.19700960657088612,0.29691803333629735,0.6353834997496861,-0.27065460426644516
16,0.5,0.31645027565812106,0.40705042919678863,0.754824168836921,-0.2783735756896424
16,1.0,0.37758172420539143,0.46067598739467136,0.8159556173841914,-0.2880449526231569
17,0.2,0.16832396573807745,0.3018082393211497,0.6066978589168774,-0.28268952262481617
17,0.5,0.34180621781052273,0.41972051381498904,0.7801801109893227,-0.2900972916581359
17,1.0,0.30026144605947763,0.3043715229050859,0.7386353392382776,-0.30569167544376574
18,0.2,0.1689434434751647,0.29455143266663036,0.6073173366539647,-0.2629714555369005
18,0.5,0.39744675606881735,0.4744975731284598,0.8358206492476173,-0.27548747994261036
18,1.0,0.5342927883844533,0.6109994139058192,0.9726666815632532,-0.2606073962766484
19,0.2,0.20013429211105943,0.32726345900331794,0.6385081852898594,-0.27019948425968054
19,0.5,0.4547103835052851,0.637771306862438,0.8930842766840851,-0.25894528891851154
19,1.0,0.46308024317536606,0.6517166818755764,0.901454136354166,-0.25400374210275667
