sample,detector,IS_n,IS_disagree_rate,IS_chance_floor,OOS_n,OOS_disagree_rate,OOS_chance_floor,drift,block,book,CAGR,Sharpe,MaxDD,H1_Sharpe,H2_Sharpe,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
S1,D1,43.0,0.3023255813953488,0.25442824609246784,46.0,0.2391304347826087,0.3497163599021287,-0.06319514661274012,corpus_walk_forward,,,,,,,,,,,,
S1,D2,74.0,0.28378378378378377,0.5186903874319679,65.0,0.16923076923076924,0.5451839673900053,-0.11455301455301453,corpus_walk_forward,,,,,,,,,,,,
S1,D3,74.0,0.1891891891891892,0.6624778803527889,65.0,0.1076923076923077,0.648449035130035,-0.0814968814968815,corpus_walk_forward,,,,,,,,,,,,
S2,D1,284.0,0.27816901408450706,0.33552809021407903,273.0,0.315018315018315,0.3531522278484968,0.03684930093380795,corpus_walk_forward,,,,,,,,,,,,
S2,D2,495.0,0.14545454545454545,0.6318409630065568,447.0,0.1789709172259508,0.591204821676846,0.033516371771405346,corpus_walk_forward,,,,,,,,,,,,
S2,D3,495.0,0.09090909090909091,0.7292436895057032,447.0,0.10738255033557047,0.6951915119862607,0.016473459426479556,corpus_walk_forward,,,,,,,,,,,,
S3,D1,729.0,0.2674897119341564,0.34582553324495174,920.0,0.2902173913043478,0.3884510086839781,0.022727679370191434,corpus_walk_forward,,,,,,,,,,,,
S3,D2,1470.0,0.14217687074829932,0.6239068370728426,1705.0,0.16774193548387098,0.57304987988042,0.025565064735571658,corpus_walk_forward,,,,,,,,,,,,
S3,D3,1470.0,0.07959183673469387,0.7204948295859718,1705.0,0.1032258064516129,0.6817863685741594,0.02363396971691903,corpus_walk_forward,,,,,,,,,,,,
,,,,,,,,,price_rule8,"STANDING 4b CAND (U56 top-20 composite, g0.75, W)",0.12649936528402672,1.0918087511378398,-0.1830834144627017,1.0965059459467,1.0939001723612392,0.1063954191792349,0.9935274841621214,-0.11652936969450522,0.1433370146911226,1.1668524345605196,-0.1830834144627017
,,,,,,,,,price_rule8,RULES v2 baseline (live),0.08628162162824915,1.201840627126638,-0.12054943679771168,1.2348688605871752,1.1756786586445225,0.07609486307679969,1.1042716914234656,-0.07887203754149841,0.09474682024310721,1.278242466157066,-0.12054943679771168
,,,,,,,,,price_rule8,RULES v1 (previous),0.06408509216901082,0.6602204851445538,-0.1382781849962449,0.6510267957609289,0.6718468061831654,0.04977870727043521,0.5588438608812012,-0.13103606961830494,0.07601837386039301,0.7361139961542332,-0.13827818499624467
,,,,,,,,,price_rule8,SPY,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.9595432326093216,0.8259249406598581,0.14958794806217623,0.8986366238345959,-0.22061944945147527,0.15331699963496637,0.876714419369064,-0.33717235283398306
