variant,family,q,f,CAGR,Vol,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,p4a,p4b,fail4b,names,gross,turn
N20,control,,,0.1265973583235207,0.11526979588997438,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.9928968404730495,-0.11653190552192016,0.14360571273280298,1.167991233806965,-0.18308348697878107,False,True,-,19.10745663437711,0.7168121232219334,9.630697203129404
NF20,control,,,0.12830426142139628,0.1195101272608554,1.0702290696469048,-0.18308348697878085,1.0762011983339586,1.0720664742616817,0.9833433583104079,-0.11520201348578596,0.14489888007417395,1.1368868527305847,-0.18308348697878107,False,True,-,19.10745663437711,0.7474867417618205,10.782648480696189
F0.25,control,,0.25,0.14773759461599112,0.14900752804208298,0.9995737734721377,-0.2496356071031367,0.944141133069223,1.052100860006131,0.8931252953477204,-0.13540660642787072,0.1684469632921668,1.0812933408600878,-0.24963560710313615,False,False,"H1,DD",9.65893219193512,0.744351368565789,17.144193078634096
F0.35,control,,0.35,0.13628677550231738,0.1362125388041398,1.0064451336554863,-0.21535137074166533,0.9610506490528936,1.0501646414295949,0.8838473006173697,-0.15845932942047036,0.15675491811370623,1.1006907490184714,-0.21535137074166577,False,False,DD,13.505068709168732,0.7452628481358327,15.083569590613534
F0.45,control,,0.45,0.13536808241383702,0.12794426753897276,1.0566400219855447,-0.19745561427165403,0.9951193021977458,1.114774078776926,0.9073066120437221,-0.14915280663606434,0.1581884838314611,1.1709836082656426,-0.19745561427165403,False,True,-,17.22910565442667,0.7457984018280379,13.663797988870302
F0.55,control,,0.55,0.12159506977635459,0.12156236326163254,1.0051237121149381,-0.18007791025922615,0.9579870757694854,1.050802611570991,0.8633519918204032,-0.15099910900257751,0.14226015308194717,1.1132019082078177,-0.18007791025922637,False,True,-,20.98535706240144,0.7473417205335191,12.521201121151721
F0.85,control,,0.85,0.11324534146224163,0.10540177078056526,1.0708549060999735,-0.16669620846391076,1.0916743601769328,1.0561839562570556,0.9957380372668696,-0.11225757941435877,0.12367496355743723,1.1297473116827648,-0.16669620846391042,False,True,-,32.21829240820004,0.7487035491657907,9.59693604437549
F1.00,control,,1.0,0.10389239202918232,0.09882271877698758,1.049918735404164,-0.15874704847794519,1.0687831347551022,1.0361557678701414,0.9693463129127544,-0.11327492925366034,0.11338154040088733,1.1135314203716231,-0.1587470484779453,False,False,CAGR,37.37576030637531,0.7489392352106624,8.193640248112319
HYB q0.10 f0.25,HYB,0.1,0.25,0.1369090508529327,0.12636086133209107,1.0790236509202429,-0.25639548041012905,1.0292707119273887,1.129873361151581,0.9363328107601467,-0.1321181024150173,0.16287166253875185,1.1849657438057042,-0.2563954804101296,False,False,DD,18.58278891642262,0.7468600191218345,12.09043549092465
HYB q0.10 f0.35,HYB,0.1,0.35,0.1295196424027638,0.12471031849539968,1.0393378255733794,-0.2260284152254184,1.01259045903716,1.0690562257371818,0.918999264058153,-0.11972308626183736,0.1504469261529764,1.1301183847603415,-0.2260284152254184,False,False,DD,18.656679432304575,0.746858496392915,11.794963555205822
HYB q0.10 f0.45,HYB,0.1,0.45,0.13173527165778776,0.12363653226856244,1.0631421353486392,-0.20525812846196834,1.0122757651154597,1.113500916007765,0.917132488206149,-0.1254022921399529,0.15594028336874644,1.172276602316767,-0.20525812846196878,False,False,DD,18.73349853570624,0.7469334333025289,11.651144286009108
HYB q0.10 f0.55,HYB,0.1,0.55,0.1283083569122483,0.12267053287204796,1.0458136649356826,-0.18308348697878096,1.0270807463317164,1.0688883232975135,0.9326554234529527,-0.12186620124510661,0.14827444794376587,1.1313594385044083,-0.18308348697878107,False,True,-,18.808290155440414,0.7471850873459522,11.573944716959469
HYB q0.20 f0.25,HYB,0.2,0.25,0.14442303063560002,0.12993457704733696,1.1035883081743594,-0.24963560710313648,1.021978875966595,1.1808474381824525,0.9311412224894309,-0.1358173811266229,0.17533773469325187,1.230271309304681,-0.24963560710313626,False,False,DD,17.56003604415409,0.7462309246538855,13.478611368671105
HYB q0.20 f0.35,HYB,0.2,0.35,0.13654145980376464,0.12723944724079073,1.069903269795232,-0.21535137074166544,1.0109754433318279,1.1272525336581471,0.9187910361869626,-0.13462707599882173,0.1623536408568529,1.1825812474202053,-0.21535137074166522,False,False,DD,17.820455057445372,0.746555812872617,12.729980757812402
HYB q0.20 f0.45,HYB,0.2,0.45,0.13472682492927324,0.12519507509068464,1.072555203736566,-0.1974556142716536,0.9913659698843246,1.1483204257035793,0.8956816872151739,-0.13729908982331918,0.16299036499443686,1.2037118051416285,-0.19745561427165426,False,True,-,18.061725613876998,0.7463413325084117,12.352197487679684
HYB q0.20 f0.55,HYB,0.2,0.55,0.12853037901153908,0.12420825950342877,1.035989998666403,-0.18461304586418137,1.0236044210076674,1.0543045487884382,0.9297859601383668,-0.1325932898222676,0.14830812047690212,1.1163224910672318,-0.18461304586418115,False,True,-,18.312007208830817,0.7468488583622741,11.977266976092789
HYB q0.30 f0.25,HYB,0.3,0.25,0.14307721757536473,0.13270252293217577,1.0744455951706096,-0.24963560710313648,1.0053058567087272,1.1410486632143042,0.9161809178962348,-0.1354066064278714,0.1720362960557109,1.1914322876006345,-0.24963560710313648,False,False,DD,16.621536382068033,0.7459601432476967,15.154793928533683
HYB q0.30 f0.35,HYB,0.3,0.35,0.1375157679450265,0.12871461901066217,1.0657702588904843,-0.21535137074166488,1.0247500578048916,1.1081338587098244,0.9352487405303029,-0.13693271763884862,0.1610448989177613,1.16377754404668,-0.2153513707416651,False,False,DD,17.130434782608695,0.7459935824188999,13.723092455988228
HYB q0.30 f0.45,HYB,0.3,0.45,0.13507244177232725,0.12638743011470024,1.0660372929022537,-0.1974556142716538,0.9933426409316669,1.1345225831713381,0.8995209437931748,-0.14838900693541657,0.1619315056452113,1.1902416046684516,-0.1974556142716537,False,True,-,17.619734174363597,0.7462092632088488,12.813695509876277
