panel,cost_bps,sharpe_min,sharpe_max,sharpe_spread,cagr_min,cagr_max,cagr_spread
U56,0.0,1.1600784897518008,1.1616596967211545,0.00158120696935371,0.041923140274667814,0.2129620525990319,0.17103891232436408
U56,2.0,1.155547495614099,1.157385776793894,0.0018382811797950094,0.04175364625413969,0.21202986915046096,0.17027622289632127
U56,5.0,1.1487488790067062,1.150972894462118,0.002224015455411843,0.04149945410842282,0.21063285915098806,0.16913340504256524
U56,7.5,1.1430814471246618,1.145627017404477,0.002545570279815168,0.04128767212348494,0.20946984290368253,0.1681821707801976
U56,10.0,1.137412300917992,1.1402795226268259,0.0028672217088339114,0.04107593086078243,0.2083078791082773,0.16723194824749488
U56,15.0,1.1260689757139004,1.1295797787301283,0.003510803016227859,0.04065257047242432,0.20598710527979125,0.16533453480736693
U56,25.0,1.1033629666377405,1.1081619663802291,0.004798999742488652,0.039806338036365574,0.2013581475590034,0.1615518095226378
U56,50.0,1.0464953488540432,1.0545198070045936,0.008024458150550418,0.037693602834983464,0.18985886085552495,0.15216525802054148
B136,0.0,1.0811261975210595,1.0867133929866792,0.005587195465619699,0.04346690601531389,0.21910284839493155,0.17563594237961766
B136,2.0,1.0765974139960108,1.0824258229244228,0.0058284089284119656,0.04327720009458624,0.21805269286497286,0.17477549277038662
B136,5.0,1.0697989366741643,1.0759892883297613,0.006190351655597004,0.04299269745875001,0.2164789137901577,0.1734862163314077
B136,7.5,1.0641287544756441,1.0706208320916948,0.00649207761605064,0.042755663478042605,0.2151687631910717,0.1724130997130291
B136,10.0,1.0584542964363761,1.0652481921562345,0.006793895719858334,0.04251867635148332,0.2138598224290431,0.1713411460775598
B136,15.0,1.0470928297911508,1.0544906188026308,0.007397789011480027,0.04204484262810815,0.21124556652488868,0.16920072389678054
B136,25.0,1.0243216411072493,1.0329281092347493,0.008606468127499989,0.0410977370715242,0.20603152999607355,0.16493379292454935
B136,50.0,0.9671383453923305,0.978769898352173,0.011631552959842528,0.03873324782383203,0.19308051623227507,0.15434726840844304
