panel,dial,book,value,turnover,in_r1,in_r2,sh_full_0,cagr_full_0,dd_full_0,sh_is_0,cagr_is_0,dd_is_0,sh_oos_0,cagr_oos_0,dd_oos_0,h1_0,h2_0,sh_full_10,cagr_full_10,dd_full_10,sh_is_10,cagr_is_10,dd_is_10,sh_oos_10,cagr_oos_10,dd_oos_10,h1_10,h2_10,sh_full_25,cagr_full_25,dd_full_25,sh_is_25,cagr_is_25,dd_is_25,sh_oos_25,cagr_oos_25,dd_oos_25,h1_25,h2_25,sh_full_50,cagr_full_50,dd_full_50,sh_is_50,cagr_is_50,dd_is_50,sh_oos_50,cagr_oos_50,dd_oos_50,h1_50,h2_50
u56,n,TOP20,5.0,17.64409375243751,True,True,1.0652477220186114,0.19047237458688637,-0.21927229629379907,1.0185986368131266,0.16541863900415765,-0.1796303714641343,1.103272474490519,0.21153554630416127,-0.2192722962937983,1.0265851103986887,1.1053004842173464,0.9667544084865353,0.16967319240573864,-0.22406705962299223,0.9112949252134506,0.14514089656658746,-0.1854887295426325,1.0105497998579775,0.19029660471396026,-0.224067059622992,0.9178284994073742,1.0146391073536971,0.8185591135059054,0.13913486908260442,-0.23120976994547215,0.7498592246083442,0.11536544064921928,-0.19420317671865595,0.8710289732714098,0.15911496766784317,-0.2312097699454716,0.7542047467409257,0.8782200891706791,0.5709441491687918,0.08995078760979003,-0.25940894806341075,0.4802883899839611,0.06740296703250426,-0.21108075220200107,0.637820598077322,0.10890086536231336,-0.25940894806341064,0.48099337019358246,0.6501764039040214
u56,n,TOP20,6.0,16.456886321928344,False,False,1.038623416967559,0.17357689866829507,-0.19354998332210904,0.9715989895522495,0.14849356632215915,-0.18616860434308724,1.0907531221027897,0.19467140070053124,-0.19354998332210904,0.983890852408621,1.0914422417518619,0.9408062602385119,0.1544428496695558,-0.1941744085399757,0.8656705548761829,0.1297834956867654,-0.1921623964827467,0.9983989777956422,0.1751805443727037,-0.1941744085399758,0.8776008115261901,1.0001626917461262,0.7936181901764559,0.12630930234370696,-0.20201839691566525,0.7063294163800835,0.1022728719370074,-0.20201839691566525,0.8594026760478674,0.14652277159668725,-0.195110611793881,0.7177197253312166,0.8627776124626069,0.547632809428171,0.08089482823207672,-0.23457798259580243,0.440277425730261,0.05786274117507029,-0.23457798259580243,0.6269738633051927,0.100263106663524,-0.19666979176450783,0.45078759018940795,0.6330121954434772
u56,n,TOP20,8.0,14.869844295417865,False,True,1.0631713794204243,0.16225023607315547,-0.17173054081338224,1.0206885112544875,0.1433868597274699,-0.17173054081338224,1.097630066028523,0.17803826002565337,-0.16465804280850926,1.064010346078121,1.0688215219203792,0.9658292884892012,0.14511070166027462,-0.18377792034519147,0.9164798772397427,0.12668262230402494,-0.18377792034519147,1.004894639212334,0.1605324350671633,-0.1655427874525186,0.9608333069058999,0.9758426674812607,0.8194153867348949,0.11986231261246649,-0.20281370915533292,0.7597457229896432,0.10207122807113089,-0.20281370915533292,0.8654053773426037,0.13474812845658524,-0.16686882603883235,0.8056343731434249,0.8359974796875159,0.574824958452528,0.07898224484456473,-0.23623892164205218,0.49801880684621125,0.06221153356353937,-0.23623892164205218,0.6323246124026238,0.09300984538638213,-0.17923477414277988,0.5464228742264244,0.6023455865119771
u56,n,TOP20,9.0,14.205387222019352,False,False,1.0702333061228084,0.15861500376571303,-0.17075256883888612,1.011138088945698,0.1379074651011003,-0.15651053881051658,1.1166710369444883,0.1759729600530553,-0.17075256883888634,1.0591082370793485,1.0859899337640424,0.9744588004440977,0.14228921897537528,-0.17132811308902407,0.9082308616003025,0.1219086526465809,-0.16168682940550272,1.0257351543833089,0.15937260432610656,-0.17132811308902374,0.9570498589962491,0.9950081344754138,0.8303661901519331,0.11821997648850768,-0.1778987113869579,0.7533266648889961,0.09832042733278179,-0.1778987113869579,0.8889684188937531,0.1348994497113718,-0.1721911070768658,0.8034072087783289,0.8581884892957928,0.5895461482544367,0.07919827214708719,-0.2070185446310625,0.4943146468752965,0.060075868860604675,-0.2070185446310625,0.6604635818783612,0.09522521405998696,-0.17362857074520333,0.5464558762580857,0.6296346978687788
u56,n,TOP20,10.0,13.819792227728966,True,True,1.073251477901786,0.1541921717074688,-0.17473582301618507,0.9890055797187218,0.13044974583849456,-0.15116812821289283,1.1379364220565182,0.174144080607751,-0.17473582301618495,1.0500270603047543,1.0992273751363357,0.9770658491708996,0.1383663626444469,-0.17538177907122454,0.8853907345935373,0.11495271929906026,-0.1575815480687488,1.0468152417584777,0.15804192761945557,-0.17538177907122454,0.9455776264956082,1.0095184648359181,0.8323688809508387,0.11502362912296027,-0.17635023310849196,0.7295245754790698,0.09209476992432952,-0.17145863706207298,0.9097337830917986,0.13429173238271774,-0.17635023310849174,0.7884332086207735,0.8745746096129976,0.5905630658900082,0.0771522045272599,-0.2020383112656602,0.46916009896330124,0.0550094446813969,-0.2020383112656602,0.6805966230526714,0.0957595969676095,-0.17796304312760225,0.5258786476144474,0.649034887939989
u56,n,TOP20,11.0,13.311727259115015,False,False,1.0803444843077756,0.15089466719572453,-0.17490211669509037,1.0012472703946311,0.12845579967185006,-0.15089513457514803,1.1413154249064261,0.1697323054788089,-0.17490211669509026,1.059818074042536,1.1041794505361395,0.9849113875463227,0.13568921905454623,-0.17549824881493115,0.8982082721282599,0.11352531981720526,-0.15789528574808975,1.051069422188321,0.15429634631703038,-0.17549824881493148,0.9559816713805938,1.0153173548943761,0.8413687189867274,0.11324789143157532,-0.17639202920265296,0.7432369225641164,0.09149024907703085,-0.17331644711276095,0.9153231351534381,0.13151444000092138,-0.17639202920265273,0.7997921929529836,0.88166285686805,0.6015298210542602,0.07680353528275563,-0.20770832707431197,0.48441935422101173,0.05570679086209829,-0.20770832707431197,0.6884477119283343,0.09451601538207854,-0.1778805491400668,0.5388955232054757,0.6583007800997418
u56,n,TOP20,12.0,12.612418760567623,False,True,1.0778756091908879,0.14687955256176166,-0.18141555499123319,1.0137518916400536,0.12699270230255322,-0.14277380328079836,1.128002718399317,0.16354133217509514,-0.18141555499123319,1.0737926287554698,1.0880861155533845,0.9852357628030334,0.13251806504257635,-0.1831980845775778,0.9145933736240692,0.11297797064770876,-0.14969735800744866,1.039750420908304,0.14888801177399746,-0.1831980845775779,0.9739254160797399,1.0009928276992832,0.8458960019910158,0.11130416561281731,-0.18586731546087654,0.765384348351762,0.09227413215188562,-0.15998184047528363,0.9070457093993316,0.12724488567117231,-0.18586731546087654,0.8236336634076137,0.8700455876087266,0.6130643717877818,0.07680592235941286,-0.19405705044821864,0.515950663532923,0.05859976890618568,-0.19405705044821864,0.6853617526108702,0.09205344767280788,-0.19030387919911806,0.5723536575404676,0.6513277187368467
u56,n,TOP20,14.0,11.733364972615226,False,False,1.1434617353138934,0.1520164596253455,-0.20367078837885821,1.127353621377664,0.13890158571338218,-0.12353842351588684,1.1588810229288158,0.16294410217006616,-0.20367078837885866,1.192545631672794,1.1088811345855683,1.0541933539835882,0.13858612687111327,-0.205496580500921,1.0301718052253208,0.1254625428188978,-0.13064992911235107,1.07507276284227,0.14952245884460247,-0.2054965805009208,1.0948904380463962,1.026185436672046,0.9199888735531483,0.11872652813062445,-0.20823021420313226,0.8840166813623139,0.10559360627542302,-0.1412135642483613,0.9491064927907561,0.12967279233586648,-0.20823021420313215,0.9480085338981518,0.9019038746034166,0.6958787817886549,0.08637557058466983,-0.21277281152785965,0.6398778274455065,0.0732366646484599,-0.17578078919567452,0.7387931875609793,0.09733041217288796,-0.21277281152785976,0.702622938110092,0.6944277755244123
u56,n,TOP20,15.0,11.39358960677211,True,True,1.1678730666288366,0.15322253332215108,-0.20079365569880414,1.1534825188830757,0.14012932433730363,-0.11763369017185343,1.182200712761685,0.16413181522899345,-0.20079365569880392,1.2308940696082102,1.1220270862565396,1.0798520808303316,0.1401662953276266,-0.20262150460488337,1.0561158001711015,0.12687282341690453,-0.11992972673702385,1.1006650699850509,0.1512455604704408,-0.20262150460488382,1.133394831213381,1.0414715246434054,0.9475052070383526,0.12085194804886434,-0.20535817487267582,0.909677696919639,0.10726974674174228,-0.1282716157183056,0.9780902356370651,0.1321766421282624,-0.20535817487267594,0.986725006380764,0.9203915078207725,0.7264348718525349,0.08936852014599106,-0.2099057038580251,0.6650420846666818,0.0753352802239553,-0.16280533368897843,0.7733573601309497,0.10107754643467048,-0.20990570385802554,0.7416203954386502,0.7182050442719311
u56,n,TOP20,16.0,10.950476382554264,False,False,1.1453245142717834,0.14771580181295096,-0.19340810411295595,1.1195654168682336,0.13434339465703005,-0.11859544604683847,1.1674431896063533,0.15886077305791857,-0.19340810411295606,1.199123530549952,1.1058593243678643,1.059565738598942,0.13522538418747088,-0.19510108606704268,1.0277675392212802,0.12200682167398602,-0.12449660936696538,1.0858595854490252,0.14624206216945868,-0.1951010860670428,1.1077414791635427,1.0244229594862537,0.9306129726605258,0.11673807195863684,-0.19763624931581925,0.8897155402732175,0.10374703772468163,-0.13327776355766097,0.9631956513456909,0.12756501253234864,-0.19763624931581947,0.9702862872882394,0.9020001208572396,0.7151756315958397,0.0865766725498398,-0.20185004446829835,0.6590797221939664,0.07395637351449746,-0.1587309240690581,0.7582633065156457,0.09709445889662693,-0.20185004446829846,0.7405693873895529,0.6975207639602655
