K,r_nominal_Q95,IS_size_nominal,r_calibrated,IS_size_calibrated,OOS_size_nominal,OOS_size_calibrated,OOS_err_nominal,OOS_err_calibrated
20,19,0.10385636554584421,20,0.049517420238562315,0.06986133174398036,0.03238428722651634,0.01986133174398036,0.017615712773483665
50,48,0.06537798445956693,49,0.03964057075325828,0.03902925515988514,0.025924458573585173,0.010970744840114864,0.02407554142641483
100,95,0.06770529859284356,97,0.03851026197508015,0.035696726986481776,0.027497158397532778,0.014303273013518226,0.022502841602467225
200,190,0.0625,192,0.041666666666666664,0.03125,0.03125,0.018750000000000003,0.018750000000000003
