panel,control,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,pass_4b_full,pass_4b_oos,pass_4a
U56,C_BOOK,0.3,0.06167183543315402,1.1362956420701376,-0.07990335554891148,1.2032865443333627,1.0910660690418807,0.05531820206122129,1.1105042433202028,-0.056833521445480595,0.06692878140314584,1.1594224522798233,-0.07990335554891137,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,C_BOOK,0.35,0.07203508923237978,1.1365328793563176,-0.09276264906597609,1.2035083248100917,1.0913339404149527,0.06459302988917393,1.110699902011382,-0.06617702323668773,0.0781979998506217,1.1596940904534663,-0.09276264906597576,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,C_BOOK,0.4,0.0824184015870133,1.1367609677523223,-0.10549271071234212,1.203720554886396,1.0915934450913116,0.07388013532925153,1.1108859332218424,-0.07548258742988634,0.0894952462819254,1.1599570365136325,-0.10549271071234234,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,C_BOOK,0.45,0.09282018957403304,1.1369803292223513,-0.11809419746843397,1.2039236916293572,1.0918449949085303,0.08317821188629448,1.111063034456168,-0.08474974250862477,0.10081870113980118,1.1602115227427587,-0.11809419746843308,True,True,True,True,False,True,True,False,False,False,True,False,False,False
U56,C_BOOK,0.5,0.10323877382351365,1.137190491592021,-0.13056770565714293,1.2041173491952375,1.0920880487144644,0.09248591682400487,1.1112313458653993,-0.09397792559052176,0.11216639683346075,1.1604566382702834,-0.13056770565714304,True,True,True,True,False,True,True,True,False,False,False,False,True,False
U56,C_BOOK,0.55,0.1136723348548292,1.1373901054217799,-0.1429145056741674,1.2043006510004512,1.0923208893974696,0.1018017577703092,1.1113897430313078,-0.10316678231628362,0.12353623221445642,1.1606908785358891,-0.1429145056741673,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,C_BOOK,0.6,0.12411909391210885,1.137578906405842,-0.15513474393540005,1.2044710215373224,1.0925451291031891,0.11112396667680113,1.1115350421260386,-0.11231620872827719,0.13492641145125295,1.160916054216475,-0.15513474393540005,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,C_BOOK,0.65,0.13457723979195024,1.1377568129368245,-0.16728466554095578,1.2046293402028594,1.092759890914496,0.12045114813950608,1.111668505218874,-0.12142566817923428,0.14633476568031822,1.161131123044172,-0.1672846655409559,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,C_BOOK,0.7,0.14504492766960508,1.1379236532047645,-0.179337189919768,1.204775522374235,1.0929649390877625,0.1297817664540215,1.1117900550053696,-0.1304945166778818,0.15775918062167582,1.1613358475601228,-0.179337189919768,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,C_BOOK,0.75,0.1555201865472391,1.1380787773059986,-0.19127561830465023,1.2049090144051566,1.0931595911075942,0.13911410293501003,1.1118987741862618,-0.13952273332906884,0.16919746270303992,1.1615297831443134,-0.19127561830465045,True,True,True,True,True,True,True,True,False,False,False,True,True,False
U56,C_BOOK,0.8,0.16600080505080017,1.1382204519640184,-0.20310041820326752,1.2050282536982524,1.0933419534487308,0.1484463078435989,1.1119930736103774,-0.14851028635363872,0.1806470847738546,1.1617110849972963,-0.20310041820326763,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,C_BOOK,0.85,0.17648502173757885,1.1383500393466024,-0.21481209308120175,1.205133587255412,1.093514205986342,0.15777682449151786,1.112073559630757,-0.1574560456221722,0.1921061011598464,1.161881649175715,-0.21481209308120164,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,C_BOOK,0.9,0.18697060523192888,1.1384664544669747,-0.22641181010086275,1.2052233105201593,1.0936757629645244,0.1671036341519807,1.1121384215511727,-0.16636033926315752,0.203572089203641,1.1620409022133902,-0.22641181010086286,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,C_BOOK,0.95,0.1974551010883523,1.1385678321795571,-0.23789965140946778,1.2052951245533279,1.0938251587904064,0.17642451097482326,1.1121854241905789,-0.17522294394677151,0.2150423892499116,1.1621872538995648,-0.23789965140946778,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,C_BOOK,1.0,0.20793643277725216,1.1386547568691299,-0.24927640903130788,1.2053510036542627,1.093961877894273,0.18573787194779512,1.1122163085374979,-0.1840428723324149,0.2265144935018728,1.1623204783264223,-0.24927640903130754,True,True,True,False,True,True,False,True,False,False,False,False,False,False
U56,C_GATEOFF,0.3,0.06250281124048995,1.1429620636979718,-0.08429923841604281,1.2716724971371336,1.0501556216284031,0.05731034960095238,1.1494048256743756,-0.05673176130762003,0.06679469459996068,1.1440792297017135,-0.08429923841604292,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,C_GATEOFF,0.35,0.07300431257668949,1.1431806482749483,-0.09784017026649516,1.2718758419539877,1.0503992403418017,0.06693458530714236,1.149567872647768,-0.06597722227975833,0.07802484817250921,1.1443401756481713,-0.09784017026649605,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,C_GATEOFF,0.4,0.08352560526769026,1.1433893421762258,-0.11123751079283806,1.2720689841586654,1.0506336642754774,0.07657608701820262,1.1497212566221398,-0.07516332452106955,0.08927784530818661,1.1445912016190576,-0.11123751079283783,True,True,True,True,False,True,True,False,True,False,True,False,False,False
U56,C_GATEOFF,0.45,0.09406501372490861,1.1435882000154205,-0.12449195970441862,1.2722519407521848,1.0508590185731979,0.08623351232078824,1.1498650065527578,-0.0842904394242423,0.10055171546731523,1.1448323897599313,-0.12449195970441862,True,True,True,True,False,True,True,False,True,False,False,False,False,False
U56,C_GATEOFF,0.5,0.10462070638638665,1.1437762126452091,-0.1376044962809888,1.2724233710223285,1.0510745326841617,0.09590532603204593,1.149997379872946,-0.09335892413298885,0.11184436197003,1.1450632376458953,-0.1376044962809888,True,True,True,True,False,True,True,True,True,False,False,False,True,False
U56,C_GATEOFF,0.55,0.11519083403161368,1.1439528014486575,-0.1505761858323319,1.2725824405880108,1.0512798581082197,0.10558999121542345,1.1501175454322412,-0.10236930379306708,0.12315365650278332,1.1452833515139715,-0.15057618583233268,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,C_GATEOFF,0.6,0.1257735321103861,1.1441177102794726,-0.1634073395576684,1.272728672830495,1.051474933125173,0.11528591773150132,1.1502246998012882,-0.11132123338513822,0.13447748641388535,1.145492867807637,-0.16340733955766784,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,C_GATEOFF,0.65,0.13636688122603902,1.1442707203595892,-0.17609877760023518,1.2728619702795738,1.05165936149142,0.12499160111833207,1.1503190475540204,-0.12021506195246479,0.1458135659267894,1.14569124069684,-0.17609877760023462,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,C_GATEOFF,0.7,0.14696887498808842,1.144411244122991,-0.1886520201690669,1.2729806037030929,1.0518335224563604,0.13470526339047817,1.1503990656992182,-0.12905106595866356,0.15715967774134953,1.1458785528697168,-0.18865202016906668,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,C_GATEOFF,0.75,0.15757729658977215,1.1445376706646013,-0.20106832221031512,1.2730838260810884,1.0519950781083591,0.14442515928724253,1.1504638913492122,-0.13782945751524844,0.16851318964149842,1.1460526552996384,-0.20106832221031556,True,True,True,True,True,True,True,True,True,False,False,True,True,False
U56,C_GATEOFF,0.8,0.1681901583927179,1.1446504979833176,-0.21334800489823402,1.2731731887884752,1.0521437311642279,0.1541498112239752,1.1505151190266876,-0.1465501078294683,0.17987166496814733,1.1462132967208045,-0.21334800489823402,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,C_GATEOFF,0.85,0.17880538861985662,1.1447499029010566,-0.22549152291615793,1.273247494548652,1.0522808221038311,0.16387727591327383,1.150551364015065,-0.15521368346191855,0.19123290299974638,1.1463617741526293,-0.22549152291615793,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,C_GATEOFF,0.9,0.1894208186502715,1.1448355165300248,-0.23750087340795323,1.2733064668829743,1.052405809641571,0.173605788393691,1.1505721271061282,-0.16382124867071146,0.20259437444025274,1.1464977704198134,-0.2375008734079529,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,C_GATEOFF,0.95,0.20003413582799956,1.144906690667569,-0.24937739045409468,1.2733497980199986,1.0525178141646163,0.1833334152375461,1.15057682168605,-0.17237308380009275,0.21395342582628185,1.1466206086707873,-0.2493773904540948,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,C_GATEOFF,1.0,0.2106430305899072,1.144963063226243,-0.26112218231104645,1.2733788764143288,1.0526151180100447,0.19305861641811162,1.1505671638284725,-0.18086877594026962,0.22530707629988345,1.1467284873367811,-0.2611221823110468,True,True,True,False,True,True,False,True,True,False,False,False,False,False
U56,C_NOREBAL,0.3,0.13685928422925242,0.6161064066808409,-0.6705367443981332,0.9074424804286313,0.5363396148344861,0.11631735521105546,0.7758944050091822,-0.25060332937980234,0.15404598726877472,0.6015639304313666,-0.670536744398133,False,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.35,0.14585999514371806,0.632262828606393,-0.6815689824940416,0.9186395919151412,0.541537081908479,0.1294016881665856,0.7918544477282906,-0.27828568755559135,0.1595829044601902,0.6088862018632168,-0.6815689824940421,False,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.4,0.15381795392096764,0.6461531392569341,-0.6900843716482062,0.9285416337813024,0.5456306422984617,0.14150731476840317,0.806002704965243,-0.30342345219563505,0.1640476216117206,0.6147232035587592,-0.6900843716482057,False,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.45,0.1609549573110589,0.6582931524086398,-0.6968560022324196,0.9373837819921298,0.5489396781063611,0.15277877791956573,0.8186648214970342,-0.32635205932609546,0.1677264320240177,0.6194888669841577,-0.6968560022324195,False,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.5,0.16742834260404305,0.6690425468886585,-0.7023697494461593,0.9453460303361358,0.5516707757876564,0.16333025942736468,0.8300904339305702,-0.34735046899421707,0.17081139111961785,0.623455365735296,-0.7023697494461589,False,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.55,0.1733538464387956,0.6786620717393306,-0.7069463190097616,0.952568812019798,0.5539636276754882,0.17325359409647878,0.8404745162283745,-0.366652570969875,0.17343634833345134,0.6268093483774483,-0.7069463190097616,False,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.6,0.17881913461483,0.6873467211297942,-0.7108059347477196,0.9591634822410348,0.5559161489971269,0.18262379124218464,0.849971811443164,-0.3844559336110589,0.17569754735660736,0.6296832475322307,-0.7108059347477197,False,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.65,0.18389223342058147,0.695246066696094,-0.7141048331181596,0.9652195740173292,0.5575990435400899,0.19150294217683195,0.8587068590876002,-0.4009285909378685,0.17766602079435656,0.6321737166642928,-0.71410483311816,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.7,0.1886270097346876,0.7024772903979994,-0.7169569293054068,0.9708099512527933,0.5590646607420541,0.19994305025837344,0.8667811281012989,-0.4162143626425574,0.17939536818396085,0.634352994654492,-0.7169569293054063,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.75,0.19306686020645847,0.7091338548167451,-0.7194472383087784,0.9759945488287829,0.560352598800193,0.2079881224604232,0.8742781958922168,-0.4304370641371382,0.1809268125191208,0.6362761830582802,-0.7194472383087784,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.8,0.19724726977992324,0.7152914548169758,-0.7216404932674929,0.9808231383673309,0.5614933701688904,0.21567574294962677,0.8812675770186416,-0.4437038677378473,0.1822925881569042,0.6379860590527265,-0.7216404932674925,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.85,0.20119763197773177,0.7210122139590203,-0.7235868532883998,0.985337407088511,0.5625108696370811,0.22303827583003533,0.8878075991412797,-0.4561080081747175,0.1835182706801075,0.6395163482070703,-0.7235868532883998,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.9,0.20494257298882546,0.7263477126804836,-0.7253257863948332,0.9895725429764545,0.5634240783450858,0.23010379753740917,0.893947594334458,-0.4677309769490786,0.1846244160511079,0.6408940043603994,-0.7253257863948335,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,0.95,0.20850293371944106,0.731341218148804,-0.7268887738424457,0.9935584590580029,0.5642482664687664,0.23689682890348962,0.899729590265913,-0.4786443147668594,0.18562773722040515,0.6421408318970124,-0.7268887738424457,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_NOREBAL,1.0,0.21189651078187488,0.7360293557900792,-0.7283012330932845,0.9973207498736044,0.5649958587810838,0.2434389165808204,0.9051896305947735,-0.48891108539059747,0.18654196393004097,0.6432746620091762,-0.7283012330932845,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_SPY,0.3,0.046293206235769935,0.8828220577724687,-0.11162103153879555,0.9667790855778223,0.813235469871868,0.046177822681986225,0.9060800240790383,-0.07075197670685751,0.04638816239440868,0.8650727167355134,-0.11162103153879621,True,False,False,True,False,False,True,False,False,False,True,False,False,False
U56,C_SPY,0.35,0.05396887257734928,0.8832540040632336,-0.1293173454752078,0.9674275165302595,0.8135168976032512,0.0538558115290646,0.9067482523278367,-0.08215147823913438,0.054061917149655025,0.8653314269182462,-0.129317345475208,True,False,False,True,False,False,True,False,False,False,False,False,False,False
U56,C_SPY,0.4,0.0616301125041272,0.8836840928321552,-0.14676065610379496,0.9680762476415048,0.8137957288671884,0.06152606489822254,0.9074170990669762,-0.09344097847917976,0.06171573866259927,0.8655867852175994,-0.14676065610379463,True,False,False,True,False,False,True,False,False,False,False,False,False,False
U56,C_SPY,0.45,0.06927576390201784,0.8841123526786852,-0.16395326230396057,0.9687252971869457,0.8140720300958592,0.06918762818018176,0.9080865841981078,-0.10462127050531911,0.0693482943176229,0.8658388415487271,-0.163953262303961,True,False,False,True,False,False,True,False,False,False,False,False,False,False
U56,C_SPY,0.5,0.07690465423774095,0.8845388109421594,-0.1808974523560012,0.9693746833784317,0.8143458667217109,0.07683953984030079,0.9087567275826514,-0.11569314324765667,0.07695823841078342,0.8660876442458694,-0.1808974523560013,True,False,False,True,False,False,True,False,False,False,False,False,False,False
U56,C_SPY,0.55,0.08451560063668628,0.8849634936895935,-0.19759550396362702,0.970024424367554,0.8146173032129821,0.08448083154283825,0.9094275490453771,-0.12665738150875205,0.08454421220308861,0.8663332400703867,-0.1975955039636269,True,False,False,True,False,False,True,False,False,False,False,False,False,False
U56,C_SPY,0.6,0.09210740996186217,0.8853864256991185,-0.2140496842763846,0.9706745382488824,0.8148864031051827,0.09211052827787514,0.9100990683779417,-0.13751476598407542,0.09210484397418206,0.8665756742132728,-0.21404968427638427,True,False,False,False,False,False,False,False,False,False,False,False,False,False
U56,C_SPY,0.65,0.0996788788938423,0.885807630438806,-0.23026224991198752,0.9713250430631516,0.8151532290283493,0.09972764849087246,0.9107713053423909,-0.1482660732822444,0.09963874907631953,0.8668149902918583,-0.23026224991198752,True,False,False,False,False,False,False,False,False,False,False,False,False,False
U56,C_SPY,0.7,0.1072287940116039,0.8862271300405988,-0.2462354469785507,0.9719759568004064,0.815417842729846,0.10733120421487063,0.9114442796746195,-0.15891207594505286,0.10714452998846524,0.8670512303403713,-0.2462354469785507,True,False,False,False,True,False,False,True,False,False,False,False,False,False
U56,C_SPY,0.75,0.11475593187414468,0.8866449452690215,-0.261971511096732,0.972627297403103,0.815680305092448,0.11492020120533408,0.9121180110877993,-0.16945354246728928,0.11462077637034218,0.8672844347939779,-0.2619715110967321,True,False,False,False,True,False,False,True,False,False,False,False,False,False
