panel,N,mean_pair_corr,div_ratio,n_dates,book_vol,MaxDD,CAGR,mean_nsel,dd_peak,dd_trough,dd_depth
U56,20,0.33859144349061093,1.6906465442333776,923,0.13508608377228867,-0.19127563591226426,0.15618726699090724,18.714431934493348,2020-02-19,2020-03-16,-0.19127563591226426
U56,40,0.3490283758677026,1.6869381459376382,923,0.11830219387193705,-0.22984198631406594,0.134779599898325,36.561924257932446,2020-02-19,2020-03-23,-0.22984198631406594
B136,20,0.32916390228932885,1.6837235501799694,922,0.1506239705657253,-0.20740302267849475,0.16040704123612182,18.864754098360656,2020-02-19,2020-03-23,-0.20740302267849475
B136,40,0.32786629487364005,1.7452769470684284,922,0.13994597595928238,-0.25383188323645245,0.15311485642590061,37.506147540983605,2020-02-19,2020-03-23,-0.25383188323645245
SMALL663,20,0.18520448710053486,2.2256366685208304,818,0.18242031995166164,-0.35814054180328136,0.07874421355849681,18.80597014925373,2020-01-22,2020-03-18,-0.35814054180328136
SMALL663,40,0.19444607497564756,2.3142836488309135,818,0.16570411231720192,-0.3611659367125418,0.07291516247875007,37.61194029850746,2020-01-21,2020-03-18,-0.3611659367125418
