panel,year,n_days,book_Sharpe,book_MaxDD,book_CAGR,spy_Sharpe,m4b_H1,m4b_H2,m4b_DD,m4b_CAGR,m4b_OOS,pass_4b,fail_4b,pass_4a
U56,2009,4203,1.1089376988890878,-0.19127562163086187,0.15200158580324197,0.8640961994297851,0.20903549981687186,0.2680289692495571,0.011028113573180898,0.052597859627936464,0.31183755714698236,True,-,False
U56,2010,4196,1.1773006905922279,-0.19127562163086176,0.16048316419614705,0.8851034007052331,0.33356576581872666,0.26933723499805173,0.011028113573181064,0.05459703186786624,0.31183755714698236,True,-,False
U56,2011,4196,1.2515875570801298,-0.19127562163086165,0.17149017677927336,0.9417839943276224,0.36830745636047757,0.26933723499805173,0.011028113573181259,0.05970311638187105,0.31183755714698236,True,-,False
U56,2012,4198,1.1395067998891626,-0.19127562163086187,0.15806749273326326,0.8715958730344955,0.27082509342124617,0.27079244723694407,0.011028113573181036,0.05262652310062406,0.31183755714698236,True,-,False
U56,2013,4196,1.0946784843708628,-0.19127562163086187,0.15084041975681917,0.8255148353046387,0.2740308646581263,0.26933723499805173,0.011028113573180759,0.051687869526409164,0.31183755714698236,True,-,False
U56,2014,4196,1.16791353900344,-0.19127562163086187,0.1613721558660497,0.8769428363947921,0.3276433163983625,0.26933723499805173,0.011028113573180953,0.05481122195460647,0.31183755714698236,True,-,False
U56,2015,4196,1.1512326541676565,-0.19127562163086187,0.15803044270537336,0.9227162363099948,0.1911690003704054,0.26933723499805173,0.011028113573180759,0.04592618407028588,0.31183755714698236,True,-,False
U56,2016,4196,1.1595751430519343,-0.19127562163086176,0.16086175813935966,0.8841503537649716,0.2903813828123949,0.26933723499805173,0.011028113573180925,0.053670684828902276,0.31183755714698236,True,-,False
U56,2017,4197,1.1153965537810615,-0.19127562163086198,0.15467439576499298,0.8484874759091158,0.2688086504603012,0.27079244723694407,0.011028113573180842,0.05152920315926386,0.3139873410531231,True,-,False
U56,2018,4197,1.2191599156997477,-0.1912756216308622,0.1659998550491264,0.9462379247774229,0.22712854314764763,0.3158862123413777,0.011028113573180426,0.05104076661970228,0.319237795124261,True,-,False
U56,2019,4196,1.1250432282530995,-0.19127562163086198,0.15612076307884637,0.8302816458099265,0.22712854314764763,0.3647561527601626,0.011028113573180703,0.05657331317209319,0.36599940728815716,True,-,False
U56,2020,4195,1.1642756955174858,-0.19104399631639746,0.15277098262248723,0.9364150110565442,0.22266196057384746,0.23312363924538737,-0.044065610981131514,0.048215616767492156,0.22987565881808525,False,DD,False
U56,2021,4196,1.1335225174421295,-0.19127562163086165,0.15532691369274443,0.8374379473795693,0.22712854314764763,0.3643699846855193,0.011028113573180842,0.054857120937651035,0.36654926417733713,True,-,False
U56,2022,4197,1.263361094175065,-0.19127562163086165,0.17342607056107529,1.0228009755015428,0.22712854314764763,0.2492273393176292,0.011028113573180842,0.05090505988421311,0.25150465573623504,True,-,False
U56,2023,4198,1.122789133379627,-0.19127562163086165,0.15404068451659514,0.8439948781861253,0.22703629872592712,0.33310277816223566,0.011028113573180842,0.05265898467400583,0.33551395789297844,True,-,False
U56,2024,4196,1.0874412085768814,-0.19127562163086165,0.14747517934987764,0.8469024631938199,0.22712854314764763,0.2604554537744572,0.011028113573180842,0.04554729759415062,0.26573351163299896,True,-,False
U56,2025,4198,1.1472722400391644,-0.19127562163086165,0.15491310141366021,0.8809287808211788,0.22703629872592712,0.30825093163832507,0.011028113573180842,0.0501870923984022,0.31116444979025615,True,-,False
U56,2026,4269,1.1454316693924675,-0.19127562163086165,0.15696745083667718,0.8727289538952462,0.21562676590857122,0.32871988845450273,0.011028113573180842,0.051865049621171166,0.32146877410501395,True,-,False
B136,2009,4203,1.0253789797173316,-0.2074018763117903,0.15488542375792136,0.8641135805985926,0.30355251300923525,0.031266254710443864,-0.00510615646743226,0.05548285017440596,0.1441026207689019,False,DD,False
B136,2010,4196,1.078439551440777,-0.2074018763117904,0.16181033336480444,0.8851204599620114,0.39694145753652044,0.034014634577334446,-0.005106156467432149,0.055920950946146825,0.1441026207689019,False,DD,False
B136,2011,4196,1.1375968348735885,-0.20740187631179052,0.1709243995362919,0.9418089282266305,0.40191969721650644,0.034014634577334446,-0.005106156467432399,0.05913353565488129,0.1441026207689019,False,DD,False
B136,2012,4198,1.0287222932115334,-0.2074018763117902,0.15676759146221952,0.8716216089910905,0.3038939495442786,0.03278227846419424,-0.005106156467432205,0.05132423571856942,0.1441026207689019,False,DD,False
B136,2013,4196,0.9746388150499109,-0.20740187631179052,0.14649978435911515,0.8255234836494451,0.28733520366009724,0.034014634577334446,-0.005106156467432482,0.04734613817559824,0.1441026207689019,False,DD,False
B136,2014,4196,1.0540524186273208,-0.2074018763117902,0.1593070789363169,0.8769537353163374,0.35635825020515743,0.034014634577334446,-0.005106156467432149,0.05274518667219863,0.1441026207689019,False,DD,False
B136,2015,4196,1.0970484150120376,-0.20740187631179074,0.16673702644734556,0.9227401021665418,0.34983690240322596,0.034014634577334446,-0.005106156467432621,0.05462902085368439,0.1441026207689019,False,DD,False
B136,2016,4196,1.0996459335789002,-0.2074018763117903,0.1688109755348164,0.8841655748394206,0.43191479910279684,0.034014634577334446,-0.00510615646743226,0.061620082893932684,0.1441026207689019,False,DD,False
B136,2017,4197,0.998617663835211,-0.2074018763117904,0.15113481424744646,0.8485067305589078,0.29152084310174053,0.03278227846419424,-0.005106156467432232,0.047986904961915294,0.08894667717739613,False,DD,False
B136,2018,4197,1.1229911066655902,-0.2074018763117902,0.1685129100580558,0.9462682514948144,0.2897270531719637,0.08375855712074787,-0.005106156467431927,0.053550394984645325,0.12657331110666625,False,DD,False
B136,2019,4196,1.0241362318728493,-0.20740187631179052,0.15555233520555856,0.8302921941716391,0.2897270531719637,0.1292424011749994,-0.005106156467432538,0.056003233690897505,0.16901327208560846,False,DD,False
B136,2020,4195,1.1178528635073652,-0.18559976256405208,0.16718141683693077,0.936427157209299,0.28701037240236293,0.09441714890418773,-0.03861985199874454,0.06262373529819967,0.12761560083973955,False,DD,False
B136,2021,4196,1.0792813093150266,-0.2074018763117902,0.1630011086415788,0.837452980320755,0.2897270531719637,0.21173669045102972,-0.005106156467432066,0.06252975491718463,0.25098323891873153,False,DD,False
B136,2022,4197,1.1378265297264407,-0.2074018763117902,0.17229319598196025,1.022829060240137,0.2897270531719637,-0.035808471891580096,-0.005106156467432066,0.04976942417340789,0.006592272170682811,False,"H2,DD",False
B136,2023,4198,1.054714564611233,-0.2074018763117902,0.16067218449372356,0.8440118883582396,0.2913957384558462,0.15766219201013099,-0.005106156467432066,0.059288672563511946,0.1977725537540903,False,DD,False
B136,2024,4196,1.023051887558532,-0.2074018763117902,0.1518171406350981,0.8469164831468016,0.2897270531719637,0.08631133531851731,-0.005106156467432066,0.04988766112218712,0.13027079142131015,False,DD,False
B136,2025,4198,1.0832587797087396,-0.2074018763117902,0.16221510075832923,0.8809510262648699,0.2913957384558462,0.1357502290188788,-0.005106156467432066,0.057486906861054426,0.17765611807074433,False,DD,False
B136,2026,4269,1.0468507330688257,-0.2074018763117902,0.15320803818186723,0.8727493943850243,0.2871340505906198,0.07678826965193919,-0.005106156467432066,0.04810320245340052,0.12367775060776742,False,DD,False
SMALL665,2011,3699,0.5328589616219774,-0.365105167152755,0.08085296743055048,0.9308033593601068,-0.33032607777522716,-0.47666263064460196,-0.16280143194871208,-0.024374592406331747,-0.43399321678916264,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2012,3693,0.46859103916899664,-0.36510516715275565,0.07105380748049628,0.8390043515196385,-0.24303621341149617,-0.4812708756838472,-0.16280143194871274,-0.026056250146479942,-0.43399321678916264,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2013,3691,0.42466069237534604,-0.365105167152756,0.0624248882491627,0.7845762143125553,-0.21213858919989603,-0.48244610348847194,-0.16280143194871335,-0.027609651315173678,-0.43399321678916264,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2014,3691,0.49858594640410736,-0.3651051671527549,0.07633562470609578,0.8452976524061443,-0.18187291560929053,-0.48244610348847194,-0.16280143194871205,-0.02203008284176848,-0.43399321678916264,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2015,3691,0.5427638272381873,-0.365105167152755,0.08510698456398558,0.8995061836086895,-0.2164526843310467,-0.48244610348847194,-0.16280143194871236,-0.019499378144712587,-0.43399321678916264,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2016,3691,0.5411717635775739,-0.3651051671527561,0.08536544730492102,0.85382486446207,-0.11335717770154141,-0.48244610348847194,-0.1628014319487134,-0.013709374089317994,-0.43399321678916264,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2017,3692,0.44967049511351925,-0.36510516715275465,0.0676570251843509,0.8117575417606776,-0.22024501103325167,-0.48244610348847194,-0.16280143194871183,-0.02686849422921106,-0.46776943242220187,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2018,3692,0.5749006480292203,-0.34472692442660346,0.09132867440276615,0.9274720817280329,-0.21364189958777646,-0.48244610348847194,-0.14242318922256084,-0.016495846882202972,-0.44952037308623505,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2019,3691,0.4757455538434324,-0.34472692442660424,0.07267112281220078,0.7901714736782822,-0.16957775435317424,-0.43989835700030294,-0.14242318922256156,-0.017807239215769446,-0.39178073301268374,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2020,3690,0.48552846708795416,-0.25961409840130245,0.07039173408719135,0.9189554520399599,-0.16957775435317424,-0.6613232186736222,-0.11263571306603651,-0.025715278408361783,-0.5925288193200597,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2021,3691,0.46293001840038234,-0.3651051671527553,0.06822640088475929,0.7986178421502333,-0.16957775435317424,-0.4930858025048244,-0.16280143194871255,-0.023288686743810627,-0.43213699022639823,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2022,3692,0.5914690104492544,-0.3651051671527553,0.09316675910466032,1.0197085724691597,-0.1604039356899275,-0.648191383372138,-0.16280143194871255,-0.023184158003181396,-0.5721921773227606,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2023,3693,0.5169565256057878,-0.3651051671527553,0.08031566793083789,0.806386003114759,-0.1604039356899275,-0.4037960859244694,-0.16280143194871255,-0.01222933778175811,-0.3524581436011819,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2024,3691,0.4865792781839771,-0.3651051671527553,0.07364539468037723,0.8098090818583173,-0.16957775435317424,-0.4630023463405891,-0.16280143194871255,-0.019508937709101865,-0.4086032641682995,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2025,3693,0.5527910798734429,-0.3651051671527553,0.08572550233632947,0.8501577046301656,-0.1604039356899275,-0.41857726953169483,-0.16280143194871255,-0.010580282357846083,-0.36473632414752555,False,"H1,H2,DD,CAGR,OOS",False
SMALL665,2026,3764,0.5445085871892564,-0.3651051671527553,0.08497078304604799,0.8409751509731869,-0.15553705297396536,-0.4218170199003661,-0.16280143194871255,-0.01191553487173222,-0.36152305466933854,False,"H1,H2,DD,CAGR,OOS",False
