panel,book,gross,cadence,cost_bps,n_phase,n_pass,n_pass_IS,n_pass4a,share,share_IS,share4a,canon_pass4b,canon_pass4a,canon_OOS_Sharpe,canon_OOS_CAGR,canon_OOS_MaxDD,null_base,null_n,null_share_med,null_share_mean,null_share_draws
B136,BAND03,CORE,M,0.0,21,0,0,0,0.0,0.0,0.0,False,False,1.10371878658207,0.08405830963753114,-0.1566585571890885,0.0,100,0.0,0.0,10
B136,BAND03,CORE,M,5.0,21,0,0,0,0.0,0.0,0.0,False,False,1.0941788995193722,0.08327072328466012,-0.15676758438095906,0.0,100,0.0,0.0,10
B136,BAND03,CORE,M,10.0,21,0,0,0,0.0,0.0,0.0,False,False,1.0846284403747068,0.08248365266580482,-0.15687661157282995,0.0,100,0.0,0.0,10
B136,BAND03,CORE,M,25.0,21,0,0,0,0.0,0.0,0.0,False,False,1.0559161104376436,0.08012553219293839,-0.15720369314844151,0.0,100,0.0,0.0,10
B136,BAND03,CORE,M,50.0,21,0,0,0,0.0,0.0,0.0,False,False,1.007874056038997,0.07620561791827996,-0.15774882910779509,0.0,100,0.0,0.0,10
B136,BAND03,CORE,Q,0.0,63,0,0,0,0.0,0.0,0.0,False,False,0.898349888504686,0.07739849609366134,-0.21842850303993333,0.0,100,0.0,0.0,10
B136,BAND03,CORE,Q,5.0,63,0,0,0,0.0,0.0,0.0,False,False,0.8929821961103135,0.07689468751262485,-0.21842850303993333,0.0,100,0.0,0.0,10
B136,BAND03,CORE,Q,10.0,63,0,0,0,0.0,0.0,0.0,False,False,0.8876072207717232,0.07639104563374732,-0.21842850303993344,0.0,100,0.0,0.0,10
B136,BAND03,CORE,Q,25.0,63,0,0,0,0.0,0.0,0.0,False,False,0.8714399430675733,0.07488111985619827,-0.21842850303993344,0.0,100,0.0,0.0,10
B136,BAND03,CORE,Q,50.0,63,0,0,0,0.0,0.0,0.0,False,False,0.8443614573615636,0.07236790763450451,-0.21842850303993355,0.0,100,0.0,0.0,10
B136,BAND03,EXT,M,0.0,21,6,19,0,0.2857142857142857,0.9047619047619048,0.0,False,False,1.1042267718139305,0.11250561294754502,-0.20473775503796432,0.0,100,0.047619047619047616,0.05714285714285714,10
B136,BAND03,EXT,M,5.0,21,6,18,0,0.2857142857142857,0.8571428571428571,0.0,False,False,1.094737414058272,0.11143158833459377,-0.20487569783486603,0.0,100,0.047619047619047616,0.05714285714285714,10
B136,BAND03,EXT,M,10.0,21,6,18,0,0.2857142857142857,0.8571428571428571,0.0,False,False,1.0852375684141238,0.1103584979956771,-0.20501364063176808,0.0,100,0.047619047619047616,0.05714285714285714,10
B136,BAND03,EXT,M,25.0,21,3,15,0,0.14285714285714285,0.7142857142857143,0.0,False,False,1.0566775530593393,0.10714482535714875,-0.20542746902247366,0.0,100,0.047619047619047616,0.05714285714285714,10
B136,BAND03,EXT,M,50.0,21,0,9,0,0.0,0.42857142857142855,0.0,False,False,1.0088907481287506,0.10180732203282061,-0.20611718300698245,0.0,100,0.047619047619047616,0.05714285714285714,10
B136,BAND03,EXT,Q,0.0,63,7,32,0,0.1111111111111111,0.5079365079365079,0.0,False,False,0.889912498993345,0.10282756728306564,-0.28731908444190524,0.0,100,0.015873015873015872,0.012698412698412698,10
B136,BAND03,EXT,Q,5.0,63,7,32,0,0.1111111111111111,0.5079365079365079,0.0,False,False,0.8846253207182596,0.10214156969964039,-0.28731908444190524,0.0,100,0.015873015873015872,0.012698412698412698,10
B136,BAND03,EXT,Q,10.0,63,7,31,0,0.1111111111111111,0.49206349206349204,0.0,False,False,0.879331066233979,0.10145587255278521,-0.2873190844419049,0.0,100,0.015873015873015872,0.012698412698412698,10
B136,BAND03,EXT,Q,25.0,63,7,27,0,0.1111111111111111,0.42857142857142855,0.0,False,False,0.8634071472974431,0.09940058288650389,-0.287319084441905,0.0,100,0.015873015873015872,0.012698412698412698,10
B136,BAND03,EXT,Q,50.0,63,7,18,0,0.1111111111111111,0.2857142857142857,0.0,False,False,0.8367379782114275,0.09598110095443069,-0.2873190844419049,0.0,100,0.015873015873015872,0.012698412698412698,10
B136,EWELIG,CORE,M,0.0,21,3,21,0,0.14285714285714285,1.0,0.0,False,False,1.1093199851689155,0.12464507570563521,-0.21592645012457912,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,M,5.0,21,3,20,0,0.14285714285714285,0.9523809523809523,0.0,False,False,1.0919023061290747,0.1224385107642656,-0.2162743412673338,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,M,10.0,21,3,18,0,0.14285714285714285,0.8571428571428571,0.0,False,False,1.07443541370375,0.12023571188334992,-0.21662223241008782,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,M,25.0,21,3,10,0,0.14285714285714285,0.47619047619047616,0.0,False,False,1.0217597054407814,0.11364985574466457,-0.2176659058383511,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,M,50.0,21,0,0,0,0.0,0.0,0.0,False,False,0.9331740608121504,0.10274822978005616,-0.2194053615521233,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,Q,0.0,63,3,56,0,0.047619047619047616,0.8888888888888888,0.0,False,False,0.9875116934105181,0.11200961056880021,-0.24436024823827207,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,Q,5.0,63,3,55,0,0.047619047619047616,0.873015873015873,0.0,False,False,0.97850602616182,0.11085268070982979,-0.24436024823827207,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,Q,10.0,63,3,50,0,0.047619047619047616,0.7936507936507936,0.0,False,False,0.9694689654665202,0.10969651952700232,-0.24436024823827207,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,Q,25.0,63,2,42,0,0.031746031746031744,0.6666666666666666,0.0,False,False,0.9421773801367892,0.10623264484888906,-0.2443602482382723,0.0,100,0.0,0.0,10
B136,EWELIG,CORE,Q,50.0,63,1,28,0,0.015873015873015872,0.4444444444444444,0.0,False,False,0.8961390181518989,0.10047486417274443,-0.2443602482382723,0.0,100,0.0,0.0,10
B136,EWELIG,EXT,M,0.0,21,0,0,0,0.0,0.0,0.0,False,False,1.1078235788935853,0.16699347207658866,-0.28106063201788367,0.0,100,0.0,0.0,10
B136,EWELIG,EXT,M,5.0,21,0,0,0,0.0,0.0,0.0,False,False,1.0906725847685195,0.1639724764096906,-0.28148322441521534,0.0,100,0.0,0.0,10
B136,EWELIG,EXT,M,10.0,21,0,0,0,0.0,0.0,0.0,False,False,1.0734736943867427,0.16095827926757345,-0.2819058168125478,0.0,100,0.0,0.0,10
