gate,value,bar,passed
G1_identity,1.3877787807814457e-17,1e-12,True
G2_comparands_pinned,4.943679771146625e-05,0.0005,True
G2_tape_drift_unpinned,0.002554393108110675,,True
G3_graph_pinned,1.0,0.0,False
G3_graph_monotone,0.0,0.0,True
G4_verifier,1.1102230246251565e-16,1e-09,True
G5_monotone,0.0,0.0,True
G6_calibration_TRUE,1.0,0.95,True
G6_calibration_FALSE_floor,0.4603448275862069,,True
