panel,T_trade,cost,family,chooser,ladder,target,rung,cell,turn_py,refresh_py,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,bind,keep4b_full,keep4b_oos,keep4b,keep4a
B136,W,10,CAL,C_ISDD,short,0.08,W,R=W,3.6299945183953914,55.35161870503597,0.10238881813349998,1.1671947371850586,-0.10857052373008103,1.2665404153908728,1.0717603858546292,0.1096813412205333,1.2444707398266623,-0.10857052373008103,L5_CAGR,False,True,False,True
B136,W,10,CAL,C_ISLEGS,full,0.1,M,R=M,2.7108640125898167,12.74730215827338,0.1320081736586458,1.195905904131179,-0.20268617135667277,1.352332469726482,1.0478365364796784,0.13052091034103186,1.1883824024585299,-0.20268617135667255,L4_DD,False,False,False,False
B136,W,10,CAL,C_ISLEGS,short,0.1,M,R=M,2.7108640125898167,12.74730215827338,0.1320081736586458,1.195905904131179,-0.20268617135667277,1.352332469726482,1.0478365364796784,0.13052091034103186,1.1883824024585299,-0.20268617135667255,L4_DD,False,False,False,False
B136,W,10,FIXH,C_ISSHARPE,full,0.16,0.25,h=0.25,1.185936557214531,1.5863309352517985,0.14511984615038376,1.2147528870932043,-0.17932117809093662,1.3527003890556943,1.0859084555687626,0.14080346271577637,1.1887901361731255,-0.17932117809093662,none,True,True,True,False
B136,W,10,FIXH,C_ISSHARPE,short,0.2,0.03,h=0.03,1.9508525777933026,16.429856115107913,0.1715295837929638,1.2078071445722693,-0.19446319607121765,1.3206624315252313,1.0989804721599576,0.16717278089003296,1.20049517012633,-0.19446319607121731,none,True,True,True,False
B136,W,10,FIXH,C_ISCALMAR,full,0.16,0.25,h=0.25,1.185936557214531,1.5863309352517985,0.14511984615038376,1.2147528870932043,-0.17932117809093662,1.3527003890556943,1.0859084555687626,0.14080346271577637,1.1887901361731255,-0.17932117809093662,none,True,True,True,False
B136,W,10,FIXH,C_ISCALMAR,short,0.2,0.03,h=0.03,1.9508525777933026,16.429856115107913,0.1715295837929638,1.2078071445722693,-0.19446319607121765,1.3206624315252313,1.0989804721599576,0.16717278089003296,1.20049517012633,-0.19446319607121731,none,True,True,True,False
B136,W,10,FIXH,C_ISDD,full,0.08,0.12,h=0.12,3.4560084036496574,17.56294964028777,0.10477096365105809,1.1927442691293413,-0.1013087547091378,1.2797271061599396,1.1105548679499042,0.11388391168360434,1.281787112977263,-0.10130875470913758,L5_CAGR,False,True,False,True
B136,W,10,FIXH,C_ISDD,short,0.08,0.02,h=0.02,5.142980787854931,86.39838129496403,0.10042118522439725,1.1685816562848272,-0.09838535195404252,1.258646307050531,1.0808903646482162,0.1081658327796251,1.2571579466824407,-0.09838535195404352,L5_CAGR,False,True,False,True
B136,W,10,FIXH,C_ISLEGS,full,0.16,0.25,h=0.25,1.185936557214531,1.5863309352517985,0.14511984615038376,1.2147528870932043,-0.17932117809093662,1.3527003890556943,1.0859084555687626,0.14080346271577637,1.1887901361731255,-0.17932117809093662,none,True,True,True,False
B136,W,10,FIXH,C_ISLEGS,short,0.1,0.05,h=0.05,3.630694672723793,34.6160071942446,0.12405355086834269,1.218568848531652,-0.11735441973988014,1.2914451925828259,1.1475553906600686,0.13128395157986006,1.2975462474559467,-0.1164527528296021,none,True,True,True,True
B136,W,10,ASYMH,C_ISSHARPE,full,0.16,0.2,hup=0.2,1.7050394159458395,7.421762589928057,0.15293436962054474,1.246786891252769,-0.17754362776585508,1.3752789546461757,1.122581365711689,0.15016650847260093,1.2443465619696743,-0.1775436277658553,none,True,True,True,False
B136,W,10,ASYMH,C_ISSHARPE,short,0.2,0.05,hup=0.05,1.9309612275674166,18.072841726618705,0.17016922670697898,1.2076573168112679,-0.19364535035553077,1.3178741409391315,1.1020163984207632,0.16630027972184558,1.2010174905065918,-0.19364535035553077,none,True,True,True,False
B136,W,10,ASYMH,C_ISCALMAR,full,0.2,0.2,hup=0.2,1.4639202010994203,4.419064748201438,0.1610017902507459,1.2214714777599074,-0.18869903672078314,1.3319782567026337,1.1258422961432628,0.16390271978295656,1.2230237237329502,-0.18869903672078303,none,True,True,True,False
B136,W,10,ASYMH,C_ISCALMAR,short,0.2,0.05,hup=0.05,1.9309612275674166,18.072841726618705,0.17016922670697898,1.2076573168112679,-0.19364535035553077,1.3178741409391315,1.1020163984207632,0.16630027972184558,1.2010174905065918,-0.19364535035553077,none,True,True,True,False
B136,W,10,ASYMH,C_ISDD,full,0.08,0.2,hup=0.2,3.094954425507034,19.37589928057554,0.09769695350893737,1.2064135908513571,-0.09958322773723394,1.3153922825745952,1.1030078161521373,0.10526228083534184,1.28507405468279,-0.09958322773723349,L5_CAGR,False,False,False,True
B136,W,10,ASYMH,C_ISDD,short,0.08,0.02,hup=0.02,5.336821614277036,116.87859712230215,0.09921078865778665,1.1601011719216292,-0.09816899934408052,1.2451499517043083,1.0772763168689323,0.10747167621753895,1.25451969910921,-0.09816899934407985,L5_CAGR,False,True,False,True
B136,W,10,ASYMH,C_ISLEGS,full,0.12,0.25,hup=0.25,2.1037112234371502,9.857913669064747,0.12878846133869293,1.228672042099972,-0.13385096352338288,1.2965813867330724,1.165235044641103,0.13352720781940564,1.276175829054773,-0.13385096352338255,none,True,True,True,False
B136,W,10,ASYMH,C_ISLEGS,short,0.1,0.03,hup=0.03,4.234357228130971,77.1070143884892,0.12178480718692342,1.2066284493942083,-0.11581657429755543,1.2860163063226546,1.1291274685558645,0.12830820648783536,1.28036522362165,-0.11581657429755654,none,True,True,True,True
B136,W,10,SDMULT,C_ISSHARPE,full,0.2,2.0,k=2,1.6169869282044855,68.3821942446043,0.17175606847633906,1.1960668143967608,-0.24215477743210678,1.339907520900252,1.0620812789283418,0.16525782360675412,1.1620968111915142,-0.24215477743210634,L4_DD,False,False,False,False
B136,W,10,SDMULT,C_ISSHARPE,short,0.2,2.0,k=2,1.6169869282044855,68.3821942446043,0.17175606847633906,1.1960668143967608,-0.24215477743210678,1.339907520900252,1.0620812789283418,0.16525782360675412,1.1620968111915142,-0.24215477743210634,L4_DD,False,False,False,False
B136,W,10,SDMULT,C_ISCALMAR,full,0.12,2.0,k=2,2.63162653701352,43.73741007194244,0.13916933606500104,1.1650569606302839,-0.21766625067937218,1.360541072951267,0.9889069914057166,0.13427869612301246,1.1170005041867905,-0.2176662506793723,L4_DD,False,False,False,False
B136,W,10,SDMULT,C_ISCALMAR,short,0.12,2.0,k=2,2.63162653701352,43.73741007194244,0.13916933606500104,1.1650569606302839,-0.21766625067937218,1.360541072951267,0.9889069914057166,0.13427869612301246,1.1170005041867905,-0.2176662506793723,L4_DD,False,False,False,False
B136,W,10,SDMULT,C_ISDD,full,0.08,2.0,k=2,3.44502579168113,24.361510791366904,0.10148352165578545,1.1189466605878746,-0.14672025934317046,1.282857825990313,0.966788433384229,0.10426902816490435,1.1365388213157877,-0.14672025934317057,L5_CAGR,False,False,False,False
B136,W,10,SDMULT,C_ISDD,short,0.08,2.0,k=2,3.44502579168113,24.361510791366904,0.10148352165578545,1.1189466605878746,-0.14672025934317046,1.282857825990313,0.966788433384229,0.10426902816490435,1.1365388213157877,-0.14672025934317057,L5_CAGR,False,False,False,False
B136,W,10,SDMULT,C_ISLEGS,full,0.12,2.0,k=2,2.63162653701352,43.73741007194244,0.13916933606500104,1.1650569606302839,-0.21766625067937218,1.360541072951267,0.9889069914057166,0.13427869612301246,1.1170005041867905,-0.2176662506793723,L4_DD,False,False,False,False
B136,W,10,SDMULT,C_ISLEGS,short,0.12,2.0,k=2,2.63162653701352,43.73741007194244,0.13916933606500104,1.1650569606302839,-0.21766625067937218,1.360541072951267,0.9889069914057166,0.13427869612301246,1.1170005041867905,-0.2176662506793723,L4_DD,False,False,False,False
B136,W,10,FRACG,C_ISSHARPE,full,0.16,0.15,f=0.15,1.852698419773932,7.591726618705035,0.16131321907332796,1.2528061595943558,-0.17896782744256878,1.3829894750890412,1.1274019632753391,0.1571561217267694,1.241638865853647,-0.17896782744256878,none,True,True,True,False
B136,W,10,FRACG,C_ISSHARPE,short,0.16,0.15,f=0.15,1.852698419773932,7.591726618705035,0.16131321907332796,1.2528061595943558,-0.17896782744256878,1.3829894750890412,1.1274019632753391,0.1571561217267694,1.241638865853647,-0.17896782744256878,none,True,True,True,False
B136,W,10,FRACG,C_ISCALMAR,full,0.2,0.3,f=0.3,1.1500949870390802,1.6429856115107913,0.1508770752068691,1.208396849337543,-0.18566924094523773,1.2974209927156626,1.1145247961327978,0.1391011664718862,1.1990516395501338,-0.18566924094523707,none,True,True,True,False
B136,W,10,FRACG,C_ISCALMAR,short,0.16,0.15,f=0.15,1.852698419773932,7.591726618705035,0.16131321907332796,1.2528061595943558,-0.17896782744256878,1.3829894750890412,1.1274019632753391,0.1571561217267694,1.241638865853647,-0.17896782744256878,none,True,True,True,False
B136,W,10,FRACG,C_ISDD,full,0.08,0.5,f=0.5,1.509763701316888,3.3426258992805753,0.09126769455540718,1.1687313598784979,-0.11396855783113213,1.2173265585275757,1.12868637264134,0.09688767829763067,1.2166103600282945,-0.11396855783113158,L5_CAGR,False,False,False,False
B136,W,10,FRACG,C_ISDD,short,0.08,0.1,f=0.1,3.896078409788958,35.069244604316545,0.10119470757271865,1.1793427959333196,-0.09897770388485583,1.271948536622966,1.0898830915450883,0.10861566791897781,1.2632578080949666,-0.09897770388485494,L5_CAGR,False,True,False,True
B136,W,10,FRACG,C_ISLEGS,full,0.16,0.5,f=0.5,0.9966114806181227,1.0764388489208632,0.12480077447206006,1.1894797580895204,-0.15630023654784786,1.290344522072049,1.095937210683845,0.11999141553981585,1.157939282205692,-0.15630023654784886,none,True,True,True,False
B136,W,10,FRACG,C_ISLEGS,short,0.1,0.15,f=0.15,2.803940453500612,16.71312949640288,0.12043021924728126,1.2024289864102884,-0.1284504713516319,1.2860546140192153,1.1209780823549842,0.12500323737476382,1.2611027115761768,-0.12845047135163123,none,True,True,True,False
B136,W,10,ASYMG,C_ISSHARPE,full,0.16,0.3,f=0.3,1.3941730571545174,5.438848920863309,0.1383628582903842,1.227896873595903,-0.14943795092965317,1.3698099078769777,1.0931313265969262,0.1317057175138341,1.1889420609403192,-0.1494379509296534,none,True,True,True,False
B136,W,10,ASYMG,C_ISSHARPE,short,0.16,0.15,f=0.15,1.9728339680488167,14.446942446043165,0.15580705911879145,1.244235895940272,-0.16591489804497617,1.3541272862452198,1.1354809426533468,0.153158486498435,1.2549272998045868,-0.16591489804497606,none,True,True,True,False
B136,W,10,ASYMG,C_ISCALMAR,full,0.2,0.5,f=0.5,1.0833379576402153,1.8696043165467624,0.13812934158278356,1.209171498053091,-0.16808655260329453,1.30781809156609,1.1050065129550084,0.12568274445577132,1.1864403963763432,-0.1680865526032942,none,True,True,True,False
B136,W,10,ASYMG,C_ISCALMAR,short,0.2,0.15,f=0.15,1.6286356306967602,8.384892086330934,0.16637974736846517,1.2178624897147527,-0.18324122781426855,1.3247958656706984,1.1151801398442087,0.16214296803010808,1.209624152140489,-0.18324122781426888,none,True,True,True,False
B136,W,10,ASYMG,C_ISDD,full,0.08,0.3,f=0.3,2.739714015715941,20.4523381294964,0.09694822180055618,1.2196155466925904,-0.09351752226172194,1.2793289139215744,1.1618192609329432,0.1021038145420059,1.2956004446689566,-0.09351752226172172,L5_CAGR,False,False,False,True
B136,W,10,ASYMG,C_ISDD,short,0.08,0.15,f=0.15,3.8852129162036393,43.510791366906474,0.09999789775726176,1.1943956263050313,-0.09625790422328373,1.278879867996191,1.112932558843517,0.10851975791255364,1.2899333043474661,-0.09625790422328295,L5_CAGR,False,True,False,True
B136,W,10,ASYMG,C_ISLEGS,full,0.16,0.3,f=0.3,1.3941730571545174,5.438848920863309,0.1383628582903842,1.227896873595903,-0.14943795092965317,1.3698099078769777,1.0931313265969262,0.1317057175138341,1.1889420609403192,-0.1494379509296534,none,True,True,True,False
B136,W,10,ASYMG,C_ISLEGS,short,0.12,0.15,f=0.15,2.6493248110412964,24.588129496402875,0.135961029322347,1.2418268375017647,-0.13574618725733678,1.31775567173077,1.1665716653843023,0.14044924363296873,1.3049083003080637,-0.135746187257338,none,True,True,True,False
B136,W,25,CAL,C_ISSHARPE,full,0.2,M,R=M,1.5585055762616997,12.74730215827338,0.1719021650037409,1.145122143003106,-0.30050554442605804,1.3555133370747718,0.9631817001568764,0.16000021982809276,1.0575896659999244,-0.3005055444260577,L4_DD,False,False,False,False
B136,W,25,CAL,C_ISSHARPE,short,0.2,M,R=M,1.5585055762616997,12.74730215827338,0.1719021650037409,1.145122143003106,-0.30050554442605804,1.3555133370747718,0.9631817001568764,0.16000021982809276,1.0575896659999244,-0.3005055444260577,L4_DD,False,False,False,False
B136,W,25,CAL,C_ISCALMAR,full,0.2,M,R=M,1.5585055762616997,12.74730215827338,0.1719021650037409,1.145122143003106,-0.30050554442605804,1.3555133370747718,0.9631817001568764,0.16000021982809276,1.0575896659999244,-0.3005055444260577,L4_DD,False,False,False,False
B136,W,25,CAL,C_ISCALMAR,short,0.2,M,R=M,1.5585055762616997,12.74730215827338,0.1719021650037409,1.145122143003106,-0.30050554442605804,1.3555133370747718,0.9631817001568764,0.16000021982809276,1.0575896659999244,-0.3005055444260577,L4_DD,False,False,False,False
B136,W,25,CAL,C_ISDD,full,0.08,W,R=W,3.6299945183953914,55.35161870503597,0.09639985876895718,1.1037845322095907,-0.109204205855293,1.2040782621831412,1.0073902617701624,0.10375830528059637,1.182247775838397,-0.10920420585529289,L5_CAGR,False,False,False,True
B136,W,25,CAL,C_ISDD,short,0.08,W,R=W,3.6299945183953914,55.35161870503597,0.09639985876895718,1.1037845322095907,-0.109204205855293,1.2040782621831412,1.0073902617701624,0.10375830528059637,1.182247775838397,-0.10920420585529289,L5_CAGR,False,False,False,True
B136,W,25,CAL,C_ISLEGS,full,0.1,M,R=M,2.7108640125898167,12.74730215827338,0.12741702255035348,1.1585245818850798,-0.20337195867706503,1.3140095847197262,1.0113566153714706,0.12622152484417004,1.153108153299964,-0.20337195867706515,L4_DD,False,False,False,False
B136,W,25,CAL,C_ISLEGS,short,0.1,M,R=M,2.7108640125898167,12.74730215827338,0.12741702255035348,1.1585245818850798,-0.20337195867706503,1.3140095847197262,1.0113566153714706,0.12622152484417004,1.153108153299964,-0.20337195867706515,L4_DD,False,False,False,False
B136,W,25,FIXH,C_ISSHARPE,full,0.16,0.25,h=0.25,1.185936557214531,1.5863309352517985,0.1430824900877159,1.1993459617843039,-0.17985605910556923,1.338626442719549,1.0692598773756703,0.13863723133703454,1.1722091112839261,-0.17985605910556923,none,True,True,True,False
B136,W,25,FIXH,C_ISSHARPE,short,0.2,0.05,h=0.05,1.803956233873584,10.424460431654676,0.16828404677148945,1.1905314677215948,-0.19578369740879498,1.3032722168448818,1.0820644903842376,0.164273888698232,1.1839183520324934,-0.1957836974087952,none,True,True,True,False
B136,W,25,FIXH,C_ISCALMAR,full,0.16,0.25,h=0.25,1.185936557214531,1.5863309352517985,0.1430824900877159,1.1993459617843039,-0.17985605910556923,1.338626442719549,1.0692598773756703,0.13863723133703454,1.1722091112839261,-0.17985605910556923,none,True,True,True,False
B136,W,25,FIXH,C_ISCALMAR,short,0.2,0.03,h=0.03,1.9508525777933026,16.429856115107913,0.16810685518919843,1.1867054075488996,-0.19545009988344775,1.3011141028061783,1.0764004340995577,0.16366966748764722,1.1783288390138806,-0.19545009988344786,none,True,True,True,False
B136,W,25,FIXH,C_ISDD,full,0.08,0.12,h=0.12,3.4560084036496574,17.56294964028777,0.09905867944540603,1.132680935387112,-0.10389212898880917,1.2208186848052716,1.0493825825957623,0.1082348101402133,1.2230498440122561,-0.10389212898880917,L5_CAGR,False,True,False,True
B136,W,25,FIXH,C_ISDD,short,0.08,0.02,h=0.02,5.142980787854931,86.39838129496403,0.09196629585299254,1.0776481757141332,-0.10295715190527643,1.1668432689234725,0.9907858006864155,0.10007999026349568,1.1704580212480722,-0.10295715190527721,L5_CAGR,False,False,False,False
B136,W,25,FIXH,C_ISLEGS,full,0.16,0.25,h=0.25,1.185936557214531,1.5863309352517985,0.1430824900877159,1.1993459617843039,-0.17985605910556923,1.338626442719549,1.0692598773756703,0.13863723133703454,1.1722091112839261,-0.17985605910556923,none,True,True,True,False
B136,W,25,FIXH,C_ISLEGS,short,0.1,0.05,h=0.05,3.630694672723793,34.6160071942446,0.11794863217509599,1.1639067578407705,-0.12110801990236786,1.2367617380301679,1.0929162737919331,0.1254851183002299,1.245272637854886,-0.12110801990236864,none,True,True,True,True
B136,W,25,ASYMH,C_ISSHARPE,full,0.16,0.2,hup=0.2,1.7050394159458395,7.421762589928057,0.14999073685953657,1.225453363504636,-0.1785684281977965,1.3564095219986942,1.0988770034713695,0.1470210651785464,1.2210833990348051,-0.17856842819779595,none,True,True,True,False
B136,W,25,ASYMH,C_ISSHARPE,short,0.2,0.05,hup=0.05,1.9309612275674166,18.072841726618705,0.1667851566780818,1.1866026275077008,-0.19462037553955047,1.2982590102497795,1.0795957192792491,0.16284374198381268,1.179009067656585,-0.19462037553955036,none,True,True,True,False
B136,W,25,ASYMH,C_ISCALMAR,full,0.2,0.2,hup=0.2,1.4639202010994203,4.419064748201438,0.15845450737096534,1.2043360241360896,-0.18958182954570557,1.3166842941730232,1.1070241627487027,0.16108912289863642,1.2044221923821576,-0.18958182954570524,none,True,True,True,False
B136,W,25,ASYMH,C_ISCALMAR,short,0.2,0.05,hup=0.05,1.9309612275674166,18.072841726618705,0.1667851566780818,1.1866026275077008,-0.19462037553955047,1.2982590102497795,1.0795957192792491,0.16284374198381268,1.179009067656585,-0.19462037553955036,none,True,True,True,False
B136,W,25,ASYMH,C_ISDD,full,0.08,0.2,hup=0.2,3.094954425507034,19.37589928057554,0.09261342894155233,1.1481564096808903,-0.10031882024334404,1.2583819390009372,1.0435641855717515,0.10020528072066126,1.227760698132428,-0.10031882024334438,L5_CAGR,False,False,False,True
B136,W,25,ASYMH,C_ISDD,short,0.08,0.05,hup=0.05,4.7461351511132035,70.64838129496403,0.09213685536448013,1.0932283290517941,-0.09943426626047447,1.1726231467159038,1.0161974757401717,0.10118905389284216,1.1959950126928773,-0.09943426626047469,L5_CAGR,False,False,False,False
B136,W,25,ASYMH,C_ISLEGS,full,0.12,0.25,hup=0.25,2.1037112234371502,9.857913669064747,0.1252310251511255,1.1977513133930766,-0.13483510618934647,1.2683413887911772,1.1317981521745866,0.12981795035356836,1.243707837325245,-0.13483510618934658,none,True,True,True,False
B136,W,25,ASYMH,C_ISLEGS,short,0.2,0.05,hup=0.05,1.9309612275674166,18.072841726618705,0.1667851566780818,1.1866026275077008,-0.19462037553955047,1.2982590102497795,1.0795957192792491,0.16284374198381268,1.179009067656585,-0.19462037553955036,none,True,True,True,False
B136,W,25,SDMULT,C_ISSHARPE,full,0.2,2.0,k=2,1.6169869282044855,68.3821942446043,0.16891955064869624,1.1788769268182877,-0.24290196457423519,1.3246316004892535,1.043096329803027,0.16220552202347505,1.1433556831815843,-0.24290196457423519,L4_DD,False,False,False,False
B136,W,25,SDMULT,C_ISSHARPE,short,0.2,2.0,k=2,1.6169869282044855,68.3821942446043,0.16891955064869624,1.1788769268182877,-0.24290196457423519,1.3246316004892535,1.043096329803027,0.16220552202347505,1.1433556831815843,-0.24290196457423519,L4_DD,False,False,False,False
B136,W,25,SDMULT,C_ISCALMAR,full,0.2,2.0,k=2,1.6169869282044855,68.3821942446043,0.16891955064869624,1.1788769268182877,-0.24290196457423519,1.3246316004892535,1.043096329803027,0.16220552202347505,1.1433556831815843,-0.24290196457423519,L4_DD,False,False,False,False
B136,W,25,SDMULT,C_ISCALMAR,short,0.2,2.0,k=2,1.6169869282044855,68.3821942446043,0.16891955064869624,1.1788769268182877,-0.24290196457423519,1.3246316004892535,1.043096329803027,0.16220552202347505,1.1433556831815843,-0.24290196457423519,L4_DD,False,False,False,False
B136,W,25,SDMULT,C_ISDD,full,0.08,2.0,k=2,3.44502579168113,24.361510791366904,0.09580803016968753,1.0615199362494612,-0.14747759982693454,1.2262942497974385,0.9085427079531689,0.09866168793547225,1.0804026041668073,-0.14747759982693442,L5_CAGR,False,False,False,False
B136,W,25,SDMULT,C_ISDD,short,0.08,2.0,k=2,3.44502579168113,24.361510791366904,0.09580803016968753,1.0615199362494612,-0.14747759982693454,1.2262942497974385,0.9085427079531689,0.09866168793547225,1.0804026041668073,-0.14747759982693442,L5_CAGR,False,False,False,False
B136,W,25,SDMULT,C_ISLEGS,full,0.12,2.0,k=2,2.63162653701352,43.73741007194244,0.134677715696627,1.1311474294788442,-0.2180987615429537,1.3262475203340949,0.9552959916366698,0.1299254941083765,1.0843628464423603,-0.21809876154295382,L4_DD,False,False,False,False
B136,W,25,SDMULT,C_ISLEGS,short,0.12,2.0,k=2,2.63162653701352,43.73741007194244,0.134677715696627,1.1311474294788442,-0.2180987615429537,1.3262475203340949,0.9552959916366698,0.1299254941083765,1.0843628464423603,-0.21809876154295382,L4_DD,False,False,False,False
B136,W,25,FRACG,C_ISSHARPE,full,0.16,0.15,f=0.15,1.852698419773932,7.591726618705035,0.15809168689726216,1.2306784391149723,-0.17999108010472809,1.363053715680751,1.1031889890910054,0.15378127039474276,1.2179013988064005,-0.1799910801047283,none,True,True,True,False
B136,W,25,FRACG,C_ISSHARPE,short,0.16,0.15,f=0.15,1.852698419773932,7.591726618705035,0.15809168689726216,1.2306784391149723,-0.17999108010472809,1.363053715680751,1.1031889890910054,0.15378127039474276,1.2179013988064005,-0.1799910801047283,none,True,True,True,False
B136,W,25,FRACG,C_ISCALMAR,full,0.2,0.3,f=0.3,1.1500949870390802,1.6429856115107913,0.1488942117127301,1.1943118769198637,-0.18631201265563324,1.283985075082386,1.0997371498289292,0.1371937007149333,1.184320068554701,-0.18631201265563335,none,True,True,True,False
B136,W,25,FRACG,C_ISCALMAR,short,0.16,0.15,f=0.15,1.852698419773932,7.591726618705035,0.15809168689726216,1.2306784391149723,-0.17999108010472809,1.363053715680751,1.1031889890910054,0.15378127039474276,1.2179013988064005,-0.1799910801047283,none,True,True,True,False
B136,W,25,FRACG,C_ISDD,full,0.08,0.5,f=0.5,1.509763701316888,3.3426258992805753,0.08879752406533359,1.139012139993029,-0.11462704393189149,1.1906534590604168,1.096104914776313,0.09418025973542266,1.1850012852130973,-0.11462704393189171,L5_CAGR,False,False,False,False
B136,W,25,FRACG,C_ISDD,short,0.08,0.1,f=0.1,3.896078409788958,35.069244604316545,0.09477845181082278,1.1101819241670325,-0.10308787782420792,1.2049693531893608,1.0186219031700159,0.10228526140585847,1.1951379227609518,-0.10308787782420636,L5_CAGR,False,False,False,True
B136,W,25,FRACG,C_ISLEGS,full,0.16,0.5,f=0.5,0.9966114806181227,1.0764388489208632,0.12311795808025328,1.1746996798175067,-0.1578572314191926,1.276696319499941,1.0800901053631462,0.11822946983283544,1.1422615059984886,-0.1578572314191914,none,True,True,True,False
B136,W,25,FRACG,C_ISLEGS,short,0.1,0.15,f=0.15,2.803940453500612,16.71312949640288,0.11572623617679856,1.1594290793582471,-0.13241330594566303,1.242125744857276,1.07887210807349,0.12060908366590484,1.2205197511558474,-0.1324133059456628,none,True,True,True,False
B136,W,25,ASYMG,C_ISSHARPE,full,0.16,0.3,f=0.3,1.3941730571545174,5.438848920863309,0.13598291263172668,1.2087332794353924,-0.15020084081814333,1.3529308167222476,1.071812140673523,0.12915558665976534,1.1679643518371832,-0.15020084081814356,none,True,True,True,False
B136,W,25,ASYMG,C_ISSHARPE,short,0.2,0.15,f=0.15,1.6286356306967602,8.384892086330934,0.16353439203387143,1.1995468885711758,-0.18410543896465104,1.3075625366226922,1.0958256603010998,0.1592430803704019,1.1905359557171962,-0.18410543896465092,none,True,True,True,False
B136,W,25,ASYMG,C_ISCALMAR,full,0.2,0.5,f=0.5,1.0833379576402153,1.8696043165467624,0.13628076756460628,1.1945751097031387,-0.1686647436178268,1.2941441895211196,1.089399693485921,0.12386402998483437,1.1709474790278556,-0.16866474361782657,none,True,True,True,False
B136,W,25,ASYMG,C_ISCALMAR,short,0.2,0.15,f=0.15,1.6286356306967602,8.384892086330934,0.16353439203387143,1.1995468885711758,-0.18410543896465104,1.3075625366226922,1.0958256603010998,0.1592430803704019,1.1905359557171962,-0.18410543896465092,none,True,True,True,False
B136,W,25,ASYMG,C_ISDD,full,0.08,0.3,f=0.3,2.739714015715941,20.4523381294964,0.09244993220335629,1.16701479020843,-0.09427385476718164,1.2279525452351494,1.1080101675543148,0.09772345870376276,1.2440567366214437,-0.09427385476718131,L5_CAGR,False,False,False,True
B136,W,25,ASYMG,C_ISDD,short,0.08,0.15,f=0.15,3.8852129162036393,43.510791366906474,0.09360798854316177,1.1238805554752063,-0.1000328878556831,1.2107180109542037,1.0401438932617777,0.10217649214845848,1.2203048363136502,-0.10003288785568387,L5_CAGR,False,False,False,True
B136,W,25,ASYMG,C_ISLEGS,full,0.16,0.3,f=0.3,1.3941730571545174,5.438848920863309,0.13598291263172668,1.2087332794353924,-0.15020084081814333,1.3529308167222476,1.071812140673523,0.12915558665976534,1.1679643518371832,-0.15020084081814356,none,True,True,True,False
B136,W,25,ASYMG,C_ISLEGS,short,0.12,0.15,f=0.15,2.6493248110412964,24.588129496402875,0.1314554802977399,1.2045876212591196,-0.13941001431374433,1.280935171640744,1.1289382819820941,0.1361389447788124,1.2685195954795745,-0.1394100143137451,none,True,True,True,False
B136,W,50,CAL,C_ISSHARPE,full,0.2,M,R=M,1.5585055762616997,12.74730215827338,0.16734062404224037,1.1185291449624821,-0.3010280681000249,1.3307184163825363,0.9349001492576661,0.15513364677260366,1.0295604383060026,-0.3010280681000247,L4_DD,False,False,False,False
B136,W,50,CAL,C_ISSHARPE,short,0.2,M,R=M,1.5585055762616997,12.74730215827338,0.16734062404224037,1.1185291449624821,-0.3010280681000249,1.3307184163825363,0.9349001492576661,0.15513364677260366,1.0295604383060026,-0.3010280681000247,L4_DD,False,False,False,False
B136,W,50,CAL,C_ISCALMAR,full,0.2,M,R=M,1.5585055762616997,12.74730215827338,0.16734062404224037,1.1185291449624821,-0.3010280681000249,1.3307184163825363,0.9349001492576661,0.15513364677260366,1.0295604383060026,-0.3010280681000247,L4_DD,False,False,False,False
B136,W,50,CAL,C_ISCALMAR,short,0.2,M,R=M,1.5585055762616997,12.74730215827338,0.16734062404224037,1.1185291449624821,-0.3010280681000249,1.3307184163825363,0.9349001492576661,0.15513364677260366,1.0295604383060026,-0.3010280681000247,L4_DD,False,False,False,False
B136,W,50,CAL,C_ISDD,full,0.08,W,R=W,3.6299945183953914,55.35161870503597,0.08648757439863886,0.9979508402488761,-0.11077380100543732,1.0998288214197005,0.8999511783275093,0.09395400564137502,1.0783339433310144,-0.11077380100543766,L5_CAGR,False,False,False,False
B136,W,50,CAL,C_ISDD,short,0.08,W,R=W,3.6299945183953914,55.35161870503597,0.08648757439863886,0.9979508402488761,-0.11077380100543732,1.0998288214197005,0.8999511783275093,0.09395400564137502,1.0783339433310144,-0.11077380100543766,L5_CAGR,False,False,False,False
B136,W,50,CAL,C_ISLEGS,full,0.1,M,R=M,2.7108640125898167,12.74730215827338,0.11980320116500454,1.0959604330713135,-0.20451449904863683,1.2497980624815117,0.9503599261627161,0.1190893491828624,1.0940989511289108,-0.20451449904863672,L4_DD,False,False,False,False
B136,W,50,CAL,C_ISLEGS,short,0.1,M,R=M,2.7108640125898167,12.74730215827338,0.11980320116500454,1.0959604330713135,-0.20451449904863683,1.2497980624815117,0.9503599261627161,0.1190893491828624,1.0940989511289108,-0.20451449904863672,L4_DD,False,False,False,False
B136,W,50,FIXH,C_ISSHARPE,full,0.16,0.25,h=0.25,1.185936557214531,1.5863309352517985,0.13969431558478385,1.1736367285214826,-0.18146047104808405,1.3151386196883659,1.0414843855349143,0.1350352512326407,1.1445420388458838,-0.18146047104808405,none,True,True,True,False
