panel,conv,bps,pick_n,IS_Sharpe,IS_ctrl,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,real_gross,overlap,OOS_ctrl_Sharpe,OOS_ctrl_CAGR,OOS_ctrl_MaxDD,OOS_v2_Sharpe,OOS_v2_CAGR,OOS_v2_MaxDD,OOS_SPY_Sharpe,OOS_SPY_CAGR,OOS_SPY_MaxDD,beats_ctrl,beats_v2,beats_spy,fail4a,fail4b
U56,FIXED,0,20,1.082791482810578,1.117067877001183,1.2467431261727437,0.15459899864183568,-0.18220028691098478,0.7168121231366668,0.35345999206143136,1.142875551090284,0.13914970573908225,-0.2251140353933475,1.3096108938377813,0.09730828776460765,-0.12029817082125305,0.8820109845896832,0.15450717694493354,-0.33717289200673795,True,False,True,"H1,H2,DD",
U56,NORM,0,20,1.0729420120144237,1.117067877001183,1.2185888239504739,0.15733762786574812,-0.1822002869109849,0.750284174969652,0.35345999206143136,1.142875551090284,0.13914970573908225,-0.2251140353933475,1.3096108938377813,0.09730828776460765,-0.12029817082125305,0.8820109845896832,0.15450717694493354,-0.33717289200673795,True,False,True,"H1,H2,DD",
U56,FIXED,10,20,0.9928993750331973,1.1099711173381261,1.1679914276771572,0.14360571775847464,-0.1830834120957815,0.7168121231366668,0.35345999206143136,1.1357457661990908,0.13817415675493683,-0.22525890947548444,1.2850846619485738,0.0953481524893458,-0.1205494676867116,0.8820109845896832,0.15450717694493354,-0.33717289200673795,True,False,True,"H1,H2,DD",
U56,NORM,10,20,0.9759423221787984,1.1099711173381261,1.1306969648831253,0.14453582507655938,-0.1830834120957816,0.750284174969652,0.35345999206143136,1.1357457661990908,0.13817415675493683,-0.22525890947548444,1.2850846619485738,0.0953481524893458,-0.1205494676867116,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,False,True,"H1,H2,DD",
U56,FIXED,25,60,0.8782871702934292,1.0993254577204428,1.1791643405966075,0.07189348244519689,-0.10067189239080343,0.46747121849381557,0.6231451321027869,1.125049412500613,0.13671236509806106,-0.22547618177756767,1.2482558034007076,0.09241429872042128,-0.12092635506895344,0.8820109845896832,0.15450717694493354,-0.33717289200673795,True,False,True,"H1,H2",CAGR
U56,NORM,25,60,0.8421485081741257,1.0993254577204428,0.9885997681100179,0.09953119500223595,-0.16113542154882043,0.7502096327378043,0.6908096298134632,1.125049412500613,0.13671236509806106,-0.22547618177756767,1.2482558034007076,0.09241429872042128,-0.12092635506895344,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,False,True,"H1,H2,DD","H1,CAGR"
B136,FIXED,0,10,1.1589860743676346,1.152481658708275,0.8876491398135303,0.14798626175267438,-0.2137161819084622,0.7447530637232809,0.07562209084966573,1.1094375225693065,0.1403681035306461,-0.2535754258368843,1.1481353293632495,0.08210528304142994,-0.12211398589281575,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,"H1,H2,DD","H2,DD"
B136,NORM,0,10,1.1680141419913217,1.152481658708275,0.8877013793890177,0.14882339136905265,-0.21371618190846187,0.7503274178328844,0.07562209084966573,1.1094375225693065,0.1403681035306461,-0.2535754258368843,1.1481353293632495,0.08210528304142994,-0.12211398589281575,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,"H1,H2,DD","H2,DD"
B136,FIXED,10,10,1.048001831978847,1.145853501085796,0.7830912652526076,0.12746264356217973,-0.21444792932259604,0.7447530637232809,0.07562209084966573,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1185082795688428,0.07983337481604358,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,"H1,H2,DD","H2,OOS,DD"
B136,NORM,10,10,1.0558595059015363,1.145853501085796,0.780593339534181,0.12766905137397444,-0.21444792932259604,0.7503274178328844,0.07562209084966573,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.1185082795688428,0.07983337481604358,-0.12240793860208021,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,"H1,H2,DD","H2,OOS,DD"
B136,FIXED,25,90,0.9596025340073705,1.1359109440642106,0.9971113525008068,0.09122291069659894,-0.16002734665706042,0.6692419200789097,0.6114605936622942,1.0913501695849346,0.13778891144087613,-0.2539134786931567,1.0740236940215921,0.07643420182382177,-0.12284879701089013,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,"H1,H2,DD",CAGR
B136,NORM,25,90,0.9186968491353291,1.1359109440642106,0.8953452905172351,0.09468834278911875,-0.1893811889008895,0.7501988884486568,0.6114605936622942,1.0913501695849346,0.13778891144087613,-0.2539134786931567,1.0740236940215921,0.07643420182382177,-0.12284879701089013,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,"H1,H2,DD","H2,CAGR"
SMALL439,FIXED,0,180,0.5677304095267228,0.7852187124975847,0.3318930110334821,0.02932223558023539,-0.21282861816771614,0.5689734222541546,0.4052455767785031,0.6480074134664747,0.10300099765789139,-0.3593178416378956,0.6085605274582128,0.041475395500109036,-0.1430742309936035,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,False,False,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,NORM,0,20,0.5382250903698916,0.7852187124975847,0.5889205753173833,0.09331664899323333,-0.3136917510583279,0.7501423099251968,0.05920133665484436,0.6480074134664747,0.10300099765789139,-0.3593178416378956,0.6085605274582128,0.041475395500109036,-0.1430742309936035,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,False,False,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,FIXED,10,180,0.49810331026212773,0.7741561917276282,0.24772572680341803,0.020429307932746,-0.2222722702895824,0.5689734222541546,0.4052455767785031,0.6373624539751358,0.10094957269647886,-0.36105245110265394,0.5680478275902298,0.038484818375690066,-0.146846604326465,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,False,False,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,NORM,10,180,0.42618792009502104,0.7741561917276282,0.29358477859284754,0.03191587926975137,-0.40021270465090064,0.7500313956844658,0.4052455767785031,0.6373624539751358,0.10094957269647886,-0.36105245110265394,0.5680478275902298,0.038484818375690066,-0.146846604326465,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,False,False,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,FIXED,25,180,0.3936972387051858,0.7575631315224977,0.12144606951497862,0.007230747199453269,-0.23622836184124218,0.5689734222541546,0.4052455767785031,0.6213933279001354,0.09787944032503981,-0.3636456823559556,0.5072384596571063,0.034014705712499316,-0.1524744874895192,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,False,False,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,NORM,25,180,0.2866408503599912,0.7575631315224977,0.139643109565309,0.009743532104412589,-0.4200558604775634,0.7500313956844658,0.4052455767785031,0.6213933279001354,0.09787944032503981,-0.3636456823559556,0.5072384596571063,0.034014705712499316,-0.1524744874895192,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,False,False,"H1,H2,DD","H1,H2,OOS,DD,CAGR"
