grid,dial,q,draw,selector,k,n,ratio,arm,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_S,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,beats_anchor,beats_v2,beats_spy,pass4a,pass4b
fixn,n (the published ladder),0.0,0,IS-SHARPE-MAX,60,20.0,0.3333333333333333,CAND20,1.1753025997597968,0.136220533267013,1.0586906732562364,-0.1939033004694749,0.9198780634596234,1.105195575284289,0.08462988656124804,-0.12758430241184615,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,True
fixn,n (the published ladder),0.0,0,K-MAX,100,15.0,0.15,CAND15,1.090111189453588,0.13981981245191077,0.9317883038807869,-0.21151030479894806,0.9198780634596234,1.1403815423349781,0.08799248238836466,-0.1275622282841793,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,False
fixn,n (the published ladder),0.0,0,K-MIN,40,,0.6888310893512852,EWall,1.0459424734118876,0.11013947808123681,0.9602842479412937,-0.28128740011007103,0.9198780634596234,1.1333013047278404,0.08643706428221631,-0.12838736667362405,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,False
fixn,n (the published ladder),0.0,0,N-MAX,60,30.0,0.5,CAND30,1.1523822219363513,0.12663515992341612,1.097547876532237,-0.18863854737451569,0.9198780634596234,1.105195575284289,0.08462988656124804,-0.12758430241184615,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,True
fixn,n (the published ladder),0.0,0,N-MIN,60,5.0,0.08333333333333333,CAND5,0.9997251585594903,0.12055167450550908,0.7001943899548166,-0.24059432136366254,0.9198780634596234,1.105195575284289,0.08462988656124804,-0.12758430241184615,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False
fixn,n (the published ladder),0.0,0,RANDOM,40,10.0,0.25,CAND10,0.9018269599812977,0.12432663479639805,0.9491819612036063,-0.1762394872660229,0.9198780634596234,1.1333013047278404,0.08643706428221631,-0.12838736667362405,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,False
fixn,n (the published ladder),0.0,1,IS-SHARPE-MAX,60,20.0,0.3333333333333333,CAND20,1.2371190735536621,0.11667897890769985,0.9505787337748843,-0.18247119853903115,0.9035156723792453,1.1303851540497114,0.08704520801527416,-0.1295065698242327,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,True
fixn,n (the published ladder),0.0,1,K-MAX,80,,0.6885250917992656,EWall,1.107938853657786,0.11947805360193087,0.9804655166775494,-0.26290223329843576,0.9035156723792453,1.1238809285366544,0.08569224938073972,-0.1233105813888754,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,False
fixn,n (the published ladder),0.0,1,K-MIN,40,,0.7229498164014687,EWall,1.0512286922027811,0.12759859900959114,1.0903776984353242,-0.18888861284221603,0.9035156723792453,1.0767103982322044,0.08326108328942383,-0.13040959933756913,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,True,False,True
fixn,n (the published ladder),0.0,1,N-MAX,60,30.0,0.5,CAND30,1.1837177252738247,0.11319292529519331,1.029655233284619,-0.1851969503865991,0.9035156723792453,1.1303851540497114,0.08704520801527416,-0.1295065698242327,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,True
fixn,n (the published ladder),0.0,1,N-MIN,60,5.0,0.08333333333333333,CAND5,0.9806558267831896,0.11981945546380168,0.722169324790934,-0.2315625926709295,0.9035156723792453,1.1303851540497114,0.08704520801527416,-0.1295065698242327,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False
fixn,n (the published ladder),0.0,1,RANDOM,80,30.0,0.375,CAND30,1.1025221346062999,0.12360487987875923,1.0200971993748367,-0.19049524381740035,0.9035156723792453,1.1238809285366544,0.08569224938073972,-0.1233105813888754,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,True
fixn,n (the published ladder),0.0,2,IS-SHARPE-MAX,60,20.0,0.3333333333333333,CAND20,1.1516522680822825,0.12997551600377966,1.0062050738381831,-0.20813021217113026,0.9702913212562473,1.1403082579743757,0.09026796002688275,-0.12144483504825132,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,False
fixn,n (the published ladder),0.0,2,K-MAX,80,,0.6889381884944921,EWall,1.1061240769710137,0.12251249166273981,1.010137001631141,-0.2636854343142132,0.9702913212562473,1.1527823490408735,0.09009223997291405,-0.12929246928074567,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,False
fixn,n (the published ladder),0.0,2,K-MIN,40,,0.6809669522643819,EWall,1.115269841138517,0.12140044264723704,0.9782484657555637,-0.30047346887699944,0.9702913212562473,1.1326941354017792,0.08901736105662428,-0.12963013831769266,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,False
fixn,n (the published ladder),0.0,2,N-MAX,60,30.0,0.5,CAND30,1.1164755028755635,0.1238963035076921,1.0652771134740364,-0.18517362726684317,0.9702913212562473,1.1403082579743757,0.09026796002688275,-0.12144483504825132,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,False,True,False,True
fixn,n (the published ladder),0.0,2,N-MIN,80,5.0,0.0625,CAND5,0.9943434743399204,0.1697774013999247,0.8738967207015375,-0.22112603361760896,0.9702913212562473,1.1527823490408735,0.09009223997291405,-0.12929246928074567,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False
fixn,n (the published ladder),0.0,2,RANDOM,80,5.0,0.0625,CAND5,0.9943434743399204,0.1697774013999247,0.8738967207015375,-0.22112603361760896,0.9702913212562473,1.1527823490408735,0.09009223997291405,-0.12929246928074567,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False
fixn,n (the published ladder),0.0,3,IS-SHARPE-MAX,80,30.0,0.375,CAND30,1.0857831596740732,0.1069480200206494,0.9130434622416126,-0.1868327665771634,0.9251512257168817,1.0462871776892508,0.07779292498235502,-0.12293642052661502,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,False
fixn,n (the published ladder),0.0,3,K-MAX,80,30.0,0.375,CAND30,1.0857831596740732,0.1069480200206494,0.9130434622416126,-0.1868327665771634,0.9251512257168817,1.0462871776892508,0.07779292498235502,-0.12293642052661502,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,False
fixn,n (the published ladder),0.0,3,K-MIN,40,5.0,0.125,CAND5,1.0240079618003304,0.14795115541087367,0.8217561147239067,-0.3138530708289533,0.9251512257168817,1.1472820513525361,0.09877381816793562,-0.1380443338859294,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False
fixn,n (the published ladder),0.0,3,N-MAX,80,30.0,0.375,CAND30,1.0857831596740732,0.1069480200206494,0.9130434622416126,-0.1868327665771634,0.9251512257168817,1.0462871776892508,0.07779292498235502,-0.12293642052661502,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,False
fixn,n (the published ladder),0.0,3,N-MIN,60,5.0,0.08333333333333333,CAND5,1.0400113199291354,0.14526141543254933,0.7852789424963622,-0.2250901708087657,0.9251512257168817,1.217858656824767,0.09777442647378254,-0.12556501172109813,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False
fixn,n (the published ladder),0.0,3,RANDOM,80,,0.6862607099143208,EWall,1.084752603076862,0.09689587118555254,0.84986517723934,-0.27575933830280397,0.9251512257168817,1.0462871776892508,0.07779292498235502,-0.12293642052661502,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,False,False,False
fixn,n (the published ladder),0.0,4,IS-SHARPE-MAX,60,10.0,0.16666666666666666,CAND10,1.1830172395908969,0.13442730975018757,0.9087566868675688,-0.21477688917576265,0.9916932558938668,1.22395995828974,0.09610980071324549,-0.13103988063722782,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,False
fixn,n (the published ladder),0.0,4,K-MAX,80,,0.6898408812729497,EWall,1.0194618530275736,0.10823443694233714,0.9165182538984347,-0.2814408316948249,0.9916932558938668,1.092777966953678,0.08534652783891561,-0.13054952186531665,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,True,False,False
