cadence,bps,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn,dturn,keep4a,keep4b,fail4a,fail4b
D,10,0.7157447048219918,0.10918107052364867,0.9767586810488609,-0.16338748144533244,0.9349633222084326,1.0171810239398873,0.8377910393892869,0.12755505372305143,1.0829727599977608,-0.16338748144533222,22.998948652530824,19.505495963676164,False,False,"H1,H2,DD",H1
D,25,0.7157447048219918,0.07157334340486399,0.6700879576152464,-0.16824679914992968,0.6023111436604239,0.7321083156601816,0.5052438560035084,0.09020750042591619,0.7952034593974535,-0.1682467991499298,22.998948652530824,19.505495963676164,False,False,"H1,H2,DD","H1,H2,OOS,CAGR"
W,10,0.7168040095692239,0.12673285670993506,1.0930792095925859,-0.1830834869787813,1.0882791557222313,1.1033176366909256,0.9928968404730495,0.14386387422203306,1.1696565789524938,-0.18308348697878107,9.632867256577608,6.139414567722946,False,True,"H1,H2,DD",
W,25,0.7168040095692239,0.11057630001310237,0.9677572111945112,-0.1844071220073723,0.9535500018905777,0.9853191700900167,0.8577174907477432,0.12755486061286203,1.051198219283783,-0.18440712200737241,9.632867256577608,6.139414567722946,False,False,"H1,H2,DD",H1
2W,10,0.7186758916596641,0.13170188079374556,1.0962424893447174,-0.21407654430638134,1.0295295093305559,1.1598555536883404,0.9238527188677573,0.1580679369908764,1.2246954276550848,-0.21407654430638146,6.5728185288936345,3.079365840038973,False,False,"H1,H2,DD",DD
2W,25,0.7186758916596641,0.12059919056064938,1.0133760915944008,-0.21635224106298456,0.9375213235571483,1.0840535511725065,0.831845163548365,0.1469365668046323,1.1481369967544826,-0.21635224106298434,6.5728185288936345,3.079365840038973,False,False,"H1,H2,DD","H1,DD"
3W,10,0.7178161156430409,0.14211686317447847,1.162384677539155,-0.21023015321391525,1.0694656399766618,1.2487079597224315,0.9630302353943385,0.1734307045663961,1.3093278668737027,-0.2102301532139148,5.213345346227788,1.7198926573731268,False,False,"H1,DD",DD
3W,25,0.7178161156430409,0.13322292061648056,1.0974450606973623,-0.21097955771050036,0.9970310652035224,1.1894058468900117,0.8893832285104998,0.1645539735287609,1.2502825181619968,-0.21097955771050048,5.213345346227788,1.7198926573731268,False,False,"H1,DD",DD
4W,10,0.7193717852851192,0.14318170809237696,1.1648505625818575,-0.2084553802437774,1.1225459560369544,1.209550785791552,1.020412349769924,0.1688026839484278,1.2728075036842275,-0.2084553802437774,4.431816267047169,0.9383635781925075,False,False,"H1,DD",DD
4W,25,0.7193717852851192,0.13560510615122978,1.1096162642705838,-0.2091214641653517,1.0606734741536208,1.1592633990260075,0.9580829865052696,0.16123222659261338,1.222368268086451,-0.2091214641653517,4.431816267047169,0.9383635781925075,False,False,"H1,DD",DD
6W,10,0.7196818425418079,0.15595160546227405,1.2344386403461898,-0.21203457863330955,1.112793067699216,1.3451419980187225,1.0094717754785427,0.19227658997973585,1.3995953820023164,-0.21203457863330943,3.6424001381237026,0.14894744926904124,False,False,"H1,DD",DD
6W,25,0.7196818425418079,0.14965230694737341,1.1899621396964093,-0.2129732545141242,1.0630004977052332,1.3046370241290748,0.9589033062633707,0.18594364840899202,1.3592577343607197,-0.21297325451412408,3.6424001381237026,0.14894744926904124,False,False,"H1,DD",DD
8W,10,0.720299636771459,0.14553616275855052,1.113982242064306,-0.22918119436234696,1.2073969893796808,1.054805231231015,1.0847796674755847,0.16218993741139442,1.1423190066111704,-0.22918119436234718,3.2362831089553787,0.2571695798992826,False,False,"H1,H2,DD",DD
8W,25,0.720299636771459,0.13998984023210426,1.0764116530192647,-0.22918119436234718,1.1655228110349956,1.0200767614483204,1.043276476996241,0.1564748241164744,1.10711943813352,-0.22918119436234718,3.2362831089553787,0.2571695798992826,False,False,"H1,H2,DD",DD
M,10,0.718104611334896,0.14725201621796735,1.2043283944779586,-0.1950684146967384,1.2112294992648482,1.20584705607355,1.0976476429760662,0.1674033541437394,1.2858872009508944,-0.1950684146967382,4.331673084492658,0.8382203956379963,False,True,"H1,DD",
M,25,0.718104611334896,0.13982911221994443,1.1504709291996311,-0.19596407832486218,1.153517859889943,1.1549086691549437,1.0395549379443951,0.15984318473987225,1.2349432589123863,-0.1959640783248624,4.331673084492658,0.8382203956379963,False,True,"H1,H2,DD",
Q,10,0.7062500055148047,0.1346662994615362,1.019745344687696,-0.27122388205912007,1.095722711844879,0.9764319973023622,0.9664109460049484,0.15422530369734977,1.0647067267306631,-0.27122388205911996,2.426074800955066,1.0673778878995952,False,False,"H1,H2,DD",DD
Q,25,0.7062500055148047,0.13054802299389623,0.9923665358899856,-0.2712238820591202,1.0645902243148455,0.9515174867383877,0.935933606177959,0.14995441378920638,1.039128402234179,-0.2712238820591202,2.426074800955066,1.0673778878995952,False,False,"H1,H2,DD",DD
