panel,rung,start,end,half,n,win_F,win_W,n_flip,flip,WL,LW,med_abs_d,max_abs_d,d_win,nf_share_of_flips,nf_share_of_arms
SMALL,10.0,2013-04-17,2016-04-15,IS,216,0.5740740740740741,0.32407407407407407,54,0.25,54,0,0.0002533273110193468,0.0017530409159460802,-0.25,1.0,0.2777777777777778
SMALL,25.0,2013-04-17,2016-04-15,IS,216,0.3888888888888889,0.1388888888888889,54,0.25,54,0,0.0004256170102628354,0.002989775372011616,-0.25,1.0,0.2777777777777778
U56,0.0,2013-07-17,2016-07-15,IS,216,0.7222222222222222,0.5,48,0.2222222222222222,48,0,1.504677823516154e-05,0.0001282694567028564,-0.2222222222222222,1.0,0.2222222222222222
U56,10.0,2013-07-17,2016-07-15,IS,216,0.6759259259259259,0.4537037037037037,48,0.2222222222222222,48,0,7.160419182872246e-05,0.0006093866077115928,-0.2222222222222222,1.0,0.2222222222222222
U56,25.0,2013-07-17,2016-07-15,IS,216,0.5787037037037037,0.35648148148148145,48,0.2222222222222222,48,0,0.00015657130380353212,0.001332188301868431,-0.22222222222222227,1.0,0.2222222222222222
B136,0.0,2013-07-17,2016-07-15,IS,216,0.39814814814814814,0.2037037037037037,42,0.19444444444444445,42,0,9.732706254472756e-05,0.0008935009426960239,-0.19444444444444445,1.0,0.25
B136,10.0,2013-07-17,2016-07-15,IS,216,0.3611111111111111,0.16666666666666666,42,0.19444444444444445,42,0,0.0001677592194561095,0.0015385442751335576,-0.19444444444444445,1.0,0.25
B136,25.0,2013-07-17,2016-07-15,IS,216,0.3101851851851852,0.12037037037037036,43,0.19907407407407407,42,1,0.00027350836578898807,0.002507039310235437,-0.18981481481481483,0.9767441860465116,0.25
SMALL,0.0,2013-07-17,2016-07-15,IS,216,0.5787037037037037,0.3287037037037037,54,0.25,54,0,0.00024815750171841566,0.00203112441411446,-0.25,1.0,0.2777777777777778
SMALL,10.0,2013-07-17,2016-07-15,IS,216,0.4166666666666667,0.16666666666666666,54,0.25,54,0,0.00036123382999325715,0.002992977920314388,-0.25,1.0,0.2777777777777778
SMALL,25.0,2013-07-17,2016-07-15,IS,216,0.3055555555555556,0.06018518518518518,55,0.25462962962962965,54,1,0.0005306584090681299,0.004434039330583728,-0.2453703703703704,0.9818181818181818,0.2777777777777778
U56,0.0,2013-10-15,2016-10-13,IS,216,0.6944444444444444,0.4722222222222222,48,0.2222222222222222,48,0,2.844271586044389e-05,0.000252744646086156,-0.2222222222222222,1.0,0.2222222222222222
U56,10.0,2013-10-15,2016-10-13,IS,216,0.6666666666666666,0.4444444444444444,48,0.2222222222222222,48,0,7.802584749139196e-05,0.0007026479257169482,-0.2222222222222222,1.0,0.2222222222222222
U56,25.0,2013-10-15,2016-10-13,IS,216,0.5925925925925926,0.37037037037037035,48,0.2222222222222222,48,0,0.00015253123870090368,0.001378763647644221,-0.2222222222222222,1.0,0.2222222222222222
B136,0.0,2013-10-15,2016-10-13,IS,216,0.35185185185185186,0.1574074074074074,42,0.19444444444444445,42,0,0.00011821522408927976,0.0011059299845564974,-0.19444444444444445,1.0,0.25
B136,10.0,2013-10-15,2016-10-13,IS,216,0.3148148148148148,0.12037037037037036,42,0.19444444444444445,42,0,0.00018485204256291077,0.0017291321844763452,-0.19444444444444448,1.0,0.25
B136,25.0,2013-10-15,2016-10-13,IS,216,0.2777777777777778,0.08333333333333333,42,0.19444444444444445,42,0,0.0002849026342073291,0.0026648249561962434,-0.19444444444444448,1.0,0.25
SMALL,0.0,2013-10-15,2016-10-13,IS,216,0.5416666666666666,0.2916666666666667,54,0.25,54,0,0.00028802655077736494,0.002030812052587705,-0.24999999999999994,1.0,0.2777777777777778
SMALL,10.0,2013-10-15,2016-10-13,IS,216,0.3611111111111111,0.11574074074074074,55,0.25462962962962965,54,1,0.0003994124222784501,0.0028406371877254255,-0.24537037037037035,0.9818181818181818,0.2777777777777778
SMALL,25.0,2013-10-15,2016-10-13,IS,216,0.3055555555555556,0.05555555555555555,54,0.25,54,0,0.0005661650432968873,0.004052879478951943,-0.25,1.0,0.2777777777777778
U56,0.0,2014-01-15,2017-01-13,OOS,216,0.4722222222222222,0.4722222222222222,0,0.0,0,0,3.3400809213435245e-06,2.4924120230251923e-05,0.0,,0.2222222222222222
U56,10.0,2014-01-15,2017-01-13,OOS,216,0.6481481481481481,0.42592592592592593,48,0.2222222222222222,48,0,4.702273739265461e-05,0.00043411959049466375,-0.2222222222222222,1.0,0.2222222222222222
U56,25.0,2014-01-15,2017-01-13,OOS,216,0.5462962962962963,0.32407407407407407,48,0.2222222222222222,48,0,0.00012283022899101104,0.0011242913608372485,-0.2222222222222222,1.0,0.2222222222222222
B136,0.0,2014-01-15,2017-01-13,OOS,216,0.3425925925925926,0.14814814814814814,42,0.19444444444444445,42,0,7.613655105759287e-05,0.000707774448578502,-0.19444444444444448,1.0,0.25
B136,10.0,2014-01-15,2017-01-13,OOS,216,0.3055555555555556,0.1111111111111111,42,0.19444444444444445,42,0,0.00014541435500919908,0.0013521120414343724,-0.19444444444444448,1.0,0.25
B136,25.0,2014-01-15,2017-01-13,OOS,216,0.26851851851851855,0.07407407407407407,42,0.19444444444444445,42,0,0.0002494851637664386,0.002320049313419781,-0.19444444444444448,1.0,0.25
SMALL,0.0,2014-01-15,2017-01-13,OOS,216,0.6296296296296297,0.37962962962962965,54,0.25,54,0,1.763809266819294e-05,8.431420763099773e-05,-0.25,1.0,0.2777777777777778
SMALL,10.0,2014-01-15,2017-01-13,OOS,216,0.4537037037037037,0.20833333333333334,55,0.25462962962962965,54,1,0.00013056632439728544,0.0007565546146440782,-0.24537037037037038,0.9818181818181818,0.2777777777777778
SMALL,25.0,2014-01-15,2017-01-13,OOS,216,0.3425925925925926,0.09259259259259259,54,0.25,54,0,0.0003015547513817718,0.001837124867126394,-0.25,1.0,0.2777777777777778
U56,0.0,2014-04-16,2017-04-17,OOS,216,0.5092592592592593,0.5092592592592593,0,0.0,0,0,5.088832485666828e-05,0.00044031591060145203,0.0,,0.2222222222222222
U56,10.0,2014-04-16,2017-04-17,OOS,216,0.5833333333333334,0.4722222222222222,24,0.1111111111111111,24,0,1.1510078159471249e-06,1.997136243570008e-05,-0.11111111111111116,1.0,0.2222222222222222
U56,25.0,2014-04-16,2017-04-17,OOS,216,0.6203703703703703,0.39814814814814814,48,0.2222222222222222,48,0,7.22823848400278e-05,0.0006708534500355912,-0.2222222222222222,1.0,0.2222222222222222
B136,0.0,2014-04-16,2017-04-17,OOS,216,0.4537037037037037,0.2638888888888889,43,0.19907407407407407,42,1,3.275961643423031e-05,0.00031740328934382056,-0.18981481481481483,0.9767441860465116,0.25
B136,10.0,2014-04-16,2017-04-17,OOS,216,0.35185185185185186,0.1574074074074074,42,0.19444444444444445,42,0,9.915653626918486e-05,0.0009609203900489138,-0.19444444444444445,1.0,0.25
B136,25.0,2014-04-16,2017-04-17,OOS,216,0.32407407407407407,0.12962962962962962,42,0.19444444444444445,42,0,0.0001989956863063802,0.0019285549354638443,-0.19444444444444445,1.0,0.25
SMALL,0.0,2014-04-16,2017-04-17,OOS,216,0.37962962962962965,0.37962962962962965,0,0.0,0,0,2.313234735573655e-05,0.00016999076401535973,0.0,,0.2777777777777778
SMALL,10.0,2014-04-16,2017-04-17,OOS,216,0.4583333333333333,0.2037037037037037,55,0.25462962962962965,55,0,8.174521525650125e-05,0.0004712762340148835,-0.25462962962962965,0.9818181818181818,0.2777777777777778
SMALL,25.0,2014-04-16,2017-04-17,OOS,216,0.37962962962962965,0.12962962962962962,54,0.25,54,0,0.00024086302893647216,0.001432122521953183,-0.25,1.0,0.2777777777777778
U56,0.0,2014-07-17,2017-07-17,OOS,216,0.5092592592592593,0.5092592592592593,0,0.0,0,0,4.946184259768671e-05,0.0004286518331617639,0.0,,0.2222222222222222
U56,10.0,2014-07-17,2017-07-17,OOS,216,0.4722222222222222,0.4722222222222222,0,0.0,0,0,5.0893699635734535e-06,3.7195976657300456e-05,0.0,,0.2222222222222222
U56,25.0,2014-07-17,2017-07-17,OOS,216,0.6203703703703703,0.39814814814814814,48,0.2222222222222222,48,0,6.018998271312137e-05,0.0005590149103351649,-0.2222222222222222,1.0,0.2222222222222222
B136,0.0,2014-07-17,2017-07-17,OOS,216,0.48148148148148145,0.28703703703703703,42,0.19444444444444445,42,0,3.716930702679644e-05,0.00036077570096360034,-0.19444444444444442,1.0,0.25
B136,10.0,2014-07-17,2017-07-17,OOS,216,0.3611111111111111,0.16666666666666666,42,0.19444444444444445,42,0,9.903085726903349e-05,0.0009631998907688732,-0.19444444444444445,1.0,0.25
B136,25.0,2014-07-17,2017-07-17,OOS,216,0.32407407407407407,0.12962962962962962,42,0.19444444444444445,42,0,0.0001920415358790395,0.0018689431919890476,-0.19444444444444445,1.0,0.25
SMALL,0.0,2014-07-17,2017-07-17,OOS,216,0.6944444444444444,0.4444444444444444,54,0.25,54,0,1.54209013845108e-05,7.754061468057127e-05,-0.25,1.0,0.2777777777777778
SMALL,10.0,2014-07-17,2017-07-17,OOS,216,0.5509259259259259,0.2962962962962963,55,0.25462962962962965,55,0,9.150120211554036e-05,0.0004969289381571151,-0.25462962962962965,0.9818181818181818,0.2777777777777778
SMALL,25.0,2014-07-17,2017-07-17,OOS,216,0.37037037037037035,0.12037037037037036,54,0.25,54,0,0.00020872421098802607,0.0011488318401584596,-0.25,1.0,0.2777777777777778
U56,0.0,2014-10-15,2017-10-13,OOS,216,0.5185185185185185,0.5185185185185185,0,0.0,0,0,7.141258994136646e-05,0.0005984247021828537,0.0,,0.2222222222222222
U56,10.0,2014-10-15,2017-10-13,OOS,216,0.5,0.5,0,0.0,0,0,3.224735671303325e-05,0.00025119586498223434,0.0,,0.2222222222222222
U56,25.0,2014-10-15,2017-10-13,OOS,216,0.6574074074074074,0.4351851851851852,48,0.2222222222222222,48,0,2.5595872087058602e-05,0.0002726513172659484,-0.22222222222222227,1.0,0.2222222222222222
B136,0.0,2014-10-15,2017-10-13,OOS,216,0.5185185185185185,0.32407407407407407,42,0.19444444444444445,42,0,1.2737328651479807e-05,0.00011136834022851261,-0.19444444444444442,1.0,0.25
B136,10.0,2014-10-15,2017-10-13,OOS,216,0.4444444444444444,0.25,42,0.19444444444444445,42,0,7.235824589935103e-05,0.0006011364345741566,-0.19444444444444442,1.0,0.25
B136,25.0,2014-10-15,2017-10-13,OOS,216,0.37962962962962965,0.18518518518518517,42,0.19444444444444445,42,0,0.0001627269407219467,0.0013387663756325718,-0.19444444444444448,1.0,0.25
SMALL,0.0,2014-10-15,2017-10-13,OOS,216,0.2777777777777778,0.2777777777777778,0,0.0,0,0,1.1317951305989116e-05,0.00011640895107611904,0.0,,0.2777777777777778
SMALL,10.0,2014-10-15,2017-10-13,OOS,216,0.4444444444444444,0.19444444444444445,54,0.25,54,0,5.0678585584995606e-05,0.00030724321372443963,-0.24999999999999997,1.0,0.2777777777777778
SMALL,25.0,2014-10-15,2017-10-13,OOS,216,0.3333333333333333,0.08333333333333333,54,0.25,54,0,0.0001432865363475977,0.0009430725223921188,-0.25,1.0,0.2777777777777778
U56,0.0,2015-01-15,2018-01-16,OOS,216,0.5740740740740741,0.5740740740740741,0,0.0,0,0,7.513355788013598e-05,0.0005239058510351224,0.0,,0.2222222222222222
U56,10.0,2015-01-15,2018-01-16,OOS,216,0.5648148148148148,0.5648148148148148,0,0.0,0,0,3.81129792581536e-05,0.00025916115337509815,0.0,,0.2222222222222222
U56,25.0,2015-01-15,2018-01-16,OOS,216,0.7407407407407407,0.5185185185185185,48,0.2222222222222222,48,0,1.729394942173723e-05,0.00014269019409574035,-0.2222222222222222,1.0,0.2222222222222222
B136,0.0,2015-01-15,2018-01-16,OOS,216,0.6712962962962963,0.47685185185185186,42,0.19444444444444445,42,0,2.6843643485041646e-05,0.00016254639597734766,-0.19444444444444442,1.0,0.25
B136,10.0,2015-01-15,2018-01-16,OOS,216,0.6203703703703703,0.42592592592592593,42,0.19444444444444445,42,0,8.954993633392139e-05,0.0005351586410213827,-0.19444444444444442,1.0,0.25
B136,25.0,2015-01-15,2018-01-16,OOS,216,0.5,0.3055555555555556,42,0.19444444444444445,42,0,0.00018377480227926846,0.0010964411289888787,-0.19444444444444442,1.0,0.25
SMALL,0.0,2015-01-15,2018-01-16,OOS,216,0.7546296296296297,0.5046296296296297,54,0.25,54,0,4.866068645414945e-06,4.859832905579342e-05,-0.25,1.0,0.2777777777777778
SMALL,10.0,2015-01-15,2018-01-16,OOS,216,0.6203703703703703,0.37037037037037035,54,0.25,54,0,5.259723120004667e-05,0.00040375604386488906,-0.25,1.0,0.2777777777777778
SMALL,25.0,2015-01-15,2018-01-16,OOS,216,0.4351851851851852,0.18518518518518517,54,0.25,54,0,0.0001221076093589346,0.0009363565227177295,-0.25,1.0,0.2777777777777778
U56,0.0,2015-04-17,2018-04-17,OOS,216,0.5370370370370371,0.5370370370370371,0,0.0,0,0,0.00010030563916874069,0.0007038723129091373,0.0,,0.2222222222222222
U56,10.0,2015-04-17,2018-04-17,OOS,216,0.5,0.5,0,0.0,0,0,5.843236827435261e-05,0.00040150122172866176,0.0,,0.2222222222222222
U56,25.0,2015-04-17,2018-04-17,OOS,216,0.6203703703703703,0.39814814814814814,48,0.2222222222222222,48,0,6.7303538532903495e-06,7.066887515516651e-05,-0.2222222222222222,1.0,0.2222222222222222
B136,0.0,2015-04-17,2018-04-17,OOS,216,0.3472222222222222,0.3472222222222222,0,0.0,0,0,6.654856437471324e-06,4.94507396886501e-05,0.0,,0.25
B136,10.0,2015-04-17,2018-04-17,OOS,216,0.5,0.3055555555555556,42,0.19444444444444445,42,0,4.469301338183573e-05,0.00030643750287251414,-0.19444444444444442,1.0,0.25
B136,25.0,2015-04-17,2018-04-17,OOS,216,0.4074074074074074,0.21296296296296297,42,0.19444444444444445,42,0,0.00012154588897772545,0.0008417944862855187,-0.19444444444444442,1.0,0.25
SMALL,0.0,2015-04-17,2018-04-17,OOS,216,0.3148148148148148,0.3148148148148148,0,0.0,0,0,3.190406628705844e-05,0.000196472846764717,0.0,,0.2777777777777778
SMALL,10.0,2015-04-17,2018-04-17,OOS,216,0.4722222222222222,0.2222222222222222,54,0.25,54,0,2.536635906591478e-05,0.0001706343580788472,-0.25,1.0,0.2777777777777778
SMALL,25.0,2015-04-17,2018-04-17,OOS,216,0.35185185185185186,0.10185185185185185,54,0.25,54,0,0.00011166753709745958,0.0007202489357681641,-0.25,1.0,0.2777777777777778
U56,0.0,2015-07-17,2018-07-17,OOS,216,0.5370370370370371,0.5370370370370371,0,0.0,0,0,0.0001085635152112685,0.0007949582783119968,0.0,,0.2222222222222222
U56,10.0,2015-07-17,2018-07-17,OOS,216,0.5092592592592593,0.5092592592592593,0,0.0,0,0,6.539799055693685e-05,0.0004743843836081396,0.0,,0.2222222222222222
U56,25.0,2015-07-17,2018-07-17,OOS,216,0.5370370370370371,0.42592592592592593,24,0.1111111111111111,24,0,2.554314584179984e-06,4.1279520763271016e-05,-0.11111111111111116,1.0,0.2222222222222222
B136,0.0,2015-07-17,2018-07-17,OOS,216,0.35185185185185186,0.35185185185185186,0,0.0,0,0,1.5527257481329215e-05,0.00010709909857187228,0.0,,0.25
B136,10.0,2015-07-17,2018-07-17,OOS,216,0.5,0.3055555555555556,42,0.19444444444444445,42,0,4.1119853659288275e-05,0.0002938909869929507,-0.19444444444444442,1.0,0.25
B136,25.0,2015-07-17,2018-07-17,OOS,216,0.42592592592592593,0.23148148148148148,42,0.19444444444444445,42,0,0.00012771479978168632,0.0008970796902699751,-0.19444444444444445,1.0,0.25
SMALL,0.0,2015-07-17,2018-07-17,OOS,216,0.37037037037037035,0.37037037037037035,0,0.0,0,0,5.13946246470387e-05,0.0003347474289457919,0.0,,0.2777777777777778
SMALL,10.0,2015-07-17,2018-07-17,OOS,216,0.5277777777777778,0.2777777777777778,54,0.25,54,0,5.534803075746275e-06,4.274775993828861e-05,-0.25,1.0,0.2777777777777778
SMALL,25.0,2015-07-17,2018-07-17,OOS,216,0.37962962962962965,0.12962962962962962,54,0.25,54,0,8.976882691502652e-05,0.0006083407478618685,-0.25,1.0,0.2777777777777778
U56,0.0,2015-10-15,2018-10-15,OOS,216,0.46296296296296297,0.46296296296296297,0,0.0,0,0,0.00013648956312173333,0.0006727985058776476,0.0,,0.19444444444444445
U56,10.0,2015-10-15,2018-10-15,OOS,216,0.39351851851851855,0.39351851851851855,0,0.0,0,0,9.974785907007622e-05,0.0004978884871884581,0.0,,0.19444444444444445
U56,25.0,2015-10-15,2018-10-15,OOS,216,0.2916666666666667,0.2916666666666667,0,0.0,0,0,4.383608822700058e-05,0.00023389162296671984,0.0,,0.19444444444444445
B136,0.0,2015-10-15,2018-10-15,OOS,216,0.2361111111111111,0.2361111111111111,0,0.0,0,0,8.321593449855946e-05,0.0004329085976046976,0.0,,0.19444444444444445
B136,10.0,2015-10-15,2018-10-15,OOS,216,0.18518518518518517,0.18518518518518517,0,0.0,0,0,3.1859946639678505e-05,0.00017756829534554264,0.0,,0.19444444444444445
B136,25.0,2015-10-15,2018-10-15,OOS,216,0.26851851851851855,0.12962962962962962,30,0.1388888888888889,30,0,4.4378227312846796e-05,0.0002113599979880476,-0.13888888888888892,1.0,0.19444444444444445
SMALL,0.0,2015-10-15,2018-10-15,OOS,216,0.28703703703703703,0.28703703703703703,0,0.0,0,0,8.394062321820384e-05,0.0010748456056832723,0.0,,0.2222222222222222
SMALL,10.0,2015-10-15,2018-10-15,OOS,216,0.26851851851851855,0.26851851851851855,0,0.0,0,0,3.454289382576192e-05,0.0004445683227393138,0.0,,0.2222222222222222
SMALL,25.0,2015-10-15,2018-10-15,OOS,216,0.42592592592592593,0.23148148148148148,42,0.19444444444444445,42,0,3.926684097205202e-05,0.0005012031434576958,-0.19444444444444445,1.0,0.2222222222222222
U56,0.0,2016-01-15,2019-01-16,OOS,216,0.8703703703703703,0.8703703703703703,0,0.0,0,0,2.1328824848509953e-05,0.00014813862852203208,0.0,,0.05555555555555555
U56,10.0,2016-01-15,2019-01-16,OOS,216,0.8333333333333334,0.8333333333333334,0,0.0,0,0,1.769563712783473e-06,1.4239106659985623e-05,0.0,,0.05555555555555555
U56,25.0,2016-01-15,2019-01-16,OOS,216,0.8055555555555556,0.75,12,0.05555555555555555,12,0,2.8326167070602537e-05,0.00018671211717002922,-0.05555555555555558,1.0,0.05555555555555555
B136,0.0,2016-01-15,2019-01-16,OOS,216,0.8148148148148148,0.8148148148148148,0,0.0,0,0,3.198408935967123e-05,0.0002246351689669801,0.0,,0.05555555555555555
B136,10.0,2016-01-15,2019-01-16,OOS,216,0.7407407407407407,0.7407407407407407,0,0.0,0,0,8.787862681991498e-07,8.355340589627502e-06,0.0,,0.05555555555555555
B136,25.0,2016-01-15,2019-01-16,OOS,216,0.6666666666666666,0.6666666666666666,0,0.0,0,0,4.688440938060978e-05,0.00033428856058859147,0.0,,0.05555555555555555
SMALL,0.0,2016-01-15,2019-01-16,OOS,216,0.7962962962962963,0.7962962962962963,0,0.0,0,0,5.857425764127511e-05,0.0009000928110911577,0.0,,0.05555555555555555
SMALL,10.0,2016-01-15,2019-01-16,OOS,216,0.7777777777777778,0.7777777777777778,0,0.0,0,0,1.9176994366765232e-05,0.00029397552216170464,0.0,,0.05555555555555555
SMALL,25.0,2016-01-15,2019-01-16,OOS,216,0.7407407407407407,0.7129629629629629,6,0.027777777777777776,6,0,3.9226219211596636e-05,0.0006135289540234456,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2016-04-18,2019-04-17,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,1.3937559924737108e-05,0.0001473845615731495,0.0,,0.05555555555555555
U56,10.0,2016-04-18,2019-04-17,OOS,216,0.9074074074074074,0.8518518518518519,12,0.05555555555555555,12,0,6.075812570949246e-06,6.002118820847002e-05,-0.05555555555555558,1.0,0.05555555555555555
U56,25.0,2016-04-18,2019-04-17,OOS,216,0.7777777777777778,0.7222222222222222,12,0.05555555555555555,12,0,3.5116474532859154e-05,0.0003717452321668757,-0.05555555555555558,1.0,0.05555555555555555
B136,0.0,2016-04-18,2019-04-17,OOS,216,0.8055555555555556,0.8055555555555556,0,0.0,0,0,3.2684335605437376e-05,0.0003023853256154396,0.0,,0.05555555555555555
B136,10.0,2016-04-18,2019-04-17,OOS,216,0.7685185185185185,0.7685185185185185,0,0.0,0,0,3.309450254396218e-06,3.628756507700892e-05,0.0,,0.05555555555555555
B136,25.0,2016-04-18,2019-04-17,OOS,216,0.6759259259259259,0.6759259259259259,0,0.0,0,0,4.064721356877854e-05,0.0003640608605663953,0.0,,0.05555555555555555
SMALL,0.0,2016-04-18,2019-04-17,OOS,216,0.7222222222222222,0.7222222222222222,0,0.0,0,0,3.434403236801664e-05,0.0008688130420713147,0.0,,0.05555555555555555
SMALL,10.0,2016-04-18,2019-04-17,OOS,216,0.6342592592592593,0.6342592592592593,0,0.0,0,0,1.0915208772999119e-05,0.00027051535595778997,0.0,,0.05555555555555555
SMALL,25.0,2016-04-18,2019-04-17,OOS,216,0.5787037037037037,0.5462962962962963,7,0.032407407407407406,7,0,2.4544179473950933e-05,0.0006262769449623118,-0.03240740740740744,0.8571428571428571,0.05555555555555555
U56,0.0,2016-07-18,2019-07-18,OOS,216,0.8796296296296297,0.8796296296296297,0,0.0,0,0,3.1037263773403545e-05,0.0002941718134277238,0.0,,0.05555555555555555
U56,10.0,2016-07-18,2019-07-18,OOS,216,0.7870370370370371,0.7870370370370371,0,0.0,0,0,9.902325479038687e-06,9.413514061207273e-05,0.0,,0.05555555555555555
U56,25.0,2016-07-18,2019-07-18,OOS,216,0.6759259259259259,0.6203703703703703,12,0.05555555555555555,12,0,2.2471669038570674e-05,0.00020628871204830812,-0.05555555555555558,1.0,0.05555555555555555
B136,0.0,2016-07-18,2019-07-18,OOS,216,0.7685185185185185,0.7685185185185185,0,0.0,0,0,6.419558054815422e-05,0.0005841076192016903,0.0,,0.05555555555555555
B136,10.0,2016-07-18,2019-07-18,OOS,216,0.7175925925925926,0.7175925925925926,0,0.0,0,0,3.390791840363061e-05,0.0003079536194496857,0.0,,0.05555555555555555
B136,25.0,2016-07-18,2019-07-18,OOS,216,0.625,0.625,0,0.0,0,0,1.2164766819866557e-05,0.0001071920337689658,0.0,,0.05555555555555555
SMALL,0.0,2016-07-18,2019-07-18,OOS,216,0.5555555555555556,0.5555555555555556,0,0.0,0,0,5.7884323332868526e-05,0.0009628666185469426,0.0,,0.05555555555555555
SMALL,10.0,2016-07-18,2019-07-18,OOS,216,0.4722222222222222,0.4722222222222222,0,0.0,0,0,3.159132082786176e-05,0.0005242976154022916,0.0,,0.05555555555555555
SMALL,25.0,2016-07-18,2019-07-18,OOS,216,0.4027777777777778,0.375,6,0.027777777777777776,6,0,7.5629076612682145e-06,0.00013175266181519873,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2016-10-14,2019-10-16,OOS,216,0.8888888888888888,0.8888888888888888,0,0.0,0,0,2.451263220615285e-05,0.000232209449340548,0.0,,0.05555555555555555
U56,10.0,2016-10-14,2019-10-16,OOS,216,0.7870370370370371,0.7870370370370371,0,0.0,0,0,1.5425374561561789e-06,1.5867436689243064e-05,0.0,,0.05555555555555555
U56,25.0,2016-10-14,2019-10-16,OOS,216,0.6805555555555556,0.6203703703703703,13,0.06018518518518518,13,0,3.282491400563581e-05,0.0003085309910472178,-0.06018518518518523,0.9230769230769231,0.05555555555555555
B136,0.0,2016-10-14,2019-10-16,OOS,216,0.7685185185185185,0.7685185185185185,0,0.0,0,0,4.209369487551129e-05,0.00038282270888756464,0.0,,0.05555555555555555
B136,10.0,2016-10-14,2019-10-16,OOS,216,0.6944444444444444,0.6944444444444444,0,0.0,0,0,1.1800796210992281e-05,0.00010538945160898372,0.0,,0.05555555555555555
B136,25.0,2016-10-14,2019-10-16,OOS,216,0.5972222222222222,0.5972222222222222,0,0.0,0,0,3.46417044542191e-05,0.0003108328514975778,0.0,,0.05555555555555555
SMALL,0.0,2016-10-14,2019-10-16,OOS,216,0.4722222222222222,0.4722222222222222,0,0.0,0,0,6.745789326773055e-05,0.0005248197099435581,0.0,,0.05555555555555555
SMALL,10.0,2016-10-14,2019-10-16,OOS,216,0.39814814814814814,0.39814814814814814,0,0.0,0,0,3.7535963555990204e-05,0.0002919543896946486,0.0,,0.05555555555555555
SMALL,25.0,2016-10-14,2019-10-16,OOS,216,0.2962962962962963,0.26851851851851855,6,0.027777777777777776,6,0,7.126146590819005e-06,5.562457429736378e-05,-0.027777777777777735,1.0,0.05555555555555555
U56,0.0,2017-01-17,2020-01-16,OOS,216,0.8981481481481481,0.8981481481481481,0,0.0,0,0,1.9239655172920145e-05,0.00018227874439324943,0.0,,0.05555555555555555
U56,10.0,2017-01-17,2020-01-16,OOS,216,0.8796296296296297,0.8240740740740741,12,0.05555555555555555,12,0,3.193846156102076e-06,2.775213997208148e-05,-0.05555555555555558,1.0,0.05555555555555555
U56,25.0,2017-01-17,2020-01-16,OOS,216,0.7685185185185185,0.7129629629629629,12,0.05555555555555555,12,0,3.650933174015325e-05,0.0003420098009065953,-0.05555555555555558,1.0,0.05555555555555555
B136,0.0,2017-01-17,2020-01-16,OOS,216,0.7870370370370371,0.7870370370370371,0,0.0,0,0,2.9535527027113595e-05,0.00026909261270935403,0.0,,0.05555555555555555
B136,10.0,2017-01-17,2020-01-16,OOS,216,0.7592592592592593,0.7592592592592593,0,0.0,0,0,7.109159586571323e-07,7.287157930857546e-06,0.0,,0.05555555555555555
B136,25.0,2017-01-17,2020-01-16,OOS,216,0.6574074074074074,0.6574074074074074,0,0.0,0,0,4.43092763316999e-05,0.0003964354895538147,0.0,,0.05555555555555555
SMALL,0.0,2017-01-17,2020-01-16,OOS,216,0.4212962962962963,0.39351851851851855,6,0.027777777777777776,6,0,2.488030520469975e-06,2.295659436613029e-05,-0.027777777777777735,1.0,0.05555555555555555
SMALL,10.0,2017-01-17,2020-01-16,OOS,216,0.375,0.3472222222222222,6,0.027777777777777776,6,0,3.257257314207007e-05,0.0002815776281862581,-0.02777777777777779,1.0,0.05555555555555555
SMALL,25.0,2017-01-17,2020-01-16,OOS,216,0.25,0.2222222222222222,6,0.027777777777777776,6,0,7.7374976876321e-05,0.0006666554479139997,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2017-04-18,2020-04-17,OOS,216,0.7361111111111112,0.7361111111111112,0,0.0,0,0,0.00010260962998764889,0.0006439782150743367,0.0,,0.05555555555555555
U56,10.0,2017-04-18,2020-04-17,OOS,216,0.6666666666666666,0.6666666666666666,0,0.0,0,0,6.353918122103952e-05,0.00039932505360162907,0.0,,0.05555555555555555
U56,25.0,2017-04-18,2020-04-17,OOS,216,0.5092592592592593,0.5092592592592593,0,0.0,0,0,4.870453109706574e-06,3.296960185450448e-05,0.0,,0.05555555555555555
B136,0.0,2017-04-18,2020-04-17,OOS,216,0.8796296296296297,0.8796296296296297,0,0.0,0,0,9.693457772835812e-05,0.0005190467468999538,0.0,,0.05555555555555555
B136,10.0,2017-04-18,2020-04-17,OOS,216,0.8611111111111112,0.8611111111111112,0,0.0,0,0,3.7189483449495686e-05,0.00020439867620014596,0.0,,0.05555555555555555
B136,25.0,2017-04-18,2020-04-17,OOS,216,0.7962962962962963,0.7962962962962963,0,0.0,0,0,5.14337734735526e-05,0.0002653007754317982,0.0,,0.05555555555555555
SMALL,0.0,2017-04-18,2020-04-17,OOS,216,0.9259259259259259,0.8981481481481481,6,0.027777777777777776,6,0,0.0003896015437940825,0.0019306311482414351,-0.02777777777777779,1.0,0.05555555555555555
