universe,sleeve,book,conv,f,n_assets,corr,Sharpe,dSharpe,dCAGR_pp,conv_per_pp,raw_per_pp,dSharpe_raw,sleeve_Sharpe
u56,S7r,ewall,natural,0.5,7,0.6307992784751641,1.0212771759687556,0.14810034598248256,-3.4750637107563653,0.04261802323913301,-0.008020050459145993,-0.027870186309013167,0.6972062976947774
u56,S7r,ewall,natural,0.75,7,0.6307992784751641,0.9256706155342211,0.1404790516936959,-5.240261478063091,0.026807641618986515,-0.023563088838304908,-0.12347674674354758,0.6972062976947774
u56,S7r,ewall,matched,0.25,7,0.6307992784751641,1.043487021074584,0.08165281454861184,-1.2520772379142953,0.06521387984388946,-0.004520760406613402,-0.0056603412031848155,0.6998947392705821
u56,S7r,ewall,matched,0.5,7,0.6307992784751641,1.0160889212100133,0.14156787043583785,-2.6636272049032517,0.05314853001021961,-0.012411061505491799,-0.03305844106775546,0.6998947392705821
u56,S7r,ewall,matched,0.75,7,0.6307992784751641,0.9326778353763028,0.14546994035392402,-4.280936597212737,0.03398086774951015,-0.027206552644880977,-0.11646952690146595,0.6998947392705821
u56,S8r,v1,natural,0.25,8,0.6917940451038077,0.7190256891245302,0.012698583894316995,-0.4386679485843814,0.028948054981669847,0.12502688553974117,0.05484528739761252,0.8327672157400998
u56,S8r,v1,natural,0.5,8,0.6917940451038077,0.7802553670870317,0.03178155835352292,-0.915618894741077,0.03471046582378606,0.1267721385248807,0.11607496536011397,0.8327672157400998
u56,S8r,v1,natural,0.75,8,0.6917940451038077,0.8323928802368125,0.041772368000008275,-1.429696386772683,0.02921764955586332,0.11765608423310644,0.16821247850989474,0.8327672157400998
u56,S8r,v1,matched,0.25,8,0.6917940451038077,0.7243667493232951,0.016895782995437036,-0.1580284743113225,0.10691606730412179,0.38085761353240605,0.06018634759637742,0.8373426601306792
u56,S8r,v1,matched,0.5,8,0.6917940451038077,0.7897941110777003,0.03903258014890176,-0.3850896718207819,0.10135971698318426,0.3261933999861785,0.12561370935078253,0.8373426601306792
u56,S8r,v1,matched,0.75,8,0.6917940451038077,0.8472028558537452,0.05315076032400645,-0.6916821448056165,0.07684275316799367,0.26460485571484904,0.1830224541268275,0.8373426601306792
u56,S8r,top20,natural,0.25,8,0.7670862911359805,1.0872959683031531,0.060002235294635886,-2.037515460414574,0.02944872638287967,-0.002375411240896895,-0.004839937128169991,0.8327672157400998
u56,S8r,top20,natural,0.5,8,0.7670862911359805,1.0649698653374107,0.10251830475169921,-4.0835304004145145,0.02510531199701432,-0.006652586715444764,-0.027166040093912436,0.8327672157400998
u56,S8r,top20,natural,0.75,8,0.7670862911359805,0.9991414341985678,0.10153204603566224,-6.135240164011524,0.016548992919826557,-0.015157429659925633,-0.09299447123275528,0.8327672157400998
u56,S8r,top20,matched,0.25,8,0.7670862911359805,1.0908771429701212,0.05100847255728902,-1.6339849422939423,0.031217223143854993,-0.0007703635624908298,-0.0012587624612019344,0.8830669653573594
u56,S8r,top20,matched,0.5,8,0.7670862911359805,1.0749456956379817,0.0873442602436405,-3.3773336735916093,0.025861898374629554,-0.0050898760545210085,-0.017190209793341404,0.8830669653573594
u56,S8r,top20,matched,0.75,8,0.7670862911359805,1.025495335478967,0.09016113510311674,-5.248661793468323,0.017177928136904805,-0.012696678234304716,-0.06664056995235601,0.8830669653573594
u56,S8r,ewall,natural,0.25,8,0.744507603519203,1.0535651396550254,0.058512814011673964,-1.4473123116936826,0.040428602409386505,0.0030524008823547446,0.004417777377256682,0.8327672157400998
u56,S8r,ewall,natural,0.5,8,0.744507603519203,1.037293889217165,0.09633660020823076,-2.9266672611139244,0.0329168270982619,-0.0040501608153747275,-0.011853473060603692,0.8327672157400998
u56,S8r,ewall,natural,0.75,8,0.744507603519203,0.9769902262278648,0.09012797385334781,-4.420961896468922,0.0203865077247859,-0.016321591938518343,-0.07215713604990392,0.8327672157400998
u56,S8r,ewall,matched,0.25,8,0.744507603519203,1.0479950455196838,0.049603644091624766,-1.031944580593258,0.0480681279057718,-0.0011166459708741873,-0.0011523167580849147,0.8461235188789301
u56,S8r,ewall,matched,0.5,8,0.744507603519203,1.0335650153935263,0.08592957481517693,-2.1827458470802474,0.03936765012294983,-0.007138873682928396,-0.015582346884242426,0.8461235188789301
u56,S8r,ewall,matched,0.75,8,0.744507603519203,0.9870596088933519,0.09018012916471208,-3.4834597543466517,0.02588809273659199,-0.017823588547834928,-0.062087753384416855,0.8461235188789301
u56,S9,v1,natural,0.25,9,0.7264725381171875,0.7246799883887267,0.009485165815492191,-0.30025122647252545,0.03159076459712691,0.20149655131332167,0.06049958666180899,0.8682380851121847
u56,S9,v1,natural,0.5,9,0.7264725381171875,0.7913469693491,0.02513772592954877,-0.6360388546927886,0.039522311796015154,0.1999352188689866,0.12716656762218226,0.8682380851121847
u56,S9,v1,natural,0.75,9,0.7264725381171875,0.8504919442458887,0.0332682799800208,-1.0061008941456562,0.033066544492310584,0.18518176815375945,0.18631154251897097,0.8682380851121847
u56,S9,v1,matched,0.25,9,0.7264725381171875,0.7307436896549804,0.01577239965158983,-0.06242293148399636,0.2526699608081282,1.0663274912862395,0.06656328792806265,0.8673439548328089
u56,S9,v1,matched,0.5,9,0.7264725381171875,0.8026126483239671,0.03685047004410369,-0.18207821780475975,0.20238813015853438,0.760289991115184,0.13843224659704934,0.8673439548328089
u56,S9,v1,matched,0.75,9,0.7264725381171875,0.8664762933769763,0.04992322682064021,-0.3719433005235695,0.13422268058159753,0.5438890588035726,0.20229589165005857,0.8673439548328089
u56,S9,top20,natural,0.25,9,0.8195327609049041,1.0845122321300773,0.04835078177853869,-1.89619121346436,0.025498895594079533,-0.004020519263622827,-0.0076236733012458036,0.8682380851121847
u56,S9,top20,natural,0.5,9,0.8195327609049041,1.0609341042774836,0.08074710900572968,-3.799349045736111,0.02125287991013871,-0.008212407119808146,-0.031201801153839526,0.8682380851121847
u56,S9,top20,natural,0.75,9,0.8195327609049041,1.001986295479305,0.07777375528733577,-5.70794807108761,0.013625519068977186,-0.01579369833594871,-0.09014960995201804,0.8682380851121847
u56,S9,top20,matched,0.25,9,0.8195327609049041,1.0885326197431777,0.04062774279541248,-1.57020571032922,0.025874153003108233,-0.0022947857496900177,-0.0036032856881453856,0.9152117914970919
u56,S9,top20,matched,0.5,9,0.8195327609049041,1.0718013647246434,0.068127516260436,-3.2201657096203373,0.02115652497537723,-0.006314749780090417,-0.020334540706679727,0.9152117914970919
u56,S9,top20,matched,0.75,9,0.8195327609049041,1.0282337056540336,0.06879088567338398,-4.964133909047397,0.013857580583797095,-0.012872779209445653,-0.0639021997772895,0.9152117914970919
u56,S9,ewall,natural,0.25,9,0.8002230245604617,1.0509400757309115,0.04702003274453892,-1.3044716237066156,0.03604527065980397,0.0013742832121168436,0.0017927134531428024,0.8682380851121847
u56,S9,ewall,natural,0.5,9,0.8002230245604617,1.0338183223618305,0.07512559866685375,-2.641698906373402,0.028438365358597312,-0.0058027203172001125,-0.015329039915938258,0.8682380851121847
u56,S9,ewall,natural,0.75,9,0.8002230245604617,0.9816929279663575,0.06822752356277684,-3.993746444386659,0.017083589184454323,-0.01689001423869074,-0.06745443431141118,0.8682380851121847
u56,S9,ewall,matched,0.25,9,0.8002230245604617,1.0445422912982303,0.03855392947950764,-0.9484479121356193,0.04064949586181891,-0.0048553757361004726,-0.004605070979538439,0.8765113604415841
u56,S9,ewall,matched,0.5,9,0.8002230245604617,1.0294093266704682,0.06657996531079191,-1.9951166742822046,0.03337146452086357,-0.009893173598181544,-0.019738035607300475,0.8765113604415841
u56,S9,ewall,matched,0.75,9,0.8002230245604617,0.9904721115466041,0.07080175064597383,-3.171120558360352,0.022327044760033443,-0.018503002219979633,-0.05867525073116464,0.8765113604415841
broad,SCASH,v1,natural,0.25,0,0.0,0.6349101517311582,,-1.5229858298941412,,-5.315641625579066e-05,-8.095646872552376e-05,
broad,SCASH,v1,natural,0.5,0,0.0,0.6347217793714669,,-3.0974689144647627,,-8.695126112777545e-05,-0.00026932882841679273,
broad,SCASH,v1,natural,0.75,0,0.0,0.6344423917120221,,-4.719454841452997,,-0.00011626692198471247,-0.0005487164878615891,
broad,SCASH,v1,matched,0.25,0,0.0,0.634991108199884,,-0.0,,,3.3306690738754696e-16,
broad,SCASH,v1,matched,0.5,0,0.0,0.6349911081998837,,-0.0,,,0.0,
broad,SCASH,v1,matched,0.75,0,0.0,0.6349911081998837,,-0.0,,,0.0,
broad,SCASH,top20,natural,0.25,0,0.0,0.9553417656083263,,-3.2500144298130307,,-0.000487904819428454,-0.0015856977035177966,
broad,SCASH,top20,natural,0.5,0,0.0,0.9536260334479614,,-6.520239444135156,,-0.0005063356786463248,-0.00330142986388271,
broad,SCASH,top20,natural,0.75,0,0.0,0.951803472763458,,-9.80171518499997,,-0.0005227646847184019,-0.0051239905483860815,
broad,SCASH,top20,matched,0.25,0,0.0,0.9569274633118439,,-2.220446049250313e-14,,,-2.220446049250313e-16,
broad,SCASH,top20,matched,0.5,0,0.0,0.9569274633118441,,-0.0,,,0.0,
broad,SCASH,top20,matched,0.75,0,0.0,0.9569274633118441,,-0.0,,,0.0,
broad,SCASH,ewall,natural,0.25,0,0.0,1.0252376633359415,,-2.6756907344454017,,-8.898238504099163e-06,-2.3808934318303443e-05,
broad,SCASH,ewall,natural,0.5,0,0.0,1.0251758296001325,,-5.3538517592151225,,-1.599645899418471e-05,-8.564267012722837e-05,
broad,SCASH,ewall,natural,0.75,0,0.0,1.0250777347496758,,-8.030706421383037,,-2.2879372117844018e-05,-0.00018373752058398196,
broad,SCASH,ewall,matched,0.25,0,0.0,1.0252614722702602,,-0.0,,,4.440892098500626e-16,
broad,SCASH,ewall,matched,0.5,0,0.0,1.0252614722702598,,-0.0,,,0.0,
broad,SCASH,ewall,matched,0.75,0,0.0,1.0252614722702598,,-0.0,,,0.0,
broad,S4,v1,natural,0.25,4,0.130160568578761,0.7004824924990712,0.06970697711182872,-0.833211185486249,0.0836606352939787,0.07860118231726307,0.06549138429918755,0.6181287369493187
broad,S4,v1,natural,0.5,4,0.130160568578761,0.7865545576921653,0.15999463511756407,-1.7352203429157331,0.09220421819670531,0.08734536228269768,0.15156344949228162,0.6181287369493187
broad,S4,v1,natural,0.75,4,0.130160568578761,0.8285685936399709,0.20622426387801096,-2.7049271606561565,0.07624022815756172,0.07156476827018497,0.19357748544008724,0.6181287369493187
broad,S4,v1,matched,0.25,4,0.130160568578761,0.6829376032635623,0.08401316926192537,-0.5867286551531015,0.14318913610926826,0.0817183456825838,0.04794649506367865,0.49072441140689677
broad,S4,v1,matched,0.5,4,0.130160568578761,0.7359322891161348,0.17307452931274458,-1.320107056778852,0.13110643445468567,0.07646439006435908,0.10094118091625115,0.49072441140689677
broad,S4,v1,matched,0.75,4,0.130160568578761,0.7433653649032094,0.21657427929806583,-2.2733195148779917,0.09526785736922216,0.04767225020242792,0.10837425670332568,0.49072441140689677
broad,S4,top20,natural,0.25,4,0.03515875843561142,1.0103552765592498,0.1381274948380371,-2.525416665608282,0.05469493280815392,0.021156038912310302,0.05342781324740575,0.6181287369493187
broad,S4,top20,natural,0.5,4,0.03515875843561142,1.0832744472012856,0.29574634707070424,-5.112753798395131,0.05784482467423673,0.024712119705255758,0.12634698388944154,0.6181287369493187
broad,S4,top20,natural,0.75,4,0.03515875843561142,1.095393014191386,0.39256459565143587,-7.75405173785122,0.05062702815550496,0.01785718686962398,0.13846555087954182,0.6181287369493187
broad,S4,top20,matched,0.25,4,0.03515875843561142,1.0110101389017836,0.16890903149261638,-1.8293945161869773,0.09233056620541037,0.029563156066885175,0.05408267558993951,0.49762203970113683
broad,S4,top20,matched,0.5,4,0.03515875843561142,1.0683589736206984,0.34108422211420797,-4.00848974295267,0.08509045650269369,0.027798876248782273,0.11143151030885434,0.49762203970113683
broad,S4,top20,matched,0.75,4,0.03515875843561142,1.057874485241721,0.4454260896379074,-6.662499023859891,0.06685570805229951,0.015151525211240283,0.10094702192987692,0.49762203970113683
broad,S4,ewall,natural,0.25,4,-0.01129746367411618,1.102772052433978,0.17929376399395336,-1.9466069560905686,0.09210578613878716,0.039818300207549374,0.07751058016371815,0.6181287369493187
broad,S4,ewall,natural,0.5,4,-0.01129746367411618,1.188967225309679,0.3672721206998898,-3.9451180055534385,0.09309534472299448,0.041495781066364805,0.16370575303941926,0.6181287369493187
broad,S4,ewall,natural,0.75,4,-0.01129746367411618,1.1273142231669486,0.4074023023873947,-5.983963063572784,0.06808235579986203,0.01705437513776318,0.10205275089668886,0.6181287369493187
broad,S4,ewall,matched,0.25,4,-0.01129746367411618,1.1085568881877932,0.21640342619099995,-1.297026968815218,0.1668457413716507,0.06422026520668296,0.08329541591753342,0.49282943117639344
broad,S4,ewall,matched,0.5,4,-0.01129746367411618,1.184768233767817,0.4257227820444903,-2.8938556586139974,0.1471126525530955,0.055119114535917245,0.15950676149755716,0.49282943117639344
broad,S4,ewall,matched,0.75,4,-0.01129746367411618,1.1053991609769076,0.47946171952704764,-4.936256868241484,0.09713062596312039,0.01623450538448103,0.08013768870664784,0.49282943117639344
broad,S5f,v1,natural,0.25,5,0.43557843645387956,0.7112924874960695,0.0016107948409400663,-0.5468175609531389,0.0029457628210263495,0.13953717792674314,0.07630137929618586,0.933753446020867
broad,S5f,v1,natural,0.5,5,0.43557843645387956,0.817836814092236,0.03346453698186058,-1.1487397008859368,0.02913152296908681,0.15917070312041717,0.18284570589235227,0.933753446020867
broad,S5f,v1,natural,0.75,5,0.43557843645387956,0.9385681483790725,0.07950528681345137,-1.8053278584728494,0.04403925106473787,0.16815618213302744,0.30357704017918885,0.933753446020867
broad,S5f,v1,matched,0.25,5,0.43557843645387956,0.6984137768166243,0.005212446346159805,-0.3631622643200716,0.014352940429862052,0.17464002967236514,0.06342266861674062,0.8678319972822067
broad,S5f,v1,matched,0.5,5,0.43557843645387956,0.7827070882903834,0.03129553554933817,-0.7959174439360117,0.03932007746252411,0.1855920877421747,0.1477159800904997,0.8678319972822067
broad,S5f,v1,matched,0.75,5,0.43557843645387956,0.8797224941572683,0.07010071914564242,-1.2992900004792585,0.05395309678346246,0.18835778453394744,0.24473138595738464,0.8678319972822067
broad,S5f,top20,natural,0.25,5,0.4165187739567461,1.0025616602716332,0.05142770128253349,-2.2391618587989326,0.02296738892744398,0.020380034958378083,0.0456341969597891,0.933753446020867
broad,S5f,top20,natural,0.5,5,0.4165187739567461,1.0652116706659247,0.11987121599956918,-4.525465923139116,0.02648814907359192,0.023927747814962805,0.10828420735408062,0.933753446020867
broad,S5f,top20,natural,0.75,5,0.4165187739567461,1.1196222138966836,0.18007526355307224,-6.853459897110947,0.02627508824104776,0.023739068007594663,0.1626947505848395,0.933753446020867
broad,S5f,top20,matched,0.25,5,0.4165187739567461,1.003789945482528,0.06403939507618994,-1.7107236722186503,0.03743409652661015,0.02739336745712281,0.046862482170684006,0.8882198116898206
broad,S5f,top20,matched,0.5,5,0.4165187739567461,1.0579874587373388,0.13541382123650647,-3.6677053545026705,0.036920583347914045,0.027554011475166094,0.10105999542549471,0.8882198116898206
broad,S5f,top20,matched,0.75,5,0.4165187739567461,1.097353324809951,0.19195660021462446,-5.920118463170487,0.032424452552563134,0.023720110057206957,0.14042586149810687,0.8882198116898206
broad,S5f,ewall,natural,0.25,5,0.39765162293128553,1.0848417049933197,0.08245723928540816,-1.6569796575901297,0.049763579720303826,0.03595712985982696,0.0595802327230599,0.933753446020867
broad,S5f,ewall,natural,0.5,5,0.39765162293128553,1.1504633114630909,0.17095585231752752,-3.3545894044686886,0.050961781519310585,0.03732255250852705,0.12520183919283112,0.933753446020867
broad,S5f,ewall,natural,0.75,5,0.39765162293128553,1.1648509123866593,0.20822045980344406,-5.081516681313225,0.04097604570878498,0.02747003480864795,0.1395894401163995,0.933753446020867
broad,S5f,ewall,matched,0.25,5,0.39765162293128553,1.0868600327694262,0.10012086609621673,-1.1424310037373653,0.08763843572931747,0.05391884524986808,0.061598560499166455,0.8711722498820585
broad,S5f,ewall,matched,0.5,5,0.39765162293128553,1.1459706855110576,0.19775382443489842,-2.4928888375823632,0.07932717313888842,0.048421418324397995,0.12070921324079786,0.8711722498820585
broad,S5f,ewall,matched,0.75,5,0.39765162293128553,1.1452673524828367,0.2355727970037279,-4.1231201030547115,0.05713459494648196,0.029105598967070535,0.12000588021257697,0.8711722498820585
broad,S6f,v1,natural,0.25,6,0.570402452238581,0.7282364912816861,-0.018877874301989506,-0.24422843856521936,-0.07729597098885072,0.3817957631371497,0.09324538308180241,1.083484137735051
broad,S6f,v1,natural,0.5,6,0.570402452238581,0.8541178673688294,-0.005119755598637976,-0.5371438561842634,-0.009531442163385147,0.4079479950223537,0.21912675916894575,1.083484137735051
broad,S6f,v1,natural,0.75,6,0.570402452238581,1.0025134389194639,0.031152558568204758,-0.8784705083446198,0.03546227024389048,0.4183661571202148,0.3675223307195802,1.083484137735051
broad,S6f,v1,matched,0.25,6,0.570402452238581,0.7180412216643849,-0.018870641858736215,-0.09583214980128929,-0.19691347734413797,0.8666205823067519,0.0830501134645012,1.0426741294928332
broad,S6f,v1,matched,0.5,6,0.570402452238581,0.8287024320438524,-0.010130186802505992,-0.2182408378740508,-0.04641746659876844,0.8876034647363371,0.19371132384396872,1.0426741294928332
broad,S6f,v1,matched,0.75,6,0.570402452238581,0.9647447456872766,0.023991371517680826,-0.3511187782355485,0.068328363519157,0.9391512443295679,0.32975363748739295,1.0426741294928332
broad,S6f,top20,natural,0.25,6,0.6403058025108733,1.0017412510031347,0.013174619085488892,-1.9355006671343045,0.006806827457721928,0.023153589379869225,0.04481378769129063,1.083484137735051
broad,S6f,top20,natural,0.5,6,0.6403058025108733,1.0613726021999557,0.0411668016765081,-3.9117976619696737,0.010523755376391258,0.026700036124956732,0.10444513888811158,1.083484137735051
broad,S6f,top20,natural,0.75,6,0.6403058025108733,1.124467702400485,0.0726227332712357,-5.924951546072066,0.012257101633072557,0.028277064847848647,0.1675402390886409,1.083484137735051
broad,S6f,top20,matched,0.25,6,0.6403058025108733,1.0047676723343362,0.021715678234537572,-1.4899031032839405,0.01457522854115371,0.032109610965334615,0.047840209022492086,1.0614255864636621
broad,S6f,top20,matched,0.5,6,0.6403058025108733,1.0613149758540388,0.052138450966285665,-3.168169478048344,0.01645696397479468,0.03294884104700722,0.1043875125421947,1.0614255864636621
broad,S6f,top20,matched,0.75,6,0.6403058025108733,1.1186962620229093,0.08339520634720166,-5.054677111963146,0.01649862187039133,0.03200378483685916,0.1617687987110652,1.0614255864636621
broad,S6f,ewall,natural,0.25,6,0.6164307161208812,1.0818439089990066,0.04202677036254898,-1.3486097294682642,0.031163033636958472,0.04195612377129774,0.056582436728746854,1.083484137735051
broad,S6f,ewall,natural,0.5,6,0.6164307161208812,1.1419977379174193,0.08762493291476381,-2.7359189983646948,0.03202760497190842,0.04266802698359667,0.11673626564715955,1.083484137735051
broad,S6f,ewall,natural,0.75,6,0.6164307161208812,1.1749819951616776,0.1060535237928244,-4.1499389675879295,0.025555441807970956,0.03607776501311775,0.1497205228914178,1.083484137735051
broad,S6f,ewall,matched,0.25,6,0.6164307161208812,1.0833695165190584,0.05280093958338261,-0.9051592801000208,0.058333312980614935,0.06419648511185533,0.058108044248798674,1.046489890931924
broad,S6f,ewall,matched,0.5,6,0.6164307161208812,1.1418509608005756,0.10597527919948369,-1.9636406919981253,0.05396877322380568,0.05937414569041082,0.11658948853031581,1.046489890931924
broad,S6f,ewall,matched,0.75,6,0.6164307161208812,1.170280006714266,0.12909722044775807,-3.2217723864748304,0.04007024859661563,0.045012035937982975,0.14501853444400625,1.046489890931924
broad,S7f,v1,natural,0.25,7,0.6154166070186193,0.7210477953236193,-0.007250183423162748,-0.22110306234108812,-0.03279096791512611,0.38921526555330516,0.0860566871237356,1.0082185903874767
broad,S7f,v1,natural,0.5,7,0.6154166070186193,0.8306461126344209,0.009041263340740624,-0.48706564207920966,0.018562720421306737,0.40170151111319524,0.1956550044345372,1.0082185903874767
broad,S7f,v1,natural,0.75,7,0.6154166070186193,0.9492359083217567,0.03432418848117835,-0.7974293048183645,0.043043550411025575,0.3940722998554092,0.31424480012187306,1.0082185903874767
broad,S7f,v1,matched,0.25,7,0.6154166070186193,0.7119443777368624,-0.012896810685498306,-0.09112278876577395,-0.14153222108520885,0.8445008167471999,0.07695326953697867,0.9943914290897913
broad,S7f,v1,matched,0.5,7,0.6154166070186193,0.811816759811467,-0.0028745088333705926,-0.18573126257288575,-0.015476709701699039,0.9520510934027183,0.17682565161158326,0.9943914290897913
broad,S7f,v1,matched,0.75,7,0.6154166070186193,0.9287602125860627,0.024218863718748374,-0.2658012298095702,0.09111644718912572,1.1052210126967659,0.293769104386179,0.9943914290897913
broad,S7f,top20,natural,0.25,7,0.7097931143823978,0.9899626678622107,0.020212422781458406,-1.9176647091444954,0.010540123455927563,0.01722678860013238,0.03303520455036657,1.0082185903874767
broad,S7f,top20,natural,0.5,7,0.7097931143823978,1.0296180665068144,0.04704503965715401,-3.868419031035475,0.01216130912388808,0.01879077799271217,0.07269060319497034,1.0082185903874767
broad,S7f,top20,natural,0.75,7,0.7097931143823978,1.0616226086780136,0.06622680005944503,-5.848813887698467,0.011323116332823775,0.01790023539411467,0.10469514536616953,1.0082185903874767
broad,S7f,top20,matched,0.25,7,0.7097931143823978,0.9925300481940894,0.022132358089910653,-1.5074639840098936,0.014681848670797429,0.023617535980887266,0.035602584882245325,1.010808370481183
broad,S7f,top20,matched,0.5,7,0.7097931143823978,1.0320749593946494,0.0482070424981359,-3.1676589540097444,0.01521850779962078,0.02372335443109517,0.07514749608280535,1.010808370481183
broad,S7f,top20,matched,0.75,7,0.7097931143823978,1.0669185775330272,0.069580433844179,-4.9948204326879075,0.013930517579534897,0.022021034730570408,0.10999111422118313,1.010808370481183
broad,S7f,ewall,natural,0.25,7,0.6998082968519987,1.0633916313019356,0.042390879502371526,-1.327677717003306,0.03192859152449417,0.02871943886935091,0.038130159031675825,1.0082185903874767
broad,S7f,ewall,natural,0.5,7,0.6998082968519987,1.0958975976802843,0.07915756635141591,-2.6889693604154052,0.02943788334545666,0.02626884725793688,0.07063612541002451,1.0082185903874767
broad,S7f,ewall,natural,0.75,7,0.6998082968519987,1.097784307105042,0.08530499624686949,-4.071309367344034,0.02095271779911906,0.017813147636602543,0.07252283483478217,1.0082185903874767
broad,S7f,ewall,matched,0.25,7,0.6998082968519987,1.0630976640943552,0.04438651835855478,-0.9110919812047147,0.048717933286893354,0.04152839955200309,0.03783619182409548,0.9990601661324227
broad,S7f,ewall,matched,0.5,7,0.6998082968519987,1.097333274864898,0.08517245566355691,-1.9469932489474706,0.043745634819021835,0.03701697611617285,0.0720718025946383,0.9990601661324227
broad,S7f,ewall,matched,0.75,7,0.6998082968519987,1.1050937164711043,0.09948322380422248,-3.1472078816199067,0.031609994492329894,0.025366053722436003,0.07983224420084456,0.9990601661324227
broad,S8f,v1,natural,0.25,8,0.6339574342813021,0.7092489453673599,0.004066983011387415,-0.2810124287113247,0.014472609023159257,0.2642510778189067,0.07425783716747625,0.915754524824239
broad,S8f,v1,natural,0.5,8,0.6339574342813021,0.7988816663284666,0.02350884981640522,-0.6047351177106419,0.03887462316626022,0.271012139577782,0.16389055812858289,0.915754524824239
broad,S8f,v1,natural,0.75,8,0.6339574342813021,0.8867198264630727,0.04115615579492249,-0.970368051957915,0.04241293364088149,0.2594157111368981,0.251728718263189,0.915754524824239
broad,S8f,v1,matched,0.25,8,0.6339574342813021,0.7045887089580931,-0.000778977471784903,-0.12838112722144412,-0.0060676945953375815,0.542117071757446,0.06959760075820942,0.9164974211198608
broad,S8f,v1,matched,0.5,8,0.6339574342813021,0.789971404617913,0.014227139958040813,-0.2762519431854571,0.05150059686092294,0.5610107014305631,0.15498029641802935,0.9164974211198608
broad,S8f,v1,matched,0.75,8,0.6339574342813021,0.8813953507226244,0.035274507832757984,-0.43118968815891723,0.08180740124693654,0.5714520761728586,0.24640424252274074,0.9164974211198608
broad,S8f,top20,natural,0.25,8,0.7361719481467881,0.9777643494627848,0.03113012077284205,-1.9831196660237138,0.01569755033253238,0.010507124964738027,0.020836886150940703,0.915754524824239
broad,S8f,top20,natural,0.5,8,0.7361719481467881,0.9981311833650754,0.06179018929703384,-3.9933033672003404,0.015473452331359999,0.010318204319678026,0.04120372005323136,0.915754524824239
broad,S8f,top20,natural,0.75,8,0.7361719481467881,1.000311371736433,0.07426361229029266,-6.02721228734977,0.012321386529915502,0.007198005704170278,0.043383908424588835,0.915754524824239
broad,S8f,top20,matched,0.25,8,0.7361719481467881,0.9815960121783175,0.03068821589453863,-1.5730707238041042,0.01950847818229453,0.01568177990549483,0.024668548866473405,0.9328487951995836
broad,S8f,top20,matched,0.5,8,0.7361719481467881,1.0051316278616222,0.060243498605908385,-3.2922082684449627,0.018298811525178423,0.014641894017399711,0.04820416454977816,0.9328487951995836
broad,S8f,top20,matched,0.75,8,0.7361719481467881,1.0159675261038479,0.07709906387619903,-5.177562037181094,0.014890997601291003,0.011403062361788322,0.0590400627920038,0.9328487951995836
broad,S8f,ewall,natural,0.25,8,0.7408378937197792,1.0448761119177146,0.046991376508960014,-1.3912691965689117,0.033775905212915035,0.014098378441661457,0.0196146396474548,0.915754524824239
broad,S8f,ewall,natural,0.5,8,0.7408378937197792,1.0518467674408385,0.08133876889358915,-2.811610904699724,0.028929596466434254,0.00945553850504005,0.026585295170578727,0.915754524824239
broad,S8f,ewall,natural,0.75,8,0.7408378937197792,1.0238318682330743,0.08070060654733002,-4.248033585579281,0.018997167729860435,-0.000336533129596375,-0.0014296040371855057,0.915754524824239
broad,S8f,ewall,matched,0.25,8,0.7408378937197792,1.0429950099288399,0.04349458309249821,-0.9889688390938511,0.04397973057710331,0.017931341168270342,0.0177335376585801,0.9222172905345872
broad,S8f,ewall,matched,0.5,8,0.7408378937197792,1.054015330896297,0.0802759494938734,-2.091681647370458,0.03837866512563789,0.013746766226201242,0.028753858626037188,0.9222172905345872
broad,S8f,ewall,matched,0.75,8,0.7408378937197792,1.0387676687886136,0.09078933282010826,-3.350005787490895,0.0271012465587733,0.004031693488049097,0.01350619651835383,0.9222172905345872
broad,S5r,v1,natural,0.25,5,0.28845450171155945,0.6969543124686787,0.04574028229436755,-0.7568032662062629,0.060438801385803306,0.08187491655447907,0.06196320426879498,0.6998827960975934
broad,S5r,v1,natural,0.5,5,0.28845450171155945,0.7772539311030833,0.10981697895434472,-1.5743684694018212,0.06975303500334297,0.09036183439144467,0.14226282290319958,0.6998827960975934
broad,S5r,v1,natural,0.75,5,0.28845450171155945,0.8331597090337596,0.1494998349105936,-2.4518312306796908,0.060974765734242486,0.08082473147180691,0.19816860083387589,0.6998827960975934
broad,S5r,v1,matched,0.25,5,0.28845450171155945,0.6813100480027285,0.05534148172012121,-0.5213396671497561,0.10615244764067461,0.08884599181964725,0.04631893980284485,0.5989009405307781
broad,S5r,v1,matched,0.5,5,0.28845450171155945,0.7339721846259396,0.11702616026060875,-1.165181922081704,0.1004359560020729,0.08494903203545862,0.09898107642605591,0.5989009405307781
broad,S5r,v1,matched,0.75,5,0.28845450171155945,0.7602270450837646,0.1523035626357101,-1.9691683427379925,0.07734410478280518,0.06359839032845155,0.1252359368838809,0.5989009405307781
broad,S5r,top20,natural,0.25,5,0.260920828014431,0.9960451692701277,0.10337887276184632,-2.4545064448758147,0.04211798790655722,0.015937096453728285,0.039117705958283566,0.6998827960975934
broad,S5r,top20,natural,0.5,5,0.260920828014431,1.043677297477191,0.21527216777247227,-4.958561140747553,0.04341424087795312,0.017494961079025553,0.08674983416534698,0.6998827960975934
broad,S5r,top20,natural,0.75,5,0.260920828014431,1.0438551597441892,0.279711196843033,-7.505462325408163,0.03726768381690887,0.011581924292400974,0.0869276964323451,0.6998827960975934
