panel,book,gross,lam,freq,TURNOVER,H2CUSH0,H1CUSH0,MINCUSH0,OOSCUSH0,DDCUSH0,CAGRCUSH0,bind_leg0,H2CUSH0_IS,MINCUSH0_IS,pass4b_0,cost,CAGR,Sharpe,MaxDD,H1,H2,OOSs,margin_min,margin_H2,bind_leg,mg_H1,mg_H2,mg_OOS,mg_DD,mg_CAGR,pass4b,pass4a,IS_pass4b,IS_margin_min,OOS_pass
u56,TOP5,0.75,1.0,W,15.346229289548232,0.286781803546867,0.4166600328189567,-0.08212423101801927,0.24783666466874021,-0.08212423101801927,0.14441642869708698,DD,0.6798214246831624,-0.05196778915859632,False,0.0,0.25101274360305337,1.2135407857667353,-0.28442764271840904,1.3732799321919957,1.1207974453115275,1.1298473656529961,-0.08212423101801927,0.286781803546867,DD,0.4166600328189567,0.286781803546867,0.24783666466874021,-0.08212423101801927,0.14441642869708698,False,False,False,-0.05196778915859632,True
u56,TOP5,0.75,1.0,W,15.346229289548232,0.286781803546867,0.4166600328189567,-0.08212423101801927,0.24783666466874021,-0.08212423101801927,0.14441642869708698,DD,0.6798214246831624,-0.05196778915859632,False,10.0,0.2319859349793818,1.1375570112359614,-0.2845418670231763,1.2825008324441871,1.0541033824487038,1.0611436005149697,-0.08223845532278654,0.22008774068404335,DD,0.32588093307114807,0.22008774068404335,0.17913289953071376,-0.08223845532278654,0.12538962007341542,False,False,False,-0.057560172361966505,True
u56,TOP5,0.75,1.0,W,15.346229289548232,0.286781803546867,0.4166600328189567,-0.08212423101801927,0.24783666466874021,-0.08212423101801927,0.14441642869708698,DD,0.6798214246831624,-0.05196778915859632,False,25.0,0.20397094519742298,1.023233643423949,-0.284713178273886,1.1458289043489915,0.9537920386940945,0.9578010194785557,-0.08240976657349622,0.11977639692943398,DD,0.1892090049759525,0.11977639692943398,0.07579031849429974,-0.08240976657349622,0.09737463029145661,False,False,False,-0.08275000669103216,True
u56,TOP5,0.75,1.0,M,6.627521895807316,0.13077069569989042,0.5821492530042931,-0.08494060546211427,0.07846211822595062,-0.08494060546211427,0.14730831658726457,DD,1.0435132774393427,-0.05479361854960038,False,0.0,0.25390463149323095,1.1980922608235056,-0.28724401716250403,1.5387691523773321,0.9647863374645509,0.9604728192102066,-0.08494060546211427,0.13077069569989042,DD,0.5821492530042931,0.13077069569989042,0.07846211822595062,-0.08494060546211427,0.14730831658726457,False,False,False,-0.05479361854960038,True
u56,TOP5,0.75,1.0,M,6.627521895807316,0.13077069569989042,0.5821492530042931,-0.08494060546211427,0.07846211822595062,-0.08494060546211427,0.14730831658726457,DD,1.0435132774393427,-0.05479361854960038,False,10.0,0.24563090164261348,1.1661000284710925,-0.2872806669196002,1.5017449936228136,0.9360395736434842,0.9307903877991553,-0.08497725521921043,0.10202393187882375,DD,0.5451250942497745,0.10202393187882375,0.048779686814899414,-0.08497725521921043,0.1390345867366471,False,False,False,-0.056837545216613855,True
u56,TOP5,0.75,1.0,M,6.627521895807316,0.13077069569989042,0.5821492530042931,-0.08494060546211427,0.07846211822595062,-0.08494060546211427,0.14730831658726457,DD,1.0435132774393427,-0.05479361854960038,False,25.0,0.23331214068254935,1.1178937651986844,-0.28733564155524394,1.4458294719071574,0.8927798429289008,0.8861186680623798,-0.08503222985485417,0.058764201164240304,DD,0.48920957253411834,0.058764201164240304,0.004107967078123886,-0.08503222985485417,0.12671582577658297,False,False,False,-0.05989672746731731,True
u56,TOP5,0.75,0.5,W,13.580456477707548,0.27302822235921487,0.48881987558197193,-0.0804758075506046,0.23226486731360274,-0.0804758075506046,0.14656197784111685,DD,0.7459495918689063,-0.024743788659432026,False,0.0,0.25315829274708324,1.2363092906658633,-0.28277921925099436,1.445439774955011,1.1070438641238753,1.1142755682978587,-0.0804758075506046,0.27302822235921487,DD,0.48881987558197193,0.27302822235921487,0.23226486731360274,-0.0804758075506046,0.14656197784111685,False,False,False,-0.024743788659432026,True
u56,TOP5,0.75,0.5,W,13.580456477707548,0.27302822235921487,0.48881987558197193,-0.0804758075506046,0.23226486731360274,-0.0804758075506046,0.14656197784111685,DD,0.7459495918689063,-0.024743788659432026,False,10.0,0.23627761032122963,1.1681481130376423,-0.28295359495421757,1.3641893773654443,1.0471608868876203,1.05259606556985,-0.0806501832538278,0.21314524512295985,DD,0.4075694779924053,0.21314524512295985,0.17058536458559415,-0.0806501832538278,0.12968129541526324,False,False,False,-0.029760302298432822,True
u56,TOP5,0.75,0.5,W,13.580456477707548,0.27302822235921487,0.48881987558197193,-0.0804758075506046,0.23226486731360274,-0.0804758075506046,0.14656197784111685,DD,0.7459495918689063,-0.024743788659432026,False,25.0,0.21137099632692347,1.065649019239479,-0.2832151092019872,1.2419115129514278,0.9571483234764301,0.9598722948841627,-0.08091169750159746,0.12313268171176961,DD,0.2852916135783887,0.12313268171176961,0.07786159389990677,-0.08091169750159746,0.1047746814209571,False,False,False,-0.03763253793328167,True
u56,TOP5,0.75,0.5,M,6.261048690990937,0.18649505128528987,0.6245740700877997,-0.08489005605001346,0.13917301752604838,-0.08489005605001346,0.15768697001701287,DD,0.9851141288989245,-0.038310144457042145,False,0.0,0.26428328492297926,1.2472559334556788,-0.2871934677504032,1.5811939694608388,1.0205106930499503,1.0211837185103043,-0.08489005605001346,0.18649505128528987,DD,0.6245740700877997,0.18649505128528987,0.13917301752604838,-0.08489005605001346,0.15768697001701287,False,False,False,-0.038310144457042145,True
u56,TOP5,0.75,0.5,M,6.261048690990937,0.18649505128528987,0.6245740700877997,-0.08489005605001346,0.13917301752604838,-0.08489005605001346,0.15768697001701287,DD,0.9851141288989245,-0.038310144457042145,False,10.0,0.256402510995724,1.2167945901967139,-0.2872419912939915,1.5461886374263647,0.9929480195573005,0.9926883484137974,-0.08493857959360177,0.15893237779264002,DD,0.5895687380533257,0.15893237779264002,0.11067764742954145,-0.08493857959360177,0.1498061960897576,False,False,False,-0.03991053830617716,True
u56,TOP5,0.75,0.5,M,6.261048690990937,0.18649505128528987,0.6245740700877997,-0.08489005605001346,0.13917301752604838,-0.08489005605001346,0.15768697001701287,DD,0.9851141288989245,-0.038310144457042145,False,25.0,0.24466428355340142,1.1708991129981863,-0.2873147766093741,1.4933325925631893,0.9514707467123402,0.9498041803723511,-0.08501136490898434,0.11745510494767974,DD,0.5367126931901502,0.11745510494767974,0.06779347938809521,-0.08501136490898434,0.13806796864743504,False,False,False,-0.04230707817035115,True
u56,TOP5,0.75,0.25,W,10.806528731228573,0.24028890018429783,0.5277476519553952,-0.08087449048832088,0.1973312918822796,-0.08087449048832088,0.14530326600823823,DD,0.7819433754704048,-0.02510336341941441,False,0.0,0.2518995809142046,1.2338780547025106,-0.28317790218871064,1.4843675513284342,1.0743045419489583,1.0793419928665355,-0.08087449048832088,0.24028890018429783,DD,0.5277476519553952,0.24028890018429783,0.1973312918822796,-0.08087449048832088,0.14530326600823823,False,False,False,-0.02510336341941441,True
u56,TOP5,0.75,0.25,W,10.806528731228573,0.24028890018429783,0.5277476519553952,-0.08087449048832088,0.1973312918822796,-0.08087449048832088,0.14530326600823823,DD,0.7819433754704048,-0.02510336341941441,False,10.0,0.23846286395584326,1.17952937356863,-0.2833398259726665,1.420131513768355,1.0261688577522778,1.0298478125435455,-0.08103641427227673,0.19215321598761737,DD,0.46351161439531596,0.19215321598761737,0.14783711155928958,-0.08103641427227673,0.13186654904987688,False,False,False,-0.029004465688520525,True
u56,TOP5,0.75,0.25,W,10.806528731228573,0.24028890018429783,0.5277476519553952,-0.08087449048832088,0.1973312918822796,-0.08087449048832088,0.14530326600823823,DD,0.7819433754704048,-0.02510336341941441,False,25.0,0.21857123121333322,1.0978458924766454,-0.2835826666068495,1.3235143966036924,0.9538529525557963,0.9554840248494769,-0.08127925490645974,0.1198373107911358,DD,0.36689449723065337,0.1198373107911358,0.07347332386522099,-0.08127925490645974,0.11197491630736685,False,False,False,-0.03482412903880314,True
u56,TOP5,0.75,0.25,M,5.937344944774835,0.2122168081598632,0.612527193658942,-0.08349004454519074,0.17063380900037406,-0.08349004454519074,0.15869340142069105,DD,0.8988229978104829,-0.03930014620654729,False,0.0,0.26528971632665743,1.2564237570857102,-0.2857934562455805,1.569147093031981,1.0462324499245237,1.05264450998463,-0.08349004454519074,0.2122168081598632,DD,0.612527193658942,0.2122168081598632,0.17063380900037406,-0.08349004454519074,0.15869340142069105,False,False,False,-0.03930014620654729,True
u56,TOP5,0.75,0.25,M,5.937344944774835,0.2122168081598632,0.612527193658942,-0.08349004454519074,0.17063380900037406,-0.08349004454519074,0.15869340142069105,DD,0.8988229978104829,-0.03930014620654729,False,10.0,0.25780967585638925,1.2274023747350034,-0.285891434018295,1.5358605822829083,1.0199110160083538,1.0254169254521706,-0.08358802231790521,0.1858953742436933,DD,0.5792406829098693,0.1858953742436933,0.14340622446791462,-0.08358802231790521,0.15121336095042287,False,False,False,-0.039542370391808385,True
u56,TOP5,0.75,0.25,M,5.937344944774835,0.2122168081598632,0.612527193658942,-0.08349004454519074,0.17063380900037406,-0.08349004454519074,0.15869340142069105,DD,0.8988229978104829,-0.03930014620654729,False,25.0,0.24666445927245784,1.183686963970156,-0.2860384006773672,1.4856229574166835,0.9803059770096662,0.9844447990997461,-0.08373498897697743,0.14629033524500568,DD,0.5290030580436444,0.14629033524500568,0.1024340981154902,-0.08373498897697743,0.14006814436649145,False,False,False,-0.03990570666970003,True
