panel,gross,cost_bps,chooser,pick_b_in,pick_b_out,pick_is_live,pick_is_asym,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,inc_OOS_Sharpe,inc_OOS_CAGR,inc_OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,full4b
U56,0.75,0.0,C_ISSHARPE,0.03,0.1,False,True,0.12072849083519333,1.2241779287819816,-0.16682918692582072,1.3693466954314062,0.13168913356431755,-0.14765004422980454,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True
U56,0.75,0.0,C_ISCALMAR,0.03,0.03,True,False,0.13168913356431755,1.3693466954314062,-0.14765004422980454,1.3693466954314062,0.13168913356431755,-0.14765004422980454,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True
U56,0.75,10.0,C_ISSHARPE,0.03,0.1,False,True,0.11830155705795997,1.2014695625126508,-0.16702310191418568,1.3318413815124672,0.12773946456006335,-0.14809080759214632,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True
U56,0.75,10.0,C_ISCALMAR,0.03,0.1,False,True,0.11830155705795997,1.2014695625126508,-0.16702310191418568,1.3318413815124672,0.12773946456006335,-0.14809080759214632,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True
U56,0.75,25.0,C_ISSHARPE,0.03,0.1,False,True,0.11467036500540506,1.1673679825096714,-0.1673139282774001,1.2754689637891052,0.12183969460699817,-0.14875179387181792,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True
U56,0.75,25.0,C_ISCALMAR,0.03,0.1,False,True,0.11467036500540506,1.1673679825096714,-0.1673139282774001,1.2754689637891052,0.12183969460699817,-0.14875179387181792,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True
U56,0.75,50.0,C_ISSHARPE,0.03,0.1,False,True,0.10864285595834566,1.1104454757607927,-0.16779851590456085,1.181260845927782,0.1120723488705766,-0.14985301432639253,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True
U56,0.75,50.0,C_ISCALMAR,0.03,0.1,False,True,0.10864285595834566,1.1104454757607927,-0.16779851590456085,1.181260845927782,0.1120723488705766,-0.14985301432639253,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,True
U56,1.0,0.0,C_ISSHARPE,0.03,0.1,False,True,0.14693079659894193,1.1933444893355918,-0.2134533618929101,1.333105459265909,0.14757573417524883,-0.17219526991017198,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False
U56,1.0,0.0,C_ISCALMAR,0.01,0.1,False,True,0.14687269863657781,1.1780211392032585,-0.21345336189290964,1.333105459265909,0.14757573417524883,-0.17219526991017198,0.0951245058604564,1.2839355379722956,-0.12054950773958317,0.15454794790057602,0.8831406547160487,-0.33717256724185274,False
