book,arm,stateful,obs_gap,null_n,null_mean,null_max,pct,sd_blocks,z,p_norm,p_bonf,med_absdMaxDD,max_absdMaxDD,frac_below_floor
TOP20,abs12-dg,False,0.0,66,0.0234848484848485,0.050000000000000044,0.14393939393939395,0.02087117774841807,0.0,1.0,1.0,0.20504123045818606,0.781507740770826,0.425
TOP20,abs12-rw,False,0.1,66,0.06325757575757576,0.17500000000000002,0.803030303030303,0.053433263388676135,1.3233456770982126,0.18572044813922606,1.0,0.28872019342843774,1.2815755694188913,0.22708333333333333
TOP20,band3-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,2.8039001497879132,4.098414430103348,0.0
TOP20,band3-rw,False,0.0,66,0.0,0.0,0.5,0.0,,,,2.8104843367667995,4.13149607016684,0.0
TOP20,ddctl-8/.5/high,True,0.0,66,0.0,0.0,0.5,0.0,,,,5.720054062107627,10.918119570563656,0.0
TOP20,ddctl-8/.5/recover,True,0.0,66,0.0,0.0,0.5,0.0,,,,5.648134097795305,6.277526782554377,0.0
TOP20,ebud-0.10,True,0.050000000000000044,66,0.03787878787878786,0.125,0.7878787878787878,0.03370999312316211,1.048808848170152,0.29426610430496264,1.0,0.65144612158749,1.8688463011514835,0.09375
TOP20,ebud-0.20,True,0.050000000000000044,66,0.09848484848484847,0.3,0.32575757575757575,0.08416254115301731,0.4200840252084033,0.6744240722352934,1.0,2.220446049250313e-14,0.0930857402632101,1.0
TOP20,g200-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,2.8020426021991787,3.88897190945946,0.0
TOP20,g200-rw,False,0.0,66,0.0,0.0,0.5,0.0,,,,2.864184694519889,3.921414438851667,0.0
TOP20,stop15,True,0.02500000000000001,66,0.05151515151515152,0.15,0.36363636363636365,0.04438126822992972,0.39831375340784586,0.6903989236826046,1.0,0.592098206535363,1.5527987012422306,0.07083333333333333
TOP20,stop25,True,0.0,66,0.0,0.0,0.5,0.0,,,,1.5725687777925823,2.084413563641241,0.0
TOP20,v1gate-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,5.7573505498460795,6.909613759938427,0.0
TOP20,v1gate-rw,False,0.0,66,0.0,0.0,0.5,0.0,,,,3.7934413890069907,5.652008442507983,0.0
TOP20,vol60-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,5.677700957472365,6.925660312649917,0.0
TOP20,vol60-rw,False,0.0,66,0.0,0.0,0.5,0.0,,,,3.948960496806553,5.321038221725116,0.0
TOPALL,abs12-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,7.777137602352474,8.91875690410412,0.0
TOPALL,abs12-rw,False,0.025000000000000022,66,0.031818181818181794,0.09999999999999998,0.5606060606060607,0.028867513459481273,0.6123724356957954,0.5402913746074194,1.0,2.544153485121292,3.6354636486690906,0.00625
TOPALL,band3-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,10.555943453290501,11.955148559455177,0.0
TOPALL,band3-rw,False,0.0,66,0.0,0.0,0.5,0.0,,,,4.677676790177032,6.7233855527581765,0.0
TOPALL,ddctl-8/.5/high,True,0.0,66,0.0,0.0,0.5,0.0,,,,6.969437340181334,10.864853464384328,0.0
TOPALL,ddctl-8/.5/recover,True,0.0,66,0.0,0.0,0.5,0.0,,,,6.954001037618129,7.538364416042964,0.0
TOPALL,ebud-0.10,True,0.225,66,0.09621212121212121,0.25,0.9848484848484849,0.08083372383535789,1.968225861906672,0.049042055861335594,1.0,1.1102230246251564e-14,6.661338147750939e-14,1.0
TOPALL,ebud-0.20,True,0.425,66,0.08901515151515152,0.25,1.0,0.07646919562011803,3.929953487378122,8.49622951942722e-05,0.0027187934462167104,1.1102230246251564e-14,6.661338147750939e-14,1.0
TOPALL,g200-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,10.60632829510148,12.025524113203325,0.0
TOPALL,g200-rw,False,0.0,66,0.0,0.0,0.5,0.0,,,,3.696625074732701,5.616946802395495,0.0
TOPALL,stop15,True,0.025000000000000022,66,0.08106060606060606,0.27499999999999997,0.22727272727272727,0.0737265627884961,0.23977341220119966,0.8105059197704367,1.0,0.13889463811310176,0.5280522474936156,0.36041666666666666
TOPALL,stop25,True,0.0,66,0.0,0.0,0.5,0.0,,,,1.27495002106347,1.7481307292377513,0.0
TOPALL,v1gate-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,11.746316353118585,13.259957424698232,0.0
TOPALL,v1gate-rw,False,0.0,66,0.00416666666666667,0.025000000000000022,0.4166666666666667,0.007216878364870332,0.0,1.0,1.0,6.456524493743288,8.222895218959103,0.0
TOPALL,vol60-dg,False,0.0,66,0.0,0.0,0.5,0.0,,,,5.6881643831827144,6.388228052467204,0.0
TOPALL,vol60-rw,False,0.0,66,0.0,0.0,0.5,0.0,,,,4.134396909467308,5.196825276198003,0.0
