panel,arm,cadence,g_lo,g_hi,band_nonempty,gstar,CAGR,Sharpe,MaxDD,OOS_Sharpe,keep4b,keep4a
U56,EWall,W,0.6024884771916296,0.673569636226177,True,0.6380290567089033,0.11270499544608525,1.1237407128277275,-0.19411716411889135,1.135829761981473,True,False
U56,EWall,M,0.6017365233784069,0.6810955306408769,True,0.6414160270096418,0.11335016289979483,1.1339914533731823,-0.19251262825663118,1.155614803180132,True,False
U56,MA-RS,W,0.6921424147440767,0.8136652596502303,True,0.7529038371971535,0.11595626516130597,1.0909392004245555,-0.18714802575309963,1.1117779855753935,True,False
U56,MA-RS,M,0.6349677256693581,0.8323237359111109,True,0.7336457307902344,0.12310751467516301,1.1578448647309865,-0.17858610028171074,1.1949408117366984,True,False
U56,MA-DG,W,0.9746758939639566,1.263167339306917,True,1.1189216166354368,0.1228527352898181,1.1709248175439002,-0.17628090210966385,1.2618965261026047,True,False
U56,MA-DG,M,0.896474366466005,1.2829292468890592,True,1.0897018066775321,0.13057782516716232,1.2132353584777353,-0.16765859295467622,1.2754797581635318,True,False
U56,MAVOL-RS,W,0.7683600707899888,0.955781919916274,True,0.8620709953531314,0.11960748434790847,1.0491000693493249,-0.1813637794630556,1.1118769187244424,True,False
U56,MAVOL-RS,M,0.6750092318242934,0.891865428066365,True,0.7834373299453292,0.12382062002296013,1.143342692677152,-0.1771760565424203,1.2240249031161368,True,False
U56,MAVOL-DG,W,1.0909793781301742,1.3938007342568481,True,1.242390056193511,0.1216942698547343,1.112995733425482,-0.1767731468760234,1.250335513910319,True,False
U56,MAVOL-DG,M,0.9709852469479644,1.402728027000298,True,1.1868566369741311,0.13144646295845774,1.1885676461783188,-0.16605858275912244,1.2992943736404212,True,False
B136,EWall,W,0.5647130469500282,0.5980110936106597,True,0.5813620702803439,0.10947773212742518,1.12172302321753,-0.20111165617007787,1.1030813310498229,True,False
B136,EWall,M,0.5697931199783337,0.6069573538675836,True,0.5883752369229587,0.10962897361430657,1.1222796491076161,-0.19930652649463765,1.111518536252299,True,False
B136,MA-RS,W,0.6869958416131136,0.7539946259249974,True,0.7204952337690556,0.11178139551164401,1.0565767303319058,-0.19384584968918372,1.0645943335642973,True,False
B136,MA-RS,M,0.6433325079905442,0.69632037078149,True,0.6698264393860172,0.1107766217507078,1.093969710038577,-0.19612501476615662,1.1002812344236574,True,False
B136,MA-DG,W,1.027671425580908,1.2025738816637925,True,1.1151226536223504,0.11585728268724171,1.0933138603223458,-0.18446848551972705,1.1238170132816483,True,False
B136,MA-DG,M,0.9484265576269002,1.2362381267997353,True,1.0923323422133178,0.12351885259860018,1.135562958808158,-0.17451848419443639,1.15344777544833,True,False
B136,MAVOL-RS,W,0.7460540043469835,0.8577701314001467,True,0.8019120678735652,0.11457091934912933,1.0261202508297365,-0.18829823903273235,1.0183333905005805,True,False
B136,MAVOL-RS,M,0.6822823624815182,0.7003994039105562,True,0.6913408831960373,0.10788880641544862,1.0691479051209212,-0.20082219159508996,1.0836328036645426,True,False
B136,MAVOL-DG,W,1.1083822603602245,1.2566339521300478,True,1.1825081062451361,0.11374001729594418,1.0545809148278755,-0.18679031519977618,1.0823197693067608,True,False
B136,MAVOL-DG,M,0.9958177843253052,1.270689191437574,True,1.1332534878814395,0.12206249472154784,1.1213086894594242,-0.17571665680820192,1.1531167194199055,True,False
SMALL439,EWall,W,0.7285735603052899,0.4195266037136048,False,,,,,,False,False
SMALL439,EWall,M,0.7603648657295778,0.43649278487525356,False,,,,,,False,False
SMALL439,MA-RS,W,1.145012839262052,0.39677767231632555,False,,,,,,False,False
SMALL439,MA-RS,M,0.8609782235308492,0.3847397409654827,False,,,,,,False,False
SMALL439,MA-DG,W,2.084649765473057,1.0632091701928825,False,,,,,,False,False
SMALL439,MA-DG,M,1.6833518170087964,0.9155606177298431,False,,,,,,False,False
SMALL439,MAVOL-RS,W,2.023351817576817,0.37950208913181993,False,,,,,,False,False
SMALL439,MAVOL-RS,M,1.3293215655530193,0.3725952878196304,False,,,,,,False,False
SMALL439,MAVOL-DG,W,4.46155754208515,1.272903935577768,False,,,,,,False,False
SMALL439,MAVOL-DG,M,2.878524797369258,1.036757322705145,False,,,,,,False,False
