panel,key,kind,dir,m,cost,turnover_yr,CAGR_F,Sharpe_F,MaxDD_F,CAGR_H1,Sharpe_H1,MaxDD_H1,CAGR_H2,Sharpe_H2,MaxDD_H2,CAGR_IS,Sharpe_IS,MaxDD_IS,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,oosH1,oosH2,dSharpe_F,dSharpe_IS,dSharpe_OOS
u56,CONTROL,control,-,0.0,10.0,9.630697203129404,0.1265973583235207,1.092135905431323,-0.1830834869787813,0.11577375616397334,1.0882791557222313,-0.11653190552192016,0.13752100863190853,1.1015451872229007,-0.18308348697878074,0.1063259561145935,0.9928968404730495,-0.11653190552192016,0.14360571273280298,1.167991233806965,-0.18308348697878107,1.232131398701385,1.100891871809334,0.0,0.0,0.0
u56,CONTROL,control,-,0.0,25.0,9.630697203129404,0.11044635761256427,0.9668297371038527,-0.1844071220073723,0.09997917021938796,0.9535500018905777,-0.12545350656369159,0.12100836634001566,0.9835762726543062,-0.18440712200737241,0.09035285709123864,0.8577174907477432,-0.12545350656369159,0.12730703643605445,1.0495601201126592,-0.18440712200737241,1.1193405272376158,0.9765022709103032,0.0,0.0,0.0
u56,VOL,real,POS,0.2,10.0,9.554487358929357,0.12989660768160705,1.0925454950129525,-0.18297827611892903,0.1125306892239013,1.0335064785174757,-0.12606219515331174,0.14752559117763253,1.1489174489159113,-0.1829782761189288,0.10309312322397823,0.94042148918563,-0.12606219515331174,0.15250591326439022,1.207672414009772,-0.1829782761189287,1.2555637907424169,1.1577090181965688,0.0004095895816293993,-0.052475351287419536,0.0396811802028072
u56,VOL,real,POS,0.2,25.0,9.554487358929357,0.1138241941306759,0.9712369567397149,-0.1842152602839251,0.09670679157688555,0.9019683146802275,-0.13498158314720687,0.13120087349249343,1.0357634128685462,-0.18421526028392565,0.08704482082901976,0.8082314669123333,-0.13498158314720687,0.1364199299193214,1.094081182352625,-0.18421526028392565,1.1467877575431176,1.0390581164115664,0.004407219635862214,-0.0494860238354099,0.04452106223996588
u56,VOL,real,POS,0.5,10.0,9.836128294478566,0.13368089953568263,1.0967747487195738,-0.1886207340942584,0.11487992436488481,1.0261807766125202,-0.13732940028417373,0.15279024438310662,1.1630106872737418,-0.18862073409425884,0.10645135070501532,0.9426048562932839,-0.13732940028417373,0.1566559659421276,1.214037108187543,-0.1886207340942585,1.327404629131749,1.0951239139809807,0.004638843288250705,-0.05029198417976555,0.046045874380578056
u56,VOL,real,POS,0.5,25.0,9.836128294478566,0.11708110792265636,0.9747848481325336,-0.18985360225620873,0.09824331045443135,0.8918833169238293,-0.1476003919732325,0.1362333191708609,1.0511001316321755,-0.18985360225620873,0.08944439740055787,0.8068568525396403,-0.1476003919732325,0.14041544892846725,1.1020509236176919,-0.18985360225620873,1.22528386369838,0.9727110584764743,0.007955111028680961,-0.050860638208102826,0.05249080350503266
u56,VOL,real,POS,1.0,10.0,10.679908209301034,0.13553414457066504,1.1000879530088112,-0.18901238482152427,0.11465975480779722,1.0103117072653285,-0.1463996728299225,0.15678978389655707,1.1830387757006948,-0.18901238482152394,0.10668291903956484,0.9304217007538981,-0.1463996728299225,0.15990914473919982,1.2298550306458684,-0.18901238482152438,1.3588132906088701,1.0945631650112748,0.00795204757748813,-0.06247513971915142,0.06186379683890353
u56,VOL,real,POS,1.0,25.0,10.679908209301034,0.11749170354048455,0.9689629051205046,-0.19015452786793285,0.0961681852847096,0.8630445198365637,-0.16447273349989866,0.13922013687731827,1.0654877129324578,-0.19015452786793274,0.08774416856154854,0.7815755930318352,-0.16447273349989866,0.14265249442562666,1.1119144462548358,-0.19015452786793297,1.2491351511632796,0.9678613854240817,0.002133168016651976,-0.07614189771590796,0.06235432614217662
u56,VOL,real,NEG,0.2,10.0,10.005851885567662,0.11421612455769758,1.0321211246631716,-0.17993049725446575,0.10886822234934823,1.0679082045716033,-0.11421546121223969,0.11958739247414663,1.0074767404204839,-0.17993049725446575,0.09966993808153846,0.9717056956844081,-0.11421546121223969,0.12636512019666823,1.0793391920908495,-0.17993049725446586,1.1715630004777269,0.9823290030372716,-0.06001478076815148,-0.02119114478864137,-0.0886520417161154
u56,VOL,real,NEG,0.2,25.0,10.005851885567662,0.09762585390958645,0.8967393756924671,-0.1813458138541313,0.09267741188907519,0.9231278409794713,-0.12383160086318945,0.10259446190978494,0.8793157476347048,-0.1813458138541314,0.08356437679759532,0.8287878212284266,-0.12383160086318945,0.10936736846541661,0.9490675877170281,-0.18134581385413162,1.0467755752640795,0.846219434982298,-0.07009036141138558,-0.028929669519316525,-0.10049253239563105
u56,VOL,real,NEG,0.5,10.0,10.705466628358387,0.09945570070670717,0.980668876127624,-0.16923374822773518,0.09838885128556218,1.0481126122075557,-0.10874167982611915,0.10052310508048068,0.9284154795919611,-0.16923374822773463,0.09276039286772053,0.9774475871902627,-0.10874167982611915,0.10501186570726362,0.9856559266831018,-0.16923374822773496,1.0198761585361513,0.9499437230548615,-0.11146702930369912,-0.01544925328278679,-0.18233530712386314
u56,VOL,real,NEG,0.5,25.0,10.705466628358387,0.08194673307340827,0.8232510659303546,-0.1707516645680356,0.08154616520276003,0.8831108847184208,-0.11320310284682022,0.08234726876454368,0.7765900781160655,-0.1707516645680356,0.07608484320953623,0.8161154259572156,-0.11320310284682022,0.08680828017799036,0.8306817399056833,-0.17075166456803526,0.8683695380063458,0.7913097992660604,-0.1435786711734981,-0.041602064790527526,-0.21887838020697592
u56,VOL,real,NEG,1.0,10.0,10.686587497074816,0.0749929174148396,0.9360863066471594,-0.14263537206439647,0.08358132124048101,1.0925925531006988,-0.0935755305993814,0.06647640753301998,0.7987743465779038,-0.14263537206439614,0.0786538377272159,1.0055037502221478,-0.0935755305993814,0.07198111462318346,0.8822023674062973,-0.14263537206439603,1.0363851964797752,0.7087296740901138,-0.1560495987841637,0.012606909749098283,-0.2857888664006676
u56,VOL,real,NEG,1.0,25.0,10.686587497074816,0.05789774106460022,0.7370971266571318,-0.1444937529185255,0.06745102735905117,0.8951926624206764,-0.09769511278739496,0.04843419873577015,0.5978918750347192,-0.14449375291852584,0.06285536174998141,0.8168338914671517,-0.09769511278739496,0.05382390161594497,0.6750845283968984,-0.14449375291852595,0.8386129693349331,0.4895787547275395,-0.2297326104467209,-0.04088359928059149,-0.37447559171576084
u56,MOM,real,POS,0.2,10.0,9.32638667763111,0.12279496612997587,1.0611777284693487,-0.18807614422709307,0.11287876043234446,1.0705547752290505,-0.11924826919526665,0.1327950027137914,1.0604096607859215,-0.18807614422709285,0.10376094108505485,0.9787615317668976,-0.11924826919526665,0.1387496931030685,1.1245266431950436,-0.18807614422709262,1.2011963377211374,1.0433894803558228,-0.03095817696197445,-0.014135308706151872,-0.04346459061192132
u56,MOM,real,POS,0.2,25.0,9.32638667763111,0.10720258603102772,0.9399913886284339,-0.18948030500084534,0.0975088856570765,0.9381059161586289,-0.12461623135596134,0.11697748111261319,0.9478696681494556,-0.18948030500084545,0.08833832893659754,0.8467877531050734,-0.12461623135596134,0.12301626305686342,1.0106598391983084,-0.18948030500084545,1.0955110105638621,0.9206484518007826,-0.026838348475418772,-0.010929737642669801,-0.03890028091435083
u56,MOM,real,POS,0.5,10.0,9.08348307518265,0.12145362877162635,1.0491803650718696,-0.1884092966857961,0.11796341563380652,1.115641385684906,-0.12924320785620458,0.12495315860616119,1.001137534764796,-0.18840929668579598,0.10955271089730445,1.0302325054548414,-0.12924320785620458,0.1313708987338711,1.067039795043713,-0.1884092966857961,1.0793120525194773,1.054769926162109,-0.04295554035945348,0.03733566498179186,-0.10095143876325197
u56,MOM,real,POS,0.5,25.0,9.08348307518265,0.10628114337101335,0.9312589491635762,-0.18989936329324164,0.10307222388034032,0.9875921957629031,-0.1351628769385962,0.1094979460783887,0.8908213466354241,-0.18989936329324197,0.09442478216749661,0.9010091891533927,-0.1351628769385962,0.11616224253068586,0.9567138146146887,-0.18989936329324197,0.9794868489109242,0.9331053302713481,-0.03557078794027646,0.043291698405649504,-0.09284630549797046
u56,MOM,real,POS,1.0,10.0,8.91875501354427,0.12308190578791889,1.0608674894943257,-0.18872828629752914,0.12123682153962578,1.1438600531386223,-0.1294442254837409,0.12492919309791528,0.9994131276658234,-0.18872828629752914,0.11282808427750313,1.0584756057804163,-0.1294442254837409,0.13161495736330253,1.067066706876131,-0.18872828629752914,1.0897694339055959,1.0437283161132715,-0.03126841593699736,0.06557876530736684,-0.10092452693083387
u56,MOM,real,POS,1.0,25.0,8.91875501354427,0.1081604537401164,0.9451419528434334,-0.19030859942322287,0.10634813296065015,1.0160961076568809,-0.13565549323332582,0.10997492493467664,0.8928583352623596,-0.19030859942322254,0.09773962489729637,0.9298145004512296,-0.13565549323332582,0.11683467154623184,0.9600721347699913,-0.19030859942322287,0.9937745690354381,0.9247568182902852,-0.021687784260419285,0.07209700970348643,-0.08948798534266789
u56,MOM,real,NEG,0.2,10.0,10.296994332507238,0.12210557608708728,1.0684781546139472,-0.17950016833495952,0.10849963119074357,1.0290830548251364,-0.12994373830003558,0.1358722811236701,1.1075146943480885,-0.1795001683349593,0.09959431780602324,0.9371253117602314,-0.12994373830003558,0.14102959674948212,1.1686589418205748,-0.17950016833495952,1.293419152961555,1.0379564118417126,-0.023657750817375867,-0.0557715287128181,0.0006677080136099356
u56,MOM,real,NEG,0.2,25.0,10.296994332507238,0.10491595149666333,0.9330408740279724,-0.18054874505821095,0.09157355329814587,0.8833496372138134,-0.13986399080823153,0.11841531442166198,0.9803739930081643,-0.18054874505821072,0.08258595773441368,0.7921900557371516,-0.13986399080823153,0.12369017983776764,1.0400143268863653,-0.18054874505821095,1.1714831539226205,0.9022329721785511,-0.03378886307588025,-0.06552743501059155,-0.009545793226293897
u56,MOM,real,NEG,0.5,10.0,12.542326935132909,0.11644944112534583,1.0558360464924952,-0.17363239945238707,0.10421225046683547,1.0120677606507007,-0.11317465257153936,0.12881664368016832,1.0980608777654774,-0.17363239945238695,0.09804510191800775,0.9380028578794344,-0.11317465257153936,0.13186966064145444,1.1473525544475722,-0.17363239945238707,1.2807997081921232,1.0076372678541876,-0.03629985893882792,-0.05489398259361511,-0.020638679359392675
u56,MOM,real,NEG,0.5,25.0,12.542326935132909,0.09564570044199572,0.8847376269294657,-0.17505930883944143,0.08375655699968898,0.8306461893552924,-0.11834409558325887,0.10765982765444915,0.9355349739417376,-0.17505930883944154,0.07774365698334873,0.7611904990504624,-0.11834409558325887,0.11064304451527196,0.9804693013895837,-0.1750593088394411,1.1161794866547876,0.8383084137644076,-0.082092110174387,-0.09652699169728074,-0.06909081872307554
