vi,vintage,commit_date,postfix,panel,reading,tape_blob,N,H,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,is_CAGR,is_Sharpe,is_MaxDD,is_h1_CAGR,is_h1_Sharpe,is_h1_MaxDD,is_h2_CAGR,is_h2_Sharpe,is_h2_MaxDD,turnover,m4b_H1,m4b_H2,m4b_OOS,m4b_DD,m4b_CAGR,m4a_H1,m4a_H2,m4a_DD,keep4a,keep4b,fail4a,fail4b,is_anchor,spy_full_Sharpe,spy_full_CAGR,spy_full_MaxDD,spy_oos_Sharpe,live_full_Sharpe,years,rows,names
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,10,63,0.13012963,0.98178792,-0.19481033,0.15683489,1.23418253,-0.16075985,0.10404974,0.76601836,-0.19481033,0.11264101,0.85012960,-0.19481033,0.15794676,1.19974476,-0.16075985,0.17649431,1.22405030,-0.16075985,0.13969162,1.18251225,-0.11080461,4.14789560,0.33678039,0.10068262,0.12153882,0.74932782,5.01275661,0.13368120,-0.08911148,-7.84014167,False,True,"H2,DD",-,False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,10,126,0.13396495,0.97070264,-0.20312833,0.16300650,1.24468628,-0.18712292,0.10565823,0.74347160,-0.20312833,0.12332680,0.88201831,-0.20312833,0.15075260,1.12155129,-0.18712292,0.17163804,1.15140784,-0.18712292,0.13023947,1.09984682,-0.11382671,2.74671982,0.34728414,0.07813586,0.15342753,-0.08247203,5.39628844,0.14418495,-0.11165824,-8.67194153,False,False,"H2,DD",DD,False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,10,252,0.11867456,0.83460834,-0.27011436,0.14298642,1.09344853,-0.19654669,0.09488795,0.63783470,-0.27011436,0.10979605,0.74865122,-0.27011436,0.13265927,0.99542220,-0.19654669,0.11578537,0.81941151,-0.19654669,0.14978836,1.22164167,-0.13719369,1.86854219,0.19604640,-0.02750104,0.02006044,-6.78107581,3.86724995,-0.00705279,-0.21729514,-15.37054531,False,False,"H1,H2,DD","H2,DD",False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,16,63,0.11724855,0.98655308,-0.20446554,0.13619459,1.18820106,-0.13547079,0.09862480,0.80912435,-0.20446554,0.10704241,0.90217652,-0.20446554,0.13334934,1.12174675,-0.13547079,0.15918914,1.20035111,-0.13547079,0.10808555,1.03930453,-0.10932069,3.92782264,0.29079893,0.14378861,0.17358574,-0.21619345,3.72464863,0.08769974,-0.04600549,-8.80566295,False,False,"H2,DD",DD,False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,16,126,0.12713271,1.03259729,-0.21127353,0.14164621,1.22449948,-0.14121292,0.11280864,0.87385550,-0.21127353,0.12120927,0.96977454,-0.21127353,0.13643066,1.13813068,-0.14121292,0.15498330,1.16555446,-0.14121292,0.11817603,1.11990864,-0.10185666,2.67182000,0.32709734,0.20851975,0.24118376,-0.89699255,4.71306520,0.12399815,0.01872566,-9.48646205,False,False,DD,DD,False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,16,252,0.12365251,0.93555194,-0.27674307,0.14034089,1.19599135,-0.15399565,0.10721398,0.75096006,-0.27674307,0.12061787,0.86928366,-0.27674307,0.12840032,1.06795172,-0.15399565,0.14249468,1.05570429,-0.15399565,0.11447984,1.10651483,-0.12755979,1.84243116,0.29858922,0.08562432,0.14069288,-7.44394642,4.36504472,0.09549003,-0.10416977,-16.03341592,False,False,"H2,DD",DD,False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,20,63,0.11281449,0.99431209,-0.22116974,0.12312515,1.13871859,-0.12761090,0.10260200,0.86974152,-0.22116974,0.10764909,0.94366079,-0.22116974,0.12091615,1.07607511,-0.12761090,0.13942874,1.11400707,-0.12761090,0.10270434,1.04473597,-0.09520157,3.68623150,0.24131646,0.20440578,0.21507000,-1.88661368,3.28124296,0.03821727,0.01461168,-10.47608317,False,False,DD,DD,False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,20,126,0.11847750,1.00281483,-0.20894102,0.12953571,1.15841429,-0.13952078,0.10753131,0.87124674,-0.20894102,0.11537799,0.96554970,-0.20894102,0.12332725,1.06403251,-0.13952078,0.14220183,1.08347093,-0.13952078,0.10476457,1.06291686,-0.09386451,2.58240907,0.26101216,0.20591100,0.23695892,-0.66374140,3.84754396,0.05791297,0.01611690,-9.25321090,False,False,DD,DD,True,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,20,252,0.11906169,0.94722818,-0.27101344,0.13298667,1.17254189,-0.16074877,0.10531256,0.78017602,-0.27101344,0.11393413,0.87543205,-0.27101344,0.12710337,1.07988188,-0.16074877,0.15820299,1.15523238,-0.16074877,0.09683882,1.01110441,-0.12683716,1.82077800,0.27513976,0.11484028,0.14684127,-6.87098331,3.90596236,0.07204057,-0.07495382,-15.46045280,False,False,"H2,DD",DD,False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
0,fb208174,2026-09-03,False,U56,V_RAW,3fb16007,25,63,0.11027797,1.01666944,-0.21378131,0.11727298,1.14959106,-0.12416750,0.10332914,0.90573689,-0.21378131,0.10684675,0.97234367,-0.21378131,0.11564893,1.08992505,-0.12416750,0.13611855,1.13412056,-0.12416750,0.09554811,1.05517337,-0.08872628,3.58421229,0.25218893,0.24040115,0.24375289,-1.14777075,3.02759039,0.04908974,0.05060705,-9.73724025,False,False,DD,DD,False,0.77585578,0.11428866,-0.33717268,0.72859078,0.97974409,17.63997262,5799,55
