cut,admit_U56,admit_B136,admit_SMALL439,spread,artefact
vol20 < 0.30,0.7567946514393363,0.7419079684125491,0.302877421517637,0.4539172299216993,True
vol20 < 0.40,0.8707633162284364,0.8762397965947815,0.5177497342860116,0.3584900623087699,False
vol20 < 0.60,0.9592892088726741,0.9641944020631074,0.7834740164514479,0.18072038561165948,False
vol20 < 0.80,0.9856646937267876,0.987034025787473,0.9005169458741795,0.0865170799132935,False
vol20 < 1.00,0.994453041887366,0.9942474600442119,0.9496424346072448,0.044810607280121206,False
