panel,theta,x,cad,family,con,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,CAGR0,turn_yr,dCAGR_ctrl,dSharpe_ctrl,p4a,f4b,p4b
U56,0.3,0.04258870572676662,W,MA-THRESH,RESPREAD,0.2777579260469978,0.9835931857769409,-0.6142703608481989,1.1679007790624651,0.8261469888532756,0.3216139493781045,1.1562400597161333,-0.3074882902926275,0.24267829814141706,0.8605842890055592,-0.6142703608481979,0.2994609023968544,16.891223425477634,0.14474042840778156,-0.14477846075839862,False,"H2,OOS,DD",False
U56,0.3,0.04258870572676662,W,MA-THRESH,DEGROSS,0.010771760826056243,0.7412353684502564,-0.021479357742683503,0.9996895244002663,0.5929333087067216,0.012094795325443553,1.0447844847391143,-0.013611511208590499,0.009681681594603697,0.5856695824144719,-0.021479357742683614,0.011428793336616838,0.6500126491584609,-0.12224573681315998,-0.3871362780850831,False,"H2,OOS,CAGR",False
U56,0.3,0.04258870572676662,W,QUANTILE-M,RESPREAD,0.33306963499152187,1.2615377748378975,-0.3220553376001811,1.4343235788815112,1.1334158369914136,0.3782004768204572,1.5238506548556647,-0.21387791150773694,0.29695538425198076,1.0897316298205413,-0.32205533760018146,0.3531436995848807,14.974664527157225,0.20005213735230565,0.13316612830255803,False,DD,False
U56,0.3,0.04258870572676662,W,QUANTILE-M,DEGROSS,0.018011291853142097,1.2569914999551286,-0.020337531019225974,1.4257313079763378,1.1187049483349565,0.02022230488335719,1.5148518481104825,-0.013696371555023013,0.01619101768002551,1.0736473612224007,-0.02033753101922664,0.018897011076769665,0.8697740823322195,-0.11500620578607412,0.1286198534197891,False,CAGR,False
U56,0.3,0.04258870572676662,W,QUANTILE-D,RESPREAD,0.2777579260469978,0.9835931857769409,-0.6142703608481989,1.1679007790624651,0.8261469888532756,0.3216139493781045,1.1562400597161333,-0.3074882902926275,0.24267829814141706,0.8605842890055592,-0.6142703608481979,0.2994609023968544,16.891223425477634,0.14474042840778156,-0.14477846075839862,False,"H2,OOS,DD",False
U56,0.3,0.04258870572676662,W,QUANTILE-D,DEGROSS,0.010771760826056243,0.7412353684502564,-0.021479357742683503,0.9996895244002663,0.5929333087067216,0.012094795325443553,1.0447844847391143,-0.013611511208590499,0.009681681594603697,0.5856695824144719,-0.021479357742683614,0.011428793336616838,0.6500126491584609,-0.12224573681315998,-0.3871362780850831,False,"H2,OOS,CAGR",False
U56,0.3,0.04258870572676662,W,MOM-M,RESPREAD,0.3118011811718828,1.1576520606658178,-0.3169907859963713,1.343240119601082,1.0444833492890226,0.31607266084055685,1.371046390939947,-0.27221688559437096,0.3082880424553984,1.0505953483047696,-0.3169907859963712,0.326695042027616,11.301413271399095,0.1787836835326666,0.029280414130478327,False,DD,False
U56,0.3,0.04258870572676662,W,MOM-M,DEGROSS,0.017147367635367283,1.152201258661142,-0.01969622399327131,1.3299612953167104,1.0299177793790806,0.017290587100557975,1.3582509986533984,-0.01758292572150799,0.01702923999804451,1.0358938681404866,-0.019696223993271644,0.017826585422607844,0.6675951700974453,-0.11587013000384894,0.02382961212580259,False,CAGR,False
U56,0.3,0.04258870572676662,W,MOM-D,RESPREAD,0.22122587773969715,0.8794520271411079,-0.5766593436379286,1.0864003712442025,0.7235294363641509,0.2243390865073025,0.9976613341051107,-0.35716584500484716,0.21866372771312714,0.8156253208537413,-0.5766593436379284,0.24645054236791575,20.481806986550108,0.08820838010048093,-0.24891961939423157,False,"H2,OOS,DD",False
U56,0.3,0.04258870572676662,W,MOM-D,DEGROSS,0.009746740273220977,0.6786143756691478,-0.025676216479011083,0.9288420987578735,0.5567991761169737,0.009617331399468299,0.9114773915318221,-0.01559551437400053,0.009853503111413309,0.5853419093155127,-0.02567621647901408,0.01055752830865564,0.8028009489245641,-0.12327075736599524,-0.44975727086619166,False,"H1,H2,OOS,CAGR",False
U56,0.3,0.04258870572676662,D,MA-THRESH,RESPREAD,0.20546055277398168,0.7771406821129456,-0.5375252447035045,0.8872111608673294,0.6898736000212887,0.20641243852422098,0.8279093860373871,-0.40056688622903147,0.20467590039926797,0.7458617357397328,-0.5375252447035044,0.25249617767307475,38.301066760286986,0.07244305513476545,-0.3512309644223939,False,"H1,H2,OOS,DD",False
