panel,cost,rule,pick,oos_sharpe,oos_cagr,oos_dd,anchor_oos,live_oos,spy_oos,best_oos,regret,beats_anchor,beats_spy,beats_live
U56,0,S1,BAND12/W,1.2844513289446058,0.1539521085303761,-0.19348000641665786,1.2467429121940627,1.3095985770043688,0.8820107671822842,1.36014127349189,0.07568994454728428,True,True,False
U56,0,S2,BAND12/W,1.2844513289446058,0.1539521085303761,-0.19348000641665786,1.2467429121940627,1.3095985770043688,0.8820107671822842,1.36014127349189,0.07568994454728428,True,True,False
U56,5,S1,BAND12/W,1.2753404690125967,0.15275474657652488,-0.19383697554321178,1.2073898010004953,1.2973382100776587,0.8820107671822842,1.3417208138660381,0.06638034485344146,True,True,False
U56,5,S2,BAND12/W,1.2753404690125967,0.15275474657652488,-0.19383697554321178,1.2073898010004953,1.2973382100776587,0.8820107671822842,1.3417208138660381,0.06638034485344146,True,True,False
U56,10,S1,BAND12/W,1.2662268036768585,0.15155854069853292,-0.19419391049794632,1.167991233806965,1.285072363206482,0.8820107671822842,1.3232415692887376,0.057014765611879126,True,True,False
U56,10,S2,BAND12/W,1.2662268036768585,0.15155854069853292,-0.19419391049794632,1.167991233806965,1.285072363206482,0.8820107671822842,1.3232415692887376,0.057014765611879126,True,True,False
U56,15,S1,BAND12/W,1.257110474475938,0.15036348984323178,-0.19455081128242735,1.1285509365590851,1.2728011952075526,0.8820107671822842,1.304705610432334,0.04759513595639597,True,True,False
U56,15,S2,BAND12/W,1.257110474475938,0.15036348984323178,-0.19455081128242735,1.1285509365590851,1.2728011952075526,0.8820107671822842,1.304705610432334,0.04759513595639597,True,True,False
U56,20,S1,BAND12/W,1.2479916228973267,0.1491695929583643,-0.1949076778982195,1.0890726484428221,1.2605248650955374,0.8820107671822842,1.2861150295605233,0.03812340666319658,True,True,False
U56,20,S2,BAND12/W,1.2479916228973267,0.1491695929583643,-0.1949076778982195,1.0890726484428221,1.2605248650955374,0.8820107671822842,1.2861150295605233,0.03812340666319658,True,True,False
U56,25,S1,BAND12/W,1.2388703903668383,0.14797684899257857,-0.1952645103468894,1.0495601201126592,1.2482435320727505,0.8820107671822842,1.2674719393506868,0.02860154898384848,True,True,False
U56,25,S2,BAND12/W,1.2388703903668383,0.14797684899257857,-0.1952645103468894,1.0495601201126592,1.2482435320727505,0.8820107671822842,1.2674719393506868,0.02860154898384848,True,True,False
U56,30,S1,BAND12/W,1.2297469182380223,0.14678525689543065,-0.1956213086300006,1.0100171119101748,1.2359573555188386,0.8820107671822842,1.2487784716951786,0.019031553457156347,True,True,False
U56,30,S2,BAND12/W,1.2297469182380223,0.14678525689543065,-0.1956213086300006,1.0100171119101748,1.2359573555188386,0.8820107671822842,1.2487784716951786,0.019031553457156347,True,True,False
U56,40,S1,BAND12/W,1.2114938201749612,0.14440552410979413,-0.1963348027058086,0.930854734950202,1.2113711101608187,0.8820107671822842,1.2204810283060639,0.008987208131102653,True,True,True
U56,40,S2,BAND12/W,1.2114938201749612,0.14440552410979413,-0.1963348027058086,0.930854734950202,1.2113711101608187,0.8820107671822842,1.2204810283060639,0.008987208131102653,True,True,True
U56,50,S1,EWALL/Q,1.157018875259333,0.13961772361505687,-0.21790797220195213,0.851615725929473,1.1867674072120085,0.8820107671822842,1.2077750313912405,0.05075615613190765,True,True,False
U56,50,S2,EWALL/Q,1.157018875259333,0.13961772361505687,-0.21790797220195213,0.851615725929473,1.1867674072120085,0.8820107671822842,1.2077750313912405,0.05075615613190765,True,True,False
B136,0,S1,N20/M,1.048088073064253,0.16433815730736412,-0.26066015264091635,0.9907714255507482,1.1481353293632495,0.8820239235972316,1.1858997613000264,0.1378116882357734,True,True,False
B136,0,S2,N20/M,1.048088073064253,0.16433815730736412,-0.26066015264091635,0.9907714255507482,1.1481353293632495,0.8820239235972316,1.1858997613000264,0.1378116882357734,True,True,False
B136,5,S1,N20/M,1.0273229843018583,0.1605317128604853,-0.2608530439533294,0.9413662050802422,1.1333248961415157,0.8820239235972316,1.1807336683779137,0.1534106840760554,True,True,False
B136,5,S2,N20/M,1.0273229843018583,0.1605317128604853,-0.2608530439533294,0.9413662050802422,1.1333248961415157,0.8820239235972316,1.1807336683779137,0.1534106840760554,True,True,False
B136,10,S1,N20/M,1.006515564536546,0.15673660457118688,-0.2610459352657425,0.8919165372280256,1.1185082795688426,0.8820239235972316,1.1755552934051567,0.16903972886861074,True,True,False
B136,10,S2,N20/M,1.006515564536546,0.15673660457118688,-0.2610459352657425,0.8919165372280256,1.1185082795688426,0.8820239235972316,1.1755552934051567,0.16903972886861074,True,True,False
B136,15,S1,N20/M,0.9856681168834943,0.15295280193272598,-0.26123882657815534,0.8424291290067256,1.1036857159324693,0.8820239235972316,1.1703648091640588,0.1846966922805645,True,True,False
B136,15,S2,N20/M,0.9856681168834943,0.15295280193272598,-0.26123882657815534,0.8424291290067256,1.1036857159324693,0.8820239235972316,1.1703648091640588,0.1846966922805645,True,True,False
B136,20,S1,N20/M,0.9647829587184367,0.1491802745118147,-0.2614317178905686,0.7929107017317029,1.0888574418042134,0.8820239235972316,1.1651623895546184,0.2003794308361817,True,True,False
B136,20,S2,N20/M,0.9647829587184367,0.1491802745118147,-0.2614317178905686,0.7929107017317029,1.0888574418042134,0.8820239235972316,1.1651623895546184,0.2003794308361817,True,True,False
B136,25,S1,N20/M,0.9438624203901402,0.1454189919484632,-0.26162460920298103,0.7433679864583754,1.0740236940215924,0.8820239235972316,1.159948209565467,0.21608578917532673,True,True,False
B136,25,S2,N20/M,0.9438624203901402,0.1454189919484632,-0.26162460920298103,0.7433679864583754,1.0740236940215924,0.8820239235972316,1.159948209565467,0.21608578917532673,True,True,False
B136,30,S1,BAND12/W,1.1233932591867253,0.1324645322873894,-0.2196711244227435,0.6938077194117918,1.0591847096689122,0.8820239235972316,1.1547224452445408,0.03132918605781554,True,True,True
B136,30,S2,BAND12/W,1.1233932591867253,0.1324645322873894,-0.2196711244227435,0.6938077194117918,1.0591847096689122,0.8820239235972316,1.1547224452445408,0.03132918605781554,True,True,True
B136,40,S1,BAND12/W,1.1040594072495433,0.12997900837203336,-0.22099876350653713,0.5946614733282686,1.0294919807108487,0.8820239235972316,1.1442368729177919,0.040177465668248535,True,True,True
B136,40,S2,BAND12/W,1.1040594072495433,0.12997900837203336,-0.22099876350653713,0.5946614733282686,1.0294919807108487,0.8820239235972316,1.1442368729177919,0.040177465668248535,True,True,True
B136,50,S1,EWALL/Q,1.117817263097976,0.1393386442576232,-0.24460426034604654,0.495525783203609,0.9997811558197249,0.8820239235972316,1.133707101013099,0.015889837915123106,True,True,True
B136,50,S2,BAND12/W,1.0847240186866398,0.12749858311200257,-0.22232511001263866,0.495525783203609,0.9997811558197249,0.8820239235972316,1.133707101013099,0.048983082326459204,True,True,True
