panel,k_bps,n,CAGR,CAGR_lo,CAGR_hi,Sharpe,Sharpe_lo,Sharpe_hi,MaxDD,MaxDD_worst,OOS_Sharpe,OOS_lo,OOS_hi,turnover_yr,rate4b,rate4a
U56,0,1,0.1162295339930286,0.1162295339930286,0.1162295339930286,1.2686753146710161,1.2686753146710161,1.2686753146710161,-0.14809080759214654,-0.14809080759214654,1.3318413815124672,1.3318413815124672,1.3318413815124672,3.506382942083226,1.0,0.0
U56,10,8,0.11559505801133632,0.11512334487200793,0.11595716555338265,1.2630620616045354,1.2583701722301848,1.2670174921774977,-0.1480908075921465,-0.14809080759214677,1.3262508657174767,1.3230119099412683,1.332936727850475,3.5188745236896493,1.0,0.0
U56,25,8,0.11585864305017213,0.11542816633112163,0.11618800317747535,1.2664593290993031,1.261546522697766,1.2708594823020805,-0.14799398548240877,-0.14809080759214666,1.3327012009763946,1.3249578819130838,1.3395548553242818,3.5457428845952492,1.0,0.0
U56,50,8,0.11560209073800551,0.11487191735455271,0.1168124029052724,1.2643202080101466,1.2572347321430033,1.2759759308595733,-0.1474720084775517,-0.1482458197743447,1.3357946908149887,1.3224350565534293,1.3495284920886934,3.6382708676016744,1.0,0.0
U56,100,8,0.11499941804808544,0.11420123285676942,0.11563121643352514,1.2579001488683574,1.2517091004406602,1.2681684493029521,-0.1474596005193472,-0.15386739476994582,1.3217175822037377,1.3055804033368656,1.3502006345321944,3.9983751506146654,1.0,0.0
U56,200,8,0.1109481841393308,0.10905096131135217,0.11281236146627305,1.2172228557525941,1.1969166532738662,1.242109716533405,-0.14616399103492933,-0.15467775909902837,1.2871749766223914,1.2597213588189753,1.3204074030940467,5.495916702177438,1.0,0.0
U56,400,8,0.10782320011623023,0.10544051765198192,0.11128358179115927,1.1899431063294246,1.1690352985508747,1.2302973945841023,-0.14357919221272364,-0.14984914019886997,1.2563458373212089,1.21827352188383,1.2952672661601392,9.343135275589775,0.875,0.0
B136,0,1,0.11820984492984787,0.11820984492984787,0.11820984492984787,1.117968273733223,1.117968273733223,1.117968273733223,-0.1709621693524822,-0.1709621693524822,1.0935817708519633,1.0935817708519633,1.0935817708519633,4.6751254264368125,1.0,0.0
B136,10,8,0.11826142244853952,0.11803079402682015,0.11851883921182527,1.1183252133790367,1.1161410796739035,1.1203402796417856,-0.1714762230011874,-0.17307697154298307,1.093411778141549,1.0906038182290907,1.0964015437732693,4.67481054527486,1.0,0.0
B136,25,8,0.11835283199148258,0.11747286888196418,0.1191066712511355,1.1184475743991136,1.1108667683424327,1.1255835540118198,-0.17169689773341623,-0.17441962347650775,1.093465725038651,1.0832941721835914,1.1028656262368761,4.70538508031286,1.0,0.0
B136,50,8,0.11848535486572156,0.1177050662614818,0.11966528123461972,1.1185334720552909,1.1112409316263998,1.1292937722408423,-0.1727785360485522,-0.17787837507329995,1.0951064859474442,1.0863122120006814,1.1116638612177892,4.77836630240723,1.0,0.0
B136,100,8,0.11848860167634265,0.11765504789393222,0.12018982291451774,1.115588665415339,1.1090682476695104,1.1302337891241396,-0.17309662202421472,-0.18283821986917925,1.0955165452492739,1.0822330571782524,1.10953595749688,5.156099704822494,1.0,0.0
B136,200,8,0.11808995968165098,0.11668215931790527,0.11932394981612737,1.1097784652487612,1.0991666102890025,1.1227395907000717,-0.18182533222737762,-0.18892531263643209,1.0862331691932718,1.0661210692377494,1.104252985806138,6.488108976127002,1.0,0.0
B136,400,8,0.11491140277540318,0.11282067477102231,0.11747968222036675,1.0778437295645422,1.0600488599881663,1.1035111678819283,-0.18416684459974864,-0.19269030889046423,1.0617432357680125,1.0310334378634605,1.1000854569217364,10.100698569001516,1.0,0.0
