panel,cells,n4b,n4a,sh_lo,sh_hi,dd_lo,dd_hi,cg_lo,cg_hi,J_lo,J_hi
U56,16,11,0,1.0751332671225635,1.2116102183175574,-0.22163058109213973,-0.18365326200567422,0.12070617601633815,0.1375540324649438,-1.9326974841365696,1.8650344245099815
B136,16,6,0,1.006716693350695,1.162504329746979,-0.26312617775857416,-0.18146096501162567,0.13210107395819937,0.1505351962151118,-6.083045791421599,2.0834754832732507
SMALL,16,0,0,0.35691383362989776,0.48843316914711116,-0.3629740293524195,-0.2916036086175309,0.043709271047111864,0.06660664661249349,-16.067042310164535,-8.930000236675669
