panel,book,k,cost,n_phase,Sharpe_mean,Sharpe_sd,Sharpe_rng,to_mean,to_rng,n_pass4b
broad,EWALL,1,0.0,1,1.134287054937031,,0.0,1.8431001951477257,0.0,0
broad,EWALL,1,5.0,1,1.1269371292214136,,0.0,1.8431001951477257,0.0,0
broad,EWALL,1,10.0,1,1.1195871586759234,,0.0,1.8431001951477257,0.0,0
broad,EWALL,1,15.0,1,1.1122371441160617,,0.0,1.8431001951477257,0.0,0
broad,EWALL,1,25.0,1,1.097536986215303,,0.0,1.8431001951477257,0.0,0
broad,EWALL,1,50.0,1,1.0607858782998227,,0.0,1.8431001951477257,0.0,0
broad,EWALL,5,0.0,5,1.130297431647541,0.001640891356737936,0.004183504432898166,0.8495325194474102,0.006349139000695447,0
broad,EWALL,5,5.0,5,1.12689907710767,0.0016402413022855618,0.004183181382917178,0.8495325194474102,0.006349139000695447,0
broad,EWALL,5,10.0,5,1.1235004660395418,0.001639677556600582,0.004182786030921148,0.8495325194474102,0.006349139000695447,0
broad,EWALL,5,15.0,5,1.1201016006007105,0.0016391984599437438,0.00418231837978289,0.8495325194474102,0.006349139000695447,0
broad,EWALL,5,25.0,5,1.1133031152437292,0.0016384875796418565,0.004181166192949171,0.8495325194474102,0.006349139000695447,0
broad,EWALL,5,50.0,5,1.0963026014904793,0.0016380759216550898,0.004177020744912774,0.8495325194474102,0.006349139000695447,0
broad,EWALL,21,0.0,5,1.1293277300923275,0.002977506130188173,0.007376856915082941,0.42479557866834783,0.009423932012406933,0
broad,EWALL,21,5.0,5,1.1276095883931525,0.0029762686707505326,0.0073930723220163586,0.42479557866834783,0.009423932012406933,0
broad,EWALL,21,10.0,5,1.1258911659903046,0.002975105765884291,0.007409222639507718,0.42479557866834783,0.009423932012406933,0
broad,EWALL,21,15.0,5,1.1241724642056432,0.0029740170308239894,0.007425307858366814,0.42479557866834783,0.009423932012406933,0
broad,EWALL,21,25.0,5,1.1207342277814303,0.0029720605059964126,0.007457282964916434,0.42479557866834783,0.009423932012406933,0
broad,EWALL,21,50.0,5,1.1121338401879852,0.002968439287138401,0.007536080919033683,0.42479557866834783,0.009423932012406933,0
broad,EWALL,63,0.0,5,1.12882351243188,0.006356265219088347,0.015429744123253597,0.2489569372777117,0.0029336115848737354,0
broad,EWALL,63,5.0,5,1.1278144555667222,0.0063511192300071155,0.0154201658448061,0.2489569372777117,0.0029336115848737354,0
broad,EWALL,63,10.0,5,1.1268050949271378,0.00634597758088044,0.015410559060889506,0.2489569372777117,0.0029336115848737354,0
broad,EWALL,63,15.0,5,1.1257954313209826,0.00634084026686631,0.015400923782174614,0.2489569372777117,0.0029336115848737354,0
broad,EWALL,63,25.0,5,1.123775198444045,0.00633057862476563,0.015381567783653294,0.2489569372777117,0.0029336115848737354,0
broad,EWALL,63,50.0,5,1.1187193710268977,0.006305000043551962,0.015332679899484614,0.2489569372777117,0.0029336115848737354,0
broad,TOP20,1,0.0,1,1.0210254932772207,,0.0,31.430437697792335,0.0,0
broad,TOP20,1,5.0,1,0.916781106280414,,0.0,31.430437697792335,0.0,0
broad,TOP20,1,10.0,1,0.8125249646020055,,0.0,31.430437697792335,0.0,0
broad,TOP20,1,15.0,1,0.7082615216459254,,0.0,31.430437697792335,0.0,0
broad,TOP20,1,25.0,1,0.4997305465094541,,0.0,31.430437697792335,0.0,0
broad,TOP20,1,50.0,1,-0.021413086728779118,,0.0,31.430437697792335,0.0,0
broad,TOP20,5,0.0,5,1.073434221923155,0.015002444620812936,0.04195474683243794,12.803580836970653,0.11958738382878664,0
broad,TOP20,5,5.0,5,1.0313495050411943,0.014924971292326738,0.041641556553664305,12.803580836970653,0.11958738382878664,0
broad,TOP20,5,10.0,5,0.9892326897865711,0.01485311062360304,0.04133183794945294,12.803580836970653,0.11958738382878664,0
broad,TOP20,5,15.0,5,0.9470880985881678,0.014786481606743174,0.04102557696940157,12.803580836970653,0.11958738382878664,0
broad,TOP20,5,25.0,5,0.8627329092980279,0.014667432255848122,0.04042335924228013,12.803580836970653,0.11958738382878664,0
broad,TOP20,5,50.0,5,0.6516621633915383,0.014436551591085608,0.0389768690121739,12.803580836970653,0.11958738382878664,0
broad,TOP20,21,0.0,5,1.0916610123876007,0.0300568333247171,0.08180047865612372,5.894406838452332,0.16776818681452887,0
broad,TOP20,21,5.0,5,1.07281037794248,0.030142764744806587,0.08206726082739424,5.894406838452332,0.16776818681452887,0
broad,TOP20,21,10.0,5,1.0539281975362966,0.03022795920893833,0.08232778690777387,5.894406838452332,0.16776818681452887,0
broad,TOP20,21,15.0,5,1.0350162191483279,0.030312397625350353,0.08258198500106206,5.894406838452332,0.16776818681452887,0
broad,TOP20,21,25.0,5,0.9971098971728694,0.030478932753860058,0.08307112390140359,5.894406838452332,0.16776818681452887,0
broad,TOP20,21,50.0,5,0.9019462323021037,0.030880811483576433,0.08417875776016936,5.894406838452332,0.16776818681452887,0
broad,TOP20,63,0.0,5,1.1191033502292327,0.0479059413839389,0.12334271057206947,3.4009776803391825,0.11186858426014945,0
broad,TOP20,63,5.0,5,1.1085912928038806,0.04791087922256014,0.12339317156689389,3.4009776803391825,0.11186858426014945,0
broad,TOP20,63,10.0,5,1.0980480462879583,0.04791564363596658,0.12344330424816574,3.4009776803391825,0.11186858426014945,0
broad,TOP20,63,15.0,5,1.0874745127716,0.04792022827798233,0.12349307261523368,3.4009776803391825,0.11186858426014945,0
broad,TOP20,63,25.0,5,1.066240230275172,0.0479288313746707,0.12359136897620193,3.4009776803391825,0.11186858426014945,0
broad,TOP20,63,50.0,5,1.0126889960780994,0.04794669284824258,0.12382808896787689,3.4009776803391825,0.11186858426014945,0
small,EWALL,1,0.0,1,0.7248925438068264,,0.0,3.68527073397293,0.0,0
