panel,form,band,gross,cash,H,s,cost,n,pass_4b,leg_sharpe,leg_halves,leg_dd,leg_cagr,cagr_med,spy_cagr_med,dd_med,slope,pass_IS,n_IS,pass_OOS,n_OOS
U56,MA-DG,0.0,0.75,0,756,21,10.0,176,0.14204545454545456,0.8579545454545454,0.4602272727272727,1.0,0.18181818181818182,0.07442439435787018,0.13740649561420726,-0.07147283510562524,0.3309510602521663,0.0,96,0.3125,80
U56,MA-DG,0.0,0.75,150,756,21,10.0,176,0.25,0.9488636363636364,0.6647727272727273,1.0,0.26704545454545453,0.08236192242502982,0.13740649561420726,-0.0649029967098601,0.325392687565923,0.10416666666666667,96,0.425,80
U56,MA-DG,0.0,0.75,300,756,21,10.0,176,0.4034090909090909,0.9943181818181818,0.7329545454545454,1.0,0.4034090909090909,0.09043134078818693,0.13740649561420726,-0.06248797162677655,0.3198252673636463,0.3333333333333333,96,0.4875,80
U56,MA-DG,0.0,0.75,500,756,21,10.0,176,0.5170454545454546,1.0,0.8579545454545454,1.0,0.5284090909090909,0.10080379693087749,0.13740649561420726,-0.061036178984241185,0.31238889667850345,0.4583333333333333,96,0.5875,80
U56,MA-DG,0.0,1.0,0,756,21,10.0,176,0.3522727272727273,0.8579545454545454,0.4602272727272727,0.7102272727272727,0.625,0.09927942712759519,0.13740649561420726,-0.09458910440813167,0.45139560587504624,0.22916666666666666,96,0.5,80
U56,MA-DG,0.0,1.0,150,756,21,10.0,176,0.4375,0.9147727272727273,0.5568181818181818,0.8636363636363636,0.7045454545454546,0.10469782758328228,0.13740649561420726,-0.08834731554548902,0.4425987928639203,0.28125,96,0.625,80
U56,MA-DG,0.0,1.0,300,756,21,10.0,176,0.5170454545454546,0.9431818181818182,0.6534090909090909,0.8636363636363636,0.7613636363636364,0.10999708086761073,0.13740649561420726,-0.084973068247721,0.4338490595854313,0.3229166666666667,96,0.75,80
U56,MA-DG,0.0,1.0,500,756,21,10.0,176,0.5397727272727273,0.9715909090909091,0.6875,0.8636363636363636,0.8125,0.11727477812678533,0.13740649561420726,-0.08233724706414358,0.4222547045717127,0.3229166666666667,96,0.8,80
U56,MA-DG,0.01,0.75,0,756,21,10.0,176,0.125,0.8977272727272727,0.4943181818181818,1.0,0.17045454545454544,0.076780953669765,0.13740649561420726,-0.06946572360245384,0.343352073038631,0.010416666666666666,96,0.2625,80
U56,MA-DG,0.01,0.75,150,756,21,10.0,176,0.26704545454545453,0.9659090909090909,0.7102272727272727,1.0,0.2840909090909091,0.08461989118135416,0.13740649561420726,-0.06710641988274424,0.33789377331008685,0.125,96,0.4375,80
U56,MA-DG,0.01,0.75,300,756,21,10.0,176,0.4318181818181818,1.0,0.8465909090909091,1.0,0.4318181818181818,0.09248425025086915,0.13740649561420726,-0.06151820568561006,0.3324260505040195,0.375,96,0.5,80
U56,MA-DG,0.01,0.75,500,756,21,10.0,176,0.6363636363636364,1.0,0.9147727272727273,1.0,0.6363636363636364,0.10230999396924345,0.13740649561420726,-0.06129421121038281,0.3251221014023055,0.5104166666666666,96,0.7875,80
U56,MA-DG,0.01,1.0,0,756,21,10.0,176,0.3693181818181818,0.9034090909090909,0.4943181818181818,0.8636363636363636,0.6931818181818182,0.10277368392290942,0.13740649561420726,-0.09174420047610254,0.4686202690167583,0.21875,96,0.55,80
U56,MA-DG,0.01,1.0,150,756,21,10.0,176,0.4602272727272727,0.9375,0.5795454545454546,0.8636363636363636,0.7727272727272727,0.10788163512807947,0.13740649561420726,-0.09102008224725955,0.4599159482603562,0.3020833333333333,96,0.65,80
U56,MA-DG,0.01,1.0,300,756,21,10.0,176,0.5511363636363636,0.9545454545454546,0.6818181818181818,0.8636363636363636,0.8068181818181818,0.11324270226402122,0.13740649561420726,-0.08490159743257952,0.4512583834001069,0.34375,96,0.8,80
U56,MA-DG,0.01,1.0,500,756,21,10.0,176,0.625,0.9886363636363636,0.7670454545454546,0.8636363636363636,0.8352272727272727,0.11931706330542668,0.13740649561420726,-0.08186468788302792,0.43978648400567005,0.4166666666666667,96,0.875,80
U56,MA-DG,0.02,0.75,0,756,21,10.0,176,0.1534090909090909,0.9204545454545454,0.4659090909090909,1.0,0.21022727272727273,0.07796618878320094,0.13740649561420726,-0.07027638975035022,0.33703911369356904,0.010416666666666666,96,0.325,80
U56,MA-DG,0.02,0.75,150,756,21,10.0,176,0.2784090909090909,0.9715909090909091,0.6818181818181818,1.0,0.29545454545454547,0.08576151846365898,0.13740649561420726,-0.06321406318703293,0.3315752677458711,0.125,96,0.4625,80
U56,MA-DG,0.02,0.75,300,756,21,10.0,176,0.4318181818181818,1.0,0.8579545454545454,1.0,0.4375,0.09389007387319359,0.13740649561420726,-0.06305360194933429,0.3261018860400232,0.3541666666666667,96,0.525,80
U56,MA-DG,0.02,0.75,500,756,21,10.0,176,0.625,1.0,0.9375,1.0,0.625,0.10392287726863636,0.13740649561420726,-0.06284316638865295,0.31879023403438395,0.4791666666666667,96,0.8,80
U56,MA-DG,0.02,1.0,0,756,21,10.0,176,0.36363636363636365,0.9204545454545454,0.4772727272727273,0.8636363636363636,0.6988636363636364,0.10400434083643773,0.13740649561420726,-0.09280440601738638,0.45996633251492297,0.20833333333333334,96,0.55,80
U56,MA-DG,0.02,1.0,150,756,21,10.0,176,0.4659090909090909,0.9318181818181818,0.5681818181818182,0.8636363636363636,0.7840909090909091,0.10906764951239845,0.13740649561420726,-0.0858847217494253,0.45127487092584445,0.2604166666666667,96,0.7125,80
U56,MA-DG,0.02,1.0,300,756,21,10.0,176,0.5,0.9602272727272727,0.6363636363636364,0.8636363636363636,0.8125,0.11480186186123997,0.13740649561420726,-0.0839680925637789,0.4426295660841749,0.3125,96,0.725,80
U56,MA-DG,0.02,1.0,500,756,21,10.0,176,0.6193181818181818,0.9886363636363636,0.7613636363636364,0.8636363636363636,0.8579545454545454,0.1215647479112818,0.13740649561420726,-0.08390974096414006,0.4311730803616753,0.3958333333333333,96,0.8875,80
U56,MA-DG,0.03,0.75,0,756,21,10.0,176,0.1875,0.9147727272727273,0.5170454545454546,0.9545454545454546,0.24431818181818182,0.07981660706238913,0.13740649561420726,-0.06852336689094607,0.31880618080330253,0.052083333333333336,96,0.35,80
U56,MA-DG,0.03,0.75,150,756,21,10.0,176,0.3465909090909091,0.9659090909090909,0.6761363636363636,1.0,0.35795454545454547,0.087637316905544,0.13740649561420726,-0.06359286633244632,0.3139275142790558,0.2604166666666667,96,0.45,80
U56,MA-DG,0.03,0.75,300,756,21,10.0,176,0.4431818181818182,1.0,0.7556818181818182,1.0,0.4431818181818182,0.09533090652258458,0.13740649561420726,-0.06294461753780478,0.30903891474868855,0.3854166666666667,96,0.5125,80
U56,MA-DG,0.03,0.75,500,756,21,10.0,176,0.5738636363636364,1.0,0.8920454545454546,1.0,0.5738636363636364,0.10511355106783693,0.13740649561420726,-0.06273831348145709,0.3025063108030269,0.46875,96,0.7,80
U56,MA-DG,0.03,1.0,0,756,21,10.0,176,0.3977272727272727,0.9147727272727273,0.5170454545454546,0.8636363636363636,0.7272727272727273,0.10646926893273512,0.13740649561420726,-0.09115206052504787,0.43501182997817295,0.28125,96,0.5375,80
U56,MA-DG,0.03,1.0,150,756,21,10.0,176,0.4659090909090909,0.9431818181818182,0.5909090909090909,0.8636363636363636,0.7784090909090909,0.11157516865665773,0.13740649561420726,-0.08553712054380203,0.42717834348684747,0.2916666666666667,96,0.675,80
U56,MA-DG,0.03,1.0,300,756,21,10.0,176,0.5,0.9545454545454546,0.6477272727272727,0.8636363636363636,0.8068181818181818,0.11699591851619728,0.13740649561420726,-0.0838301701303672,0.4193850211547552,0.3020833333333333,96,0.7375,80
U56,MA-DG,0.03,1.0,500,756,21,10.0,176,0.5625,0.9886363636363636,0.6988636363636364,0.8636363636363636,0.8522727272727273,0.12325282696843742,0.13740649561420726,-0.08377726080326486,0.4090553364712355,0.3541666666666667,96,0.8125,80
U56,MA-DG,0.05,0.75,0,756,21,10.0,176,0.1534090909090909,0.8636363636363636,0.4431818181818182,0.9772727272727273,0.20454545454545456,0.07732560706933644,0.13740649561420726,-0.07759810782164267,0.3144105675350518,0.010416666666666666,96,0.325,80
U56,MA-DG,0.05,0.75,150,756,21,10.0,176,0.2897727272727273,0.9715909090909091,0.6193181818181818,1.0,0.3068181818181818,0.08547499982160345,0.13740649561420726,-0.07405699665195997,0.3099499613686772,0.17708333333333334,96,0.425,80
U56,MA-DG,0.05,0.75,300,756,21,10.0,176,0.4147727272727273,1.0,0.7215909090909091,1.0,0.42045454545454547,0.09317153536578238,0.13740649561420726,-0.07218302817188649,0.305476004778291,0.3645833333333333,96,0.475,80
U56,MA-DG,0.05,0.75,500,756,21,10.0,176,0.4943181818181818,1.0,0.8465909090909091,1.0,0.5056818181818182,0.10414031853187866,0.13740649561420726,-0.06972035820401312,0.2994909769556202,0.4375,96,0.5625,80
U56,MA-DG,0.05,1.0,0,756,21,10.0,176,0.32386363636363635,0.8636363636363636,0.4431818181818182,0.8636363636363636,0.5965909090909091,0.1034118718047542,0.13740649561420726,-0.10282646818255248,0.42849936620524764,0.19791666666666666,96,0.475,80
U56,MA-DG,0.05,1.0,150,756,21,10.0,176,0.3977272727272727,0.9204545454545454,0.5227272727272727,0.8636363636363636,0.6534090909090909,0.1089591305492027,0.13740649561420726,-0.10060634857288586,0.4212972931539608,0.23958333333333334,96,0.5875,80
U56,MA-DG,0.05,1.0,300,756,21,10.0,176,0.4715909090909091,0.9659090909090909,0.6136363636363636,0.8636363636363636,0.7840909090909091,0.11401911268565113,0.13740649561420726,-0.09748435008761547,0.41412580992228265,0.2916666666666667,96,0.6875,80
U56,MA-DG,0.05,1.0,500,756,21,10.0,176,0.5284090909090909,0.9886363636363636,0.6875,0.8636363636363636,0.8465909090909091,0.12175326987807189,0.13740649561420726,-0.09562930229845368,0.40461077025573516,0.3333333333333333,96,0.7625,80
U56,MA-DG,0.08,0.75,0,756,21,10.0,176,0.2727272727272727,0.8522727272727273,0.5511363636363636,0.9772727272727273,0.29545454545454547,0.08041250161390634,0.13740649561420726,-0.08409902902183886,0.29909227108788283,0.19791666666666666,96,0.3625,80
U56,MA-DG,0.08,0.75,150,756,21,10.0,176,0.4090909090909091,0.9659090909090909,0.6363636363636364,0.9772727272727273,0.42045454545454547,0.08862725536418337,0.13740649561420726,-0.08226414389223902,0.29623498311453533,0.3854166666666667,96,0.4375,80
U56,MA-DG,0.08,0.75,300,756,21,10.0,176,0.4602272727272727,1.0,0.6988636363636364,0.9772727272727273,0.4659090909090909,0.09632516678600811,0.13740649561420726,-0.08045237071133893,0.2933632474664105,0.4166666666666667,96,0.5125,80
