file,credit,rows,priceable,mean_cash,C0_pass,C1_pass,flip_up,cagr_flip
2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,150.0,1680,1680,0.24941585345780792,562,592,30,62
2026-09-07_broad-25bps-is-the-wall_cloud.grid.csv,300.0,1680,1680,0.24941585345780792,562,597,35,93
2026-09-07_broad-25bps-is-the-wall_cloud.keeppaths.csv,150.0,1680,1680,0.24941585345780792,562,592,30,62
2026-09-07_broad-25bps-is-the-wall_cloud.keeppaths.csv,300.0,1680,1680,0.24941585345780792,562,597,35,93
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.grid.csv,150.0,620,620,0.4237999722548226,75,97,22,23
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.grid.csv,300.0,620,620,0.4237999722548226,75,113,38,46
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.keeppaths.csv,150.0,620,620,0.4237999722548226,75,97,22,23
2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.keeppaths.csv,300.0,620,620,0.4237999722548226,75,113,38,46
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.grid.csv,150.0,1728,1728,0.16654793072192486,199,226,27,33
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.grid.csv,300.0,1728,1728,0.16654793072192486,199,268,69,81
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.keeppaths.csv,150.0,334,334,0.22980009416483188,199,199,0,0
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C.keeppaths.csv,300.0,334,334,0.22980009416483188,199,199,0,0
2026-09-07_sleeve-f-plateau-width_B.grid.csv,150.0,208,208,0.250230522499261,57,70,13,13
2026-09-07_sleeve-f-plateau-width_B.grid.csv,300.0,208,208,0.250230522499261,57,79,22,22
2026-09-07_sleeve-f-plateau-width_B.keeppaths.csv,150.0,57,57,0.24975711955669117,57,57,0,0
2026-09-07_sleeve-f-plateau-width_B.keeppaths.csv,300.0,57,57,0.24975711955669117,57,57,0,0
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.arms.csv,150.0,312,312,0.125,53,58,5,1
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.arms.csv,300.0,312,312,0.125,53,58,5,2
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.cells.csv,150.0,288,288,0.125,50,55,5,1
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud.cells.csv,300.0,288,288,0.125,50,55,5,2
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C.grid.csv,150.0,896,896,0.12486996582346536,320,327,7,21
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C.grid.csv,300.0,896,896,0.12486996582346536,320,334,14,28
2026-09-10_does-any-published-COLUMN-prescription-survive-its-own-L2-ladder_C.grid.csv,150.0,2592,2592,0.25,147,307,160,90
2026-09-10_does-any-published-COLUMN-prescription-survive-its-own-L2-ladder_C.grid.csv,300.0,2592,2592,0.25,147,433,286,222
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.grid.csv,150.0,6000,6000,0.27196035541617863,79,85,6,140
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.grid.csv,300.0,6000,6000,0.27196035541617863,79,87,8,354
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.gross.csv,150.0,340,340,0.16176470588235295,19,25,6,9
2026-09-10_is-lambda-INERT-on-every-low-turnover-book-or-only-on-EWALL_C.gross.csv,300.0,340,340,0.16176470588235295,19,34,15,19
2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.grid.csv,150.0,4224,4224,0.24989178435276527,1770,2013,243,227
2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.grid.csv,300.0,4224,4224,0.24989178435276527,1770,2198,428,417
2026-09-10_is-the-BAND-the-only-clean-adopted-constant_cloud.grid.csv,150.0,312,312,0.3920212191510819,37,37,0,0
2026-09-10_is-the-BAND-the-only-clean-adopted-constant_cloud.grid.csv,300.0,312,312,0.3920212191510819,37,37,0,0
2026-09-10_is-the-RE-PRICEABLE-set-empty-on-every-published-COLUMN-prescription_C.grid.csv,150.0,2160,2160,0.25,79,167,88,69
2026-09-10_is-the-RE-PRICEABLE-set-empty-on-every-published-COLUMN-prescription_C.grid.csv,300.0,2160,2160,0.25,79,257,178,168
2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B.grid.csv,150.0,2156,2156,0.4353250477820062,299,377,78,83
2026-09-10_why-do-4b-windows-have-width-0-on-four-of-six-dials_B.grid.csv,300.0,2156,2156,0.4353250477820062,299,445,146,176
