selector,arm,comparand,metric,M_pick,M_pool,M_comp,sel_d,pool,lift,n_arms,corpus,panel,poolname,family,cost,pooldef,lift_sd
K_Sharpe,freq=W,C_CONTROL,OOS_Sharpe,1.1481353293632495,1.0882762586686479,1.1481353293632495,0.0,-0.05985907069460161,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_Sharpe,freq=W,C_V2,OOS_Sharpe,1.1481353293632495,1.0882762586686479,1.1481353293632495,0.0,-0.05985907069460161,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_Sharpe,freq=W,C_SPY,OOS_Sharpe,1.1481353293632495,1.0882762586686479,0.8820239235972316,0.2661114057660179,0.20625233507141627,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_CAGR,freq=M,C_CONTROL,OOS_Sharpe,1.1153943199424463,1.0882762586686479,1.1481353293632495,-0.03274100942080316,-0.05985907069460161,0.027118061273798455,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_CAGR,freq=M,C_V2,OOS_Sharpe,1.1153943199424463,1.0882762586686479,1.1481353293632495,-0.03274100942080316,-0.05985907069460161,0.027118061273798455,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_CAGR,freq=M,C_SPY,OOS_Sharpe,1.1153943199424463,1.0882762586686479,0.8820239235972316,0.23337039634521473,0.20625233507141627,0.027118061273798455,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_Calmar,freq=W,C_CONTROL,OOS_Sharpe,1.1481353293632495,1.0882762586686479,1.1481353293632495,0.0,-0.05985907069460161,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_Calmar,freq=W,C_V2,OOS_Sharpe,1.1481353293632495,1.0882762586686479,1.1481353293632495,0.0,-0.05985907069460161,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_Calmar,freq=W,C_SPY,OOS_Sharpe,1.1481353293632495,1.0882762586686479,0.8820239235972316,0.2661114057660179,0.20625233507141627,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_Sortino,freq=W,C_CONTROL,OOS_Sharpe,1.1481353293632495,1.0882762586686479,1.1481353293632495,0.0,-0.05985907069460161,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_Sortino,freq=W,C_V2,OOS_Sharpe,1.1481353293632495,1.0882762586686479,1.1481353293632495,0.0,-0.05985907069460161,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_Sortino,freq=W,C_SPY,OOS_Sharpe,1.1481353293632495,1.0882762586686479,0.8820239235972316,0.2661114057660179,0.20625233507141627,0.05985907069460161,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_MaxDD,freq=D,C_CONTROL,OOS_Sharpe,1.1868282431220574,1.0882762586686479,1.1481353293632495,0.0386929137588079,-0.05985907069460161,0.09855198445340951,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_MaxDD,freq=D,C_V2,OOS_Sharpe,1.1868282431220574,1.0882762586686479,1.1481353293632495,0.0386929137588079,-0.05985907069460161,0.09855198445340951,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
K_MaxDD,freq=D,C_SPY,OOS_Sharpe,1.1868282431220574,1.0882762586686479,0.8820239235972316,0.3048043195248258,0.20625233507141627,0.09855198445340951,4,B,broad,CADENCE,CADENCE,0.0,P_ALL,
