panel,p,real_sharpe,null_sharpe_med,null_sharpe_sd,sharpe_pctile,sharpe_z,real_dd,null_dd_med,dd_pctile,anchor_sharpe,anchor_dd,seeds
U56,0.5,1.1311295647624153,1.082153523299168,0.01840712427890122,1.0,2.573579797518596,-0.1767888298396063,-0.19477577813056757,1.0,1.1536628182453899,-0.19127562163086154,200
U56,1.0,1.101666022325472,1.0036255592380436,0.040242077083070295,0.995,2.437058527189657,-0.16486285004155932,-0.19961788838587113,1.0,1.1536628182453899,-0.19127562163086154,200
B136,0.5,1.0385700656804748,1.0161903113157829,0.016003633145973535,0.91,1.3906148690849347,-0.18548387765948426,-0.20891763158449728,1.0,1.0653720113403453,-0.2074018763117902,200
B136,1.0,1.0003372110538096,0.959939506003722,0.030384198025904408,0.89,1.2873180887728095,-0.18312344500263567,-0.20862192852948186,1.0,1.0653720113403453,-0.2074018763117902,200
SMALL,0.5,0.5488388589356538,0.46890456983485285,0.021937397204688142,1.0,3.6005702625179787,-0.3569732643156941,-0.3717992823536317,0.875,0.5091735910765686,-0.3651051671527551,200
SMALL,1.0,0.5842624904187239,0.419408128589455,0.0410458751081194,1.0,3.981396159280078,-0.3482861206575575,-0.3826914774203172,0.955,0.5091735910765686,-0.3651051671527551,200
