panel,ladder,flat_class,kind,rung_a,rung_b,lam,CAGR,Sharpe,MaxDD,H1,H2,turnover_yr,cost_bp_yr,dCAGR_pp,dSharpe,dSharpe_se,dSharpe_t,dMaxDD_pp,oCAGR,oSharpe,oMaxDD,odSharpe,odSharpe_t,odCAGR_pp,keep4a,keep4b,keep4a_OOS,keep4b_OOS,leg_H1,leg_H2,leg_DD,leg_CAGR,legO_H1,legO_H2,legO_DD,legO_CAGR,is_Sharpe,is_CAGR,name,ov_hold,ov_cap,flat_one,jaccard,D_sharpe,D_cagr,turn_naive_yr,D_sharpe_IS,D_sharpe_OOS,flat_share,is_anchor
U56,L_S,INTENDED own-equity DD,RUNG,None,,,0.1580277627432507,1.15366281824539,-0.19127562163086176,1.206681820782339,1.1203431790756468,2.8712703514128126,28.712703514128126,0.0,0.0,0.0,,0.0,0.17323365236641486,1.1856777042016955,-0.19127562163086187,0.0,,0.0,False,True,False,True,True,True,True,True,True,True,True,True,1.1157631659166949,0.1397990664530524,L_S=None,,,,,,,,,,0.0,True
U56,L_S,INTENDED own-equity DD,RUNG,0.25,,,0.1580277627432507,1.15366281824539,-0.19127562163086176,1.206681820782339,1.1203431790756468,2.8712703514128126,28.712703514128126,0.0,0.0,0.0,,0.0,0.17323365236641486,1.1856777042016955,-0.19127562163086187,0.0,,0.0,False,True,False,True,True,True,True,True,True,True,True,True,1.1157631659166949,0.1397990664530524,L_S=0.25,,,,,,,,,,0.0,False
U56,L_S,INTENDED own-equity DD,BLEND,None,0.25,0.25,0.1580277627432507,1.15366281824539,-0.19127562163086176,1.206681820782339,1.1203431790756468,2.8712703514128126,28.712703514128126,0.0,0.0,0.0,,0.0,0.17323365236641486,1.1856777042016955,-0.19127562163086187,0.0,,0.0,False,True,False,True,True,True,True,True,True,True,True,True,1.1157631659166949,0.1397990664530524,L_S blend None|0.25 @0.25,1.0,1.0,0.0,1.0,0.0,0.0,2.8712703514128126,0.0,0.0,,False
U56,L_S,INTENDED own-equity DD,BLEND,None,0.25,0.5,0.1580277627432507,1.15366281824539,-0.19127562163086176,1.206681820782339,1.1203431790756468,2.8712703514128126,28.712703514128126,0.0,0.0,0.0,,0.0,0.17323365236641486,1.1856777042016955,-0.19127562163086187,0.0,,0.0,False,True,False,True,True,True,True,True,True,True,True,True,1.1157631659166949,0.1397990664530524,L_S blend None|0.25 @0.50,1.0,1.0,0.0,1.0,0.0,0.0,2.8712703514128126,0.0,0.0,,False
U56,L_S,INTENDED own-equity DD,BLEND,None,0.25,0.75,0.1580277627432507,1.15366281824539,-0.19127562163086176,1.206681820782339,1.1203431790756468,2.8712703514128126,28.712703514128126,0.0,0.0,0.0,,0.0,0.17323365236641486,1.1856777042016955,-0.19127562163086187,0.0,,0.0,False,True,False,True,True,True,True,True,True,True,True,True,1.1157631659166949,0.1397990664530524,L_S blend None|0.25 @0.75,1.0,1.0,0.0,1.0,0.0,0.0,2.8712703514128126,0.0,0.0,,False
U56,L_S,INTENDED own-equity DD,RUNG,0.15,,,0.07324413126884033,0.7997744182413651,-0.17593879432104154,1.206681820782339,0.0729565768619626,1.5336413449858397,15.336413449858398,-8.478363147441037,-0.353888400004025,0.16473003284227186,-2.1482931430170433,1.5336827309820222,0.021443894302916044,0.39515621932091166,-0.1759387943210421,-0.7905214848807838,-2.2565735753717178,-15.178975806349882,False,False,False,False,True,False,True,False,False,False,True,False,1.1157631659166949,0.1397990664530524,L_S=0.15,,,,,,,,,,0.4370503597122302,False
U56,L_S,INTENDED own-equity DD,BLEND,0.25,0.15,0.25,0.09472341622426406,0.9820763476441124,-0.17970886608623948,1.206681820782339,0.6908997640137258,1.9535402787456628,19.53540278745663,-6.330434651898664,-0.17158647060127763,0.11963996630961066,-1.4341902283492545,1.1566755544622276,0.05900057463186048,0.8945714532726209,-0.17970886608624004,-0.2911062509290746,-1.2074986617415597,-11.423307773455438,False,False,False,False,True,False,True,False,False,True,True,False,1.1157631659166949,0.1397990664530524,L_S blend 0.25|0.15 @0.25,1.0,0.5629496402877698,0.4370503597122302,0.5629496402877698,0.09382982940174112,0.00028337708682113494,1.868048596592583,0.0,0.3017848627315133,,False
U56,L_S,INTENDED own-equity DD,BLEND,0.25,0.15,0.5,0.11603329512713279,1.0918880368832973,-0.18347893785143743,1.206681820782339,0.9671826805100889,2.315222847390234,23.15222847390234,-4.199446761611791,-0.0617747813620928,0.07451447658922182,-0.829030601699593,0.7796683779424329,0.09686465619339324,1.1003697279833362,-0.18347893785143776,-0.08530797621835928,-0.6872269830325489,-7.636899617302162,False,True,False,False,True,True,True,True,True,True,True,False,1.1157631659166949,0.1397990664530524,L_S blend 0.25|0.15 @0.50,1.0,0.5629496402877698,0.4370503597122302,0.5629496402877698,0.1151694186399197,0.0003973481210872709,2.2024558481993264,0.0,0.3099527662220326,,False
U56,L_S,INTENDED own-equity DD,BLEND,0.25,0.15,0.75,0.13714516956606304,1.1412341851123133,-0.18724900961663526,1.206681820782339,1.0735822197313478,2.6200714282288895,26.200714282288896,-2.088259317718766,-0.012428633133076739,0.03349324831775801,-0.37107876235722165,0.4026612014226494,0.13496775452162701,1.1659171220698608,-0.1872490096166357,-0.019760582131834736,-0.41801406628177573,-3.8265897844787844,False,True,False,True,True,True,True,True,True,True,True,True,1.1157631659166949,0.1397990664530524,L_S blend 0.25|0.15 @0.75,1.0,0.5629496402877698,0.4370503597122302,0.5629496402877698,0.07604346686792951,0.0003133146914149343,2.5368630998060695,0.0,0.17786978908836115,,False
U56,L_S,INTENDED own-equity DD,RUNG,0.1,,,0.009610392254791877,0.247303717944463,-0.129022792661604,0.34978271976886466,,0.2905829362433688,2.9058293624336877,-14.841737048845882,-0.906359100300927,0.25363250967184836,-3.57351311735858,6.225282896925776,0.0,,0.0,,,-17.323365236641486,False,False,False,False,False,False,True,False,False,False,True,False,0.36821667731710545,0.021423529327933677,L_S=0.1,,,,,,,,,,0.916591726618705,False
U56,L_S,INTENDED own-equity DD,BLEND,0.15,0.1,0.25,0.025754743482652387,0.5624344033435632,-0.1286076716311927,0.7979494021340479,0.07107700362253835,0.6804591925530913,6.804591925530913,-13.22730192605983,-0.5912284149018269,0.20243648679900125,-2.920562514448575,6.266794999966907,0.005602487788907151,0.3928000248083443,-0.046271453262586304,-0.7928776793933512,-2.2640310656257028,-16.76311645775077,False,False,False,False,False,False,True,False,False,False,True,False,0.759030782601372,0.05080985762788259,L_S blend 0.15|0.1 @0.25,1.0,0.5204586330935251,0.4795413669064748,0.5204586330935251,0.1770130103248747,0.00023591647434839658,0.6013475384289865,0.20392748313436915,,,False
U56,L_S,INTENDED own-equity DD,BLEND,0.15,0.1,0.5,0.04175350011314416,0.7168241302105641,-0.12838080433680465,1.0468296140192554,0.07171956237790984,1.0163450112568144,10.163450112568144,-11.627426263010655,-0.43683868803482595,0.1731450947190655,-2.522963117976939,6.28948172940571,0.011046820345713915,0.39360205617289196,-0.09100470580433584,-0.7920756480288036,-2.2615045198541295,-16.218683202070096,False,False,False,False,True,False,True,False,False,False,True,False,0.977046328720488,0.08035992887251475,L_S blend 0.15|0.1 @0.50,1.0,0.5204586330935251,0.4795413669064748,0.5204586330935251,0.19328506211765006,0.00032623835132805645,0.9121121406146042,0.23505640710358788,,,False
U56,L_S,INTENDED own-equity DD,BLEND,0.15,0.1,0.75,0.05758966489274164,0.7768563905164406,-0.13422031559483694,1.1581756338204403,0.07234501252116575,1.299676800139583,12.99676800139583,-10.043809785050906,-0.37680642772894946,0.16463689699315698,-2.2887119145874766,5.705530603602482,0.016328662021450002,0.39438631788736916,-0.1342203155948365,-0.7912913863143263,-2.2590203336980155,-15.690499034496487,False,False,False,False,True,False,True,False,False,False,True,False,1.074383038096636,0.11003726404030911,L_S blend 0.15|0.1 @0.75,1.0,0.5204586330935251,0.4795413669064748,0.5204586330935251,0.1151996473493011,0.00025396837741342715,1.2228767428002218,0.14550649432983842,,,False
U56,L_M,INTENDED SPY price vs MA,RUNG,None,,,0.1580277627432507,1.15366281824539,-0.19127562163086176,1.206681820782339,1.1203431790756468,2.8712703514128126,28.712703514128126,0.0,0.0,0.0,,0.0,0.17323365236641486,1.1856777042016955,-0.19127562163086187,0.0,,0.0,False,True,False,True,True,True,True,True,True,True,True,True,1.1157631659166949,0.1397990664530524,L_M=None,,,,,,,,,,0.0,True
U56,L_M,INTENDED SPY price vs MA,RUNG,200,,,0.12025653663420077,1.0916636545694531,-0.163845420176692,1.1077707685136189,1.0826667280039712,4.40579225623732,44.0579225623732,-3.7771226109049927,-0.06199916367593694,0.10429463980947283,-0.5944616500828618,2.7430201454169745,0.13659853287300683,1.1738666886869837,-0.1638454201766928,-0.011811015514711753,-0.07598309040238274,-3.663511949340803,False,True,False,True,True,True,True,True,True,True,True,True,0.9840364546719077,0.10069703947393638,L_M=200,,,,,,,,,,0.17401079136690648,False
U56,L_M,INTENDED SPY price vs MA,BLEND,None,200,0.25,0.13022281934252167,1.1559022574842055,-0.15989510105872684,1.175313071238698,1.144801338462753,4.046457051187651,40.46457051187651,-2.780494340072903,0.0022394392388154216,0.08107763211713132,0.02762092552949926,3.138052057213492,0.1464210468369047,1.22974768128446,-0.15989510105872717,0.04406997708276461,0.36914929264747026,-2.6812605529510147,False,True,False,True,True,True,True,True,True,True,True,True,1.0597453050052827,0.11082998095681096,L_M blend None|200 @0.25,1.0,0.8259892086330936,0.17401079136690648,0.8259892086330936,0.04873881199576813,0.0005234761810584132,4.022161780031195,0.042777172522178386,0.05292823871879837,,False
U56,L_M,INTENDED SPY price vs MA,BLEND,None,200,0.5,0.13986192844321343,1.182824597252134,-0.1701206441401102,1.2113704566745382,1.165418867683747,3.6579896360590185,36.57989636059018,-1.8165834300037265,0.029161779006743993,0.0539997286221129,0.5400356585274068,2.115497749075157,0.1558240123444683,1.2438024070238216,-0.17012064414011052,0.05812470282212612,0.7406698600650339,-1.740964002194656,False,True,False,True,True,True,True,True,True,True,True,True,1.104239171760825,0.12074495166694987,L_M blend None|200 @0.50,1.0,0.8259892086330936,0.17401079136690648,0.8259892086330936,0.060161360844712464,0.0007197787544876988,3.638531303825067,0.05433936146652374,0.06403021057948188,,False
U56,L_M,INTENDED SPY price vs MA,BLEND,None,200,0.75,0.14916296250876337,1.1788044825804072,-0.18046490965856887,1.219588872685158,1.1532165257134948,3.2409630370431946,32.40963037043195,-0.8864800234487324,0.025141664335017078,0.02596584100717849,0.9682591959207653,1.0810711972292886,0.16479452556915386,1.2250217228708107,-0.1804649096585692,0.03934401866911519,1.055869259963269,-0.8439126797260998,False,True,False,True,True,True,True,True,True,True,True,True,1.1207241087611224,0.13043363123124885,L_M blend None|200 @0.75,1.0,0.8259892086330936,0.17401079136690648,0.8259892086330936,0.04064145525400131,0.0005780062927751572,3.25490082761894,0.037892620655624265,0.04229677254779318,,False
U56,L_M,INTENDED SPY price vs MA,RUNG,150,,,0.11919054662764661,1.1086130329782036,-0.14093760897206842,1.0557245283456644,1.1599127609966704,4.712167865692317,47.121678656923166,-3.883721611560409,-0.045049785267186504,0.1091255826924121,-0.4128251520467618,5.033801265879334,0.1431184427608334,1.2479481549252442,-0.1409376089720692,0.062270450723548754,0.4125889298164155,-3.011520960558145,False,True,False,True,True,True,True,True,True,True,True,True,0.9224316848914547,0.09076241812940156,L_M=150,,,,,,,,,,0.18053057553956833,False
U56,L_M,INTENDED SPY price vs MA,BLEND,200,150,0.25,0.11957920079824591,1.1141643485726338,-0.1430299346158347,1.080256406719177,1.149134357375126,4.62843390238702,46.284339023870196,-3.844856194500479,-0.039498469672756276,0.10483419206064902,-0.37677086927808334,4.824568701502708,0.14159879710340295,1.2381465994475969,-0.14293013229062224,0.05246889524590137,0.3524459864008185,-3.1634855263011907,False,True,False,True,True,True,True,True,True,True,True,True,0.9489188245130146,0.0933696364272778,L_M blend 200|150 @0.25,1.0,0.9606564748201439,0.03934352517985611,0.9606564748201439,0.009788660196617727,0.00012215666896076005,4.635573963328568,0.01108594717644662,0.008718811081917632,,False
U56,L_M,INTENDED SPY price vs MA,BLEND,200,150,0.5,0.11988767208573536,1.1130340650843336,-0.14946171823517151,1.0971669056175781,1.1323672726019005,4.548371719607822,45.48371719607822,-3.8140090657515335,-0.04062875316105652,0.10252167310879269,-0.3962942851892653,4.181390339569024,0.14000387405658898,1.2222552160340494,-0.1494617182351714,0.036577511832353915,0.2454483461032217,-3.3229778309825875,False,True,False,True,True,True,True,True,True,True,True,True,0.968122648288852,0.09589927117381758,L_M blend 200|150 @0.50,1.0,0.9606564748201439,0.03934352517985611,0.9606564748201439,0.012895721310505204,0.00016413045481167288,4.558980060964819,0.014888578507170735,0.011347794227935415,,False
U56,L_M,INTENDED SPY price vs MA,BLEND,200,150,0.75,0.12012593633005775,1.1054707082965072,-0.15601747359136497,1.106360982032855,1.1100855876756806,4.463003914916887,44.630039149168866,-3.790182641319295,-0.0481921099488829,0.10236048218653462,-0.4708077660386647,3.5258148039496784,0.13834609690750677,1.2007097243303444,-0.15601747359136464,0.015032020128648904,0.09935752867894795,-3.4887555458908093,False,True,False,True,True,True,True,True,True,True,True,True,0.9798804942528831,0.09835837700145822,L_M blend 200|150 @0.75,1.0,0.9606564748201439,0.03934352517985611,0.9606564748201439,0.009569709124866543,0.00013589719749551588,4.48238615860107,0.011245232026088736,0.008322669083795642,,False
U56,L_M,INTENDED SPY price vs MA,RUNG,100,,,0.10913921380843639,1.0583245072807836,-0.17217718242184465,1.0993105091973296,1.0274671794319246,5.2090485804150894,52.090485804150894,-4.888854893481431,-0.09533831096460643,0.12755141896911562,-0.7474500223920751,1.9098439209017104,0.12325638862982369,1.1294563340334396,-0.17217718242184532,-0.0562213701682559,-0.2910709790416449,-4.997726373659117,False,True,False,True,True,True,True,True,True,True,True,True,0.9653576627717341,0.09220820422236109,L_M=100,,,,,,,,,,0.20503597122302158,False
U56,L_M,INTENDED SPY price vs MA,BLEND,150,100,0.25,0.11180011197070194,1.083660761779106,-0.16423012056387998,1.1015338331278977,1.0733148756169584,5.0669542573460005,50.66954257346001,-4.622765077254876,-0.07000205646628399,0.1178510741772967,-0.5939874282433096,2.704550106698178,0.1283480020246266,1.1719661963859123,-0.16423012056387987,-0.01371150781578323,-0.07796277698562278,-4.488565034178826,False,True,False,True,True,True,True,True,True,True,True,True,0.9671860890244014,0.09200058430770186,L_M blend 150|100 @0.25,1.0,0.9386241007194245,0.06137589928057554,0.9386241007194245,0.01276412307396746,0.00014806495746300108,5.084828401734396,0.01255992072273715,0.012886907129521452,,False
U56,L_M,INTENDED SPY price vs MA,BLEND,150,100,0.5,0.11435557810486241,1.1003991516707028,-0.1564718687064638,1.094610428913328,1.1108265251388743,4.94329550330657,49.432955033065696,-4.367218463838829,-0.053263666574687285,0.11125376256417603,-0.47875833901763526,3.480375292439797,0.1333472028768654,1.2059812180546563,-0.156471868706464,0.02030351385296081,0.12502386675305213,-3.9886449489549447,False,True,False,True,True,True,True,True,True,True,True,True,0.9602157489294862,0.09168553768008447,L_M blend 150|100 @0.50,1.0,0.9386241007194245,0.06137589928057554,0.9386241007194245,0.016930381541209183,0.00019069788682091193,4.960608223053704,0.016321075097891935,0.017278973575314494,,False
