arm,char,transform,direction,obs_OOS_S,perm_mean,perm_p05,perm_p95,perm_beat_rate,obs_beats_anchor,obs_in_band,p_two_sided
EWall,evol,dm,+,0.0879049965949239,0.22158511844557535,-0.0052308834007921,0.4558435786174901,0.0,False,True,0.44
EWall,evol,dm,-,0.2400293521874442,0.44922847026655405,0.2176407776127429,0.8396458289118938,0.14,False,True,0.44
EWall,evol,residx,+,0.0879049965949239,0.22158511844557535,-0.0052308834007921,0.4558435786174901,0.0,False,True,0.44
EWall,evol,residx,-,0.5163957135318624,0.42486140857723187,0.2176407776127429,0.8396458289118938,0.12,False,True,0.44
EWall,evol,ratio,+,0.7500560502602225,0.31547936894471085,-0.0052308834007921,0.4559355547849844,0.045,True,False,0.0
EWall,evol,ratio,-,0.8179340675254172,0.6450529374926585,0.1153180733493333,1.0190080408123563,0.71,True,True,0.81
top10,breadth,none,+,0.7625141500025743,0.924531264830137,0.7625141500025743,1.0538719837840869,1.0,True,True,0.26
top10,breadth,none,-,0.1811532330833968,0.25902624557197035,-0.0627137525292108,0.4944082793574345,0.0,False,True,0.73
top10,breadth,dm,+,0.4954430083103582,0.6648515227999624,0.3647899318954825,1.0071901271145274,0.385,False,True,0.41
top10,breadth,dm,-,0.6851920966839923,0.7394012273993279,0.538059090547643,1.0428276169054458,0.62,True,True,1.01
top10,breadth,residx,+,0.4954430083103582,0.6571763719966645,0.3647899318954825,1.0071901271145274,0.375,False,True,0.44
top10,breadth,residx,-,0.6851920966839923,0.7400875455407612,0.538059090547643,1.0428276169054458,0.615,True,True,1.02
top10,breadth,ratio,+,0.7625141500025743,0.8635666250081278,0.6862752119189414,1.0253017096827062,1.0,True,True,0.66
top10,breadth,ratio,-,0.1811532330833968,0.24806055809076846,-0.0627137525292108,0.497663803720931,0.0,False,True,0.89
top10,disp,none,+,0.8092190840484961,0.4168034844880333,0.1243875068366021,0.8092190840484961,0.265,True,True,0.25
top10,disp,none,-,0.6862752119189414,0.8628090666939598,0.6862752119189414,1.0250381436364275,1.0,True,True,0.35
top10,disp,dm,+,0.7994648857072264,0.8061431302633179,0.6095908856239032,0.9925254664472518,0.875,True,True,1.05
top10,disp,dm,-,0.1243875068366021,0.4230138292458943,0.1243875068366021,0.8092190840484961,0.28,False,True,0.29
top10,disp,residx,+,0.3494066444133376,0.8061431302633179,0.6095908856239032,0.9925254664472518,0.875,False,False,0.0
top10,disp,residx,-,0.1243875068366021,0.4230138292458943,0.1243875068366021,0.8092190840484961,0.28,False,True,0.29
top10,disp,ratio,+,0.0463445661567396,0.3419100110126621,0.1243875068366021,0.4944082793574345,0.025,False,False,0.05
top10,disp,ratio,-,0.6862752119189414,0.9197614501022064,0.826198657318701,1.0538719837840869,0.995,True,False,0.01
top10,corr,none,+,0.7625141500025743,0.9207162917665754,0.7625141500025743,1.0538719837840869,1.0,True,True,0.26
top10,corr,none,-,0.0463445661567396,0.30234876713810593,0.0463445661567396,0.497663803720931,0.0,False,True,0.23
top10,corr,dm,+,0.7529394049661513,0.7969000008443399,0.6095908856239032,0.9925254664472518,0.855,True,True,0.8
top10,corr,dm,-,0.5909901343523715,0.6554584417634314,0.2080747950075027,0.9161620815743988,0.415,False,True,0.7
top10,corr,residx,+,0.7529394049661513,0.7799002325410135,0.6095908856239032,0.9925254664472518,0.81,True,True,0.91
top10,corr,residx,-,0.5909901343523715,0.6504339040364008,0.2080747950075027,0.9161620815743988,0.405,False,True,0.7
top10,corr,ratio,+,0.6862752119189414,0.8336708467890923,0.6862752119189414,0.9544870378703156,1.0,True,True,0.6
top10,corr,ratio,-,0.3711554333296727,0.33944313113604396,0.076159503408342,0.497663803720931,0.0,False,True,1.31
top10,evol,none,+,0.076159503408342,0.25936166954910134,-0.0627137525292108,0.4944082793574345,0.0,False,True,0.56
top10,evol,none,-,0.7252143419767779,0.771383201094854,0.5075140716276011,0.9469079765742404,0.805,True,True,0.57
top10,evol,dm,+,0.076159503408342,0.25936166954910134,-0.0627137525292108,0.4944082793574345,0.0,False,True,0.56
top10,evol,dm,-,0.2593743585502207,0.44262193968915,0.1805557275328451,1.1107553408425717,0.12,False,True,0.53
top10,evol,residx,+,0.076159503408342,0.25936166954910134,-0.0627137525292108,0.4944082793574345,0.0,False,True,0.56
top10,evol,residx,-,0.2034212197949173,0.43505303047078187,0.1805557275328451,1.1107553408425717,0.12,False,True,0.3
top10,evol,ratio,+,0.1811532330833968,0.33014908626590284,-0.0627137525292108,0.4944082793574345,0.0,False,True,0.28
top10,evol,ratio,-,1.0538719837840869,0.8894866978681236,0.7523817160012479,1.0250381436364275,0.96,True,False,0.0
top20,breadth,none,+,0.8388428496024039,1.0568338853446149,0.8388428496024039,1.1287092471842546,1.0,True,True,0.19
top20,breadth,none,-,0.0562376728056625,0.1620182241745219,-0.0365255905780644,0.3482837958278991,0.0,False,True,0.58
top20,breadth,dm,+,0.532049364725153,0.6347690622769097,0.2118446612748299,0.8841609155640888,0.355,False,True,0.47
top20,breadth,dm,-,0.9875063661290726,0.8642538339691569,0.6173918108326892,1.1173562010552556,0.71,True,True,0.77
top20,breadth,residx,+,0.933828336762996,0.6333630825123217,0.2118446612748299,0.8841609155640888,0.37,True,False,0.02
top20,breadth,residx,-,0.9215696579731492,0.8577848318608642,0.6173918108326892,1.1173562010552556,0.7,True,True,0.75
top20,breadth,ratio,+,0.8388428496024039,1.0339390398314818,0.8388428496024039,1.1096059226093606,1.0,True,True,0.2
top20,breadth,ratio,-,0.0562376728056625,0.17921175895423608,-0.0365255905780644,0.3571455943651092,0.0,False,True,0.32
top20,disp,none,+,0.596958571098268,0.22656021879782728,-0.0055704643369857,0.596958571098268,0.0,False,True,0.21
top20,disp,none,-,1.011996108638403,1.0278316120619937,0.8295721032843998,1.138534751125219,1.0,True,True,0.72
top20,disp,dm,+,0.8959847350287663,0.9636633335343875,0.837772258099365,1.0811706076681105,1.0,True,True,0.7
top20,disp,dm,-,0.0435341047742796,0.25172938102592013,-0.0055704643369857,0.596958571098268,0.0,False,True,0.59
top20,disp,residx,+,0.2852101976209272,0.9636633335343875,0.837772258099365,1.0811706076681105,1.0,False,False,0.0
top20,disp,residx,-,0.0435341047742796,0.25172938102592013,-0.0055704643369857,0.596958571098268,0.0,False,True,0.59
top20,disp,ratio,+,0.1167127734369376,0.23173255383834668,0.0562376728056625,0.3380226757859534,0.0,False,True,0.4
top20,disp,ratio,-,1.011996108638403,1.048590388622543,0.8295721032843998,1.138534751125219,1.0,True,True,0.6
top20,corr,none,+,0.8388428496024039,1.0376714496266681,0.8388428496024039,1.1287092471842546,1.0,True,True,0.33
top20,corr,none,-,-0.0114904892940176,0.21329513453138346,-0.0114904892940176,0.3571455943651092,0.0,False,True,0.24
top20,corr,dm,+,0.837772258099365,0.9748406303984432,0.837772258099365,1.0811706076681105,1.0,True,True,0.17
top20,corr,dm,-,0.7191573804130713,0.7150576508841303,0.4317732899874719,0.9558838602650214,0.6,True,True,0.75
top20,corr,residx,+,0.837772258099365,0.9678018406988133,0.837772258099365,1.0811706076681105,0.985,True,True,0.21
top20,corr,residx,-,0.790040956969572,0.7125545794758588,0.4317732899874719,0.9558838602650214,0.58,True,True,0.54
top20,corr,ratio,+,1.011996108638403,1.0370390877559381,1.011996108638403,1.1096059226093606,1.0,True,True,0.48
top20,corr,ratio,-,0.3571455943651092,0.35392333525299063,0.1458816477762982,0.6289457367704744,0.0,False,True,1.14
top20,evol,none,+,0.1458816477762982,0.1578225396230845,-0.0365255905780644,0.3482837958278991,0.0,False,True,0.92
top20,evol,none,-,0.8217341677682207,0.9205871675619082,0.8158676940574601,1.1009802243964302,1.0,True,True,0.51
top20,evol,dm,+,0.1458816477762982,0.1578225396230845,-0.0365255905780644,0.3482837958278991,0.0,False,True,0.92
top20,evol,dm,-,0.261458047798805,0.44659905790615795,0.2574279609151981,0.8535561525987362,0.11,False,True,0.33
top20,evol,residx,+,0.0562376728056625,0.1578225396230845,-0.0365255905780644,0.3482837958278991,0.0,False,True,0.5
top20,evol,residx,-,0.3482837958278991,0.4386209565701175,0.2574279609151981,0.8535561525987362,0.11,False,True,0.93
top20,evol,ratio,+,0.2648305777800658,0.21975552124901354,0.0562376728056625,0.26849018268035896,0.0,False,True,1.33
top20,evol,ratio,-,0.971213436336523,1.014331081701901,0.8158676940574601,1.138534751125219,1.0,True,True,0.81
