panel,ladder,rung,stat,repair,n_lengths,n_segments,seg_cost,within,between,ratio,ref_within,ref_between,ref_ratio,ref_n_lengths,ref_n_segments,satisfiable,rel_gap,lands
U56,CADENCE,D,CAGR,P_HALF,1,2,2,1.3398938851019846,,,3.9907830349684636,1.2611461484235806,3.1644096443198912,7,29,False,,False
U56,CADENCE,D,CAGR,P_OVERLAP,1,3,3,0.8932625900679897,,,3.9907830349684636,1.2611461484235806,3.1644096443198912,7,29,False,,False
U56,CADENCE,D,CAGR,P_QUARTERS,2,6,6,1.4587852381769406,0.427886392017351,3.409281681754876,3.9907830349684636,1.2611461484235806,3.1644096443198912,7,29,True,0.07738316620116793,True
U56,CADENCE,D,CAGR,P_BLOCK,2,8,8,4.135380301793864,0.544867869284781,7.589693822875181,3.9907830349684636,1.2611461484235806,3.1644096443198912,7,29,True,1.398454901848332,False
U56,CADENCE,D,VOL,P_HALF,1,2,2,3.628632452898417,,,3.138663130418977,0.5324024934659709,5.895282552089678,7,29,False,,False
U56,CADENCE,D,VOL,P_OVERLAP,1,3,3,2.419088301932278,,,3.138663130418977,0.5324024934659709,5.895282552089678,7,29,False,,False
U56,CADENCE,D,VOL,P_QUARTERS,2,6,6,3.3473599775111778,0.15669971396811277,21.36162149084931,3.138663130418977,0.5324024934659709,5.895282552089678,7,29,True,2.623511053473991,False
U56,CADENCE,D,VOL,P_BLOCK,2,8,8,3.4082142678336775,0.3161323402152032,10.780973137748505,3.138663130418977,0.5324024934659709,5.895282552089678,7,29,True,0.8287457882620088,False
U56,CADENCE,D,SHARPE,P_HALF,1,2,2,0.1728083502818054,,,0.3095723778500262,0.04967125421723097,6.232425227197817,7,29,False,,False
U56,CADENCE,D,SHARPE,P_OVERLAP,1,3,3,0.11520556685453694,,,0.3095723778500262,0.04967125421723097,6.232425227197817,7,29,False,,False
U56,CADENCE,D,SHARPE,P_QUARTERS,2,6,6,0.2017660586839219,0.030865730618902187,6.536895600338074,0.3095723778500262,0.04967125421723097,6.232425227197817,7,29,True,0.04885263152641957,True
U56,CADENCE,D,SHARPE,P_BLOCK,2,8,8,0.3431493874428344,0.002081573013573035,164.85099739730774,0.3095723778500262,0.04967125421723097,6.232425227197817,7,29,True,25.450537533593,False
U56,CADENCE,D,MAXDD,P_HALF,1,2,2,10.041084360066534,,,5.7942383575697,3.6740509350973207,1.577070775535184,7,29,False,,False
U56,CADENCE,D,MAXDD,P_OVERLAP,1,3,3,6.694056240044357,,,5.7942383575697,3.6740509350973207,1.577070775535184,7,29,False,,False
