panel,book,gross,L,window,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,CAP2,0.75,100,W260,0.0,0.10253164534454196,1.1608273793751815,-0.15258503967328196,0.67196394590246,1.225351540388487,1.101493278086364,1.121131421992268,0.7542301649667008,0.10634500283850223,1.1927831331639065,-0.15258503967328163,False,False,True,True,True,True,False
U56,CAP2,0.75,100,W260,10.0,0.09665913972687923,1.0997780889302802,-0.15799419064733677,0.61178920143105,1.1661831569169467,1.0385943889290403,1.0604868687428408,0.6808797332494929,0.10036620933685692,1.1314232108882443,-0.1579941906473361,False,False,True,True,True,True,False
U56,CAP2,0.75,100,W260,25.0,0.0879066194709921,1.0079278696586536,-0.16604560130819368,0.5294125154681485,1.0771877462607677,0.9439393003682592,0.9692932272840226,0.5821022184137458,0.09145617808307738,1.0390675102747902,-0.16604560130819324,False,False,True,True,True,True,False
U56,CAP2,0.75,100,W260,50.0,0.07346782943067565,0.8543175865399254,-0.18125471545455663,0.40532920341647705,0.9284164223391546,0.785580668268417,0.8169120650904114,0.44188086512660557,0.07675992887526184,0.8845066437655885,-0.18125471545455785,False,False,False,False,True,True,False
U56,CAP2,0.75,100,W360,0.0,0.09891021097733388,1.1376182840519107,-0.1525850396732812,0.6482300701898616,1.259285489670873,1.0320432887981923,1.0639541521945945,0.6891439343010308,0.10634500283850223,1.1927831331639065,-0.15258503967328163,False,False,True,True,True,True,False
U56,CAP2,0.75,100,W360,10.0,0.0930874393790373,1.07607515474328,-0.15799419064733666,0.5891826718288675,1.1994892858111583,0.9687111050974376,1.0021489287702452,0.6193365208294946,0.10036620933685692,1.1314232108882443,-0.1579941906473361,False,False,True,True,True,True,False
U56,CAP2,0.75,100,W360,25.0,0.08440872847021685,0.9834743443992056,-0.16604560130819324,0.50834666986178,1.109516586336569,0.8734199591987741,0.9091984812646736,0.5253230239459886,0.09145617808307738,1.0390675102747902,-0.16604560130819324,False,False,True,True,True,True,False
U56,CAP2,0.75,100,W360,50.0,0.07009086740332826,0.8285947354451145,-0.18125471545455762,0.38669817349331664,0.959035989001416,0.7140407848446424,0.7538668410246363,0.39184715734728326,0.07675992887526184,0.8845066437655885,-0.18125471545455785,False,False,False,False,True,True,False
U56,CAP2,0.75,150,W260,0.0,0.11459449270726219,1.275089445195356,-0.13937368377344528,0.8222104030308751,1.3675935942030668,1.1961900420367197,1.2591486101433622,1.1129386085114987,0.11901356750993464,1.2881816599772136,-0.13937368377344528,False,True,True,True,True,True,True
U56,CAP2,0.75,150,W260,10.0,0.10999153029034847,1.228107408030653,-0.14005318080591944,0.7853554603859423,1.3214943938673724,1.1482634938569642,1.2121165036590082,1.0269001773993778,0.11426284008812027,1.2412067198830232,-0.14005318080591944,False,True,True,True,True,True,True
U56,CAP2,0.75,150,W260,25.0,0.10312130969430466,1.1574685594345526,-0.14107204992761158,0.7309832794463496,1.2521805487147797,1.0762077645103485,1.1414163003887854,0.9100901175138667,0.10717309596291358,1.1705685447240084,-0.1410720499276119,False,False,True,True,True,True,False
U56,CAP2,0.75,150,W260,50.0,0.0917616240677952,1.0393873336960593,-0.15281681934186397,0.600468092864286,1.136308578466484,0.9557659773136956,1.0232726965300474,0.7424025379167525,0.09545314737417598,1.0524595161739252,-0.15281681934186397,False,False,True,True,True,True,False
U56,CAP2,0.75,150,W360,0.0,0.11383600438372055,1.269207391050448,-0.1393736837734454,0.8167682829476127,1.4300154825691482,1.1338354275490872,1.2445107695726212,1.092554333650679,0.11901356750993464,1.2881816599772136,-0.13937368377344528,False,True,True,True,True,True,True
U56,CAP2,0.75,150,W360,10.0,0.10926710791458327,1.2224550459590724,-0.14005318080591955,0.7801829796782804,1.3847343491296271,1.0855670408810947,1.1980111128275155,1.0081434788158654,0.11426284008812027,1.2412067198830232,-0.14005318080591944,False,True,True,True,True,True,True
U56,CAP2,0.75,150,W360,25.0,0.10244749252834362,1.152163811852007,-0.1410720499276117,0.7262068750040317,1.31664622387107,1.0130057327766762,1.1281178570463881,0.8935377257691164,0.10717309596291358,1.1705685447240084,-0.1410720499276119,False,False,True,True,True,True,False
U56,CAP2,0.75,150,W360,50.0,0.0911708449157358,1.0346696702917568,-0.15281681934186542,0.5966021626963597,1.2028112779842777,0.8917414989039565,1.0113402425771996,0.7290015058762306,0.09545314737417598,1.0524595161739252,-0.15281681934186397,False,False,True,True,True,True,False
U56,CAP2,0.75,200,W260,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,0.8137484495086919,1.3431232040383605,1.2841509485625666,1.228739013143088,1.188426875003423,0.13168913356431755,1.3693466954314062,-0.14765004422980454,False,True,True,True,True,True,True
U56,CAP2,0.75,200,W260,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214643,0.7848531308785468,1.3027641647438848,1.245743566697983,1.1871870518343108,1.105836634098696,0.12773946456006335,1.3318413815124672,-0.14809080759214632,False,True,True,True,True,True,True
U56,CAP2,0.75,200,W260,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,1.124749529084998,0.9835023596828143,0.12183969460699817,1.2754689637891052,-0.14875179387181792,False,True,True,True,True,True,True
U56,CAP2,0.75,200,W260,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,1.140744704022228,1.0915969990562207,1.0204653620097097,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639253,False,False,True,True,True,True,False
U56,CAP2,0.75,200,W360,0.0,0.12220068267645545,1.3199936377864459,-0.14765004422980466,0.827637291366202,1.4326689855928607,1.2303718036258753,1.2536755376763997,1.232029446314535,0.13168913356431755,1.3693466954314062,-0.14765004422980454,False,True,True,True,True,True,True
U56,CAP2,0.75,200,W360,10.0,0.11828168344557377,1.2811132683676096,-0.14809080759214643,0.798710503161889,1.3931772238530362,1.1917840358092926,1.2128233863101683,1.1480038255805514,0.12773946456006335,1.3318413815124672,-0.14809080759214632,False,True,True,True,True,True,True
U56,CAP2,0.75,200,W360,25.0,0.1124277257380093,1.2226825396054677,-0.14875179387181792,0.7558075288482926,1.3338185786682366,1.1338001342671842,1.1514433174442342,1.023334555655616,0.12183969460699817,1.2754689637891052,-0.14875179387181792,False,True,True,True,True,True,True
U56,CAP2,0.75,200,W360,50.0,0.10273622367767343,1.125061926474387,-0.1498530143263923,0.6855799607334251,1.23462837073007,1.0369413974671398,1.0489397456248124,0.8136969465558458,0.1120723488705766,1.181260845927782,-0.14985301432639253,False,False,True,True,True,True,False
U56,CAP2,0.75,250,W260,0.0,0.11924437657145859,1.2804763640512011,-0.1506688546530094,0.7914334840208255,1.3368444226736504,1.2418067972746387,1.2270651432097912,1.0923049270246565,0.1300604567747199,1.3230563598401084,-0.15066885465300928,False,True,True,True,True,True,True
U56,CAP2,0.75,250,W260,10.0,0.11567863154977998,1.245330098451255,-0.1510725343060092,0.7657158336634764,1.3007707007736202,1.2071835642484035,1.1899392970212948,1.0298503051039527,0.12641530454256356,1.2892537213413022,-0.15107253430600898,False,True,True,True,True,True,True
U56,CAP2,0.75,250,W260,25.0,0.1103503070804579,1.1925127178960901,-0.15167790108516555,0.7275305518534131,1.2465626970510952,1.1551506205803383,1.1341633033425387,0.9331179130049891,0.1209685513077019,1.2384451677511705,-0.15167790108516532,False,True,True,True,True,True,True
U56,CAP2,0.75,250,W260,50.0,0.1015236194794209,1.1042690898605187,-0.15268643854070607,0.664915761017995,1.156005834103889,1.068212178176895,1.0410234318331493,0.7632786267860567,0.11194628944015728,1.1535280924997284,-0.1526864385407063,False,False,True,True,True,True,False
U56,CAP2,0.75,250,W360,0.0,0.12179220118031253,1.293523041286784,-0.15066885465300928,0.8083435787761197,1.433364382257734,1.1839543481001733,1.2550798556520462,1.1444437866160857,0.1300604567747199,1.3230563598401084,-0.15066885465300928,False,True,True,True,True,True,True
U56,CAP2,0.75,250,W360,10.0,0.11819072503998829,1.2584401550055617,-0.15107253430600898,0.78234422678436,1.3976845503921504,1.1491181906074126,1.2180990961644391,1.0799118913402035,0.12641530454256356,1.2892537213413022,-0.15107253430600898,False,True,True,True,True,True,True
U56,CAP2,0.75,250,W360,25.0,0.11280917233401055,1.2057189098269865,-0.15167790108516543,0.743741649422413,1.3440648048733228,1.0967704479056923,1.1625437431107446,0.9798131390411373,0.1209685513077019,1.2384451677511705,-0.15167790108516532,False,True,True,True,True,True,True
U56,CAP2,0.75,250,W360,50.0,0.10389474653632558,1.1176377454660447,-0.15268643854070596,0.6804451497414906,1.2544794777820307,1.0093199769057253,1.06977803756219,0.8035734783503161,0.11194628944015728,1.1535280924997284,-0.1526864385407063,False,False,True,True,True,True,False
U56,CAP2,0.75,300,W260,0.0,0.11604265740548358,1.21360906199542,-0.15696735285161723,0.7392789347424356,1.24389267483059,1.1935866487226494,1.1320074212808497,0.8801983822780228,0.12769717047981555,1.2767970220943134,-0.15696735285161734,False,True,True,True,True,True,True
U56,CAP2,0.75,300,W260,10.0,0.11265566111619063,1.1810755974452518,-0.15731762196269106,0.7161032547447717,1.2093468934531162,1.1626014643796616,1.096617739769622,0.8299683514434762,0.12435797296691886,1.2463565018565235,-0.15731762196269117,False,True,True,True,True,True,True
U56,CAP2,0.75,300,W260,25.0,0.10759353733758581,1.132208478102142,-0.1578429030592572,0.6816495087979545,1.1574667475841554,1.1160534942701106,1.0434824309418618,0.7592653976776678,0.11936682357951889,1.2006199316587287,-0.15784290305925697,False,True,True,True,True,True,True
U56,CAP2,0.75,300,W260,50.0,0.09920542688465006,1.0506212240984414,-0.1587180447195391,0.6250418914871959,1.0708786907519183,1.038318259822401,0.9548331853393434,0.6518909476778438,0.1110950880593704,1.1242209963508103,-0.15871804471953876,False,False,True,True,True,True,False
U56,CAP2,0.75,300,W360,0.0,0.11898733549919926,1.2298056833551303,-0.15696735285161734,0.7580387471506834,1.347511108780909,1.133607641891217,1.1667335295950754,0.9311793427601952,0.12769717047981555,1.2767970220943134,-0.15696735285161734,False,True,True,True,True,True,True
U56,CAP2,0.75,300,W360,10.0,0.11555561466184838,1.1972595203740295,-0.15731762196269095,0.7345370036756166,1.313084882342333,1.1024971687761944,1.1312687644088868,0.8788393753375582,0.12435797296691886,1.2463565018565235,-0.15731762196269117,False,True,True,True,True,True,True
U56,CAP2,0.75,300,W360,25.0,0.11042685031785404,1.1483733333222277,-0.1578429030592573,0.6995997170452298,1.261379211207429,1.0557648828141162,1.078020923779898,0.8051706783804139,0.11936682357951889,1.2006199316587287,-0.15784290305925697,False,True,True,True,True,True,True
U56,CAP2,0.75,300,W360,50.0,0.10192885416934794,1.0667539503612746,-0.158718044719539,0.6422007929184121,1.1750679568755078,0.9777323002508698,0.9891836506267534,0.6932923454123348,0.1110950880593704,1.1242209963508103,-0.15871804471953876,False,False,True,True,True,True,False
U56,CAP2,1.0,100,W260,0.0,0.10771252609069926,1.1021885343322457,-0.15963027133500385,0.6747625321305832,1.1785311975770651,1.0369120189398668,1.0711418152152083,0.7527150891669641,0.11324118234368874,1.1268642373134878,-0.15963027133500318,False,True,True,True,True,True,True
U56,CAP2,1.0,100,W260,10.0,0.10118394680004617,1.0414566868727737,-0.1651526248716777,0.6126693225655075,1.1191464613865634,0.9747534768348258,1.010592139969219,0.6776114103518659,0.10647217931467301,1.0659554559435949,-0.16515262487167737,False,False,True,True,True,True,False
U56,CAP2,1.0,100,W260,25.0,0.09146040004387834,0.9500931901111122,-0.1733706092673052,0.5275427042127044,1.0298465679305697,0.8812152392832235,0.9195615856967374,0.5763958116858078,0.09639288249461209,0.9742826530066493,-0.1733706092673043,False,False,True,True,True,True,False
U56,CAP2,1.0,100,W260,50.0,0.07543767075725971,0.7973076278084927,-0.1924306532529051,0.3920252282161852,0.8806084445955688,0.7247183941448295,0.7674924345333823,0.43257039014813137,0.07979008669819554,0.8208624886090936,-0.19243065325290454,False,False,False,False,False,True,False
U56,CAP2,1.0,100,W360,0.0,0.1041893795535771,1.0790790540766078,-0.1596302713350043,0.6526918652848902,1.2174683033968865,0.9652914777579913,1.0144657897130205,0.6907287478271366,0.11324118234368874,1.1268642373134878,-0.15963027133500318,False,False,True,True,True,True,False
U56,CAP2,1.0,100,W360,10.0,0.09770138636484771,1.0179575872495645,-0.1651526248716776,0.5915824010714997,1.1575781030943435,0.9027285946743787,0.9529367055924801,0.6188868996775825,0.10647217931467301,1.0659554559435949,-0.16515262487167737,False,False,True,True,True,True,False
U56,CAP2,1.0,100,W360,25.0,0.08803805439370893,0.926001789518193,-0.1733706092673052,0.5078026475523925,1.0674877939524894,0.8085974542744742,0.8604247646730055,0.5220614528387022,0.09639288249461209,0.9742826530066493,-0.1733706092673043,False,False,False,True,True,True,False
U56,CAP2,1.0,100,W360,50.0,0.07211393362713281,0.7722138617722969,-0.19243065325290398,0.3747528390518756,0.916857222390692,0.6511509557712731,0.7058690428767698,0.3844604865130219,0.07979008669819554,0.8208624886090936,-0.19243065325290454,False,False,False,False,False,True,False
U56,CAP2,1.0,150,W260,0.0,0.12250654348639434,1.2072678750304338,-0.16415724481575922,0.7462755824385865,1.2892279134543825,1.141588988345842,1.1744160888579402,1.0287620403244908,0.13046800037724937,1.2338094442545982,-0.16415724481575888,False,True,True,True,True,True,True
U56,CAP2,1.0,150,W260,10.0,0.11724635836333097,1.1603240176696565,-0.16501804806949383,0.7105062733135419,1.24320548629234,1.0936058121383292,1.1277501633638203,0.9488292633970503,0.12492002738367369,1.1865791639678496,-0.16501804806949383,False,True,True,True,True,True,True
U56,CAP2,1.0,150,W260,25.0,0.10940055279877825,1.0897410682793314,-0.1663087344161499,0.6578160382426347,1.1740133636689831,1.0214576546376193,1.0576067074196553,0.8396457190669786,0.1166472429074894,1.1155507820901072,-0.16630873441615002,False,True,True,True,True,True,True
U56,CAP2,1.0,150,W260,50.0,0.09644194475214585,0.9717438786606399,-0.16845849567857507,0.5724967705764189,1.0583558808874791,0.9008367591454587,0.940403824136504,0.6815635981202472,0.10298940680060142,0.9967680569306059,-0.16845849567857507,False,False,True,True,True,True,False
U56,CAP2,1.0,150,W360,0.0,0.121738333033939,1.1994164571191244,-0.16415724481575877,0.7415958593272659,1.3540377205682939,1.073785886112797,1.1537629610558586,1.0083699788521816,0.13046800037724937,1.2338094442545982,-0.16415724481575888,False,True,True,True,True,True,True
U56,CAP2,1.0,150,W360,10.0,0.11649968354876394,1.1526643998425015,-0.16501804806949383,0.7059814663405944,1.3087431632351354,1.0254825279067812,1.10757601633926,0.9297465269504718,0.12492002738367369,1.1865791639678496,-0.16501804806949383,False,True,True,True,True,True,True
U56,CAP2,1.0,150,W360,25.0,0.10868583677173338,1.0823722335937673,-0.1663087344161498,0.6535185127425225,1.2406416826746056,0.9528611744469749,1.0381597746855808,0.822347515177297,0.1166472429074894,1.1155507820901072,-0.16630873441615002,False,True,True,True,True,True,True
U56,CAP2,1.0,150,W360,50.0,0.09577958420871524,0.9648674912448383,-0.16845849567857496,0.5685648789804358,1.1267967884348473,0.8314714888570106,0.9221912425960965,0.6668395531858394,0.10298940680060142,0.9967680569306059,-0.16845849567857507,False,False,True,True,True,True,False
U56,CAP2,1.0,200,W260,0.0,0.1311471792024872,1.2578720128376348,-0.17219526991017187,0.7616189415127489,1.2854339862310473,1.2434023420162414,1.1596341055522486,1.057947122602816,0.14757573417524883,1.333105459265909,-0.17219526991017198,False,True,True,True,True,True,True
U56,CAP2,1.0,200,W260,10.0,0.12664176225459833,1.2186869420925572,-0.17276601457826812,0.7330247361654908,1.2452340153866832,1.204786328268981,1.1184206858014545,0.9850903311368066,0.14292015051644635,1.2952683323978311,-0.17276601457826812,False,True,True,True,True,True,True
U56,CAP2,1.0,200,W260,25.0,0.11991592170873511,1.159802830587867,-0.17362190598961025,0.690672764045748,1.184821614289832,1.146759863124971,1.0565009759528643,0.8577992748092904,0.13597078538040042,1.238402726012863,-0.17362190598961047,False,True,True,True,True,True,True
U56,CAP2,1.0,200,W260,50.0,0.10879175377661077,1.0614330172323296,-0.1750477901440134,0.6214974418534893,1.0838958858860082,1.0498256360209468,0.953101028201383,0.6827387453391249,0.12447863828467542,1.1433814467910008,-0.1750477901440134,False,True,True,True,True,True,True
U56,CAP2,1.0,200,W360,0.0,0.13347253961271188,1.2689316125921464,-0.17219526991017164,0.7751231475890129,1.3847958983792932,1.1802476709767844,1.1814728613102803,1.0977299747788754,0.14757573417524883,1.333105459265909,-0.17219526991017198,False,True,True,True,True,True,True
U56,CAP2,1.0,200,W360,10.0,0.12895399654685713,1.2299941899733629,-0.17276601457826812,0.7464083538746977,1.345273445353331,1.1415106567162718,1.1408385036752136,1.0234481141489902,0.14292015051644635,1.2952683323978311,-0.17276601457826812,False,True,True,True,True,True,True
U56,CAP2,1.0,200,W360,25.0,0.12220858282317781,1.17148384381116,-0.17362190598961025,0.7038776710036286,1.2858759211026207,1.083307747967836,1.079793539047028,0.893092879950718,0.13597078538040042,1.238402726012863,-0.17362190598961047,False,True,True,True,True,True,True
U56,CAP2,1.0,200,W360,50.0,0.11105210008614153,1.0737422911511023,-0.1750477901440134,0.6344101801843826,1.186635516067349,0.9860932582456021,0.977865886526005,0.7137960482373421,0.12447863828467542,1.1433814467910008,-0.1750477901440134,False,True,True,True,True,True,True
U56,CAP2,1.0,250,W260,0.0,0.13202313002606103,1.2457813824516795,-0.17683557366440505,0.7465869411355649,1.2891094738326085,1.2212265969580531,1.16434895040285,0.9879872737191092,0.14850576547155625,1.309009677627872,-0.17683557366440494,False,True,True,True,True,True,True
U56,CAP2,1.0,250,W260,10.0,0.12793775327801216,1.2109034043937499,-0.17734420361861858,0.7214092745491939,1.253217496843091,1.1868468852502099,1.1276025938886407,0.9218563811170718,0.14423654868102642,1.275297719277579,-0.17734420361861836,False,True,True,True,True,True,True
U56,CAP2,1.0,250,W260,25.0,0.12183613372243252,1.1584922648936198,-0.17810690852511846,0.6840618072108637,1.1992923067316557,1.1351787742918675,1.0724069003313408,0.8188597741402995,0.1378611666798233,1.2246250111422754,-0.1781069085251189,False,True,True,True,True,True,True
U56,CAP2,1.0,250,W260,50.0,0.11173690031510786,1.070930714266768,-0.17937744335216077,0.6229150010558553,1.1092288291550363,1.0488421642045154,0.9802579451800608,0.6739899593456589,0.1273109478939145,1.139929310684478,-0.17937744335216044,False,True,True,True,True,True,True
U56,CAP2,1.0,250,W360,0.0,0.1348961901882606,1.2583864313215283,-0.17683557366440494,0.7628340123705195,1.3974197996269893,1.1539200066614097,1.190494073230258,1.035663011316445,0.14850576547155625,1.309009677627872,-0.17683557366440494,False,True,True,True,True,True,True
U56,CAP2,1.0,250,W360,10.0,0.13076148502277585,1.2235244852923697,-0.17734420361861858,0.7373315978456246,1.3618008790972698,1.1193551959183181,1.153802024590334,0.9670890834317871,0.14423654868102642,1.275297719277579,-0.17734420361861836,False,True,True,True,True,True,True
U56,CAP2,1.0,250,W360,25.0,0.12458645645750166,1.1711381712387798,-0.17810690852511857,0.6995037839305999,1.3082817915776643,1.0674139831653313,1.0986901742569286,0.8601289261019528,0.1378611666798233,1.2246250111422754,-0.1781069085251189,False,True,True,True,True,True,True
U56,CAP2,1.0,250,W360,50.0,0.11436641836759498,1.0836196338516686,-0.17937744335216044,0.6375741354673374,1.2188842409913871,0.980634685389198,1.0066860883968223,0.7096985147860363,0.1273109478939145,1.139929310684478,-0.17937744335216044,False,True,True,True,True,True,True
U56,CAP2,1.0,300,W260,0.0,0.12708861836261764,1.175271249769526,-0.18617798330588853,0.6826189440123666,1.2035775959550676,1.1623028591811488,1.0746333584148051,0.7970969185099616,0.14494374152395872,1.2518199859538863,-0.18617798330588853,False,True,True,True,True,True,True
U56,CAP2,1.0,300,W260,10.0,0.1232089187297245,1.1427792532867067,-0.18662133329569064,0.6602081152989467,1.168727049747131,1.1314310284816556,1.0391400124923753,0.751313275257624,0.1410026052141904,1.2213243828495546,-0.18662133329569086,False,True,True,True,True,True,True
U56,CAP2,1.0,300,W260,25.0,0.11741331960650792,1.093975906534506,-0.1872861557758967,0.6269193743663714,1.1163958136730787,1.0850522622201964,0.9858568387312346,0.6865900530564271,0.13511520083394868,1.1755040404935844,-0.1872861557758968,False,True,True,True,True,True,True
U56,CAP2,1.0,300,W260,50.0,0.10781751919488358,1.0124962221232057,-0.18839365327211766,0.5722991052100407,1.0290693147188728,1.0075942794321688,0.8969783174868239,0.5810813986018822,0.1253673197795322,1.098960206199546,-0.18839365327211777,False,True,True,True,True,True,True
