q,tau,uni,n_star_pub,n_star_all,TOP3,TOP5,TOP10,TOP20,TOP40,TOPall,V1u
0.05,0.8,universe.json(56),40,,0.8888888888888888,1.0,0.8636363636363636,0.8181818181818182,1.0,0.9583333333333334,0.375
0.05,0.8,universe_broad.json,40,,0.5263157894736842,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.9285714285714286,1.0,0.7058823529411765
0.05,0.9,universe.json(56),40,,0.8888888888888888,1.0,0.8636363636363636,0.8181818181818182,1.0,0.9583333333333334,0.375
0.05,0.9,universe_broad.json,136,,0.5263157894736842,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.8571428571428571,1.0,0.7058823529411765
0.05,0.95,universe.json(56),40,,0.8888888888888888,1.0,0.8636363636363636,0.8181818181818182,1.0,0.9583333333333334,0.375
0.05,0.95,universe_broad.json,136,,0.3157894736842105,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.7857142857142857,1.0,0.7058823529411765
0.05,1.0,universe.json(56),40,,0.7777777777777778,1.0,0.7727272727272727,0.8181818181818182,1.0,0.9166666666666666,0.2916666666666667
0.05,1.0,universe_broad.json,136,,0.3157894736842105,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.7857142857142857,1.0,0.47058823529411764
0.1,0.8,universe.json(56),40,,0.7777777777777778,1.0,0.8636363636363636,0.8181818181818182,1.0,0.9583333333333334,0.375
0.1,0.8,universe_broad.json,136,,0.5263157894736842,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.7857142857142857,1.0,0.7058823529411765
0.1,0.9,universe.json(56),40,,0.5555555555555556,1.0,0.8636363636363636,0.7272727272727273,1.0,0.9583333333333334,0.3333333333333333
0.1,0.9,universe_broad.json,136,,0.42105263157894735,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.7857142857142857,1.0,0.47058823529411764
0.1,0.95,universe.json(56),40,,0.5555555555555556,1.0,0.8636363636363636,0.7272727272727273,1.0,0.9166666666666666,0.25
0.1,0.95,universe_broad.json,136,,0.3157894736842105,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.7857142857142857,1.0,0.47058823529411764
0.1,1.0,universe.json(56),40,,0.5555555555555556,1.0,0.7727272727272727,0.7272727272727273,1.0,0.9166666666666666,0.16666666666666666
0.1,1.0,universe_broad.json,136,,0.21052631578947367,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.7857142857142857,1.0,0.47058823529411764
0.2,0.8,universe.json(56),40,,0.5555555555555556,1.0,0.8636363636363636,0.8181818181818182,1.0,0.9583333333333334,0.3333333333333333
0.2,0.8,universe_broad.json,136,,0.42105263157894735,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.7857142857142857,1.0,0.47058823529411764
0.2,0.9,universe.json(56),40,,0.5555555555555556,1.0,0.8636363636363636,0.8181818181818182,1.0,0.9583333333333334,0.3333333333333333
0.2,0.9,universe_broad.json,136,,0.42105263157894735,0.7142857142857143,0.3888888888888889,0.2962962962962963,0.7857142857142857,1.0,0.47058823529411764
0.2,0.95,universe.json(56),40,,0.5555555555555556,1.0,0.8636363636363636,0.8181818181818182,1.0,0.9166666666666666,0.3333333333333333
0.2,0.95,universe_broad.json,136,,0.42105263157894735,0.7142857142857143,0.3888888888888889,0.2962962962962963,0.7857142857142857,1.0,0.47058823529411764
0.2,1.0,universe.json(56),40,,0.4444444444444444,0.6666666666666666,0.8636363636363636,0.7272727272727273,1.0,0.9166666666666666,0.16666666666666666
0.2,1.0,universe_broad.json,136,,0.21052631578947367,0.5714285714285714,0.3888888888888889,0.2962962962962963,0.7857142857142857,1.0,0.47058823529411764
