universe,book,conv,pick,IS_Sharpe,IS_anchor,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_Sharpe,dOOS_vs_anchor,best_OOS_in_pool,regret,base_OOS_Sharpe,spy_OOS_Sharpe,beats_base,beats_spy,full_4a,full_4b
u56,v1,replace,"season(21,14)",0.6457074464056963,0.5534299312214817,0.053025131467283826,0.5435711467670186,-0.13898477453614544,0.747063834691694,-0.20349268792467545,0.747063834691694,-0.20349268792467545,0.747063834691694,0.8820107671822842,False,False,False,False
u56,v1,cash,"season(21,14)",0.773642653592274,0.5534299312214817,0.04947394986187814,0.5336961177754252,-0.13827796154480865,0.747063834691694,-0.21336771691626877,0.7546611596163526,-0.22096504184092736,0.747063834691694,0.8820107671822842,False,False,False,False
u56,top20,replace,"season(21,14)",0.9942371444910906,0.9928968404730495,0.10980046632704266,0.9585631200820003,-0.18308348697878096,1.167991233806965,-0.20942811372496462,1.167991233806965,-0.20942811372496462,0.747063834691694,0.8820107671822842,True,True,False,True
u56,top20,cash,"season(21,14)",1.1280852971034212,0.9928968404730495,0.10939961258683062,0.9865904044886097,-0.18308348697878096,1.167991233806965,-0.18140082931835522,1.167991233806965,-0.18140082931835522,0.747063834691694,0.8820107671822842,True,True,False,True
u56,ewall,replace,"season(28,21)",0.9786053239321564,0.9680079228325479,0.09904454054493583,1.0068715617015,-0.15665226190244363,1.1132841948586054,-0.10641263315710536,1.1132841948586054,-0.10641263315710536,0.747063834691694,0.8820107671822842,True,True,False,False
u56,ewall,cash,"season(21,14)",1.0259843720236417,0.9680079228325479,0.08876583947966799,0.9454298830797401,-0.15874704847794496,1.1132841948586054,-0.16785431177886534,1.1132841948586054,-0.16785431177886534,0.747063834691694,0.8820107671822842,True,True,False,False
broad,v1,replace,"none(-1,0)",0.714743531177852,0.714743531177852,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.5762505378038233,0.0,0.5935782682795305,-0.017327730475707237,0.5762505378038233,0.8820239235972316,False,False,False,False
broad,v1,cash,"season(21,14)",1.0929895683634345,0.714743531177852,0.022734912424047238,0.273711361447888,-0.21144177824499288,0.5762505378038233,-0.3025391763559353,0.5762505378038233,-0.3025391763559353,0.5762505378038233,0.8820239235972316,False,False,False,False
broad,top20,replace,"none(-1,0)",1.043837850225855,1.043837850225855,0.12486792010130943,0.8919165372280256,-0.2005204833110832,0.8919165372280256,0.0,0.9465022409042424,-0.054585703676216846,0.5762505378038233,0.8820239235972316,True,True,True,False
broad,top20,cash,"season(21,14)",1.2488523105565223,1.043837850225855,0.0710242240442811,0.5899663606877981,-0.20052048331108296,0.8919165372280256,-0.3019501765402275,0.8919165372280256,-0.3019501765402275,0.5762505378038233,0.8820239235972316,True,False,False,False
broad,ewall,replace,"season(35,14)",1.0457419088333626,1.0324870696635413,0.08835098540252129,0.872758648766451,-0.17373959762937408,1.0190519497098376,-0.14629330094338655,1.0190519497098376,-0.14629330094338655,0.5762505378038233,0.8820239235972316,True,False,True,False
broad,ewall,cash,"season(28,28)",1.112977749164234,1.0324870696635413,0.05108465453840605,0.5994691569835575,-0.16756930264000502,1.0190519497098376,-0.4195827927262801,1.0190519497098376,-0.4195827927262801,0.5762505378038233,0.8820239235972316,True,False,False,False
