family,idea606_median,here_median,here_median_u56_b136,idea606_share,here_share
BREADTH-LO,0.0737,0.07253026916246938,0.08325469112356007,0.981,0.9930555555555556
BREADTH-HI,0.0114,0.012784770094437292,0.022631186592510733,0.632,0.6504629629629629
VOL20-HI,0.021,0.02026343431341246,0.029106587109280102,0.722,0.7268518518518519
VOL20-LO,-0.0128,-0.01763235898155456,-0.03365892172217139,0.361,0.3402777777777778
DISP-HI,0.028,0.030552466655811933,0.03299680929029852,0.796,0.8032407407407407
DISP-LO,-0.0204,-0.03474485103287288,-0.048812831672515766,0.162,0.13425925925925927
CORR-HI,0.042,0.0553735123417223,0.07298445483125082,0.861,0.8773148148148148
CORR-LO,0.027,0.03406400604928621,0.02271062436302737,0.845,0.8657407407407407
