panel,band,cost,sharpe_spread,cagr_spread,dd_spread
U56,0.0,0,0.0005004343805510292,5.731435646704353,7.714929645227153
U56,0.0,10,0.00014607794228238546,5.489956894931147,7.742046222322408
U56,0.0,25,0.0004329188227041314,5.130396385253322,7.782696641663833
U56,0.0,50,0.001354740366094398,4.538162305516513,7.850382155987134
U56,0.02,0,0.0006326712847299909,5.870203006353658,7.647958076123073
U56,0.02,10,0.00023354231533434522,5.704664732450104,7.66739249401911
U56,0.02,25,0.00039575304109740195,5.457604316332554,7.696532699301228
U56,0.02,50,0.0013689731989623422,5.049145115569309,7.745069253053272
U56,0.03,0,0.0006145930622447615,5.944647333000708,7.779021470956982
U56,0.03,10,0.00020401657104307525,5.808475980852634,7.793423321068604
U56,0.03,25,0.0004385454027617808,5.6050618598670665,7.815018931946782
U56,0.03,50,0.0014643434066872185,5.268276566576446,7.8509925134454095
U56,0.05,0,0.000583087794811421,5.680313525851943,8.102001635278654
U56,0.05,10,0.00013156024433080837,5.573345324770185,8.11261223650992
U56,0.05,25,0.0006037487302614775,5.413419406854869,8.128523705701207
U56,0.05,50,0.0017938939582877733,5.148275201031138,8.155031001489043
U56,0.08,0,0.0012443525626157914,5.8005961629838065,9.28186800726758
U56,0.08,10,0.0007335895926927627,5.716297335304965,9.286824908382407
U56,0.08,25,0.00018134163075411713,5.5901761883896395,9.294258709996017
U56,0.08,50,0.0013144076204878452,5.380844230360404,9.30664424614579
B136,0.0,0,0.0007528551305704401,5.409429692702816,8.09322997435704
B136,0.0,10,0.00032283259564525046,5.1554516722291055,8.123774702729868
B136,0.0,25,0.000361265355139917,4.777462906191832,8.169559714034946
B136,0.0,50,0.0014036419595109262,4.1553596370017765,8.245782526439038
B136,0.02,0,0.0006407322850170427,5.527650014456231,7.898148993542053
B136,0.02,10,0.00018399523495649106,5.346966886869908,7.919741216856313
B136,0.02,25,0.0005206552544561038,5.077450009511053,7.952114693634327
B136,0.02,50,0.001685774395132622,4.63225300916843,8.006030869595005
B136,0.03,0,0.000512524690874594,5.484109164510409,7.899043879479029
B136,0.03,10,8.99132324245766e-05,5.33153591869604,7.915948031293274
B136,0.03,25,0.0006721031188070548,5.103754542504801,7.941295553144534
B136,0.03,50,0.0018603841275096622,4.726980958676408,7.983518209018925
B136,0.05,0,0.0004720781348512837,5.438008794379834,8.45691598826923
B136,0.05,10,9.157796538428187e-05,5.318769439452664,8.469922187166933
B136,0.05,25,0.0008009985959325228,5.140572875544591,8.489425188896526
B136,0.05,50,0.0020774719041412038,4.84533847548545,8.521913402499482
B136,0.08,0,0.0009614499724455161,5.794403139410487,9.489015722713035
B136,0.08,10,0.0004307044783125047,5.702303380354667,9.496615061624647
B136,0.08,25,0.00040713667186431657,5.564547075733883,9.50801077584391
B136,0.08,50,0.001697281714317933,5.335999062687535,9.52699484913564
SMALL,0.0,0,0.00014168293170979673,2.7266613754142854,8.388731468554866
SMALL,0.0,10,0.000391760083564896,2.46435733136503,8.672722959944135
SMALL,0.0,25,0.0007678702074683796,2.074362038672195,9.113036954594467
SMALL,0.0,50,0.001396364513350179,1.4335153628490804,9.8281076668283
SMALL,0.02,0,0.00011782652798575377,2.8906594558763654,8.66269661179846
SMALL,0.02,10,0.00040162510523855666,2.6813258218440827,8.887389638795318
SMALL,0.02,25,0.0008283442956996678,2.3695216533164754,9.220304252283128
SMALL,0.02,50,0.0015415274218054664,1.8556627694526373,9.764291981879348
SMALL,0.03,0,0.00013257757581275342,2.9349112615376427,8.710454675811363
SMALL,0.03,10,0.00042856996166062977,2.750719989259043,8.906304970653888
SMALL,0.03,25,0.0008735432586041147,2.4761326690652785,9.196937106572388
SMALL,0.03,50,0.0016171873345171006,2.0229907789378387,9.673028284152597
SMALL,0.05,0,8.299140769107982e-05,3.1116268346657705,8.823047111711425
SMALL,0.05,10,0.0003983903072696249,2.96060821050792,8.976878139383182
SMALL,0.05,25,0.0008722996267177541,2.7352184719479533,9.20567238874237
SMALL,0.05,50,0.0016638813209991499,2.362588462987225,9.581832372083543
SMALL,0.08,0,0.00011152916907197774,3.2100317938436485,9.072444862842577
SMALL,0.08,10,0.00022326724802079756,3.086658329526215,9.192924274892022
SMALL,0.08,25,0.0007261447126030163,2.90235771923828,9.372424159518722
SMALL,0.08,50,0.001565793867697951,2.5972070749437526,9.668360381733997
