panel,H,metric,rung,value,se,step,step_se
U56,21,SHARPE,5,0.913072549123095,0.223788909202009,,
U56,21,SHARPE,8,0.9851528786992009,0.23271405626352615,0.07208032957610588,0.07740227760536199
U56,21,SHARPE,10,1.0877868410268121,0.22301152201550561,0.10263396232761124,0.06696438019654827
U56,21,SHARPE,12,1.1603154950668073,0.2255026281033641,0.0725286540399952,0.04433603364337897
U56,21,SHARPE,15,1.1027347686395603,0.22371970062665592,-0.05758072642724699,0.039778777357039205
U56,21,SHARPE,20,1.1123012095249807,0.22550789158707202,0.009566440885420358,0.043579602945902886
U56,21,SHARPE,25,1.0805272665137127,0.2275222399723085,-0.03177394301126801,0.034931845786581345
U56,21,SHARPE,30,1.0649427079096212,0.22984389398436883,-0.01558455860409147,0.027342793992179676
U56,21,SHARPE,40,1.0940044874442179,0.2328920206795154,0.029061779534596655,0.03098059636461646
U56,21,CAGR,5,16.526378251575945,4.6151520553792515,,
U56,21,CAGR,8,15.806636605254788,4.073489628828529,-0.7197416463211574,1.6489836965261295
U56,21,CAGR,10,16.507732287923993,3.7129150961337754,0.7010956826692052,1.247359959046357
U56,21,CAGR,12,16.758822684809548,3.4984752630709472,0.2510903968855551,0.7344641180476337
U56,21,CAGR,15,15.078537091859578,3.2549040783678915,-1.6802855929499696,0.719418451719562
U56,21,CAGR,20,14.31010106865842,2.9939975471395877,-0.7684360232011578,0.7176482238854347
U56,21,CAGR,25,13.206355531335955,2.8308621717649762,-1.1037455373224656,0.5124639005660581
U56,21,CAGR,30,12.385357511915052,2.7205486160920582,-0.8209980194209034,0.38063603740571217
U56,21,CAGR,40,12.027507467123666,2.5272986632785583,-0.3578500447913857,0.44308382471998176
U56,21,MAXDD,5,-25.448282774434805,6.607768757731544,,
U56,21,MAXDD,8,-23.458387589388707,6.046248187977417,1.9898951850460982,3.4410218000368986
U56,21,MAXDD,10,-20.117910076749833,4.637667993050815,3.3404775126388735,3.1298079123599614
U56,21,MAXDD,12,-19.47756323213694,4.463266732288929,0.6403468446128926,1.7576142716863254
U56,21,MAXDD,15,-19.679048453641855,4.157115030479558,-0.20148522150491388,1.5374970189524761
U56,21,MAXDD,20,-20.24163164242747,4.1865294216495705,-0.5625831887856165,1.5610764637511294
U56,21,MAXDD,25,-20.471717879100737,4.3103858719203245,-0.2300862366732659,1.0878225050095032
U56,21,MAXDD,30,-19.764836940454845,4.3150844911598,0.7068809386458916,0.9121109047543101
U56,21,MAXDD,40,-19.27019529119277,4.201284409105248,0.4946416492620749,0.8040175105187108
U56,21,ULCER,5,8.124433076843381,3.105380084071062,,
U56,21,ULCER,8,6.966994200178508,2.616180494862843,-1.157438876664873,1.3269059619482941
U56,21,ULCER,10,6.00936398627609,1.8402986169293323,-0.9576302139024184,1.209984287196761
U56,21,ULCER,12,5.2371573057784335,1.716831702438216,-0.7722066804976562,0.5591717705348173
U56,21,ULCER,15,5.043019417866711,1.5719370389225515,-0.19413788791172237,0.4689988693485879
U56,21,ULCER,20,4.666543400546906,1.5219535149460497,-0.3764760173198054,0.46887927065841334
U56,21,ULCER,25,4.533297189008284,1.5828143175569722,-0.13324621153862193,0.36318125598797957
U56,21,ULCER,30,4.471166629868225,1.609523440918907,-0.062130559140058494,0.3082248419916138
U56,21,ULCER,40,3.9465542738388657,1.463183371903702,-0.5246123560293596,0.29848812875713043
U56,42,SHARPE,5,1.0424432579893341,0.21322705749850107,,
U56,42,SHARPE,8,1.0676249214739169,0.21367241682876098,0.025181663484582728,0.06339499317155727
U56,42,SHARPE,10,1.032775895498287,0.21826675305580698,-0.03484902597562978,0.04745306500328981
U56,42,SHARPE,12,1.0430624854180526,0.22188846101067564,0.010286589919765499,0.05502752971880643
U56,42,SHARPE,15,1.05790174497694,0.21955085837442612,0.014839259558887319,0.046083790235097545
U56,42,SHARPE,20,1.0649572570019263,0.23074064956643128,0.007055512024986443,0.03931732135325066
U56,42,SHARPE,25,1.1047712579367828,0.23234466315409263,0.03981400093485643,0.04054770531839176
U56,42,SHARPE,30,1.1287843294044195,0.2336101519440881,0.02401307146763676,0.03244834624831789
U56,42,SHARPE,40,1.1081135418111776,0.23700391451402406,-0.020670787593241924,0.03165337800036223
U56,42,CAGR,5,19.914870847511335,4.713689810492909,,
U56,42,CAGR,8,17.694001828485504,3.916296478225573,-2.2208690190258302,1.5643414148768098
U56,42,CAGR,10,16.248100794872645,3.754127119775981,-1.4459010336128593,0.8850369336302165
U56,42,CAGR,12,15.641732624402493,3.5213804903740558,-0.6063681704701516,1.0007115245942686
U56,42,CAGR,15,14.987936761669541,3.2181065938517732,-0.6537958627329523,0.8126658929608287
U56,42,CAGR,20,14.112593070018843,3.1140778628900847,-0.8753436916506985,0.6006154927711251
U56,42,CAGR,25,13.919936656987964,2.9043527940086844,-0.19265641303087833,0.6313010125219687
U56,42,CAGR,30,13.535819540972405,2.8164003635393984,-0.38411711601555965,0.40739649797152805
U56,42,CAGR,40,12.516730372101502,2.6423864314739216,-1.0190891688709023,0.45081530906812456
U56,42,MAXDD,5,-24.46965289066838,5.230682389855185,,
U56,42,MAXDD,8,-22.1173549269701,4.865344800799416,2.3522979636982804,2.9043714853171134
U56,42,MAXDD,10,-20.866941484214074,4.63696959854447,1.2504134427560274,1.8893467604859626
U56,42,MAXDD,12,-22.83008844232455,4.805685799975433,-1.9631469581104746,2.256865360562165
U56,42,MAXDD,15,-23.12489996359738,4.812595907631558,-0.2948115212728304,1.936702583503305
U56,42,MAXDD,20,-22.82253342374636,4.913417978957141,0.30236653985101825,1.3591957303712108
U56,42,MAXDD,25,-22.55129153196109,4.754135098698172,0.2712418917852695,1.3084190210493343
U56,42,MAXDD,30,-20.691203959738914,4.353521941754886,1.8600875722221772,1.0924555924302064
U56,42,MAXDD,40,-20.800740671514518,4.534854588941443,-0.10953671177560409,0.9209068325247995
U56,42,ULCER,5,7.879041156800319,2.196222370359127,,
U56,42,ULCER,8,6.163850287631482,1.9016828655689189,-1.7151908691688371,0.9063972382028225
U56,42,ULCER,10,6.011041744674479,1.857625331221557,-0.1528085429570032,0.5801672750109234
U56,42,ULCER,12,5.782039293079175,1.897821554145459,-0.22900245159530375,0.6883771608702336
U56,42,ULCER,15,5.151684589219755,1.7610676559753098,-0.6303547038594202,0.6554585322654128
U56,42,ULCER,20,5.104713523498844,1.777410970839185,-0.046971065720911476,0.4489817170355548
U56,42,ULCER,25,4.8178359564896684,1.5766313334198954,-0.2868775670091752,0.4614331872945113
U56,42,ULCER,30,4.624938760100507,1.491711797658417,-0.19289719638916125,0.29882439707345976
U56,42,ULCER,40,4.333832069312931,1.487885569642334,-0.29110669078757656,0.2727906132184161
U56,52,SHARPE,5,0.9748756630064027,0.20319343403211249,,
U56,52,SHARPE,8,1.0022413531421859,0.2190540326305358,0.02736569013578316,0.06276309085152147
U56,52,SHARPE,10,1.0521525846658235,0.2130156534120851,0.049911231523637634,0.0606035856286738
U56,52,SHARPE,12,1.091299878306837,0.21917648574420698,0.03914729364101355,0.046583387228124606
U56,52,SHARPE,15,1.0534757121862361,0.22872072151020087,-0.03782416612060091,0.04828873975623091
U56,52,SHARPE,20,1.1371758652078852,0.2326028361824757,0.08370015302164902,0.04153505192748264
U56,52,SHARPE,25,1.1205402619825768,0.23854657831726975,-0.016635603225308326,0.03509984236557083
U56,52,SHARPE,30,1.0839344873610393,0.23911802095863616,-0.03660577462153758,0.02642422968847873
U56,52,SHARPE,40,1.0728886939221047,0.23894259986851896,-0.011045793438934526,0.034341433949145926
U56,52,CAGR,5,18.310695776627117,4.271008019555793,,
U56,52,CAGR,8,16.609119781234092,3.9518083641793966,-1.701575995393025,1.363976986502742
U56,52,CAGR,10,16.5949672802145,3.627000066984312,-0.014152501019591313,1.1992602843171696
U56,52,CAGR,12,16.59538508224603,3.5170570604610547,0.0004178020315279696,0.8663495747911326
U56,52,CAGR,15,15.114541608868137,3.434237271744042,-1.4808434733778917,0.8446979965319665
U56,52,CAGR,20,15.237306425340936,3.221202807167487,0.1227648164727988,0.7074235805373645
U56,52,CAGR,25,14.196210195579306,3.0485690839619752,-1.0410962297616297,0.552106513988378
U56,52,CAGR,30,13.226312678690434,2.918536380689598,-0.9698975168888726,0.3815297772225153
U56,52,CAGR,40,12.169683454725376,2.6857986665575764,-1.0566292239650572,0.49649339752515376
U56,52,MAXDD,5,-24.469652890668403,5.191040849410509,,
U56,52,MAXDD,8,-22.298660735835995,5.014599225206974,2.1709921548324083,2.1874415612216795
U56,52,MAXDD,10,-21.44588582520249,4.19852466104283,0.852774910633503,2.5375265456244924
