panel,n,m,turn,cagr25,sharpe25,dd25,breakeven_bps,first_fail
U56,10,40,4.574685561038221,0.13823179027048238,1.0473142260873494,-0.19060110969244826,47,H1
U56,20,5,7.220757136573593,0.11783033164185008,0.9959483833510898,-0.17567729897322004,30,H1
U56,20,10,6.12613758511125,0.11945706198317252,1.010642314055549,-0.17574533213089027,38,H1
U56,20,20,5.264804894861113,0.11979844698374054,1.0425033399521662,-0.17317352452166968,47,CAGR
U56,20,40,5.06915854563749,0.11877153563144871,1.0586227460186752,-0.16162928918746022,46,CAGR
U56,30,10,6.152461056495422,0.10690385489049214,0.9963296771804905,-0.17757129795485582,25,CAGR
U56,30,20,5.846963101147632,0.10771612632566585,1.024942665074003,-0.16304657357074792,26,CAGR
U56,30,40,5.847053327525419,0.1078930992243552,1.026767103248807,-0.16304657357074803,27,CAGR
B136,60,10,6.9145293719014855,0.1068555599236296,0.9426919241960764,-0.18947393221335085,25,CAGR
